,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
小学校固定（人）,3780,3914,3817,3913,4025,3864,3911,3964,3833,3733,3552,3338,3061,2970,2825,2717,2578,2468,2452,2412,2509,2594,2622,2661,2702,2846,2852,2915,3093,3280,3521,3656,3942,4201
小学校通級（人）,948,1117,1349,1480,1449,1527,1628,1674,1766,1880,1909,1821,1768,1666,1616,1557,1576,1709,1789,1857,1981,2030,2132,2211,2321,2455,2541,2666,2920,3201,3586,3945,4421,5067
小学校計（人）,4728,5031,5166,5393,5474,5391,5539,5638,5599,5613,5461,5159,4829,4636,4441,4274,4154,4177,4241,4269,4490,4624,4754,4872,5023,5301,5393,5581,6013,6481,7107,7601,8363,9268
中学校固定（人）,1740,1720,1691,1701,1701,1712,1701,1769,1762,1836,1866,1980,2021,1956,1847,1692,1639,1572,1490,1412,1330,1278,1312,1321,1392,1356,1466,1541,1652,1693,1757,1931,2124,2341
中学校通級（人）,62,76,78,88,82,98,89,111,115,126,138,142,164,184,186,224,232,245,234,250,243,255,307,341,347,335,359,377,379,397,447,574,697,833
中学校計（人）,1802,1796,1769,1789,1783,1810,1790,1880,1877,1962,2004,2122,2185,2140,2033,1916,1871,1817,1724,1662,1573,1533,1619,1662,1739,1691,1825,1918,2031,2090,2204,2505,2821,3174
小学校＋中学校固定（人）,5520,5634,5508,5614,5726,5576,5612,5733,5595,5569,5418,5318,5082,4926,4672,4409,4217,4040,3942,3824,3839,3872,3934,3982,4094,4202,4318,4456,4745,4973,5278,5587,6066,6542
小学校＋中学校通級（人）,1010,1193,1427,1568,1531,1625,1717,1785,1881,2006,2047,1963,1932,1850,1802,1781,1808,1954,2023,2107,2224,2285,2439,2552,2668,2790,2900,3043,3299,3598,4033,4519,5118,5900
小学校＋中学校計（人）,6530,6827,6935,7182,7257,7201,7329,7518,7476,7575,7465,7281,7014,6776,6474,6190,6025,5994,5965,5931,6063,6157,6373,6534,6762,6992,7218,7499,8044,8571,9311,10106,11184,12442
