区市町村名,施設区分,施設名,所在地,緯度,経度,座標系,電話番号,備考
日野市,公民館,日野市中央公民館,日野市日野本町7-5-23,35.679592,139.399765,JGD2011,042-581-7580,
日野市,図書館,日野市立高幡図書館,日野市三沢4-1-12,35.658905,139.413284,JGD2011,042-591-7322,
日野市,図書館,日野市立市政図書室,日野市神明1-12-1,35.670986,139.395279,JGD2011,042-585-1111,
日野市,図書館,日野市立多摩平図書館,日野市多摩平2-9,35.663486,139.382278,JGD2011,042-583-2561,
日野市,図書館,日野市立中央図書館,日野市豊田2-49,35.656235,139.382355,JGD2011,042-586-0584,
日野市,図書館,日野市立日野図書館,日野市日野本町7-5-14,35.679592,139.399765,JGD2011,042-584-0467,
日野市,図書館,日野市立百草図書館,日野市百草204-1,35.657471,139.431259,JGD2011,042-594-4646,
日野市,図書館,日野市立平山図書館,日野市平山5-18-2,35.647282,139.380875,JGD2011,042-591-7772,
日野市,博物館類似施設,郷土資料館,日野市程久保550,35.652210,139.411285,JGD2011,042-592-0981,
日野市,女性/男女平等推進施設,男女平等推進センター,日野市多摩平2-9多摩平の森ふれあい館2階,35.663570,139.381699,JGD2011,042-584-2733,
日野市,その他の施設,日野市立八ヶ岳高原大成荘,山梨県北杜市高根町清里字念場原3545,35.923233,138.435074,JGD2011,0551-48-5050,宿泊
日野市,その他の施設,日野市中央公民館高幡台分室,日野市程久保550教育センター内,35.652210,139.411285,JGD2011,042-592-0864,
日野市,その他の施設,日野市埋蔵文化財整理保管室,日野市日野本町2-4-7,35.675179,139.398849,JGD2011,042-587-2441,
日野市,その他の施設,復原住居,日野市神明2-13,35.670219,139.393448,JGD2011,,
