学校名,所在地,緯度,経度,座標系,電話
小石川中等教育学校,113-0021文京区本駒込2-29-29,35.728760,139.745575,JGD2011,03(3946)7171
桜修館中等教育学校,152-0023目黒区八雲1-1-2,35.621029,139.672272,JGD2011,03(3723)9966
南多摩中等教育学校,192-8562八王子市明神町4-20-1,35.660248,139.343765,JGD2011,042(656)7030
立川国際中等教育学校,190-0012立川市曙町3-29-37,35.702988,139.426147,JGD2011,042(524)3903
三鷹中等教育学校,181-0004三鷹市新川6-21-21,35.679260,139.566360,JGD2011,0422(46)4181
