区市町村名,学校名,科名,募集人員（男女問わず）,２日目までの応募人員／男,２日目までの応募人員／女,２日目までの応募人員／計,２日目までの応募倍率
新宿,総合芸術,音楽,28,11,52,63,2.25
新宿,総合芸術,美術,56,21,95,116,2.07
新宿,総合芸術,舞台表現,28,12,68,80,2.86
新宿,総合芸術,計,112,44,215,259,2.31
芸術計,,,112,44,215,259,2.31
