全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
133086,,東京都奥多摩町,古里図書館,コリトショカン,,,1512,,,133086,,東京都西多摩郡奥多摩町小丹波82,東京都,西多摩郡奥多摩町,小丹波,82,,35.8153027,139.1499127,階数,2,(0428)85-1618,,,,,1980105,,奥多摩町,日火水木金土,09:30,17:00,祝日・休日・年末年始（12/29～1/3）は利用不可,文化会館内,可,無,無,有,有,無,無,無,無,無,有,無,無,無,無,無,有,https://www.okutama.library.ne.jp/,,,,有,有,無,無,,朝日新聞,西多摩新聞;西の風新聞,,無,無,有,無,有,無,0,0,0,有,無,無,有,有,,,,,
133086,,東京都奥多摩町,氷川図書館,ヒカワトショカン,,,1512,,,133086,,東京都西多摩郡奥多摩町氷川199-ロ,東京都,西多摩郡奥多摩町,氷川,199-ロ,,35.8088211,139.0973034,階数,2,(0428)83-8227,,,,,1980212,,奥多摩町,日火水木金土,09:30,17:00,祝日・休日・年末年始（12/29～1/4）は利用不可,福祉会館内,可,無,無,有,有,無,無,無,無,無,有,無,無,無,無,無,有,https://www.okutama.library.ne.jp/,,,,有,有,無,無,,毎日新聞,西多摩新聞;西の風新聞,,無,無,有,無,有,無,0,0,0,有,無,無,有,有,,,,,
