地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13114,中野区,1,15～19,9563,4897,4666,8774,4444,4330,789,453,336
4,13114,中野区,1,20～24,21462,10818,10644,17771,8846,8925,3691,1972,1719
4,13114,中野区,1,25～29,31831,16345,15486,28128,14376,13752,3703,1969,1734
4,13114,中野区,1,30～34,29490,15673,13817,26720,14205,12515,2770,1468,1302
4,13114,中野区,1,35～39,27832,15162,12670,26071,14220,11851,1761,942,819
4,13114,中野区,1,40～44,26401,14379,12022,25101,13693,11408,1300,686,614
4,13114,中野区,1,45～49,26744,14312,12432,25885,13890,11995,859,422,437
4,13114,中野区,1,50～54,25319,13233,12086,24546,12847,11699,773,386,387
4,13114,中野区,1,55～59,21038,10988,10050,20390,10696,9694,648,292,356
4,13114,中野区,1,60～64,16726,8506,8220,16314,8339,7975,412,167,245
4,13114,中野区,1,65～69,13627,6692,6935,13381,6583,6798,246,109,137
4,13114,中野区,1,70～74,16176,7725,8451,16027,7659,8368,149,66,83
4,13114,中野区,1,75～79,13197,5824,7373,13112,5779,7333,85,45,40
4,13114,中野区,1,80～84,10489,4115,6374,10435,4098,6337,54,17,37
4,13114,中野区,1,85～89,8011,2697,5314,7974,2680,5294,37,17,20
4,13114,中野区,1,90～94,4071,1118,2953,4060,1117,2943,11,1,10
4,13114,中野区,1,95～99,1284,271,1013,1276,269,1007,8,2,6
4,13114,中野区,1,100以上,207,27,180,205,27,178,2,-,2
4,13114,中野区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13115,杉並区,0,総数,570786,274060,296726,553865,265485,288380,16921,8575,8346
4,13115,杉並区,1,0～4,20050,10210,9840,19673,10020,9653,377,190,187
4,13115,杉並区,1,5～9,20786,10619,10167,20439,10425,10014,347,194,153
4,13115,杉並区,1,10～14,19595,10032,9563,19303,9870,9433,292,162,130
4,13115,杉並区,1,15～19,19271,9776,9495,18755,9523,9232,516,253,263
4,13115,杉並区,1,20～24,33044,15961,17083,30109,14462,15647,2935,1499,1436
4,13115,杉並区,1,25～29,46849,22578,24271,43697,20999,22698,3152,1579,1573
4,13115,杉並区,1,30～34,42893,21112,21781,40314,19818,20496,2579,1294,1285
4,13115,杉並区,1,35～39,43509,21752,21757,41646,20801,20845,1863,951,912
4,13115,杉並区,1,40～44,44064,22133,21931,42697,21384,21313,1367,749,618
4,13115,杉並区,1,45～49,46162,22714,23448,45256,22236,23020,906,478,428
4,13115,杉並区,1,50～54,45230,22058,23172,44487,21693,22794,743,365,378
4,13115,杉並区,1,55～59,38617,19362,19255,38022,19060,18962,595,302,293
4,13115,杉並区,1,60～64,30525,15095,15430,30102,14911,15191,423,184,239
4,13115,杉並区,1,65～69,25334,12347,12987,24993,12192,12801,341,155,186
4,13115,杉並区,1,70～74,28168,13074,15094,27954,12969,14985,214,105,109
4,13115,杉並区,1,75～79,23606,10432,13174,23484,10371,13113,122,61,61
4,13115,杉並区,1,80～84,18553,7287,11266,18489,7261,11228,64,26,38
4,13115,杉並区,1,85～89,14102,4857,9245,14054,4843,9211,48,14,34
4,13115,杉並区,1,90～94,7612,2151,5461,7586,2140,5446,26,11,15
4,13115,杉並区,1,95～99,2419,464,1955,2409,461,1948,10,3,7
4,13115,杉並区,1,100以上,397,46,351,396,46,350,1,-,1
4,13115,杉並区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13116,豊島区　,0,総数,288704,144719,143985,259771,129842,129929,28933,14877,14056
4,13116,豊島区　,1,0～4,9124,4647,4477,8501,4336,4165,623,311,312
4,13116,豊島区　,1,5～9,9009,4560,4449,8549,4302,4247,460,258,202
4,13116,豊島区　,1,10～14,8186,4161,4025,7791,3959,3832,395,202,193
4,13116,豊島区　,1,15～19,8775,4397,4378,7559,3732,3827,1216,665,551
4,13116,豊島区　,1,20～24,20811,10484,10327,14114,6854,7260,6697,3630,3067
4,13116,豊島区　,1,25～29,28609,14619,13990,22011,11105,10906,6598,3514,3084
4,13116,豊島区　,1,30～34,25217,13024,12193,20988,10891,10097,4229,2133,2096
4,13116,豊島区　,1,35～39,23330,12424,10906,20891,11146,9745,2439,1278,1161
4,13116,豊島区　,1,40～44,22563,12136,10427,20850,11298,9552,1713,838,875
4,13116,豊島区　,1,45～49,22810,11968,10842,21609,11402,10207,1201,566,635
4,13116,豊島区　,1,50～54,21797,11336,10461,20669,10805,9864,1128,531,597
4,13116,豊島区　,1,55～59,17768,9178,8590,16949,8832,8117,819,346,473
4,13116,豊島区　,1,60～64,14048,7319,6729,13484,7065,6419,564,254,310
4,13116,豊島区　,1,65～69,12207,6174,6033,11787,6001,5786,420,173,247
4,13116,豊島区　,1,70～74,13903,6797,7106,13705,6705,7000,198,92,106
4,13116,豊島区　,1,75～79,11297,5056,6241,11200,5010,6190,97,46,51
4,13116,豊島区　,1,80～84,8839,3467,5372,8771,3443,5328,68,24,44
4,13116,豊島区　,1,85～89,6107,1933,4174,6070,1926,4144,37,7,30
4,13116,豊島区　,1,90～94,3201,849,2352,3181,841,2340,20,8,12
4,13116,豊島区　,1,95～99,943,170,773,933,169,764,10,1,9
4,13116,豊島区　,1,100以上,160,20,140,159,20,139,1,-,1
4,13116,豊島区　,1,不詳者,-,-,-,-,-,-,-,-,-
4,13117,北区,0,総数,353732,175784,177948,329425,163562,165863,24307,12222,12085
4,13117,北区,1,0～4,12543,6463,6080,11717,6030,5687,826,433,393
4,13117,北区,1,5～9,12871,6497,6374,12138,6131,6007,733,366,367
4,13117,北区,1,10～14,11384,5909,5475,10810,5594,5216,574,315,259
4,13117,北区,1,15～19,11490,5917,5573,10593,5379,5214,897,538,359
4,13117,北区,1,20～24,20245,10156,10089,16394,8102,8292,3851,2054,1797
4,13117,北区,1,25～29,28934,14817,14117,24448,12462,11986,4486,2355,2131
4,13117,北区,1,30～34,26893,13923,12970,23314,12087,11227,3579,1836,1743
4,13117,北区,1,35～39,26454,13968,12486,23920,12673,11247,2534,1295,1239
4,13117,北区,1,40～44,25827,13616,12211,23837,12639,11198,1990,977,1013
4,13117,北区,1,45～49,27028,14289,12739,25744,13661,12083,1284,628,656
4,13117,北区,1,50～54,26166,13607,12559,25019,13114,11905,1147,493,654
4,13117,北区,1,55～59,21061,10933,10128,20202,10612,9590,859,321,538
4,13117,北区,1,60～64,17442,8972,8470,16866,8780,8086,576,192,384
4,13117,北区,1,65～69,16469,8314,8155,16083,8157,7926,386,157,229
4,13117,北区,1,70～74,20823,10115,10708,20551,9996,10555,272,119,153
4,13117,北区,1,75～79,17520,7700,9820,17369,7630,9739,151,70,81
4,13117,北区,1,80～84,14290,5654,8636,14197,5608,8589,93,46,47
4,13117,北区,1,85～89,10020,3341,6679,9979,3326,6653,41,15,26
4,13117,北区,1,90～94,4763,1297,3466,4741,1287,3454,22,10,12
4,13117,北区,1,95～99,1299,267,1032,1294,265,1029,5,2,3
4,13117,北区,1,100以上,210,29,181,209,29,180,1,-,1
4,13117,北区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13118,荒川区,0,総数,216814,107662,109152,197680,98367,99313,19134,9295,9839
4,13118,荒川区,1,0～4,7697,3964,3733,7150,3661,3489,547,303,244
4,13118,荒川区,1,5～9,8253,4191,4062,7732,3926,3806,521,265,256
4,13118,荒川区,1,10～14,8061,4109,3952,7527,3829,3698,534,280,254
4,13118,荒川区,1,15～19,8133,4187,3946,7303,3757,3546,830,430,400
4,13118,荒川区,1,20～24,11982,6062,5920,9516,4738,4778,2466,1324,1142
4,13118,荒川区,1,25～29,16369,8379,7990,13647,6963,6684,2722,1416,1306
4,13118,荒川区,1,30～34,15819,8124,7695,13379,6866,6513,2440,1258,1182
4,13118,荒川区,1,35～39,15475,7960,7515,13622,7067,6555,1853,893,960
4,13118,荒川区,1,40～44,16059,8173,7886,14537,7458,7079,1522,715,807
4,13118,荒川区,1,45～49,17620,9014,8606,16352,8433,7919,1268,581,687
4,13118,荒川区,1,50～54,16908,8720,8188,15685,8194,7491,1223,526,697
4,13118,荒川区,1,55～59,13815,7177,6638,12828,6748,6080,987,429,558
4,13118,荒川区,1,60～64,11087,5686,5401,10361,5389,4972,726,297,429
4,13118,荒川区,1,65～69,10164,5081,5083,9615,4863,4752,549,218,331
4,13118,荒川区,1,70～74,12554,6260,6294,12214,6117,6097,340,143,197
4,13118,荒川区,1,75～79,9937,4605,5332,9670,4501,5169,267,104,163
4,13118,荒川区,1,80～84,8065,3243,4822,7885,3167,4718,180,76,104
4,13118,荒川区,1,85～89,5615,1933,3682,5520,1906,3614,95,27,68
4,13118,荒川区,1,90～94,2439,646,1793,2399,638,1761,40,8,32
4,13118,荒川区,1,95～99,654,130,524,635,128,507,19,2,17
4,13118,荒川区,1,100以上,108,18,90,103,18,85,5,-,5
4,13118,荒川区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13119,板橋区,0,総数,568241,278023,290218,539869,264419,275450,28372,13604,14768
4,13119,板橋区,1,0～4,18301,9326,8975,17411,8865,8546,890,461,429
4,13119,板橋区,1,5～9,20754,10614,10140,19942,10202,9740,812,412,400
4,13119,板橋区,1,10～14,20237,10542,9695,19582,10191,9391,655,351,304
4,13119,板橋区,1,15～19,20542,10400,10142,19646,9930,9716,896,470,426
4,13119,板橋区,1,20～24,35276,16921,18355,31172,14706,16466,4104,2215,1889
4,13119,板橋区,1,25～29,45313,21805,23508,40164,19202,20962,5149,2603,2546
4,13119,板橋区,1,30～34,40242,20000,20242,36072,17920,18152,4170,2080,2090
4,13119,板橋区,1,35～39,39265,19983,19282,36457,18590,17867,2808,1393,1415
4,13119,板橋区,1,40～44,40605,20854,19751,38226,19767,18459,2379,1087,1292
4,13119,板橋区,1,45～49,44619,22968,21651,43018,22283,20735,1601,685,916
4,13119,板橋区,1,50～54,44448,22861,21587,42939,22296,20643,1509,565,944
4,13119,板橋区,1,55～59,36443,18949,17494,35247,18492,16755,1196,457,739
4,13119,板橋区,1,60～64,30494,15646,14848,29598,15324,14274,896,322,574
4,13119,板橋区,1,65～69,27060,13499,13561,26457,13294,13163,603,205,398
4,13119,板橋区,1,70～74,32689,15938,16751,32377,15794,16583,312,144,168
4,13119,板橋区,1,75～79,26783,11957,14826,26603,11881,14722,180,76,104
4,13119,板橋区,1,80～84,21161,8531,12630,21035,8477,12558,126,54,72
4,13119,板橋区,1,85～89,14917,4971,9946,14862,4955,9907,55,16,39
4,13119,板橋区,1,90～94,6842,1837,5005,6817,1829,4988,25,8,17
4,13119,板橋区,1,95～99,1962,393,1569,1956,393,1563,6,-,6
4,13119,板橋区,1,100以上,288,28,260,288,28,260,-,-,-
4,13119,板橋区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13120,練馬区,0,総数,738914,357649,381265,718101,347906,370195,20813,9743,11070
4,13120,練馬区,1,0～4,26748,13734,13014,26212,13446,12766,536,288,248
4,13120,練馬区,1,5～9,29639,15057,14582,28992,14720,14272,647,337,310
4,13120,練馬区,1,10～14,29556,15190,14366,29018,14925,14093,538,265,273
4,13120,練馬区,1,15～19,30527,15731,14796,29800,15365,14435,727,366,361
4,13120,練馬区,1,20～24,43484,21150,22334,40762,19783,20979,2722,1367,1355
4,13120,練馬区,1,25～29,51976,24621,27355,48572,22960,25612,3404,1661,1743
4,13120,練馬区,1,30～34,50008,24200,25808,47261,22909,24352,2747,1291,1456
4,13120,練馬区,1,35～39,51140,25442,25698,49081,24479,24602,2059,963,1096
4,13120,練馬区,1,40～44,52013,26303,25710,50165,25442,24723,1848,861,987
4,13120,練馬区,1,45～49,57565,28908,28657,56182,28287,27895,1383,621,762
4,13120,練馬区,1,50～54,60105,29932,30173,58754,29347,29407,1351,585,766
4,13120,練馬区,1,55～59,52345,26711,25634,51344,26321,25023,1001,390,611
4,13120,練馬区,1,60～64,41534,20990,20544,40855,20722,20133,679,268,411
4,13120,練馬区,1,65～69,33890,17015,16875,33467,16840,16627,423,175,248
4,13120,練馬区,1,70～74,37712,17946,19766,37402,17802,19600,310,144,166
4,13120,練馬区,1,75～79,31022,13476,17546,30840,13399,17441,182,77,105
4,13120,練馬区,1,80～84,26732,10443,16289,26601,10401,16200,131,42,89
4,13120,練馬区,1,85～89,20007,7203,12804,19919,7179,12740,88,24,64
4,13120,練馬区,1,90～94,9740,2912,6828,9712,2899,6813,28,13,15
4,13120,練馬区,1,95～99,2784,634,2150,2777,630,2147,7,4,3
4,13120,練馬区,1,100以上,387,51,336,385,50,335,2,1,1
4,13120,練馬区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13121,足立区,0,総数,690114,345515,344599,654066,328476,325590,36048,17039,19009
4,13121,足立区,1,0～4,21831,11220,10611,20582,10571,10011,1249,649,600
4,13121,足立区,1,5～9,25097,12764,12333,23687,12042,11645,1410,722,688
4,13121,足立区,1,10～14,27163,13936,13227,25943,13321,12622,1220,615,605
4,13121,足立区,1,15～19,27975,14248,13727,26696,13541,13155,1279,707,572
4,13121,足立区,1,20～24,39430,20044,19386,36430,18399,18031,3000,1645,1355
4,13121,足立区,1,25～29,47962,25075,22887,43327,22540,20787,4635,2535,2100
4,13121,足立区,1,30～34,42867,22491,20376,38225,20071,18154,4642,2420,2222
4,13121,足立区,1,35～39,42575,22284,20291,38769,20412,18357,3806,1872,1934
4,13121,足立区,1,40～44,45993,23966,22027,42564,22467,20097,3429,1499,1930
4,13121,足立区,1,45～49,54678,28629,26049,52074,27550,24524,2604,1079,1525
4,13121,足立区,1,50～54,58806,30960,27846,56239,30031,26208,2567,929,1638
4,13121,足立区,1,55～59,48563,25551,23012,46483,24819,21664,2080,732,1348
4,13121,足立区,1,60～64,37601,19727,17874,36166,19198,16968,1435,529,906
4,13121,足立区,1,65～69,32710,16739,15971,31660,16316,15344,1050,423,627
4,13121,足立区,1,70～74,40932,19881,21051,40263,19597,20666,669,284,385
4,13121,足立区,1,75～79,35503,15709,19794,35055,15512,19543,448,197,251
4,13121,足立区,1,80～84,30749,12391,18358,30445,12256,18189,304,135,169
4,13121,足立区,1,85～89,20092,7296,12796,19937,7248,12689,155,48,107
4,13121,足立区,1,90～94,7647,2216,5431,7591,2199,5392,56,17,39
4,13121,足立区,1,95～99,1692,355,1337,1683,354,1329,9,1,8
4,13121,足立区,1,100以上,248,33,215,247,32,215,1,1,-
4,13121,足立区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13122,葛飾区,0,総数,464175,231362,232813,440250,219688,220562,23925,11674,12251
4,13122,葛飾区,1,0～4,15915,8201,7714,14869,7645,7224,1046,556,490
4,13122,葛飾区,1,5～9,17636,9068,8568,16683,8599,8084,953,469,484
4,13122,葛飾区,1,10～14,17865,9182,8683,17119,8783,8336,746,399,347
4,13122,葛飾区,1,15～19,18296,9446,8850,17464,8987,8477,832,459,373
4,13122,葛飾区,1,20～24,26318,13393,12925,23990,12087,11903,2328,1306,1022
4,13122,葛飾区,1,25～29,31388,15955,15433,28030,14176,13854,3358,1779,1579
4,13122,葛飾区,1,30～34,28992,15015,13977,25566,13236,12330,3426,1779,1647
4,13122,葛飾区,1,35～39,29487,15332,14155,26811,13990,12821,2676,1342,1334
4,13122,葛飾区,1,40～44,31441,16312,15129,29061,15190,13871,2380,1122,1258
4,13122,葛飾区,1,45～49,35981,18821,17160,34347,18092,16255,1634,729,905
4,13122,葛飾区,1,50～54,38041,19835,18206,36584,19274,17310,1457,561,896
4,13122,葛飾区,1,55～59,32744,16872,15872,31649,16500,15149,1095,372,723
4,13122,葛飾区,1,60～64,26380,13739,12641,25631,13447,12184,749,292,457
4,13122,葛飾区,1,65～69,23395,11973,11422,22889,11769,11120,506,204,302
4,13122,葛飾区,1,70～74,27408,13549,13859,27093,13412,13681,315,137,178
4,13122,葛飾区,1,75～79,22806,10237,12569,22606,10154,12452,200,83,117
4,13122,葛飾区,1,80～84,19241,7687,11554,19117,7637,11480,124,50,74
4,13122,葛飾区,1,85～89,13443,4725,8718,13385,4704,8681,58,21,37
4,13122,葛飾区,1,90～94,5704,1661,4043,5676,1652,4024,28,9,19
4,13122,葛飾区,1,95～99,1505,330,1175,1491,325,1166,14,5,9
4,13122,葛飾区,1,100以上,189,29,160,189,29,160,-,-,-
4,13122,葛飾区,1,不詳者,-,-,-,-,-,-,-,-,-
4,13123,江戸川区,0,総数,688153,346393,341760,649707,327547,322160,38446,18846,19600
4,13123,江戸川区,1,0～4,24962,12863,12099,23182,11921,11261,1780,942,838
4,13123,江戸川区,1,5～9,28405,14462,13943,26377,13399,12978,2028,1063,965
4,13123,江戸川区,1,10～14,29678,15141,14537,28038,14289,13749,1640,852,788
4,13123,江戸川区,1,15～19,31164,15824,15340,29829,15143,14686,1335,681,654
4,13123,江戸川区,1,20～24,41588,21098,20490,37897,19059,18838,3691,2039,1652
4,13123,江戸川区,1,25～29,46762,24386,22376,41784,21662,20122,4978,2724,2254
4,13123,江戸川区,1,30～34,43532,22743,20789,38317,20005,18312,5215,2738,2477
4,13123,江戸川区,1,35～39,45477,23699,21778,40803,21354,19449,4674,2345,2329
4,13123,江戸川区,1,40～44,47201,24504,22697,43257,22598,20659,3944,1906,2038
4,13123,江戸川区,1,45～49,55926,29038,26888,53213,27812,25401,2713,1226,1487
4,13123,江戸川区,1,50～54,61011,31846,29165,58683,30978,27705,2328,868,1460
4,13123,江戸川区,1,55～59,49397,26248,23149,47787,25672,22115,1610,576,1034
4,13123,江戸川区,1,60～64,36216,19340,16876,35186,18994,16192,1030,346,684
4,13123,江戸川区,1,65～69,29729,15270,14459,29061,15041,14020,668,229,439
4,13123,江戸川区,1,70～74,36303,17650,18653,35910,17499,18411,393,151,242
4,13123,江戸川区,1,75～79,30553,13633,16920,30371,13565,16806,182,68,114
4,13123,江戸川区,1,80～84,25595,10456,15139,25462,10404,15058,133,52,81
4,13123,江戸川区,1,85～89,16546,5974,10572,16481,5946,10535,65,28,37
4,13123,江戸川区,1,90～94,6358,1877,4481,6329,1868,4461,29,9,20
4,13123,江戸川区,1,95～99,1526,309,1217,1516,306,1210,10,3,7
4,13123,江戸川区,1,100以上,224,32,192,224,32,192,-,-,-
4,13123,江戸川区,1,不詳者,-,-,-,-,-,-,-,-,-
1,13200,市部,0,総数,4192930,2064780,2128150,4098680,2019516,2079164,94250,45264,48986
1,13200,市部,1,0～4,142890,73350,69540,140024,71865,68159,2866,1485,1381
1,13200,市部,1,5～9,172463,88355,84108,169674,86942,82732,2789,1413,1376
1,13200,市部,1,10～14,179808,92471,87337,177577,91296,86281,2231,1175,1056
1,13200,市部,1,15～19,189237,96597,92640,186343,95138,91205,2894,1459,1435
1,13200,市部,1,20～24,236366,120176,116190,223240,113313,109927,13126,6863,6263
1,13200,市部,1,25～29,228467,116542,111925,214246,108709,105537,14221,7833,6388
1,13200,市部,1,30～34,224176,114693,109483,212770,108661,104109,11406,6032,5374
1,13200,市部,1,35～39,254116,130318,123798,245085,125789,119296,9031,4529,4502
1,13200,市部,1,40～44,282430,144729,137701,274392,141194,133198,8038,3535,4503
1,13200,市部,1,45～49,329466,168229,161237,322912,165513,157399,6554,2716,3838
1,13200,市部,1,50～54,349496,178304,171192,342914,175917,166997,6582,2387,4195
1,13200,市部,1,55～59,297597,153241,144356,292259,151207,141052,5338,2034,3304
1,13200,市部,1,60～64,240203,121777,118426,236738,120397,116341,3465,1380,2085
1,13200,市部,1,65～69,213500,104791,108709,211270,103845,107425,2230,946,1284
1,13200,市部,1,70～74,262443,123501,138942,261025,122858,138167,1418,643,775
1,13200,市部,1,75～79,219529,97220,122309,218593,96808,121785,936,412,524
1,13200,市部,1,80～84,179527,74784,104743,178941,74542,104399,586,242,344
1,13200,市部,1,85～89,119538,45271,74267,119203,45151,74052,335,120,215
1,13200,市部,1,90～94,54695,16938,37757,54541,16892,37649,154,46,108
1,13200,市部,1,95～99,14774,3249,11525,14734,3237,11497,40,12,28
1,13200,市部,1,100以上,2209,244,1965,2199,242,1957,10,2,8
1,13200,市部,1,不詳者,-,-,-,-,-,-,-,-,-
4,13201,八王子市,0,総数,562145,280886,281259,547949,273990,273959,14196,6896,7300
4,13201,八王子市,1,0～4,16230,8339,7891,15875,8145,7730,355,194,161
4,13201,八王子市,1,5～9,20717,10722,9995,20354,10529,9825,363,193,170
4,13201,八王子市,1,10～14,23691,12202,11489,23370,12035,11335,321,167,154
4,13201,八王子市,1,15～19,27401,14166,13235,26923,13916,13007,478,250,228
4,13201,八王子市,1,20～24,36566,19370,17196,33821,17895,15926,2745,1475,1270
4,13201,八王子市,1,25～29,29256,15654,13602,26934,14308,12626,2322,1346,976
4,13201,八王子市,1,30～34,27054,14349,12705,25503,13507,11996,1551,842,709
4,13201,八王子市,1,35～39,30282,15937,14345,29125,15361,13764,1157,576,581
4,13201,八王子市,1,40～44,35395,18309,17086,34318,17889,16429,1077,420,657
4,13201,八王子市,1,45～49,42854,22133,20721,41925,21783,20142,929,350,579
4,13201,八王子市,1,50～54,46059,23757,22302,45063,23405,21658,996,352,644
4,13201,八王子市,1,55～59,39146,20317,18829,38384,20028,18356,762,289,473
4,13201,八王子市,1,60～64,32455,16475,15980,32028,16310,15718,427,165,262
4,13201,八王子市,1,65～69,31001,15157,15844,30691,15038,15653,310,119,191
4,13201,八王子市,1,70～74,39483,18667,20816,39303,18590,20713,180,77,103
4,13201,八王子市,1,75～79,32887,14956,17931,32782,14912,17870,105,44,61
4,13201,八王子市,1,80～84,26127,11404,14723,26066,11381,14685,61,23,38
4,13201,八王子市,1,85～89,16164,6390,9774,16130,6381,9749,34,9,25
4,13201,八王子市,1,90～94,7125,2157,4968,7111,2154,4957,14,3,11
4,13201,八王子市,1,95～99,1960,391,1569,1953,389,1564,7,2,5
4,13201,八王子市,1,100以上,292,34,258,290,34,256,2,-,2
4,13201,八王子市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13202,立川市,0,総数,185483,91867,93616,180359,89488,90871,5124,2379,2745
4,13202,立川市,1,0～4,6522,3318,3204,6395,3252,3143,127,66,61
4,13202,立川市,1,5～9,7453,3831,3622,7316,3754,3562,137,77,60
4,13202,立川市,1,10～14,7506,3885,3621,7402,3825,3577,104,60,44
4,13202,立川市,1,15～19,7821,3904,3917,7675,3836,3839,146,68,78
4,13202,立川市,1,20～24,10667,5185,5482,10019,4867,5152,648,318,330
4,13202,立川市,1,25～29,11722,6096,5626,10878,5696,5182,844,400,444
4,13202,立川市,1,30～34,11008,5798,5210,10382,5468,4914,626,330,296
4,13202,立川市,1,35～39,11771,6197,5574,11272,5931,5341,499,266,233
4,13202,立川市,1,40～44,12782,6647,6135,12376,6490,5886,406,157,249
4,13202,立川市,1,45～49,14497,7586,6911,14105,7425,6680,392,161,231
4,13202,立川市,1,50～54,15295,7874,7421,14935,7739,7196,360,135,225
4,13202,立川市,1,55～59,12698,6649,6049,12434,6555,5879,264,94,170
4,13202,立川市,1,60～64,9801,5017,4784,9608,4942,4666,193,75,118
4,13202,立川市,1,65～69,9123,4492,4631,8990,4428,4562,133,64,69
4,13202,立川市,1,70～74,11279,5261,6018,11181,5218,5963,98,43,55
4,13202,立川市,1,75～79,9733,4284,5449,9653,4251,5402,80,33,47
4,13202,立川市,1,80～84,7818,3206,4612,7780,3189,4591,38,17,21
4,13202,立川市,1,85～89,5043,1815,3228,5024,1803,3221,19,12,7
4,13202,立川市,1,90～94,2318,704,1614,2310,702,1608,8,2,6
4,13202,立川市,1,95～99,545,114,431,543,113,430,2,1,1
4,13202,立川市,1,100以上,81,4,77,81,4,77,-,-,-
4,13202,立川市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13203,武蔵野市,0,総数,147964,70860,77104,144660,69175,75485,3304,1685,1619
4,13203,武蔵野市,1,0～4,5463,2801,2662,5382,2752,2630,81,49,32
4,13203,武蔵野市,1,5～9,6313,3266,3047,6202,3205,2997,111,61,50
4,13203,武蔵野市,1,10～14,5819,3012,2807,5754,2978,2776,65,34,31
4,13203,武蔵野市,1,15～19,5673,2834,2839,5579,2788,2791,94,46,48
4,13203,武蔵野市,1,20～24,7746,3821,3925,7343,3598,3745,403,223,180
4,13203,武蔵野市,1,25～29,9852,4860,4992,9322,4609,4713,530,251,279
4,13203,武蔵野市,1,30～34,9878,4924,4954,9433,4693,4740,445,231,214
4,13203,武蔵野市,1,35～39,10741,5370,5371,10337,5171,5166,404,199,205
4,13203,武蔵野市,1,40～44,11286,5542,5744,10962,5377,5585,324,165,159
4,13203,武蔵野市,1,45～49,11901,5806,6095,11672,5693,5979,229,113,116
4,13203,武蔵野市,1,50～54,11798,5722,6076,11613,5634,5979,185,88,97
4,13203,武蔵野市,1,55～59,10059,4925,5134,9901,4846,5055,158,79,79
4,13203,武蔵野市,1,60～64,8341,4112,4229,8244,4064,4180,97,48,49
4,13203,武蔵野市,1,65～69,6818,3199,3619,6746,3161,3585,72,38,34
4,13203,武蔵野市,1,70～74,7803,3656,4147,7758,3624,4134,45,32,13
4,13203,武蔵野市,1,75～79,6563,2826,3737,6533,2810,3723,30,16,14
4,13203,武蔵野市,1,80～84,5025,2033,2992,5016,2026,2990,9,7,2
4,13203,武蔵野市,1,85～89,3909,1369,2540,3899,1367,2532,10,2,8
4,13203,武蔵野市,1,90～94,2157,630,1527,2148,628,1520,9,2,7
4,13203,武蔵野市,1,95～99,694,138,556,692,137,555,2,1,1
4,13203,武蔵野市,1,100以上,125,14,111,124,14,110,1,-,1
4,13203,武蔵野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13204,三鷹市,0,総数,189916,92633,97283,185939,90659,95280,3977,1974,2003
4,13204,三鷹市,1,0～4,6941,3614,3327,6868,3578,3290,73,36,37
4,13204,三鷹市,1,5～9,8443,4330,4113,8349,4286,4063,94,44,50
4,13204,三鷹市,1,10～14,8327,4258,4069,8248,4217,4031,79,41,38
4,13204,三鷹市,1,15～19,7999,4098,3901,7883,4040,3843,116,58,58
4,13204,三鷹市,1,20～24,10800,5374,5426,10220,5100,5120,580,274,306
4,13204,三鷹市,1,25～29,11451,5757,5694,10839,5419,5420,612,338,274
4,13204,三鷹市,1,30～34,11289,5696,5593,10781,5449,5332,508,247,261
4,13204,三鷹市,1,35～39,13001,6539,6462,12588,6323,6265,413,216,197
4,13204,三鷹市,1,40～44,14360,7219,7141,14026,7040,6986,334,179,155
4,13204,三鷹市,1,45～49,15502,7671,7831,15223,7546,7677,279,125,154
4,13204,三鷹市,1,50～54,15923,7956,7967,15676,7845,7831,247,111,136
4,13204,三鷹市,1,55～59,13522,6886,6636,13289,6778,6511,233,108,125
4,13204,三鷹市,1,60～64,10649,5374,5275,10513,5302,5211,136,72,64
4,13204,三鷹市,1,65～69,8576,4161,4415,8473,4117,4356,103,44,59
4,13204,三鷹市,1,70～74,10020,4745,5275,9952,4713,5239,68,32,36
4,13204,三鷹市,1,75～79,8168,3614,4554,8122,3592,4530,46,22,24
4,13204,三鷹市,1,80～84,6677,2647,4030,6651,2632,4019,26,15,11
4,13204,三鷹市,1,85～89,4785,1709,3076,4765,1700,3065,20,9,11
4,13204,三鷹市,1,90～94,2611,795,1816,2604,793,1811,7,2,5
4,13204,三鷹市,1,95～99,750,173,577,748,172,576,2,1,1
4,13204,三鷹市,1,100以上,122,17,105,121,17,104,1,-,1
4,13204,三鷹市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13205,青梅市,0,総数,130274,65420,64854,128071,64442,63629,2203,978,1225
4,13205,青梅市,1,0～4,3276,1666,1610,3206,1629,1577,70,37,33
4,13205,青梅市,1,5～9,4401,2257,2144,4342,2223,2119,59,34,25
4,13205,青梅市,1,10～14,5140,2641,2499,5088,2613,2475,52,28,24
4,13205,青梅市,1,15～19,5710,2907,2803,5658,2884,2774,52,23,29
4,13205,青梅市,1,20～24,6313,3374,2939,6119,3262,2857,194,112,82
