地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13222,東久留米市,1,85～89,4065,1550,2515,4060,1549,2511,5,1,4
4,13222,東久留米市,1,90～94,1770,556,1214,1767,556,1211,3,-,3
4,13222,東久留米市,1,95～99,413,107,306,411,105,306,2,2,-
4,13222,東久留米市,1,100以上,62,5,57,62,5,57,-,-,-
4,13222,東久留米市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13223,武蔵村山市,0,総数,71296,35459,35837,69527,34707,34820,1769,752,1017
4,13223,武蔵村山市,1,0～4,2455,1279,1176,2404,1254,1150,51,25,26
4,13223,武蔵村山市,1,5～9,3087,1546,1541,3015,1511,1504,72,35,37
4,13223,武蔵村山市,1,10～14,3540,1834,1706,3482,1795,1687,58,39,19
4,13223,武蔵村山市,1,15～19,3896,1923,1973,3835,1893,1942,61,30,31
4,13223,武蔵村山市,1,20～24,3649,1834,1815,3483,1747,1736,166,87,79
4,13223,武蔵村山市,1,25～29,3122,1567,1555,2938,1464,1474,184,103,81
4,13223,武蔵村山市,1,30～34,3386,1737,1649,3196,1647,1549,190,90,100
4,13223,武蔵村山市,1,35～39,3961,2095,1866,3772,2008,1764,189,87,102
4,13223,武蔵村山市,1,40～44,4567,2335,2232,4383,2270,2113,184,65,119
4,13223,武蔵村山市,1,45～49,5851,3063,2788,5712,3015,2697,139,48,91
4,13223,武蔵村山市,1,50～54,6109,3262,2847,5958,3233,2725,151,29,122
4,13223,武蔵村山市,1,55～59,4861,2571,2290,4733,2534,2199,128,37,91
4,13223,武蔵村山市,1,60～64,3661,1903,1758,3589,1873,1716,72,30,42
4,13223,武蔵村山市,1,65～69,3615,1782,1833,3568,1768,1800,47,14,33
4,13223,武蔵村山市,1,70～74,4947,2338,2609,4911,2324,2587,36,14,22
4,13223,武蔵村山市,1,75～79,4201,1890,2311,4186,1884,2302,15,6,9
4,13223,武蔵村山市,1,80～84,3432,1431,2001,3415,1420,1995,17,11,6
4,13223,武蔵村山市,1,85～89,2034,811,1223,2029,810,1219,5,1,4
4,13223,武蔵村山市,1,90～94,738,227,511,734,226,508,4,1,3
4,13223,武蔵村山市,1,95～99,159,30,129,159,30,129,-,-,-
4,13223,武蔵村山市,1,100以上,25,1,24,25,1,24,-,-,-
4,13223,武蔵村山市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13224,多摩市,0,総数,148210,72525,75685,145152,71075,74077,3058,1450,1608
4,13224,多摩市,1,0～4,4277,2194,2083,4184,2148,2036,93,46,47
4,13224,多摩市,1,5～9,5629,2847,2782,5568,2820,2748,61,27,34
4,13224,多摩市,1,10～14,6127,3118,3009,6066,3089,2977,61,29,32
4,13224,多摩市,1,15～19,6419,3288,3131,6343,3251,3092,76,37,39
4,13224,多摩市,1,20～24,7568,3824,3744,7097,3592,3505,471,232,239
4,13224,多摩市,1,25～29,7090,3632,3458,6654,3380,3274,436,252,184
4,13224,多摩市,1,30～34,6913,3644,3269,6521,3419,3102,392,225,167
4,13224,多摩市,1,35～39,8595,4403,4192,8334,4271,4063,261,132,129
4,13224,多摩市,1,40～44,9929,5126,4803,9668,5013,4655,261,113,148
4,13224,多摩市,1,45～49,11926,6081,5845,11719,5997,5722,207,84,123
4,13224,多摩市,1,50～54,12257,6235,6022,12031,6159,5872,226,76,150
4,13224,多摩市,1,55～59,9987,5135,4852,9795,5060,4735,192,75,117
4,13224,多摩市,1,60～64,8219,4055,4164,8091,4010,4081,128,45,83
4,13224,多摩市,1,65～69,8237,3775,4462,8156,3753,4403,81,22,59
4,13224,多摩市,1,70～74,11310,5135,6175,11267,5111,6156,43,24,19
4,13224,多摩市,1,75～79,9670,4292,5378,9636,4275,5361,34,17,17
4,13224,多摩市,1,80～84,7474,3314,4160,7456,3308,4148,18,6,12
4,13224,多摩市,1,85～89,4299,1740,2559,4289,1734,2555,10,6,4
4,13224,多摩市,1,90～94,1761,581,1180,1755,579,1176,6,2,4
4,13224,多摩市,1,95～99,461,98,363,460,98,362,1,-,1
4,13224,多摩市,1,100以上,62,8,54,62,8,54,-,-,-
4,13224,多摩市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13225,稲城市,0,総数,93421,46760,46661,91775,45928,45847,1646,832,814
4,13225,稲城市,1,0～4,3818,1911,1907,3752,1884,1868,66,27,39
4,13225,稲城市,1,5～9,4690,2416,2274,4616,2385,2231,74,31,43
4,13225,稲城市,1,10～14,4609,2409,2200,4564,2388,2176,45,21,24
4,13225,稲城市,1,15～19,4815,2426,2389,4778,2406,2372,37,20,17
4,13225,稲城市,1,20～24,5055,2563,2492,4916,2474,2442,139,89,50
4,13225,稲城市,1,25～29,4709,2396,2313,4481,2247,2234,228,149,79
4,13225,稲城市,1,30～34,4959,2536,2423,4760,2433,2327,199,103,96
4,13225,稲城市,1,35～39,5979,3024,2955,5792,2935,2857,187,89,98
4,13225,稲城市,1,40～44,6504,3309,3195,6332,3227,3105,172,82,90
4,13225,稲城市,1,45～49,7750,3994,3756,7636,3944,3692,114,50,64
4,13225,稲城市,1,50～54,8305,4301,4004,8192,4260,3932,113,41,72
4,13225,稲城市,1,55～59,6794,3636,3158,6688,3584,3104,106,52,54
4,13225,稲城市,1,60～64,5021,2600,2421,4960,2572,2388,61,28,33
4,13225,稲城市,1,65～69,4216,2089,2127,4173,2070,2103,43,19,24
4,13225,稲城市,1,70～74,5251,2484,2767,5226,2469,2757,25,15,10
4,13225,稲城市,1,75～79,4448,2028,2420,4430,2020,2410,18,8,10
4,13225,稲城市,1,80～84,3444,1537,1907,3434,1533,1901,10,4,6
4,13225,稲城市,1,85～89,2021,808,1213,2013,805,1208,8,3,5
4,13225,稲城市,1,90～94,781,255,526,780,254,526,1,1,-
4,13225,稲城市,1,95～99,211,33,178,211,33,178,-,-,-
4,13225,稲城市,1,100以上,41,5,36,41,5,36,-,-,-
4,13225,稲城市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13227,羽村市,0,総数,54504,27594,26910,52882,26813,26069,1622,781,841
4,13227,羽村市,1,0～4,1677,857,820,1625,829,796,52,28,24
4,13227,羽村市,1,5～9,2094,1108,986,2044,1085,959,50,23,27
4,13227,羽村市,1,10～14,2462,1282,1180,2415,1256,1159,47,26,21
4,13227,羽村市,1,15～19,2646,1344,1302,2577,1307,1270,69,37,32
4,13227,羽村市,1,20～24,2985,1611,1374,2795,1492,1303,190,119,71
4,13227,羽村市,1,25～29,2773,1538,1235,2546,1384,1162,227,154,73
4,13227,羽村市,1,30～34,2762,1560,1202,2585,1461,1124,177,99,78
4,13227,羽村市,1,35～39,2943,1560,1383,2823,1516,1307,120,44,76
4,13227,羽村市,1,40～44,3490,1919,1571,3368,1874,1494,122,45,77
4,13227,羽村市,1,45～49,4227,2192,2035,4119,2157,1962,108,35,73
4,13227,羽村市,1,50～54,4688,2395,2293,4554,2351,2203,134,44,90
4,13227,羽村市,1,55～59,3932,2011,1921,3813,1969,1844,119,42,77
4,13227,羽村市,1,60～64,3192,1663,1529,3101,1628,1473,91,35,56
4,13227,羽村市,1,65～69,2896,1427,1469,2849,1406,1443,47,21,26
4,13227,羽村市,1,70～74,3725,1825,1900,3692,1808,1884,33,17,16
4,13227,羽村市,1,75～79,3112,1359,1753,3100,1354,1746,12,5,7
4,13227,羽村市,1,80～84,2550,1112,1438,2538,1110,1428,12,2,10
4,13227,羽村市,1,85～89,1505,587,918,1495,583,912,10,4,6
4,13227,羽村市,1,90～94,644,202,442,642,201,441,2,1,1
4,13227,羽村市,1,95～99,172,39,133,172,39,133,-,-,-
4,13227,羽村市,1,100以上,29,3,26,29,3,26,-,-,-
4,13227,羽村市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13228,あきる野市,0,総数,79807,39730,40077,78644,39120,39524,1163,610,553
4,13228,あきる野市,1,0～4,2422,1254,1168,2394,1238,1156,28,16,12
4,13228,あきる野市,1,5～9,3156,1575,1581,3122,1558,1564,34,17,17
4,13228,あきる野市,1,10～14,3664,1908,1756,3648,1900,1748,16,8,8
4,13228,あきる野市,1,15～19,3906,1981,1925,3872,1960,1912,34,21,13
4,13228,あきる野市,1,20～24,3936,2051,1885,3771,1940,1831,165,111,54
4,13228,あきる野市,1,25～29,3338,1740,1598,3144,1614,1530,194,126,68
4,13228,あきる野市,1,30～34,3482,1809,1673,3358,1731,1627,124,78,46
4,13228,あきる野市,1,35～39,4106,2138,1968,3994,2073,1921,112,65,47
4,13228,あきる野市,1,40～44,4821,2512,2309,4740,2480,2260,81,32,49
4,13228,あきる野市,1,45～49,6195,3235,2960,6119,3204,2915,76,31,45
4,13228,あきる野市,1,50～54,6636,3502,3134,6557,3481,3076,79,21,58
4,13228,あきる野市,1,55～59,5292,2712,2580,5218,2687,2531,74,25,49
4,13228,あきる野市,1,60～64,4496,2306,2190,4438,2288,2150,58,18,40
4,13228,あきる野市,1,65～69,4657,2262,2395,4627,2245,2382,30,17,13
4,13228,あきる野市,1,70～74,5904,2833,3071,5879,2822,3057,25,11,14
4,13228,あきる野市,1,75～79,5230,2455,2775,5211,2446,2765,19,9,10
4,13228,あきる野市,1,80～84,4366,1970,2396,4362,1969,2393,4,1,3
4,13228,あきる野市,1,85～89,2603,1073,1530,2596,1071,1525,7,2,5
4,13228,あきる野市,1,90～94,1202,349,853,1199,348,851,3,1,2
4,13228,あきる野市,1,95～99,323,61,262,323,61,262,-,-,-
4,13228,あきる野市,1,100以上,72,4,68,72,4,68,-,-,-
4,13228,あきる野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13229,西東京市,0,総数,205876,99914,105962,200895,97427,103468,4981,2487,2494
4,13229,西東京市,1,0～4,7425,3729,3696,7247,3641,3606,178,88,90
4,13229,西東京市,1,5～9,8620,4435,4185,8447,4347,4100,173,88,85
4,13229,西東京市,1,10～14,8859,4496,4363,8710,4423,4287,149,73,76
4,13229,西東京市,1,15～19,8970,4573,4397,8800,4476,4324,170,97,73
4,13229,西東京市,1,20～24,11179,5626,5553,10645,5308,5337,534,318,216
4,13229,西東京市,1,25～29,11241,5552,5689,10564,5166,5398,677,386,291
4,13229,西東京市,1,30～34,11403,5650,5753,10744,5315,5429,659,335,324
4,13229,西東京市,1,35～39,12899,6528,6371,12338,6216,6122,561,312,249
4,13229,西東京市,1,40～44,14178,7196,6982,13735,6983,6752,443,213,230
4,13229,西東京市,1,45～49,16344,8224,8120,15996,8071,7925,348,153,195
4,13229,西東京市,1,50～54,17073,8519,8554,16725,8383,8342,348,136,212
4,13229,西東京市,1,55～59,15314,7776,7538,15030,7676,7354,284,100,184
4,13229,西東京市,1,60～64,12516,6284,6232,12329,6207,6122,187,77,110
4,13229,西東京市,1,65～69,10412,5157,5255,10300,5110,5190,112,47,65
4,13229,西東京市,1,70～74,11928,5531,6397,11865,5505,6360,63,26,37
4,13229,西東京市,1,75～79,9492,4127,5365,9445,4106,5339,47,21,26
4,13229,西東京市,1,80～84,8038,3132,4906,8010,3121,4889,28,11,17
4,13229,西東京市,1,85～89,6116,2276,3840,6104,2272,3832,12,4,8
4,13229,西東京市,1,90～94,2959,903,2056,2953,902,2051,6,1,5
4,13229,西東京市,1,95～99,798,183,615,797,183,614,1,-,1
4,13229,西東京市,1,100以上,112,17,95,111,16,95,1,1,-
4,13229,西東京市,1,不詳者,-,-,-,-,-,-,-,-,-
1,13550,町村部,0,総数,79524,40240,39284,78106,39533,38573,1418,707,711
1,13550,町村部,1,0～4,2240,1132,1108,2217,1121,1096,23,11,12
1,13550,町村部,1,5～9,3133,1649,1484,3104,1631,1473,29,18,11
1,13550,町村部,1,10～14,3335,1704,1631,3308,1690,1618,27,14,13
1,13550,町村部,1,15～19,3438,1863,1575,3396,1843,1553,42,20,22
1,13550,町村部,1,20～24,3080,1679,1401,2908,1577,1331,172,102,70
1,13550,町村部,1,25～29,2938,1616,1322,2712,1457,1255,226,159,67
1,13550,町村部,1,30～34,3438,1835,1603,3278,1734,1544,160,101,59
1,13550,町村部,1,35～39,4117,2151,1966,3999,2090,1909,118,61,57
1,13550,町村部,1,40～44,4812,2567,2245,4711,2525,2186,101,42,59
1,13550,町村部,1,45～49,5607,3057,2550,5504,3016,2488,103,41,62
1,13550,町村部,1,50～54,5847,3124,2723,5708,3084,2624,139,40,99
1,13550,町村部,1,55～59,5039,2748,2291,4926,2704,2222,113,44,69
1,13550,町村部,1,60～64,4715,2512,2203,4642,2490,2152,73,22,51
1,13550,町村部,1,65～69,5273,2692,2581,5229,2675,2554,44,17,27
1,13550,町村部,1,70～74,7280,3602,3678,7251,3589,3662,29,13,16
1,13550,町村部,1,75～79,5763,2786,2977,5757,2785,2972,6,1,5
1,13550,町村部,1,80～84,4382,1933,2449,4374,1932,2442,8,1,7
1,13550,町村部,1,85～89,2946,1073,1873,2942,1073,1869,4,-,4
1,13550,町村部,1,90～94,1522,411,1111,1521,411,1110,1,-,1
1,13550,町村部,1,95～99,520,95,425,520,95,425,-,-,-
1,13550,町村部,1,100以上,99,11,88,99,11,88,-,-,-
1,13550,町村部,1,不詳者,-,-,-,-,-,-,-,-,-
2,13300,郡部,0,総数,55354,27758,27596,54246,27191,27055,1108,567,541
2,13300,郡部,1,0～4,1452,721,731,1430,711,719,22,10,12
2,13300,郡部,1,5～9,2170,1143,1027,2143,1126,1017,27,17,10
2,13300,郡部,1,10～14,2405,1228,1177,2380,1215,1165,25,13,12
2,13300,郡部,1,15～19,2450,1287,1163,2411,1268,1143,39,19,20
2,13300,郡部,1,20～24,2541,1381,1160,2385,1290,1095,156,91,65
2,13300,郡部,1,25～29,2085,1120,965,1893,986,907,192,134,58
2,13300,郡部,1,30～34,2275,1191,1084,2148,1109,1039,127,82,45
2,13300,郡部,1,35～39,2738,1444,1294,2642,1392,1250,96,52,44
2,13300,郡部,1,40～44,3379,1816,1563,3308,1791,1517,71,25,46
2,13300,郡部,1,45～49,3970,2150,1820,3899,2125,1774,71,25,46
2,13300,郡部,1,50～54,4169,2177,1992,4071,2151,1920,98,26,72
2,13300,郡部,1,55～59,3487,1881,1606,3405,1847,1558,82,34,48
2,13300,郡部,1,60～64,3163,1678,1485,3112,1663,1449,51,15,36
2,13300,郡部,1,65～69,3472,1719,1753,3450,1706,1744,22,13,9
2,13300,郡部,1,70～74,4986,2413,2573,4968,2403,2565,18,10,8
2,13300,郡部,1,75～79,4052,1968,2084,4049,1968,2081,3,-,3
2,13300,郡部,1,80～84,3122,1369,1753,3119,1368,1751,3,1,2
2,13300,郡部,1,85～89,2024,745,1279,2020,745,1275,4,-,4
2,13300,郡部,1,90～94,1010,258,752,1009,258,751,1,-,1
2,13300,郡部,1,95～99,333,62,271,333,62,271,-,-,-
2,13300,郡部,1,100以上,71,7,64,71,7,64,-,-,-
2,13300,郡部,1,不詳者,-,-,-,-,-,-,-,-,-
4,13303,瑞穂町,0,総数,32161,16301,15860,31276,15826,15450,885,475,410
4,13303,瑞穂町,1,0～4,862,427,435,842,417,425,20,10,10
4,13303,瑞穂町,1,5～9,1201,621,580,1177,606,571,24,15,9
4,13303,瑞穂町,1,10～14,1316,665,651,1298,656,642,18,9,9
4,13303,瑞穂町,1,15～19,1517,773,744,1483,756,727,34,17,17
4,13303,瑞穂町,1,20～24,1668,906,762,1556,834,722,112,72,40
4,13303,瑞穂町,1,25～29,1415,759,656,1262,651,611,153,108,45
4,13303,瑞穂町,1,30～34,1495,816,679,1389,742,647,106,74,32
4,13303,瑞穂町,1,35～39,1706,921,785,1630,876,754,76,45,31
4,13303,瑞穂町,1,40～44,2040,1127,913,1989,1108,881,51,19,32
4,13303,瑞穂町,1,45～49,2416,1302,1114,2362,1282,1080,54,20,34
4,13303,瑞穂町,1,50～54,2753,1407,1346,2674,1383,1291,79,24,55
4,13303,瑞穂町,1,55～59,2246,1209,1037,2174,1180,994,72,29,43
4,13303,瑞穂町,1,60～64,1930,1001,929,1885,988,897,45,13,32
4,13303,瑞穂町,1,65～69,1951,953,998,1933,941,992,18,12,6
4,13303,瑞穂町,1,70～74,2680,1315,1365,2666,1308,1358,14,7,7
4,13303,瑞穂町,1,75～79,2011,954,1057,2008,954,1054,3,-,3
4,13303,瑞穂町,1,80～84,1546,675,871,1544,674,870,2,1,1
4,13303,瑞穂町,1,85～89,904,339,565,901,339,562,3,-,3
4,13303,瑞穂町,1,90～94,370,105,265,369,105,264,1,-,1
4,13303,瑞穂町,1,95～99,113,25,88,113,25,88,-,-,-
4,13303,瑞穂町,1,100以上,21,1,20,21,1,20,-,-,-
4,13303,瑞穂町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13305,日の出町,0,総数,16409,8084,8325,16257,8015,8242,152,69,83
4,13305,日の出町,1,0～4,454,229,225,452,229,223,2,-,2
4,13305,日の出町,1,5～9,792,429,363,790,428,362,2,1,1
4,13305,日の出町,1,10～14,915,465,450,910,462,448,5,3,2
4,13305,日の出町,1,15～19,777,422,355,772,420,352,5,2,3
4,13305,日の出町,1,20～24,681,383,298,655,366,289,26,17,9
4,13305,日の出町,1,25～29,532,285,247,504,265,239,28,20,8
4,13305,日の出町,1,30～34,577,272,305,562,264,298,15,8,7
4,13305,日の出町,1,35～39,809,393,416,797,389,408,12,4,8
4,13305,日の出町,1,40～44,1034,534,500,1020,531,489,14,3,11
4,13305,日の出町,1,45～49,1218,649,569,1205,645,560,13,4,9
4,13305,日の出町,1,50～54,1046,584,462,1032,582,450,14,2,12
4,13305,日の出町,1,55～59,827,419,408,821,417,404,6,2,4
4,13305,日の出町,1,60～64,790,410,380,784,408,376,6,2,4
4,13305,日の出町,1,65～69,921,440,481,920,440,480,1,-,1
4,13305,日の出町,1,70～74,1497,671,826,1495,670,825,2,1,1
4,13305,日の出町,1,75～79,1395,688,707,1395,688,707,-,-,-
4,13305,日の出町,1,80～84,1003,451,552,1002,451,551,1,-,1
4,13305,日の出町,1,85～89,637,243,394,637,243,394,-,-,-
4,13305,日の出町,1,90～94,352,88,264,352,88,264,-,-,-
4,13305,日の出町,1,95～99,122,27,95,122,27,95,-,-,-
4,13305,日の出町,1,100以上,30,2,28,30,2,28,-,-,-
4,13305,日の出町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13307,檜原村,0,総数,2038,1010,1028,2028,1006,1022,10,4,6
4,13307,檜原村,1,0～4,46,21,25,46,21,25,-,-,-
4,13307,檜原村,1,5～9,53,24,29,53,24,29,-,-,-
4,13307,檜原村,1,10～14,52,29,23,52,29,23,-,-,-
4,13307,檜原村,1,15～19,32,20,12,32,20,12,-,-,-
4,13307,檜原村,1,20～24,51,23,28,51,23,28,-,-,-
4,13307,檜原村,1,25～29,36,21,15,35,21,14,1,-,1
4,13307,檜原村,1,30～34,47,25,22,47,25,22,-,-,-
4,13307,檜原村,1,35～39,66,40,26,64,39,25,2,1,1
4,13307,檜原村,1,40～44,106,52,54,105,51,54,1,1,-
4,13307,檜原村,1,45～49,94,56,38,94,56,38,-,-,-
4,13307,檜原村,1,50～54,103,49,54,101,49,52,2,-,2
4,13307,檜原村,1,55～59,146,86,60,145,85,60,1,1,-
4,13307,檜原村,1,60～64,133,82,51,133,82,51,-,-,-
4,13307,檜原村,1,65～69,183,99,84,182,99,83,1,-,1
4,13307,檜原村,1,70～74,247,138,109,246,137,109,1,1,-
4,13307,檜原村,1,75～79,170,89,81,170,89,81,-,-,-
4,13307,檜原村,1,80～84,164,71,93,164,71,93,-,-,-
4,13307,檜原村,1,85～89,166,57,109,165,57,108,1,-,1
4,13307,檜原村,1,90～94,98,23,75,98,23,75,-,-,-
4,13307,檜原村,1,95～99,36,4,32,36,4,32,-,-,-
4,13307,檜原村,1,100以上,9,1,8,9,1,8,-,-,-
4,13307,檜原村,1,不詳者,-,-,-,-,-,-,-,-,-
4,13308,奥多摩町,0,総数,4746,2363,2383,4685,2344,2341,61,19,42
4,13308,奥多摩町,1,0～4,90,44,46,90,44,46,-,-,-
4,13308,奥多摩町,1,5～9,124,69,55,123,68,55,1,1,-
4,13308,奥多摩町,1,10～14,122,69,53,120,68,52,2,1,1
4,13308,奥多摩町,1,15～19,124,72,52,124,72,52,-,-,-
4,13308,奥多摩町,1,20～24,141,69,72,123,67,56,18,2,16
4,13308,奥多摩町,1,25～29,102,55,47,92,49,43,10,6,4
4,13308,奥多摩町,1,30～34,156,78,78,150,78,72,6,-,6
4,13308,奥多摩町,1,35～39,157,90,67,151,88,63,6,2,4
4,13308,奥多摩町,1,40～44,199,103,96,194,101,93,5,2,3
4,13308,奥多摩町,1,45～49,242,143,99,238,142,96,4,1,3
4,13308,奥多摩町,1,50～54,267,137,130,264,137,127,3,-,3
4,13308,奥多摩町,1,55～59,268,167,101,265,165,100,3,2,1
4,13308,奥多摩町,1,60～64,310,185,125,310,185,125,-,-,-
4,13308,奥多摩町,1,65～69,417,227,190,415,226,189,2,1,1
4,13308,奥多摩町,1,70～74,562,289,273,561,288,273,1,1,-
4,13308,奥多摩町,1,75～79,476,237,239,476,237,239,-,-,-
4,13308,奥多摩町,1,80～84,409,172,237,409,172,237,-,-,-
4,13308,奥多摩町,1,85～89,317,106,211,317,106,211,-,-,-
4,13308,奥多摩町,1,90～94,190,42,148,190,42,148,-,-,-
4,13308,奥多摩町,1,95～99,62,6,56,62,6,56,-,-,-
4,13308,奥多摩町,1,100以上,11,3,8,11,3,8,-,-,-
4,13308,奥多摩町,1,不詳者,-,-,-,-,-,-,-,-,-
2,13350,島部,0,総数,24170,12482,11688,23860,12342,11518,310,140,170
2,13350,島部,1,0～4,788,411,377,787,410,377,1,1,-
2,13350,島部,1,5～9,963,506,457,961,505,456,2,1,1
2,13350,島部,1,10～14,930,476,454,928,475,453,2,1,1
2,13350,島部,1,15～19,988,576,412,985,575,410,3,1,2
2,13350,島部,1,20～24,539,298,241,523,287,236,16,11,5
2,13350,島部,1,25～29,853,496,357,819,471,348,34,25,9
2,13350,島部,1,30～34,1163,644,519,1130,625,505,33,19,14
2,13350,島部,1,35～39,1379,707,672,1357,698,659,22,9,13
2,13350,島部,1,40～44,1433,751,682,1403,734,669,30,17,13
2,13350,島部,1,45～49,1637,907,730,1605,891,714,32,16,16
2,13350,島部,1,50～54,1678,947,731,1637,933,704,41,14,27
2,13350,島部,1,55～59,1552,867,685,1521,857,664,31,10,21
2,13350,島部,1,60～64,1552,834,718,1530,827,703,22,7,15
2,13350,島部,1,65～69,1801,973,828,1779,969,810,22,4,18
2,13350,島部,1,70～74,2294,1189,1105,2283,1186,1097,11,3,8
2,13350,島部,1,75～79,1711,818,893,1708,817,891,3,1,2
2,13350,島部,1,80～84,1260,564,696,1255,564,691,5,-,5
2,13350,島部,1,85～89,922,328,594,922,328,594,-,-,-
2,13350,島部,1,90～94,512,153,359,512,153,359,-,-,-
2,13350,島部,1,95～99,187,33,154,187,33,154,-,-,-
2,13350,島部,1,100以上,28,4,24,28,4,24,-,-,-
2,13350,島部,1,不詳者,-,-,-,-,-,-,-,-,-
3,13360,大島支庁,0,総数,11775,6010,5765,11636,5910,5726,139,100,39
3,13360,大島支庁,1,0～4,340,169,171,340,169,171,-,-,-
3,13360,大島支庁,1,5～9,442,221,221,440,220,220,2,1,1
3,13360,大島支庁,1,10～14,448,237,211,446,236,210,2,1,1
3,13360,大島支庁,1,15～19,597,366,231,596,365,231,1,1,-
3,13360,大島支庁,1,20～24,295,161,134,282,152,130,13,9,4
3,13360,大島支庁,1,25～29,379,222,157,361,208,153,18,14,4
3,13360,大島支庁,1,30～34,487,277,210,470,268,202,17,9,8
3,13360,大島支庁,1,35～39,611,309,302,602,302,300,9,7,2
3,13360,大島支庁,1,40～44,652,350,302,637,337,300,15,13,2
3,13360,大島支庁,1,45～49,780,436,344,762,421,341,18,15,3
3,13360,大島支庁,1,50～54,776,436,340,760,424,336,16,12,4
3,13360,大島支庁,1,55～59,766,406,360,755,398,357,11,8,3
3,13360,大島支庁,1,60～64,756,401,355,749,396,353,7,5,2
3,13360,大島支庁,1,65～69,920,481,439,913,478,435,7,3,4
3,13360,大島支庁,1,70～74,1139,586,553,1138,585,553,1,1,-
3,13360,大島支庁,1,75～79,878,398,480,877,397,480,1,1,-
3,13360,大島支庁,1,80～84,656,281,375,655,281,374,1,-,1
3,13360,大島支庁,1,85～89,468,165,303,468,165,303,-,-,-
3,13360,大島支庁,1,90～94,283,85,198,283,85,198,-,-,-
3,13360,大島支庁,1,95～99,91,20,71,91,20,71,-,-,-
3,13360,大島支庁,1,100以上,11,3,8,11,3,8,-,-,-
3,13360,大島支庁,1,不詳者,-,-,-,-,-,-,-,-,-
4,13361,大島町,0,総数,7150,3692,3458,7038,3603,3435,112,89,23
4,13361,大島町,1,0～4,196,93,103,196,93,103,-,-,-
4,13361,大島町,1,5～9,242,124,118,240,123,117,2,1,1
4,13361,大島町,1,10～14,255,143,112,253,142,111,2,1,1
4,13361,大島町,1,15～19,408,264,144,407,263,144,1,1,-
4,13361,大島町,1,20～24,155,84,71,152,81,71,3,3,-
4,13361,大島町,1,25～29,232,138,94,220,128,92,12,10,2
4,13361,大島町,1,30～34,301,175,126,286,166,120,15,9,6
4,13361,大島町,1,35～39,340,170,170,332,163,169,8,7,1
4,13361,大島町,1,40～44,372,200,172,357,187,170,15,13,2
4,13361,大島町,1,45～49,456,256,200,439,241,198,17,15,2
4,13361,大島町,1,50～54,508,292,216,496,281,215,12,11,1
4,13361,大島町,1,55～59,505,271,234,494,263,231,11,8,3
4,13361,大島町,1,60～64,443,241,202,436,236,200,7,5,2
4,13361,大島町,1,65～69,512,266,246,507,263,244,5,3,2
4,13361,大島町,1,70～74,727,374,353,726,373,353,1,1,-
4,13361,大島町,1,75～79,563,257,306,562,256,306,1,1,-
4,13361,大島町,1,80～84,426,185,241,426,185,241,-,-,-
4,13361,大島町,1,85～89,292,106,186,292,106,186,-,-,-
4,13361,大島町,1,90～94,161,41,120,161,41,120,-,-,-
4,13361,大島町,1,95～99,49,10,39,49,10,39,-,-,-
4,13361,大島町,1,100以上,7,2,5,7,2,5,-,-,-
4,13361,大島町,1,不詳者,-,-,-,-,-,-,-,-,-
4,13362,利島村,0,総数,317,174,143,312,172,140,5,2,3
4,13362,利島村,1,0～4,11,7,4,11,7,4,-,-,-
4,13362,利島村,1,5～9,17,8,9,17,8,9,-,-,-
4,13362,利島村,1,10～14,19,11,8,19,11,8,-,-,-
4,13362,利島村,1,15～19,9,5,4,9,5,4,-,-,-
4,13362,利島村,1,20～24,8,6,2,8,6,2,-,-,-
4,13362,利島村,1,25～29,21,11,10,19,9,10,2,2,-
4,13362,利島村,1,30～34,26,11,15,25,11,14,1,-,1
4,13362,利島村,1,35～39,21,12,9,21,12,9,-,-,-
4,13362,利島村,1,40～44,31,16,15,31,16,15,-,-,-
4,13362,利島村,1,45～49,34,20,14,34,20,14,-,-,-
4,13362,利島村,1,50～54,12,9,3,11,9,2,1,-,1
4,13362,利島村,1,55～59,17,10,7,17,10,7,-,-,-
4,13362,利島村,1,60～64,17,10,7,17,10,7,-,-,-
4,13362,利島村,1,65～69,19,11,8,18,11,7,1,-,1
4,13362,利島村,1,70～74,22,13,9,22,13,9,-,-,-
4,13362,利島村,1,75～79,13,6,7,13,6,7,-,-,-
4,13362,利島村,1,80～84,8,3,5,8,3,5,-,-,-
4,13362,利島村,1,85～89,5,2,3,5,2,3,-,-,-
4,13362,利島村,1,90～94,6,3,3,6,3,3,-,-,-
4,13362,利島村,1,95～99,1,-,1,1,-,1,-,-,-
4,13362,利島村,1,100以上,-,-,-,-,-,-,-,-,-
4,13362,利島村,1,不詳者,-,-,-,-,-,-,-,-,-
4,13363,新島村,0,総数,2495,1207,1288,2481,1205,1276,14,2,12
4,13363,新島村,1,0～4,68,33,35,68,33,35,-,-,-
