"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2010120101,"一の橋",2,10,37,47,4,5,9995,9995,31,,5,"E",124,43,9995
2010120102,"一の橋",2,12,40,52,3,5,26,200,31,,5,"E",128,41,226
2010120103,"一の橋",2,20,44,64,1,6,28,202,25,,4,"ESE",130,41,230
2010120104,"一の橋",2,28,44,72,1,6,27,204,34,,5,"E",128,43,231
2010120105,"一の橋",2,32,43,75,1,5,31,205,23,,4,"ENE",126,44,236
2010120106,"一の橋",2,29,39,68,2,5,24,201,24,,3,"ENE",125,46,225
2010120107,"一の橋",2,88,44,132,0,7,42,208,22,,4,"ENE",122,53,250
2010120108,"一の橋",2,60,42,102,1,7,38,207,20,,4,"E",131,47,245
2010120109,"一の橋",2,82,47,129,1,8,43,207,27,,5,"E",135,45,250
2010120110,"一の橋",2,90,52,142,2,8,39,204,32,,5,"ENE",147,41,243
2010120111,"一の橋",2,51,48,99,7,7,36,202,30,,5,"E",156,36,238
2010120112,"一の橋",4,49,52,101,7,7,44,199,27,,6,"ENE",167,40,243
2010120113,"一の橋",4,55,52,107,8,7,41,199,34,,5,"E",174,38,240
2010120114,"一の橋",4,39,52,91,11,7,37,197,34,,4,"E",178,36,234
2010120115,"一の橋",9998,9998,9998,9998,9998,9998,9998,9998,9998,,5,"ENE",183,35,9998
2010120116,"一の橋",3,33,51,84,9,9,42,196,37,,3,"ENE",179,39,238
2010120117,"一の橋",3,74,66,140,1,11,51,200,35,,3,"ENE",177,48,251
2010120118,"一の橋",3,46,66,112,2,10,50,205,43,,3,"E",170,56,255
2010120119,"一の橋",2,37,52,89,8,10,57,203,43,,6,"ENE",165,55,260
2010120120,"一の橋",2,18,46,64,12,7,34,199,29,,4,"E",162,55,233
2010120121,"一の橋",2,21,48,69,9,8,31,201,32,,4,"ENE",159,55,232
2010120122,"一の橋",2,14,47,61,9,9,49,206,27,,5,"ENE",157,55,255
2010120123,"一の橋",2,34,54,88,4,10,45,208,31,,3,"E",155,56,253
2010120124,"一の橋",3,67,61,128,1,11,56,217,30,,8,"E",137,63,273
2010120201,"一の橋",3,70,53,123,1,11,81,213,46,,4,"E",124,67,294
2010120202,"一の橋",3,56,47,103,1,9,67,210,53,,5,"E",121,66,277
2010120203,"一の橋",3,46,42,88,1,8,55,209,56,,5,"E",119,63,264
2010120204,"一の橋",3,44,40,84,1,7,42,208,57,,6,"E",116,64,250
2010120205,"一の橋",2,33,38,71,1,6,44,207,48,,5,"E",113,63,251
2010120206,"一の橋",2,27,39,66,1,5,34,202,40,,5,"E",116,60,236
2010120207,"一の橋",2,47,41,88,1,5,34,202,37,,4,"ENE",117,60,236
2010120208,"一の橋",2,61,43,104,1,7,37,204,38,,4,"ENE",120,58,241
2010120209,"一の橋",2,83,46,129,2,9,46,206,39,,3,"ESE",129,56,252
2010120210,"一の橋",2,78,49,127,3,9,47,204,42,,4,"ESE",147,52,251
2010120211,"一の橋",3,76,57,133,4,9,54,204,53,,5,"E",156,48,258
2010120212,"一の橋",3,43,53,96,9,8,39,202,51,,6,"E",168,47,241
2010120213,"一の橋",2,35,54,89,10,7,41,199,52,,4,"E",179,45,240
2010120214,"一の橋",2,34,56,90,11,7,37,199,46,,6,"E",182,47,236
2010120215,"一の橋",2,44,59,103,7,9,46,199,46,,5,"E",184,47,245
2010120216,"一の橋",2,39,59,98,5,8,46,199,46,,4,"ENE",183,49,245
2010120217,"一の橋",2,52,54,106,6,9,60,199,43,,6,"ENE",188,54,259
2010120218,"一の橋",1,32,46,78,10,10,38,196,32,,5,"ENE",181,51,234
2010120219,"一の橋",3,77,67,144,1,15,80,211,37,,4,"ENE",179,53,291
2010120220,"一の橋",2,38,52,90,2,13,70,207,51,,4,"E",180,59,277
2010120221,"一の橋",2,22,45,67,4,8,42,208,36,,4,"E",177,61,250
2010120222,"一の橋",4,25,47,72,2,8,34,219,38,,3,"ENE",176,66,253
2010120223,"一の橋",2,28,47,75,1,8,34,216,30,,6,"WSW",159,76,250
2010120224,"一の橋",2,74,56,130,1,13,85,223,54,,6,"ENE",147,77,308
2010120301,"一の橋",2,9995,9995,9995,1,9995,71,213,63,,4,"ENE",150,78,284
2010120302,"一の橋",1,44,45,89,1,8,61,209,58,,1,"E",141,89,270
2010120303,"一の橋",1,52,42,94,1,8,53,210,65,,2,"ENE",141,92,263
2010120304,"一の橋",1,66,42,108,1,8,55,213,75,,1,"E",156,94,268
2010120305,"一の橋",1,48,40,88,1,6,40,211,67,,5,"WSW",153,93,251
2010120306,"一の橋",1,49,40,89,2,6,36,210,40,,2,"S",159,94,246
