(1)入港船舶,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,（単位　：　隻、総トン）,
,令和2年(2020年),,,,平成31年(2019年),,,
,当月,,１月以降累計,,当月,,１月以降累計,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
総数 ,"1,720","13,763,698","13,904","112,158,257","1,872","14,905,283","15,769","120,305,587"
,91.90%,92.30%,88.20%,93.20%,,,,
外航船,412,"10,250,381","3,315","83,413,507",440,"11,290,169","3,488","89,625,117"
,93.60%,90.80%,95.00%,93.10%,,,,
（外航ｺﾝﾃﾅ船）,392,"9,925,895","3,151","81,256,437",416,"10,910,671","3,303","85,938,701"
,94.20%,91.00%,95.40%,94.60%,,,,
内航船,"1,308","3,513,317","10,589","28,744,750","1,432","3,615,114","12,281","30,680,470"
,91.30%,97.20%,86.20%,93.70%,,,,
(注）％表示は対前年同月比,,,,,,,,
