(2)海上出入貨物,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,（単位　：　トン）
,令和2年(2020年),,,,平成31年(2019年),,,
,当月,,,１月以降累計,当月,,,１月以降累計
,計,出貨,入貨,,計,出貨,入貨,
総数 ,"6,274,771","1,969,361","4,305,410","52,829,114","6,984,703","2,150,017","4,834,686","58,682,415"
,89.80%,91.60%,89.10%,90.00%,,,,
外貿貨物,"3,552,117","888,018","2,664,099","30,602,211","3,936,542","969,714","2,966,828","32,091,861"
,90.20%,91.60%,89.80%,95.40%,,,,
（うちコンテナ貨物）,"3,461,371","869,084","2,592,287","29,390,998","3,759,829","905,808","2,854,021","30,886,990"
,92.10%,95.90%,90.80%,95.20%,,,,
内貿貨物,"2,722,654","1,081,343","1,641,311","22,226,903","3,048,161","1,180,303","1,867,858","26,590,554"
,89.30%,91.60%,87.90%,83.60%,,,,
(注）％表示は対前年同月比,,,,,,,,
