 2-(2)入港船舶航路別表,,,,,,,,(単位：隻、総トン）
航路別,合計,,,,コンテナ船,,,
,当月,,1月以降累計,,当月,,1月以降累計,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計,"1,720","13,763,698","13,904","112,158,257",680,"11,893,968","5,493","97,951,857"
外航計,412,"10,250,381","3,315","83,413,507",392,"9,925,895","3,151","81,256,437"
外航定期計,392,"9,925,895","3,163","81,440,904",392,"9,925,895","3,151","81,256,437"
世界一周,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),29,"2,222,854",247,"17,529,602",29,"2,222,854",243,"17,474,905"
北米東岸(カリビア海含む),8,"751,433",80,"6,795,766",8,"751,433",80,"6,795,766"
北欧・地中海,10,"986,578",84,"8,064,695",10,"986,578",83,"8,057,693"
南米西岸,-,-,15,"1,881,070",-,-,15,"1,881,070"
南米東岸,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-
オセアニア,4,"181,168",35,"1,522,194",4,"181,168",33,"1,502,243"
印パ･ペルシャ･ベンガル,-,-,1,"7,487",-,-,-,-
東南アジア,141,"3,551,911","1,132","28,589,515",141,"3,551,911","1,130","28,570,309"
台湾,-,-,-,-,-,-,-,-
韓国,38,"334,134",320,"2,785,506",38,"334,134",320,"2,785,506"
中国(香港含む),162,"1,897,817","1,249","14,265,069",162,"1,897,817","1,247","14,188,945"
ナホトカ,-,-,-,-,-,-,-,-
外航不定期,20,"324,486",152,"1,972,603",-,-,-,-
内航計,"1,308","3,513,317","10,589","28,744,750",288,"1,968,073","2,342","16,695,420"
内航定期計,558,"2,558,769","3,999","21,707,090",272,"1,949,789","2,173","16,559,464"
北海道,102,"1,132,910",827,"9,115,826",102,"1,132,910",827,"9,115,826"
東北,68,"48,181",480,"421,850",68,"48,181",480,"421,850"
関東,69,"25,802",588,"206,113",2,"3,213",5,"8,639"
伊豆諸島,189,"207,311","1,016","2,081,780",-,-,-,-
中部,9,"5,486",143,"100,303",9,"5,486",143,"100,303"
近畿,21,"22,412",101,"281,877",21,"22,412",101,"281,877"
中国,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-
九州,79,"896,919",651,"7,464,059",49,"517,839",424,"4,595,687"
沖縄,21,"219,748",193,"2,035,282",21,"219,748",193,"2,035,282"
内航不定期,750,"954,548","6,590","7,037,660",16,"18,284",169,"135,956"
,,,,,,,,
（注）オセアニアは豪州・ニュージーランド・南太平洋諸島,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
