"全国地方公共団体コード","ID","地方公共団体名","ゴミの品目","分別区分","注意点","料金種別","料金","料金備考","備考"
"132136","132136S00090","東村山市","おもちゃ・玩具","燃やせないごみ","","無料","","",""
"132136","132136S00091","東村山市","折込チラシ","古紙・古着","","無料","","",""
"132136","132136S00092","東村山市","オルガン","収集しません","","無料","","",""
"132136","132136S00093","東村山市","おろしがね（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00094","東村山市","おろしがね（金属製、プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00095","東村山市","温水洗浄便座","粗大ごみ","","無料","","",""
"132136","132136S00096","東村山市","温度計・寒暖計","有害ごみ","","無料","","",""
"132136","132136S00097","東村山市","OA用紙","古紙・古着","","無料","","",""
"132136","132136S00098","東村山市","OA用紙（感熱紙）","燃やせるごみ","","無料","","",""
"132136","132136S00099","東村山市","オーディオ機器","粗大ごみ","","無料","","",""
"132136","132136S00100","東村山市","オーディオラック","粗大ごみ","","無料","","",""
"132136","132136S00101","東村山市","オートバイ（50cc以上）","収集しません","","無料","","",""
"132136","132136S00102","東村山市","オーブントースター","粗大ごみ","","無料","","",""
"132136","132136S00103","東村山市","貝殻","燃やせるごみ","","無料","","",""
"132136","132136S00104","東村山市","介護用ベッド","粗大ごみ","","無料","","",""
"132136","132136S00105","東村山市","懐中電灯","燃やせないごみ","","無料","","",""
"132136","132136S00106","東村山市","買物袋（レジ袋）","容器包装プラスチック","","無料","","",""
"132136","132136S00107","東村山市","カイロ（使い捨て）","燃やせるごみ","","無料","","",""
"132136","132136S00108","東村山市","化学ぞうきん","燃やせるごみ","","無料","","",""
"132136","132136S00109","東村山市","鏡","燃やせないごみ","","無料","","",""
"132136","132136S00110","東村山市","鍵","燃やせないごみ","","無料","","",""
"132136","132136S00111","東村山市","傘","燃やせないごみ","","無料","","",""
"132136","132136S00112","東村山市","傘立て（木製）","粗大ごみ","","無料","","",""
"132136","132136S00113","東村山市","傘立て（金属製、プラスチック製、陶器製）","粗大ごみ","","無料","","",""
"132136","132136S00114","東村山市","加湿器","粗大ごみ","","無料","","",""
"132136","132136S00115","東村山市","菓子のかん","びん・かん","","無料","","",""
"132136","132136S00116","東村山市","菓子箱（紙製）","古紙・古着","","無料","","",""
"132136","132136S00117","東村山市","菓子箱（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00118","東村山市","菓子袋（紙製）","古紙・古着","","無料","","",""
"132136","132136S00119","東村山市","菓子袋（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00120","東村山市","カセットコンロ","燃やせないごみ","","無料","","",""
"132136","132136S00121","東村山市","カセットテープ（ケース含む）","燃やせないごみ","","無料","","",""
"132136","132136S00122","東村山市","カセットデッキ","粗大ごみ","","無料","","",""
"132136","132136S00123","東村山市","カセットボンベ","びん・かん","","無料","","",""
"132136","132136S00124","東村山市","固めた食用油","燃やせるごみ","","無料","","",""
"132136","132136S00125","東村山市","カタログ類","古紙・古着","","無料","","",""
"132136","132136S00126","東村山市","活性炭","燃やせるごみ","","無料","","",""
"132136","132136S00127","東村山市","カッパ（雨具）","燃やせないごみ","","無料","","",""
"132136","132136S00128","東村山市","カップ麺のかやく・スープ袋","容器包装プラスチック","","無料","","",""
"132136","132136S00129","東村山市","カップ麺の容器（紙類）","燃やせるごみ","","無料","","",""
"132136","132136S00130","東村山市","カップ麺の容器（発泡スチロール等）","容器包装プラスチック","","無料","","",""
"132136","132136S00131","東村山市","かつら","燃やせるごみ","","無料","","",""
"132136","132136S00132","東村山市","かなづち","燃やせないごみ","","無料","","",""
"132136","132136S00133","東村山市","花瓶","燃やせないごみ","","無料","","",""
"132136","132136S00134","東村山市","鎌","燃やせるごみ","","無料","","",""
"132136","132136S00135","東村山市","釜","燃やせるごみ","","無料","","",""
"132136","132136S00136","東村山市","紙おむつ","燃やせるごみ","","無料","","",""
"132136","132136S00137","東村山市","紙くず（汚れたもの）","燃やせるごみ","","無料","","",""
"132136","132136S00138","東村山市","紙コップ","燃やせるごみ","","無料","","",""
"132136","132136S00139","東村山市","カミソリ","燃やせないごみ","","無料","","",""
"132136","132136S00140","東村山市","髪の毛","燃やせるごみ","","無料","","",""
"132136","132136S00141","東村山市","紙箱","古紙・古着","","無料","","",""
"132136","132136S00142","東村山市","紙パック","古紙・古着","","無料","","",""
"132136","132136S00143","東村山市","紙袋","古紙・古着","","無料","","",""
"132136","132136S00144","東村山市","紙容器（洗濯用洗剤入り）","燃やせるごみ","","無料","","",""
"132136","132136S00145","東村山市","カメラ","燃やせないごみ","","無料","","",""
"132136","132136S00146","東村山市","蚊帳","粗大ごみ","","無料","","",""
"132136","132136S00147","東村山市","カラーボックス","粗大ごみ","","無料","","",""
"132136","132136S00148","東村山市","革衣類","燃やせないごみ","","無料","","",""
"132136","132136S00149","東村山市","革小物","燃やせないごみ","","無料","","",""
"132136","132136S00150","東村山市","革バッグ","燃やせないごみ","","無料","","",""
"132136","132136S00151","東村山市","瓦","収集しません","","無料","","",""
"132136","132136S00152","東村山市","缶","びん・かん","","無料","","",""
"132136","132136S00153","東村山市","換気扇","粗大ごみ","","無料","","",""
"132136","132136S00154","東村山市","乾燥機（衣類用）","収集しません","","無料","","",""
"132136","132136S00155","東村山市","乾燥機（食器用）","粗大ごみ","","無料","","",""
"132136","132136S00156","東村山市","乾燥剤（シリカゲル）","燃やせるごみ","","無料","","",""
"132136","132136S00157","東村山市","乾電池","有害ごみ","","無料","","",""
"132136","132136S00158","東村山市","感熱紙","燃やせるごみ","","無料","","",""
"132136","132136S00159","東村山市","カーテン","燃やせるごみ","","無料","","",""
"132136","132136S00160","東村山市","カーテンレール","粗大ごみ","","無料","","",""
"132136","132136S00161","東村山市","カーテン（難燃性）・シャワーカーテン","燃やせないごみ","","無料","","",""
"132136","132136S00162","東村山市","カーペット","粗大ごみ","","無料","","","500～800円（サイズにより異なる）"
"132136","132136S00163","東村山市","カーボン紙","燃やせるごみ","","無料","","",""
"132136","132136S00164","東村山市","学習机","粗大ごみ","","無料","","",""
"132136","132136S00165","東村山市","額縁（木製、金属製・プラスチック製）","粗大ごみ","","無料","","",""
"132136","132136S00166","東村山市","ガスストーブ","粗大ごみ","","有料","300","",""
"132136","132136S00167","東村山市","ガスボンベ","収集しません","","無料","","",""
"132136","132136S00168","東村山市","ガスレンジ","粗大ごみ","","有料","800","",""
"132136","132136S00169","東村山市","画鋲","燃やせないごみ","","無料","","",""
"132136","132136S00170","東村山市","ガラス","燃やせないごみ","","無料","","",""
"132136","132136S00171","東村山市","ガラスケース","燃やせないごみ","","無料","","",""
"132136","132136S00172","東村山市","ガラスの破片","燃やせないごみ","","無料","","",""
"132136","132136S00173","東村山市","ガードル","燃やせるごみ","","無料","","",""
"132136","132136S00174","東村山市","木くず","燃やせるごみ","","無料","","",""
"132136","132136S00175","東村山市","キッチンストッカー","粗大ごみ","","無料","","",""
"132136","132136S00176","東村山市","キッチンペーパー","燃やせるごみ","","無料","","",""
"132136","132136S00177","東村山市","キッチンワゴン","粗大ごみ","","無料","","",""
"132136","132136S00178","東村山市","木づち","燃やせるごみ","","無料","","",""
"132136","132136S00179","東村山市","金たわし","燃やせないごみ","","無料","","",""
"132136","132136S00180","東村山市","着物","古紙・古着","","無料","","",""
"132136","132136S00181","東村山市","脚立","粗大ごみ","","無料","","",""
"132136","132136S00182","東村山市","急須","燃やせないごみ","","無料","","",""
"132136","132136S00183","東村山市","給油ポンプ（家庭ストーブ用）","燃やせないごみ","","無料","","",""
"132136","132136S00184","東村山市","教科書","古紙・古着","","無料","","",""
"132136","132136S00185","東村山市","鏡台（ドレッサー）","粗大ごみ","","無料","","",""
"132136","132136S00186","東村山市","金庫（手提げ）","燃やせないごみ","","無料","","",""
"132136","132136S00187","東村山市","金庫（耐火）","収集しません","","無料","","",""
"132136","132136S00188","東村山市","キーボード（楽器）","粗大ごみ","","無料","","",""
"132136","132136S00189","東村山市","キーボード（パソコン機器）","燃やせないごみ","","無料","","",""
"132136","132136S00190","東村山市","ギター（木製）","粗大ごみ","","無料","","",""
"132136","132136S00191","東村山市","ギター（非木製）","粗大ごみ","","無料","","",""
"132136","132136S00192","東村山市","ギターケース","粗大ごみ","","無料","","",""
"132136","132136S00193","東村山市","空気清浄機","粗大ごみ","","無料","","",""
"132136","132136S00194","東村山市","釘（くぎ）","燃やせないごみ","","無料","","",""
"132136","132136S00195","東村山市","草（家庭に生えていたもの）","燃やせるごみ","","無料","","",""
"132136","132136S00196","東村山市","草刈りかま","燃やせないごみ","","無料","","",""
"132136","132136S00197","東村山市","草刈り機","粗大ごみ","","無料","","",""
"132136","132136S00198","東村山市","櫛（木・竹製）","燃やせるごみ","","無料","","",""
"132136","132136S00199","東村山市","櫛（プラ製・金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00200","東村山市","串（木・竹製）","燃やせるごみ","","無料","","",""
"132136","132136S00201","東村山市","串（プラ製・金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00202","東村山市","薬（処方されたもの）","燃やせるごみ","","無料","","",""
"132136","132136S00203","東村山市","果物の保護材（プラスチック）","容器包装プラスチック","","無料","","",""
"132136","132136S00204","東村山市","クッション","燃やせないごみ","","無料","","",""
"132136","132136S00205","東村山市","クッションカバー","燃やせるごみ","","無料","","",""
"132136","132136S00206","東村山市","靴","燃やせないごみ","","無料","","",""
"132136","132136S00207","東村山市","靴下","燃やせるごみ","","無料","","",""
"132136","132136S00208","東村山市","クリーニングの外装ポリ袋","燃やせないごみ","","無料","","",""
"132136","132136S00209","東村山市","車椅子（手動・電動）","粗大ごみ","","無料","","",""
"132136","132136S00210","東村山市","クレヨン・クレパス","燃やせるごみ","","無料","","",""
"132136","132136S00211","東村山市","クーラー","収集しません","","無料","","",""
"132136","132136S00212","東村山市","クーラーボックス","粗大ごみ","","無料","","",""
"132136","132136S00213","東村山市","グローランプ","燃やせないごみ","","無料","","",""
"132136","132136S00214","東村山市","軍手","燃やせるごみ","","無料","","",""
"132136","132136S00215","東村山市","蛍光管","有害ごみ","","無料","","",""
"132136","132136S00216","東村山市","携帯電話","燃やせないごみ","","無料","","",""
"132136","132136S00217","東村山市","毛糸","燃やせるごみ","","無料","","",""
"132136","132136S00218","東村山市","化粧品のびん","びん・かん","","無料","","",""
"132136","132136S00219","東村山市","化粧品の容器（プラスチック）","容器包装プラスチック","","無料","","",""
"132136","132136S00220","東村山市","化粧品の容器（金属製）","燃やせないごみ","","無料","","",""
"132136","132136S00221","東村山市","建築廃材","収集しません","","無料","","",""
"132136","132136S00222","東村山市","剣道具","粗大ごみ","","無料","","",""
"132136","132136S00223","東村山市","下駄","燃やせるごみ","","無料","","",""
"132136","132136S00224","東村山市","下駄箱","粗大ごみ","","無料","","",""
"132136","132136S00225","東村山市","玄関マット（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00226","東村山市","玄関マット（金属が使用されているもの）","燃やせないごみ","","無料","","",""
"132136","132136S00227","東村山市","原付バイク（50cc以下）","粗大ごみ","","無料","","",""
"132136","132136S00228","東村山市","こたつ","粗大ごみ","","有料","500","",""
"132136","132136S00229","東村山市","こたつ掛けふとん","粗大ごみ","","無料","","",""
"132136","132136S00230","東村山市","こたつ下敷き","粗大ごみ","","無料","","",""
"132136","132136S00231","東村山市","こたつ電熱器","粗大ごみ","","無料","","",""
"132136","132136S00232","東村山市","こたつの天板","粗大ごみ","","無料","","",""
"132136","132136S00233","東村山市","コップ（ガラス・金属・陶器）","燃やせないごみ","","無料","","",""
"132136","132136S00234","東村山市","琴（楽器）","粗大ごみ","","無料","","",""
"132136","132136S00235","東村山市","粉ミルクのかん","びん・かん","","無料","","",""
"132136","132136S00236","東村山市","米びつ","粗大ごみ","","無料","","",""
"132136","132136S00237","東村山市","米袋（紙製）","古紙・古着","","無料","","",""
"132136","132136S00238","東村山市","米袋（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00239","東村山市","コンクリート製品","収集しません","","無料","","",""
"132136","132136S00240","東村山市","コンポスト容器","粗大ごみ","","無料","","",""
"132136","132136S00241","東村山市","コード","燃やせないごみ","","無料","","",""
"132136","132136S00242","東村山市","コードリール","燃やせないごみ","","無料","","",""
"132136","132136S00243","東村山市","コーヒーメーカー","燃やせないごみ","","無料","","",""
"132136","132136S00244","東村山市","ござ","粗大ごみ","","無料","","",""
"132136","132136S00245","東村山市","ごみ箱（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00246","東村山市","ゴルフクラブ","粗大ごみ","","無料","","",""
"132136","132136S00247","東村山市","ゴルフバッグ","粗大ごみ","","無料","","",""
"132136","132136S00248","東村山市","ゴルフボール","燃やせないごみ","","無料","","",""
"132136","132136S00249","東村山市","ゴルフマット（練習用）","燃やせないごみ","","無料","","",""
"132136","132136S00250","東村山市","サイクリングマシーン","粗大ごみ","","無料","","",""
"132136","132136S00251","東村山市","サイドボード","粗大ごみ","","無料","","",""
"132136","132136S00252","東村山市","作業服","古紙・古着","","無料","","",""
"132136","132136S00253","東村山市","殺菌剤（クレゾール石鹸液など）","収集しません","","無料","","",""
"132136","132136S00254","東村山市","殺虫剤（家庭用、煙・霧タイプ）の缶","びん・かん","","無料","","",""
"132136","132136S00255","東村山市","殺虫スプレー缶","びん・かん","","無料","","",""
"132136","132136S00256","東村山市","サマーベッド","粗大ごみ","","無料","","",""
"132136","132136S00257","東村山市","皿（陶器・金属・ガラス）","燃やせないごみ","","無料","","",""
"132136","132136S00258","東村山市","サラダ油のかん","びん・かん","","無料","","",""
"132136","132136S00259","東村山市","サンダル","燃やせないごみ","","無料","","",""
"132136","132136S00260","東村山市","三輪車","粗大ごみ","","無料","","",""
"132136","132136S00261","東村山市","サーフボード","粗大ごみ","","無料","","",""
"132136","132136S00262","東村山市","座椅子","粗大ごみ","","無料","","",""
"132136","132136S00263","東村山市","座卓","粗大ごみ","","無料","","","500?900円（サイズにより異なる）"
"132136","132136S00264","東村山市","雑誌","古紙・古着","","無料","","",""
"132136","132136S00265","東村山市","座布団","粗大ごみ","","無料","","",""
"132136","132136S00266","東村山市","ざる（竹製）","燃やせるごみ","","無料","","",""
"132136","132136S00267","東村山市","ざる（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00268","東村山市","残飯","燃やせるごみ","","無料","","",""
"132136","132136S00269","東村山市","下着類","燃やせるごみ","","無料","","",""
"132136","132136S00270","東村山市","室内アンテナ","燃やせないごみ","","無料","","",""
"132136","132136S00271","東村山市","竹刀","粗大ごみ","","無料","","",""
"132136","132136S00272","東村山市","芝刈り機","粗大ごみ","","無料","","",""
"132136","132136S00273","東村山市","写真","燃やせるごみ","","無料","","",""
"132136","132136S00274","東村山市","しゃもじ（木製製）","燃やせるごみ","","無料","","",""
"132136","132136S00275","東村山市","しゃもじ（プラ製）","燃やせないごみ","","無料","","",""
"132136","132136S00276","東村山市","シャンプーの詰替用袋（プラスチック）","容器包装プラスチック","","無料","","",""
"132136","132136S00277","東村山市","シャンプー容器（プラスチック）","容器包装プラスチック","","無料","","",""
"132136","132136S00278","東村山市","シャープペンシル","燃やせないごみ","","無料","","",""
"132136","132136S00279","東村山市","週刊誌","古紙・古着","","無料","","",""
"132136","132136S00280","東村山市","収納ケース（木製）","粗大ごみ","","無料","","",""
"132136","132136S00281","東村山市","収納ケース（プラスチック）","粗大ごみ","","無料","","",""
"132136","132136S00282","東村山市","シュレッダー紙","古紙・古着","","無料","","",""
"132136","132136S00283","東村山市","消火器","収集しません","","無料","","",""
"132136","132136S00284","東村山市","焼却炉（家庭用小型）","粗大ごみ","","無料","","",""
"132136","132136S00285","東村山市","障子","粗大ごみ","","無料","","",""
"132136","132136S00286","東村山市","小動物用ゲージ","粗大ごみ","","無料","","",""
"132136","132136S00287","東村山市","消臭スプレー（かん）","びん・かん","","無料","","",""
"132136","132136S00288","東村山市","照明器具","粗大ごみ","","有料","300","",""
"132136","132136S00289","東村山市","しょうゆびん","びん・かん","","無料","","",""
"132136","132136S00290","東村山市","しょうゆボトル","ペットボトル","","無料","","",""
"132136","132136S00291","東村山市","食品トレイ（発泡スチロールトレイ）","容器包装プラスチック","","無料","","",""
"132136","132136S00292","東村山市","食器（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00293","東村山市","食器（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00294","東村山市","食器（陶器製・金属製・ガラス製）","燃やせないごみ","","無料","","",""
"132136","132136S00295","東村山市","食器洗浄・乾燥機","粗大ごみ","","無料","","",""
"132136","132136S00296","東村山市","食器棚","粗大ごみ","","無料","","",""
"132136","132136S00297","東村山市","ショッピングカート","粗大ごみ","","無料","","",""
"132136","132136S00298","東村山市","七輪","燃やせないごみ","","無料","","",""
"132136","132136S00299","東村山市","新聞折込チラシ","古紙・古着","","無料","","",""
"132136","132136S00300","東村山市","新聞紙","古紙・古着","","無料","","",""
"132136","132136S00301","東村山市","CD","燃やせないごみ","","無料","","",""
"132136","132136S00302","東村山市","CDプレーヤー（携帯）","燃やせないごみ","","無料","","",""
"132136","132136S00303","東村山市","CDプレーヤー","燃やせないごみ","","無料","","",""
"132136","132136S00304","東村山市","CDラジカセ","粗大ごみ","","無料","","",""
"132136","132136S00305","東村山市","磁気マットレス","粗大ごみ","","無料","","",""
"132136","132136S00306","東村山市","辞書・辞典","古紙・古着","","無料","","",""
"132136","132136S00307","東村山市","自転車","粗大ごみ","","無料","","","300?700円（サイズにより異なる）"
"132136","132136S00308","東村山市","自転車の空気入","燃やせないごみ","","無料","","",""
"132136","132136S00309","東村山市","自転車のタイヤ（チューブ）","燃やせないごみ","","無料","","",""
"132136","132136S00310","東村山市","自動車用キャリア","粗大ごみ","","無料","","",""
"132136","132136S00311","東村山市","じゅうたん","粗大ごみ","","無料","","",""
"132136","132136S00312","東村山市","ジューサーミキサー","粗大ごみ","","無料","","",""
"132136","132136S00313","東村山市","ジュースかん","びん・かん","","無料","","",""
"132136","132136S00314","東村山市","ジュースの王冠","燃やせないごみ","","無料","","",""
"132136","132136S00315","東村山市","ジュースのびん","びん・かん","","無料","","",""
"132136","132136S00316","東村山市","定規（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00317","東村山市","定規（金属製、プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00318","東村山市","浄水器","粗大ごみ","","無料","","",""
"132136","132136S00319","東村山市","じょうろ","燃やせないごみ","","無料","","",""
"132136","132136S00320","東村山市","除湿器","粗大ごみ","","無料","","",""
"132136","132136S00321","東村山市","除湿剤","燃やせないごみ","","無料","","",""
"132136","132136S00322","東村山市","ジーンズ","古紙・古着","","無料","","",""
"132136","132136S00323","東村山市","吸い殻","燃やせるごみ","","無料","","",""
"132136","132136S00324","東村山市","水槽","粗大ごみ","","無料","","",""
"132136","132136S00325","東村山市","水中ポンプ（ペット用）","燃やせないごみ","","無料","","",""
"132136","132136S00326","東村山市","水筒","燃やせないごみ","","無料","","",""
"132136","132136S00327","東村山市","炊飯器","粗大ごみ","","無料","","",""
"132136","132136S00328","東村山市","スカート","古紙・古着","","無料","","",""
"132136","132136S00329","東村山市","姿見（鏡）","粗大ごみ","","無料","","",""
"132136","132136S00330","東村山市","スキャナー","粗大ごみ","","無料","","",""
"132136","132136S00331","東村山市","スキー板","粗大ごみ","","無料","","",""
"132136","132136S00332","東村山市","スキーウェア","燃やせるごみ","","無料","","",""
"132136","132136S00333","東村山市","スキー靴","粗大ごみ","","無料","","",""
"132136","132136S00334","東村山市","スキーストック","粗大ごみ","","無料","","",""
"132136","132136S00335","東村山市","スケート靴","燃やせないごみ","","無料","","",""
"132136","132136S00336","東村山市","スケートボード","粗大ごみ","","無料","","",""
"132136","132136S00337","東村山市","スコップ（金属製）","粗大ごみ","","無料","","",""
"132136","132136S00338","東村山市","すずり","燃やせないごみ","","無料","","",""
"132136","132136S00339","東村山市","すだれ","粗大ごみ","","無料","","",""
"132136","132136S00340","東村山市","ステレオ（セット）","粗大ごみ","","有料","1400","",""
"132136","132136S00341","東村山市","ストッキング","燃やせるごみ","","無料","","",""
"132136","132136S00342","東村山市","ストロー","燃やせないごみ","","無料","","",""
"132136","132136S00343","東村山市","ストーブ（電気・ガス）","粗大ごみ","","無料","","",""
"132136","132136S00344","東村山市","ストーブ（石油）","粗大ごみ","","無料","","",""
"132136","132136S00345","東村山市","すのこ","粗大ごみ","","無料","","",""
"132136","132136S00346","東村山市","酢のびん","びん・かん","","無料","","",""
