"全国地方公共団体コード","ID","地方公共団体名","ゴミの品目","分別区分","注意点","料金種別","料金","料金備考","備考"
"132136","132136S00001","東村山市","アイロン","燃やせないごみ","","無料","","",""
"132136","132136S00002","東村山市","アイロン台","粗大ごみ","","無料","","",""
"132136","132136S00003","東村山市","アコーディオン（楽器）","粗大ごみ","","無料","","",""
"132136","132136S00004","東村山市","アコーディオンカーテン","粗大ごみ","","無料","","",""
"132136","132136S00005","東村山市","足拭きマット","燃やせるごみ","","無料","","",""
"132136","132136S00006","東村山市","足踏み自動車（子供用）","粗大ごみ","","無料","","",""
"132136","132136S00007","東村山市","足踏みミシン","粗大ごみ","","無料","","",""
"132136","132136S00008","東村山市","アタッシュケース","粗大ごみ","","無料","","",""
"132136","132136S00009","東村山市","アダプター","燃やせないごみ","","無料","","",""
"132136","132136S00010","東村山市","油（機械油）","収集しません","","無料","","",""
"132136","132136S00011","東村山市","油（食用）","燃やせるごみ","","無料","","",""
"132136","132136S00012","東村山市","油かん（食用）","びん・かん","","無料","","",""
"132136","132136S00013","東村山市","油とり紙","燃やせるごみ","","無料","","",""
"132136","132136S00014","東村山市","油の容器（食用、プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00015","東村山市","油びん（食用）","びん・かん","","無料","","",""
"132136","132136S00016","東村山市","雨具（カッパ）","燃やせないごみ","","無料","","",""
"132136","132136S00017","東村山市","編み機","粗大ごみ","","無料","","",""
"132136","132136S00018","東村山市","網戸","粗大ごみ","","無料","","",""
"132136","132136S00019","東村山市","あめの包み袋（紙）","燃やせるごみ","","無料","","",""
"132136","132136S00020","東村山市","あめの包み袋（プラスチック製）","容器包装プラスチック","","無料","","",""
"132136","132136S00021","東村山市","アルカリ電池","有害ごみ","","無料","","",""
"132136","132136S00022","東村山市","アルミサッシ","収集しません","","無料","","",""
"132136","132136S00023","東村山市","アルミ製の容器","燃やせないごみ","","無料","","",""
"132136","132136S00024","東村山市","アルミホイル","燃やせないごみ","","無料","","",""
"132136","132136S00025","東村山市","あんか","燃やせないごみ","","無料","","",""
"132136","132136S00026","東村山市","安全ピン","燃やせないごみ","","無料","","",""
"132136","132136S00027","東村山市","アンテナ（室内外、パラボラ）","粗大ごみ","","無料","","",""
"132136","132136S00028","東村山市","アンプ（オーディオ等）","粗大ごみ","","無料","","",""
"132136","132136S00029","東村山市","石","収集しません","","無料","","",""
"132136","132136S00030","東村山市","衣装ケース（紙・木製・プラ・金属製）","粗大ごみ","","無料","","",""
"132136","132136S00031","東村山市","椅子","粗大ごみ","","有料","600","",""
"132136","132136S00032","東村山市","板ガラス","燃やせないごみ","","無料","","",""
"132136","132136S00033","東村山市","一升びん","びん・かん","","無料","","",""
"132136","132136S00034","東村山市","一輪車（スポーツ用・運搬作業用）","粗大ごみ","","無料","","",""
"132136","132136S00035","東村山市","犬小屋","粗大ごみ","","無料","","",""
"132136","132136S00036","東村山市","鋳物類","燃やせないごみ","","無料","","",""
"132136","132136S00037","東村山市","医療廃棄物（注射針）","収集しません","","無料","","",""
"132136","132136S00038","東村山市","医療廃棄物（点滴袋）","燃やせるごみ","","無料","","",""
"132136","132136S00039","東村山市","衣類（まだ着られる物）","古紙・古着","","無料","","",""
"132136","132136S00040","東村山市","衣類（着られない物）","燃やせるごみ","","無料","","",""
"132136","132136S00041","東村山市","衣類乾燥機","収集しません","","無料","","",""
"132136","132136S00042","東村山市","色鉛筆","燃やせるごみ","","無料","","",""
"132136","132136S00043","東村山市","印鑑（象牙、木製）","燃やせるごみ","","無料","","",""
"132136","132136S00044","東村山市","印鑑（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00045","東村山市","インクカートリッジ","燃やせないごみ","","無料","","",""
"132136","132136S00046","東村山市","インスタント麺の袋","容器包装プラスチック","","無料","","",""
"132136","132136S00047","東村山市","飲料容器（紙パック）（紙パック裏アルミ箔付も）","古紙・古着","","無料","","",""
"132136","132136S00048","東村山市","飲料容器（ペットボトル）","ペットボトル","","無料","","",""
"132136","132136S00049","東村山市","ウェットティッシュ","燃やせるごみ","","無料","","",""
"132136","132136S00050","東村山市","植木支柱（金属製、プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00051","東村山市","植木鉢","燃やせないごみ","","無料","","",""
"132136","132136S00052","東村山市","植木ポット","燃やせないごみ","","無料","","",""
"132136","132136S00053","東村山市","浮き輪","燃やせないごみ","","無料","","",""
"132136","132136S00054","東村山市","うちわ（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00055","東村山市","うちわ（プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00056","東村山市","腕時計","燃やせないごみ","","無料","","",""
"132136","132136S00057","東村山市","羽毛ふとん","粗大ごみ","","無料","","",""
"132136","132136S00058","東村山市","エアコン（室内機・室外機共）","収集しません","","無料","","",""
"132136","132136S00059","東村山市","映写機","粗大ごみ","","無料","","",""
"132136","132136S00060","東村山市","液晶テレビ","収集しません","","無料","","",""
"132136","132136S00061","東村山市","枝木（家庭に生えている草や木の葉）","燃やせるごみ","","無料","","",""
"132136","132136S00062","東村山市","枝切りばさみ","粗大ごみ","","無料","","",""
"132136","132136S00063","東村山市","絵具（容器）","燃やせないごみ","","無料","","",""
"132136","132136S00064","東村山市","MDラジカセ","粗大ごみ","","無料","","",""
"132136","132136S00065","東村山市","MD・MO（ケース含む）","燃やせないごみ","","無料","","",""
"132136","132136S00066","東村山市","エレクトーン","収集しません","","無料","","",""
"132136","132136S00067","東村山市","延長コード","燃やせないごみ","","無料","","",""
"132136","132136S00068","東村山市","鉛筆","燃やせるごみ","","無料","","",""
"132136","132136S00069","東村山市","鉛筆削り器（手動・電動）","燃やせないごみ","","無料","","",""
"132136","132136S00070","東村山市","オイル（食用）","燃やせるごみ","","無料","","",""
"132136","132136S00071","東村山市","オイル（機械用）","収集しません","","無料","","",""
"132136","132136S00072","東村山市","オイル缶（食用）","びん・かん","","無料","","",""
"132136","132136S00073","東村山市","オイル缶（機械用）","燃やせないごみ","","無料","","",""
"132136","132136S00074","東村山市","オイルヒーター","粗大ごみ","","無料","","",""
"132136","132136S00075","東村山市","オイルびん（食用）","びん・かん","","無料","","",""
"132136","132136S00076","東村山市","大型健康器具","粗大ごみ","","無料","","",""
"132136","132136S00077","東村山市","桶（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00078","東村山市","桶（金属製、プラスチック製）","燃やせないごみ","","無料","","",""
"132136","132136S00079","東村山市","押し入れ収納棚（パイプ式）","粗大ごみ","","無料","","",""
"132136","132136S00080","東村山市","押し入れダンス","粗大ごみ","","無料","","",""
"132136","132136S00081","東村山市","お玉（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00082","東村山市","お玉（金属製・プラ製）","燃やせないごみ","","無料","","",""
"132136","132136S00083","東村山市","落ち葉","燃やせるごみ","","無料","","",""
"132136","132136S00084","東村山市","おまる","粗大ごみ","","無料","","",""
"132136","132136S00085","東村山市","おむつ（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00086","東村山市","おむつ（紙製）","燃やせるごみ","","無料","","",""
"132136","132136S00087","東村山市","おむつカバー（布製）","燃やせるごみ","","無料","","",""
"132136","132136S00088","東村山市","玩具（木製）","燃やせるごみ","","無料","","",""
"132136","132136S00089","東村山市","玩具（金属製、プラスチック製）","燃やせないごみ","","無料","","",""
