市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,緯度,経度,掲示板管理番号,バリアフリー情報,備考（目印）
132217,1,東京都,清瀬市,,,東京都清瀬市上清戸1-12,35.777141,139.525136,1,,十小入口交差点より30メートル北側
132217,2,東京都,清瀬市,,,東京都清瀬市上清戸1-6,35.774316,139.52275,3,,清瀬駅北口第二駐輪場
132217,3,東京都,清瀬市,,,東京都清瀬市上清戸2-14-17,35.780047,139.518325,2,,上清戸公園
132217,4,東京都,清瀬市,,,東京都清瀬市上清戸2-6-10,35.779175,139.521079,93,,市民活動センター
132217,5,東京都,清瀬市,,,東京都清瀬市元町2-12-20,35.774329,139.512498,5,,元町こぶし児童遊園
132217,6,東京都,清瀬市,,,東京都清瀬市元町2-25-21,35.871413,139.653559,6,,元町二丁目アパート公園
132217,7,東京都,清瀬市,,,東京都清瀬市中清戸1-541,35.77759,139.52669,7,,全龍寺所有地
132217,8,東京都,清瀬市,,,東京都清瀬市中清戸1-454-19,35.776182,139.529392,8,,ベルテすぎなみ前
132217,9,東京都,清瀬市,,,東京都清瀬市中清戸2-718,35.784019,139.525728,9,,宮の台住宅防火用水
132217,10,東京都,清瀬市,,,東京都清瀬市中清戸4-847-5,35.784853,139.527671,11,,中清戸地域市民センター
132217,11,東京都,清瀬市,,,東京都清瀬市中清戸5-83-229,35.776048,139.535269,13,,防火用水敷地内
132217,12,東京都,清瀬市,,,東京都清瀬市中清戸5-53,35.781942,139.532799,14,,エル・ファーレBより30メートル側交差点
132217,13,東京都,清瀬市,,,東京都清瀬市中清戸5-83-160,35.777028,139.535855,15,,中清戸あじさいポケットパーク
132217,14,東京都,清瀬市,,,東京都清瀬市下清戸1-25,35.778561,139.536762,16,,川又商店斜向かい
132217,15,東京都,清瀬市,,,東京都清瀬市下清戸4-688-2,35.786265,139.536337,90,,下清戸北児童遊園
132217,16,東京都,清瀬市,,,東京都清瀬市下清戸5-860-3,35.786418,139.540847,10,,バス停「下宿入口」前
132217,17,東京都,清瀬市,,,東京都清瀬市下宿1-1,35.795725,139.532159,19,,バス停「台田団地中央」
132217,18,東京都,清瀬市,,,東京都清瀬市下宿1-1,35.795725,139.532159,17,,バス回転所
132217,19,東京都,清瀬市,,,東京都清瀬市下宿1-130,35.795697,139.534463,21,,ショッピングセンター前
132217,20,東京都,清瀬市,,,東京都清瀬市下宿2-521,35.797609,139.534412,22,,円通寺向かい
132217,21,東京都,清瀬市,,,東京都清瀬市下宿2-781-2,35.799852,139.539078,23,,下宿第二運動公園入口トンネル脇
132217,22,東京都,清瀬市,,,東京都清瀬市下宿2-524-1,35.797491,139.533321,91,,下宿地域市民センター
132217,23,東京都,清瀬市,,,東京都清瀬市旭が丘1-262,35.791564,139.534861,24,,第三中学校南側
132217,24,東京都,清瀬市,,,東京都清瀬市旭が丘1-615-4,35.790771,139.533404,25,,あかまつ児童遊園
132217,25,東京都,清瀬市,,,東京都清瀬市旭が丘2-5-4,35.795535,139.54051,26,,管理事務所入り口
132217,26,東京都,清瀬市,,,東京都清瀬市旭が丘2-5-2,35.795267,139.540907,27,,バス停「団地センター」
132217,27,東京都,清瀬市,,,東京都清瀬市旭が丘2-4-1,35.792947,139.538678,28,,バス停「旭が丘二丁目」
132217,28,東京都,清瀬市,,,東京都清瀬市旭が丘2-1,35.792588,139.537864,29,,バス停「団地交番前」
132217,29,東京都,清瀬市,,,東京都清瀬市旭が丘5-1-2,35.658062,139.366788,31,,バス停「旭が丘五丁目」
132217,30,東京都,清瀬市,,,東京都清瀬市旭が丘5-5,35.658491,139.365566,32,,バス回転所
132217,31,東京都,清瀬市,,,東京都清瀬市中里1-721,35.779162,139.514605,34,,中井宅横
132217,32,東京都,清瀬市,,,東京都清瀬市中里1-1748,35.780355,139.514001,88,,中里一丁目緑地前
132217,33,東京都,清瀬市,,,東京都清瀬市中里2-631-17,35.78307,139.51082,48,,石田橋児童遊園
132217,34,東京都,清瀬市,,,東京都清瀬市中里2-642,35.783376,139.509259,35,,第四小学校北側
132217,35,東京都,清瀬市,,,東京都清瀬市中里2-1385-17,35.782284,139.513471,36,,中里第三市営住宅
132217,36,東京都,清瀬市,,,東京都清瀬市中里2-1491,35.782627,139.511179,37,,第四小学校南側
132217,37,東京都,清瀬市,,,東京都清瀬市中里3-886-28,35.785063,139.523929,39,,清瀬中学校前
132217,38,東京都,清瀬市,,,東京都清瀬市中里3-1058,35.782545,139.518232,40,,中里第４市営住宅
132217,39,東京都,清瀬市,,,東京都清瀬市中里3-1123,35.782416,139.519091,41,,清松造園前
132217,40,東京都,清瀬市,,,東京都清瀬市中里4-711-8,35.786745,139.520274,42,,柿の下住宅入り口
132217,41,東京都,清瀬市,,,東京都清瀬市中里4-1157,35.785341,139.517003,45,,富士見幼稚園ならび
132217,42,東京都,清瀬市,,,東京都清瀬市中里4-1301,35.78652,139.514166,43,,中里地域市民センター
132217,43,東京都,清瀬市,,,東京都清瀬市中里4-1296,35.787883,139.514986,46,,中里団地集会所となり
132217,44,東京都,清瀬市,,,東京都清瀬市中里4-1296,35.787883,139.514986,47,,中里団地8号棟南
132217,45,東京都,清瀬市,,,東京都清瀬市中里6-95,35.791398,139.526888,50,,バス停「団地保育園」
132217,46,東京都,清瀬市,,,東京都清瀬市野塩1-141,35.778045,139.503347,51,,繁田たばこ店斜向かい
132217,47,東京都,清瀬市,,,東京都清瀬市野塩1-322-2,35.779163,139.499466,86,,野塩地域市民センター
132217,48,東京都,清瀬市,,,東京都清瀬市野塩2-386-20,35.781532,139.49939,52,,野塩団地西側
132217,49,東京都,清瀬市,,,東京都清瀬市野塩2-387,35.78147,139.501385,53,,野塩団地２号棟横
132217,50,東京都,清瀬市,,,東京都清瀬市野塩2-387,35.78147,139.501385,54,,野塩団地８号棟向かい
132217,51,東京都,清瀬市,,,東京都清瀬市野塩2-387,35.78147,139.501385,55,,ゲートボール場斜向かい
