都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考,区域,目標施設,容量
131105,0000000001,東京都,目黒区,防火水そう,東京都目黒区駒場１－26－５,,35.65711724,139.6857594,,,駒場住区,駒場児童遊園,5
131105,0000000002,東京都,目黒区,防火水そう,東京都目黒区駒場２－17－20,,35.65644399,139.6813395,,,駒場住区,駒場野公園拡張用地,5
131105,0000000003,東京都,目黒区,防火水そう,東京都目黒区駒場４－１－９,,35.66346455,139.6797169,,,駒場住区,駒場レジデンス,5
131105,0000000004,東京都,目黒区,防火水そう,東京都目黒区青葉台4－1－1,,35.65648632,139.6910214,,,菅刈住区,LUXENA AOBADAI,5
131105,0000000005,東京都,目黒区,防火水そう,東京都目黒区青葉台４－７－29,,35.65408493,139.6912604,,,菅刈住区,大坂上児童遊園,5
131105,0000000006,東京都,目黒区,防火水そう,東京都目黒区上目黒１－12－７,,35.64591141,139.6997816,,,菅刈住区,インマヌエル中目黒キリスト教会,5
131105,0000000007,東京都,目黒区,防火水そう,東京都目黒区上目黒１－17－４,,35.64571648,139.6982556,,,菅刈住区,上一防災ひろば,5
131105,0000000008,東京都,目黒区,防火水そう,東京都目黒区東山２－10－14,,35.64767562,139.6903909,,,東山住区,東山中児童遊園,5
131105,0000000009,東京都,目黒区,防火水そう,東京都目黒区東山３－24－23,,35.64758372,139.6844483,,,東山住区,東山公園,5
131105,0000000010,東京都,目黒区,防火水そう,東京都目黒区東山３－21－9,,35.64755136,139.6866904,,,東山住区,東山公園拡張用地,5
131105,0000000011,東京都,目黒区,防火水そう,東京都目黒区東山３－10－１,,35.64935046,139.6882208,,,東山住区,東山ハイツＢ棟,5
131105,0000000012,東京都,目黒区,防火水そう,東京都目黒区上目黒５－13－８,,35.64398603,139.6887248,,,東山住区,フジトピア目黒祐天寺,5
131105,0000000013,東京都,目黒区,防火水そう,東京都目黒区上目黒５－20－４,,35.64357556,139.6869211,,,東山住区,東京アパート,5
131105,0000000014,東京都,目黒区,防火水そう,東京都目黒区東山１－21－３,,35.64663809,139.6933146,,,烏森住区,小川児童遊園,5
131105,0000000015,東京都,目黒区,防火水そう,東京都目黒区上目黒３－36－７,,35.64330201,139.6939024,,,烏森住区,パークハウス諏訪山PRESENCE,5
131105,0000000016,東京都,目黒区,防火水そう,東京都目黒区上目黒３－44－２,,35.64405454,139.6917988,,,烏森住区,烏森住区センター,5
131105,0000000017,東京都,目黒区,防火水そう,東京都目黒区上目黒２－43－６,,35.64112729,139.6953155,,,中目黒住区,キャトルセゾン,5
131105,0000000018,東京都,目黒区,防火水そう,東京都目黒区中目黒2-1-1,,35.64242003,139.7042843,,,中目黒住区,東京都職員中目黒住宅,5
131105,0000000019,東京都,目黒区,防火水そう,東京都目黒区中目黒２－１－23,,35.64389276,139.7048317,,,中目黒住区,テラス恵比寿の丘,5
131105,0000000020,東京都,目黒区,防火水そう,東京都目黒区中目黒２－１－27,,35.64431825,139.7052087,,,中目黒住区,グリーンヒル恵比寿,5
131105,0000000021,東京都,目黒区,防火水そう,東京都目黒区中目黒３－３－３,,35.64103238,139.7019021,,,中目黒住区,アルス中目黒ヴイルトレーテ,5
131105,0000000022,東京都,目黒区,防火水そう,東京都目黒区中目黒４－11－21,,35.63716698,139.7029296,,,中目黒住区,コスモ中目黒,5
131105,0000000023,東京都,目黒区,防火水そう,東京都目黒区中目黒５－３－10,,35.63650794,139.6994518,,,中目黒住区,ハイツ中目黒,5
131105,0000000024,東京都,目黒区,防火水そう,東京都目黒区中目黒５－７－35,,35.63574875,139.7009098,,,中目黒住区,特別養護老人ホーム中目黒,5
131105,0000000025,東京都,目黒区,防火水そう,東京都目黒区三田２－４－１,,35.6413276,139.711233,,,田道住区,三田西児童遊園,5
131105,0000000026,東京都,目黒区,防火水そう,東京都目黒区三田２－10－31,,35.63909938,139.7125024,,,田道住区,三田公園,5
131105,0000000027,東京都,目黒区,防火水そう,東京都目黒区三田２－15－15,,35.63874348,139.7089408,,,田道住区,茶屋坂街かど公園,5
131105,0000000028,東京都,目黒区,防火水そう,東京都目黒区目黒１－７－６,,35.63550427,139.7116092,,,田道住区,目黒保育園,5
131105,0000000029,東京都,目黒区,防火水そう,東京都目黒区目黒１－24－12,,35.63487232,139.710809,,,田道住区,オリックス目黒ビル,5
131105,0000000030,東京都,目黒区,防火水そう,東京都目黒区目黒２－13－22,,35.63548702,139.7067116,,,田道住区,朝日シティパリオ,5
131105,0000000031,東京都,目黒区,防火水そう,東京都目黒区下目黒１－７－１,,35.63339019,139.7120784,,,下目黒住区,サトウホールディング,5
131105,0000000032,東京都,目黒区,防火水そう,東京都目黒区下目黒２－５－４,,35.63105098,139.712388,,,下目黒住区,グランドメゾン目黒南,5
131105,0000000033,東京都,目黒区,防火水そう,東京都目黒区下目黒２－14－11,,35.62870273,139.7120671,,,下目黒住区,下目黒自転車集積所,5
131105,0000000034,東京都,目黒区,防火水そう,東京都目黒区下目黒２－19－３,,35.63316122,139.7107294,,,下目黒住区,ＩＭＡＳ目黒B.Iビルディング,5
131105,0000000035,東京都,目黒区,防火水そう,東京都目黒区下目黒２－20－19,,35.63300581,139.7094994,,,下目黒住区,大鳥公園,5
