都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
131164,102,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-1　盛泰寺,,139.71463,35.72694,,,,,,南池袋2-20-1　宗教法人　盛泰寺,1995/10/24,,,,,,,,,,,,
131164,103,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-1　盛泰寺,,139.71463,35.72694,,,,,,南池袋2-20-1　宗教法人　盛泰寺,1995/10/24,,,,,,,,,,,,
131164,104,東京都,豊島区,木造三宝本尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-1　盛泰寺,,139.71463,35.72694,,,,,,南池袋2-20-1　宗教法人　盛泰寺,1995/10/24,,,,,,,,,,,,
131164,105,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-17-1　蓮光院,,139.71324,35.72464,,,,,,南池袋3-17-1　宗教法人　蓮光院,1995/10/24,,,,,,,,,,,,
131164,106,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-15-3　安楽寺,,139.7325,35.74019,,,,,,巣鴨5-15-3　宗教法人　安楽寺,1995/10/24,,,,,,,,,,,,
131164,107,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-15-3　安楽寺,,139.7325,35.74019,,,,,,巣鴨5-15-3　宗教法人　安楽寺,1995/10/24,,,,,,,,,,,,
131164,108,東京都,豊島区,木造日蓮上人坐像（本尊）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-10　妙典寺,,139.71463,35.72694,,,,,,南池袋2-20-10　　宗教法人　妙典寺,1995/10/24,,,,,,,,,,,,
131164,109,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-10　妙典寺,,139.71463,35.72694,,,,,,南池袋2-20-10　　宗教法人　妙典寺,1995/10/24,,,,,,,,,,,,
131164,110,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-20-10　妙典寺,,139.71463,35.72694,,,,,,南池袋2-20-10　　宗教法人　妙典寺,1995/10/24,,,,,,,,,,,,
131164,111,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区雑司が谷1-40-3　円常寺,,139.7213,35.72197,,,,,,雑司が谷1-40-3　宗教法人　円常寺,1995/10/24,,,,,,,,,,,,
131164,112,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-20-17　顕真寺,,139.72108,35.72419,,,,,,南池袋4-20-17　宗教法人　顕真寺,1995/10/24,,,,,,,,,,,,
131164,113,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋4-20-17　顕真寺,,139.72108,35.72419,,,,,,南池袋4-20-17　宗教法人　顕真寺,1995/10/24,,,,,,,,,,,,
131164,114,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-41-4　寛受院,,139.71918,35.72574,,,,,,南池袋2-41-4　宗教法人　寛受院,1995/10/24,,,,,,,,,,,,
131164,115,東京都,豊島区,木造観音菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-41-4　寛受院,,139.71918,35.72574,,,,,,南池袋2-41-4　宗教法人　寛受院,1995/10/24,,,,,,,,,,,,
131164,116,東京都,豊島区,木造大黒天立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-41-4　寛受院,,139.71918,35.72574,,,,,,南池袋2-41-4　宗教法人　寛受院,1995/10/24,,,,,,,,,,,,
131164,117,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋2-41-4　寛受院,,139.71918,35.72574,,,,,,南池袋2-41-4　宗教法人　寛受院,1995/10/24,,,,,,,,,,,,
131164,118,東京都,豊島区,木造僧形坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南長崎5-21-8　全昌院,,139.68098,35.72912,,,,,,南長崎5-21-8　宗教法人　全昌院,1995/10/24,,,,,,,,,,,,
131164,119,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区千早1-2-3　宝光寺,,139.69685,35.73014,,,,,,千早1-2-3　宗教法人　宝光寺,1995/10/24,,,,,,,,,,,,
131164,120,東京都,豊島区,木造七面天女像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区雑司が谷1-51-18　本浄寺,,139.72365,35.72046,,,,,,雑司が谷1-51-18　宗教法人　本浄寺,1995/10/24,,,,,,,,,,,,
131164,121,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区雑司が谷1-51-18　本浄寺,,139.72365,35.72046,,,,,,雑司が谷1-51-18　宗教法人　本浄寺,1995/10/24,,,,,,,,,,,,
131164,122,東京都,豊島区,木造大黒天立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区雑司が谷1-51-18　本浄寺,,139.72365,35.72046,,,,,,雑司が谷1-51-18　宗教法人　本浄寺,1995/10/24,,,,,,,,,,,,
131164,123,東京都,豊島区,木造不動三尊像（不動明王像・矜羯羅童子像・制多迦童子像）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,124,東京都,豊島区,木造阿弥陀三尊像（阿弥陀如来像・観音菩薩像・勢至菩薩像）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,125,東京都,豊島区,木造弘法大師像・興教大師像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,126,東京都,豊島区,木造大日如来像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,127,東京都,豊島区,木造大日如来像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,128,東京都,豊島区,阿弥陀如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,129,東京都,豊島区,木造如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,130,東京都,豊島区,木造弘法大師坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,131,東京都,豊島区,木造愛染明王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,132,東京都,豊島区,木造荒神像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,133,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,134,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,135,東京都,豊島区,木造不動三尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,136,東京都,豊島区,木造閻魔坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,137,東京都,豊島区,木造十一面観音立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,138,東京都,豊島区,木造弘法大師坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,139,東京都,豊島区,木造菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,140,東京都,豊島区,銅造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,141,東京都,豊島区,石造奪衣婆坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,1996/1/30,,,,,,,,,,,,
131164,142,東京都,豊島区,木造十一面観音立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,143,東京都,豊島区,木造聖観音立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,144,東京都,豊島区,木造聖観音立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,145,東京都,豊島区,木造達磨大師像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,146,東京都,豊島区,木造心光海印像（開山）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,147,東京都,豊島区,木造天部立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,148,東京都,豊島区,木造韋駄天像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,149,東京都,豊島区,木造三宝本尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-9　功雲院,,139.70168,35.73394,,,,,,池袋3-5-9　宗教法人　功雲院,1996/10/1,,,,,,,,,,,,
131164,150,東京都,豊島区,木造薬師如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-1-6　祥雲寺,,139.70181,35.73329,,,,,,池袋3-1-6　宗教法人　祥雲寺,1996/10/1,,,,,,,,,,,,
131164,151,東京都,豊島区,木造釈迦三尊像（釈迦如来像・阿難尊者像・迦葉尊者像）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,152,東京都,豊島区,木造地蔵菩薩半跏像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,153,東京都,豊島区,木造聖観音立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,154,東京都,豊島区,木造韋駄天像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,155,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,156,東京都,豊島区,銅造誕生仏,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,157,東京都,豊島区,木造弁才天坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,158,東京都,豊島区,木造達磨大師像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,159,東京都,豊島区,木造阿弥陀如来立像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,160,東京都,豊島区,木造阿弥陀三尊像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,161,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,162,東京都,豊島区,木造釈迦如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,163,東京都,豊島区,木造釈迦如来坐像（厨子入り）,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,164,東京都,豊島区,木造金毘羅立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋3-5-30　洞雲寺,,139.70168,35.73394,,,,,,池袋3-5-30　宗教法人　洞雲寺,1996/10/1,,,,,,,,,,,,
131164,165,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南長崎1-3-8　誓願寺,,139.69119,35.72287,,,,,,南長崎1-3-8　宗教法人　誓願寺,1997/2/4,,,,,,,,,,,,
131164,166,東京都,豊島区,木造阿弥陀如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区長崎3-9-4　専称寺,,139.68929,35.72829,,,,,,長崎3-9-4　宗教法人　専称寺,1997/2/4,,,,,,,,,,,,
131164,167,東京都,豊島区,木造如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区長崎3-9-4　専称寺,,139.68929,35.72829,,,,,,長崎3-9-4　宗教法人　専称寺,1997/2/4,,,,,,,,,,,,
131164,168,東京都,豊島区,木造如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区長崎3-9-4　専称寺,,139.68929,35.72829,,,,,,長崎3-9-4　宗教法人　専称寺,1997/2/4,,,,,,,,,,,,
131164,169,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-5-7　観静院,,139.71379,35.72336,,,,,,南池袋3-5-7　宗教法人　観静院,1997/2/4,,,,,,,,,,,,
131164,170,東京都,豊島区,木造釈迦如来坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-34-24　法福寺,,139.7337,35.74009,,,,,,巣鴨5-34-24　宗教法人　法福寺,1997/2/4,,,,,,,,,,,,
131164,171,東京都,豊島区,銅造誕生釈迦如来立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区巣鴨5-34-24　法福寺,,139.7337,35.74009,,,,,,巣鴨5-34-24　宗教法人　法福寺,1997/2/4,,,,,,,,,,,,
131164,172,東京都,豊島区,木造鷺大明神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,173,東京都,豊島区,木造妙見菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,174,東京都,豊島区,木造鬼子母神像及び両脇侍像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,175,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,176,東京都,豊島区,木造日蓮上人坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,177,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,178,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,179,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,180,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,181,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,182,東京都,豊島区,木造地蔵菩薩立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,183,東京都,豊島区,木造愛染明王坐像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,184,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,185,東京都,豊島区,木造鬼子母神立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,186,東京都,豊島区,木造大黒天立像,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,187,東京都,豊島区,銅造灯明台童子,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区南池袋3-18-18　法明寺,,139.71481,35.72404,,,,,,南池袋3-18-18　宗教法人　法明寺,1997/2/4,,,,,,,,,,,,
131164,188,東京都,豊島区,巣鴨町役場半鐘,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区西池袋2-30-15　文化財資料調査室,,139.70688,35.72734,,,,,,南池袋2-45-1　豊島区,2001/4/20,,,,,,,,,,,,
131164,189,東京都,豊島区,重林寺梵鐘,,,,豊島区登録有形文化財,絵画・彫刻・工芸品,,豊島区池袋本町2-3-3　重林寺,,139.70988,35.73986,,,,,,池袋本町2-3-3　宗教法人　重林寺,2007/1/29,,,,,,,,,,,,
131164,190,東京都,豊島区,鏑木久一家旧蔵文書,,,,豊島区登録有形文化財,古文書・古記録,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1991/1/29,,,,,,,,,,,,
131164,191,東京都,豊島区,片野歌子家旧蔵文書,,,,豊島区登録有形文化財,古文書・古記録,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1991/1/29,,,,,,,,,,,,
131164,192,東京都,豊島区,田島昇家旧蔵文書,,,,豊島区登録有形文化財,古文書・古記録,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,1991/1/29,,,,,,,,,,,,
131164,193,東京都,豊島区,南蔵院薬師堂建立勧進状（寛永七年六月八日）,,,,豊島区登録有形文化財,古文書・古記録,,豊島区高田1-19-16　南蔵院,,139.71524,35.7145,,,,,,高田1-19-16　南蔵院住職　野口圭也,2000/4/4,,,,,,,,,,,,
131164,194,東京都,豊島区,安田家文書,,,,豊島区登録有形文化財,古文書・古記録,,豊島区高松2-48-3,,139.70076,35.73914,,,,,,個人,2018/4/20,,,,,,,,,,,,
131164,195,東京都,豊島区,北豊島郡高田村地引絵図　附・疊紙,,,,豊島区登録有形文化財,古文書・古記録,,豊島区西池袋2-37-4　郷土資料館,,139.70682,35.72791,,,,,,南池袋2-45-1　豊島区,2006/9/19,,,,,,,,,,,,
131164,196,東京都,豊島区,染井遺跡（日本郵船地区）出土遺物〔駒込6-2-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,1991/1/29,,,,,,,,,,,,
131164,197,東京都,豊島区,染井遺跡（丹羽家地区）出土遺物〔駒込3-12-3〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,1991/12/25,,,,,,,,,,,,
131164,198,東京都,豊島区,染井遺跡（加賀美家地区）出土遺物〔駒込3-12-10〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1991/12/25,,,,,,,,,,,,
131164,199,東京都,豊島区,染井遺跡（染井霊園事務所地区）出土遺物〔駒込5-5-1〕,,,,豊島区登録有形文化財,考古資料,,豊島区西巣鴨4-9-1　旧朝日中学校,,139.72948,35.74346,,,,,,南池袋2-45-1　豊島区教育委員会,1992/4/7,,,,,,,,,,,,
131164,200,東京都,豊島区,巣鴨遺跡（区立つつじ苑地区）出土遺物〔巣鴨4-15-11〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1993/10/26,,,,,,,,,,,,
131164,201,東京都,豊島区,巣鴨遺跡（中野組ビル地区）出土遺物〔巣鴨1-14-8〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1995/7/4,,,,,,,,,,,,
131164,202,東京都,豊島区,駒込一丁目遺跡（樹林館地区）出土遺物〔駒込1-9-2〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1995/7/4,,,,,,,,,,,,
131164,203,東京都,豊島区,巣鴨遺跡（明生ハイム地区）出土遺物〔巣鴨3-18-27〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
131164,204,東京都,豊島区,巣鴨遺跡（レールハイツ三橋地区・ＬＡＮＤ建築事務所地区）出土遺物〔巣鴨3-8-28〕,,,,豊島区登録有形文化財,考古資料,,豊島区千早4-8-19　旧第十中学校,,139.68181,35.73808,,,,,,南池袋2-45-1　豊島区教育委員会,1996/10/1,,,,,,,,,,,,
