都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,種別,住所,方書,緯度,経度,口径,備考
131164,0000000001,東京都,豊島区,防火水そう,東京都豊島区長崎5-29-4,,35.73426,139.68391,,地下式
131164,0000000002,東京都,豊島区,防火水そう,東京都豊島区長崎2-6-3,,35.72841,139.69022,,地下式
