区分,局長級割合(%),部長級割合(%),課長級割合(%),管理職計割合(%),課長代理級割合(%),主任・主事級割合(%),計割合(%)
2005-04-01,0,5.7,13.9,11.6,24,37.6,33.2
2015-04-01,1.9,12.9,21,18.5,30.8,44.1,39.4
2016-04-01,3,13.7,21.7,19.3,31.6,43.9,39.5
