"通学区域町名","通学区域丁目","通学区域番地","小学校名","中学校名"
"高輪","一丁目","12番","高輪台","高松"
"高輪","一丁目","13番","高輪台","高松"
"高輪","一丁目","14番","高輪台","高松"
"高輪","一丁目","15番","高輪台","高松"
"高輪","一丁目","16番","高輪台","高松"
"高輪","一丁目","17番","高輪台","高松"
"高輪","一丁目","18番","高輪台","高松"
"高輪","一丁目","19番","高輪台","高松"
"高輪","一丁目","20番","高輪台","高松"
"高輪","一丁目","21番","高輪台","高松"
"高輪","一丁目","22番","高輪台","高松"
"高輪","一丁目","23番","高輪台","高松"
"高輪","一丁目","24番","高輪台","高松"
"高輪","一丁目","25番","高輪台","高松"
"高輪","一丁目","26番","高輪台","高松"
"高輪","一丁目","27番","高輪台","高松"
"高輪","二丁目",,"高輪台","高松"
"高輪","三丁目",,"高輪台","高松"
"高輪","四丁目",,"高輪台","高松"
"虎ノ門","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"虎ノ門","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"虎ノ門","三丁目",,"御成門学園　御成門","御成門学園　御成門"
"虎ノ門","四丁目",,"御成門学園　御成門","御成門学園　御成門"
"虎ノ門","五丁目",,"御成門学園　御成門","御成門学園　御成門"
"三田","一丁目",,"赤羽","三田"
"三田","二丁目",,"赤羽","三田"
"三田","三丁目",,"御田","三田"
"三田","四丁目",,"御田","三田"
"三田","五丁目",,"御田","三田"
"元赤坂","一丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"元赤坂","二丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"元麻布","一丁目","1番","南山","六本木"
"元麻布","一丁目","2番","南山","六本木"
"元麻布","一丁目","3番","南山","六本木"
"元麻布","一丁目","4番","南山","六本木"
"元麻布","一丁目","5番","本村","高陵"
"元麻布","一丁目","6番","東町","六本木"
"元麻布","一丁目","7番","東町","六本木"
"元麻布","二丁目","1番","笄","高陵"
"元麻布","二丁目","2番","笄","高陵"
"元麻布","二丁目","3番","笄","高陵"
"元麻布","二丁目","4番","笄","高陵"
"元麻布","二丁目","5番","南山","六本木"
"元麻布","二丁目","6番","南山","六本木"
"元麻布","二丁目","7番","本村","高陵"
"元麻布","二丁目","8番","本村","高陵"
"元麻布","二丁目","9番","本村","高陵"
"元麻布","二丁目","10番","本村","高陵"
"元麻布","二丁目","11番","南山","六本木"
"元麻布","二丁目","12番","南山","六本木"
"元麻布","二丁目","13番","南山","六本木"
"元麻布","二丁目","14番","本村","高陵"
"元麻布","三丁目","1番","南山","六本木"
"元麻布","三丁目","2番","南山","六本木"
"元麻布","三丁目","3番","南山","六本木"
"元麻布","三丁目","4番","笄","高陵"
"元麻布","三丁目","5番","南山","六本木"
"元麻布","三丁目","6番","南山","六本木"
"元麻布","三丁目","7番","南山","六本木"
"元麻布","三丁目","8番","南山","六本木"
"元麻布","三丁目","9番","南山","六本木"
"元麻布","三丁目","10番","南山","六本木"
"元麻布","三丁目","11番","南山","六本木"
"元麻布","三丁目","12番","南山","六本木"
"元麻布","三丁目","13番","南山","六本木"
"赤坂","一丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","二丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","三丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","四丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","五丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","六丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","七丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","八丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"赤坂","九丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"麻布十番","一丁目",,"南山","六本木"
"麻布十番","二丁目","1番","南山","六本木"
"麻布十番","二丁目","2番","南山","六本木"
"麻布十番","二丁目","3番","南山","六本木"
"麻布十番","二丁目","4番","南山","六本木"
"麻布十番","二丁目","5番","南山","六本木"
"麻布十番","二丁目","6番","南山","六本木"
"麻布十番","二丁目","7番","南山","六本木"
"麻布十番","二丁目","8番","南山","六本木"
"麻布十番","二丁目","9番","東町","六本木"
"麻布十番","二丁目","10番","東町","六本木"
"麻布十番","二丁目","11番","東町","六本木"
"麻布十番","二丁目","12番","東町","六本木"
"麻布十番","二丁目","13番","東町","六本木"
"麻布十番","二丁目","14番","東町","六本木"
"麻布十番","二丁目","15番","東町","六本木"
"麻布十番","二丁目","16番","東町","六本木"
"麻布十番","二丁目","17番","東町","六本木"
"麻布十番","二丁目","18番","東町","六本木"
"麻布十番","二丁目","19番","東町","六本木"
"麻布十番","二丁目","20番","東町","六本木"
"麻布十番","二丁目","21番","東町","六本木"
"麻布十番","三丁目",,"東町","六本木"
"麻布十番","四丁目",,"東町","六本木"
"麻布台","一丁目","1番","麻布","六本木"
"麻布台","一丁目","2番","麻布","六本木"
"麻布台","一丁目","3番","麻布","六本木"
"麻布台","一丁目","4番","麻布","六本木"
"麻布台","一丁目","5番","麻布","六本木"
"麻布台","一丁目","6番","麻布","六本木"
"麻布台","一丁目","7番","麻布","六本木"
"麻布台","一丁目","8番","麻布","六本木"
"麻布台","一丁目","9番","麻布","六本木"
"麻布台","一丁目","10番","麻布","六本木"
"麻布台","一丁目","11番","御成門学園　御成門","御成門学園　御成門"
"麻布台","二丁目",,"麻布","六本木"
"麻布台","三丁目",,"麻布","六本木"
"麻布永坂町",,,"麻布","六本木"
"麻布狸穴町",,,"麻布","六本木"
"北青山","一丁目",,"青山","青山"
"北青山","二丁目",,"青山","青山"
"北青山","三丁目","1番","青山","青山"
"北青山","三丁目","2番","青山","青山"
"北青山","三丁目","3番","青山","青山"
"北青山","三丁目","4番","青山","青山"
"北青山","三丁目","5番","青南","青山"
"北青山","三丁目","6番","青南","青山"
"北青山","三丁目","7番","青南","青山"
"北青山","三丁目","8番","青南","青山"
"北青山","三丁目","9番","青南","青山"
"北青山","三丁目","10番","青南","青山"
"北青山","三丁目","11番","青南","青山"
"北青山","三丁目","12番","青南","青山"
"北青山","三丁目","13番","青南","青山"
"北青山","三丁目","14番","青南","青山"
"北青山","三丁目","15番","青南","青山"
"芝","一丁目",,"芝","三田"
"芝","二丁目",,"芝","三田"
"芝","三丁目","1番","赤羽","三田"
"芝","三丁目","2番","赤羽","三田"
"芝","三丁目","3番","赤羽","三田"
"芝","三丁目","4番","芝","三田"
"芝","三丁目","5番","芝","三田"
"芝","三丁目","6番","芝","三田"
"芝","三丁目","7番","赤羽","三田"
"芝","三丁目","8番","赤羽","三田"
"芝","三丁目","9番","赤羽","三田"
"芝","三丁目","10番","赤羽","三田"
"芝","三丁目","11番","赤羽","三田"
"芝","三丁目","12番","赤羽","三田"
"芝","三丁目","13番","赤羽","三田"
"芝","三丁目","14番","赤羽","三田"
"芝","三丁目","15番","赤羽","三田"
"芝","三丁目","16番","赤羽","三田"
"芝","三丁目","17番","赤羽","三田"
"芝","三丁目","18番","赤羽","三田"
"芝","三丁目","19番","赤羽","三田"
"芝","三丁目","20番","赤羽","三田"
"芝","三丁目","21番","赤羽","三田"
"芝","三丁目","22番","赤羽","三田"
"芝","三丁目","23番","赤羽","三田"
"芝","三丁目","24番","赤羽","三田"
"芝","三丁目","25番","赤羽","三田"
"芝","三丁目","26番","赤羽","三田"
"芝","三丁目","27番","赤羽","三田"
"芝","三丁目","28番","赤羽","三田"
"芝","三丁目","29番","赤羽","三田"
"芝","三丁目","30番","赤羽","三田"
"芝","三丁目","31番","赤羽","三田"
"芝","三丁目","32番","赤羽","三田"
"芝","三丁目","33番","赤羽","三田"
"芝","三丁目","34番","赤羽","三田"
"芝","三丁目","35番","赤羽","三田"
"芝","三丁目","36番","赤羽","三田"
"芝","三丁目","37番","赤羽","三田"
"芝","三丁目","38番","赤羽","三田"
"芝","三丁目","39番","赤羽","三田"
"芝","三丁目","40番","赤羽","三田"
"芝","三丁目","41番","赤羽","三田"
"芝","三丁目","42番","赤羽","三田"
"芝","三丁目","43番","赤羽","三田"
"芝","四丁目",,"芝","三田"
"芝","五丁目",,"御田","三田"
"芝浦","一丁目","1番","芝","三田"
"芝浦","一丁目","2番","芝","三田"
"芝浦","一丁目","3番","芝","三田"
"芝浦","一丁目","4番","芝","三田"
"芝浦","一丁目","5番","芝","三田"
"芝浦","一丁目","6番","芝浜","港南"
"芝浦","一丁目","7番","芝浜","港南"
"芝浦","一丁目","8番","芝浜","港南"
"芝浦","一丁目","9番","芝浜","港南"
"芝浦","一丁目","10番","芝浜","港南"
"芝浦","一丁目","11番","芝浜","港南"
"芝浦","一丁目","12番","芝浜","港南"
"芝浦","一丁目","13番","芝浜","港南"
"芝浦","一丁目","14番","芝浜","港南"
"芝浦","一丁目","15番","芝浜","港南"
"芝浦","一丁目","16番","芝浜","港南"
"芝浦","二丁目",,"芝浜","港南"
"芝浦","三丁目",,"芝浜","港南"
"芝浦","四丁目","1番","芝浦","港南"
"芝浦","四丁目","2番","芝浦","港南"
"芝浦","四丁目","3番","芝浦","港南"
"芝浦","四丁目","4番","芝浦","港南"
"芝浦","四丁目","5番","芝浦","港南"
"芝浦","四丁目","6番","芝浦","港南"
"芝浦","四丁目","7番","芝浦","港南"
"芝浦","四丁目","8番","芝浦","港南"
"芝浦","四丁目","9番","芝浦","港南"
"芝浦","四丁目","10番","芝浦","港南"
"芝浦","四丁目","11番","芝浦","港南"
"芝浦","四丁目","12番","芝浦","港南"
"芝浦","四丁目","13番","芝浦","港南"
"芝浦","四丁目","14番","芝浦","港南"
"芝浦","四丁目","15番","芝浦","港南"
"芝浦","四丁目","16番","芝浦","港南"
"芝浦","四丁目","17番","芝浦","港南"
"芝浦","四丁目","18番","芝浦","港南"
"芝浦","四丁目","19番","芝浦","港南"
"芝浦","四丁目","20番","芝浜","港南"
"芝浦","四丁目","21番","芝浜","港南"
"芝浦","四丁目","22番","芝浜","港南"
"芝公園","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"芝公園","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"芝公園","三丁目",,"御成門学園　御成門","御成門学園　御成門"
"芝公園","四丁目","1番","麻布","六本木"
"芝公園","四丁目","3番","麻布","六本木"
"芝公園","四丁目","4番","麻布","六本木"
"芝公園","四丁目","5番","麻布","六本木"
"芝公園","四丁目","6番","麻布","六本木"
"芝公園","四丁目","7番","御成門学園　御成門","御成門学園　御成門"
"芝公園","四丁目","8番","御成門学園　御成門","御成門学園　御成門"
"芝公園","四丁目","9番","御成門学園　御成門","御成門学園　御成門"
"芝公園","四丁目","10番","御成門学園　御成門","御成門学園　御成門"
"芝大門","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"芝大門","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"白金","一丁目",,"白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","1番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","2番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","3番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","4番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","5番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","二丁目","6番","白金","高松"
"白金","二丁目","7番","白金","高松"
"白金","三丁目",,"白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","四丁目",,"白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","五丁目",,"白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金","六丁目",,"白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","一丁目",,"白金","高松"
"白金台","二丁目",,"白金","高松"
"白金台","三丁目",,"白金","高松"
"白金台","四丁目","1番","白金","高松"
"白金台","四丁目","2番","白金","高松"
"白金台","四丁目","3番","白金","高松"
"白金台","四丁目","4番","白金","高松"
"白金台","四丁目","5番","白金","高松"
"白金台","四丁目","6番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","四丁目","7番","白金","高松"
"白金台","四丁目","8番","白金","高松"
"白金台","四丁目","9番","白金","高松"
"白金台","四丁目","10番","白金","高松"
"白金台","四丁目","11番","白金","高松"
"白金台","四丁目","12番","白金","高松"
"白金台","四丁目","13番","白金","高松"
"白金台","四丁目","14番","白金","高松"
"白金台","四丁目","15番","白金","高松"
"白金台","四丁目","16番","白金","高松"
"白金台","四丁目","17番","白金","高松"
"白金台","四丁目","18番","白金","高松"
"白金台","四丁目","19番","白金","高松"
"白金台","四丁目","20番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","1番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","2番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","3番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","4番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","5番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","6番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","7番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","8番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","9番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","10番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","11番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","12番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"白金台","五丁目","13番","白金","高松"
"白金台","五丁目","14番","白金","高松"
"白金台","五丁目","15番","白金","高松"
"白金台","五丁目","16番","白金","高松"
"白金台","五丁目","17番","白金","高松"
"白金台","五丁目","18番","白金","高松"
"白金台","五丁目","19番","白金","高松"
"白金台","五丁目","20番","白金","高松"
"白金台","五丁目","21番","白金","高松"
"白金台","五丁目","22番","白金","高松"
"白金台","五丁目","23番","白金","高松"
"白金台","五丁目","24番","白金","高松"
"白金台","五丁目","25番","白金","高松"
"新橋","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"新橋","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"新橋","三丁目",,"御成門学園　御成門","御成門学園　御成門"
"新橋","四丁目",,"御成門学園　御成門","御成門学園　御成門"
"新橋","五丁目",,"御成門学園　御成門","御成門学園　御成門"
"新橋","六丁目",,"御成門学園　御成門","御成門学園　御成門"
"台場","一丁目",,"お台場学園港陽","お台場学園港陽"
"台場","二丁目",,"お台場学園港陽","お台場学園港陽"
"西麻布","一丁目",,"笄","高陵"
"西麻布","二丁目","1番","笄","高陵"
"西麻布","二丁目","2番","笄","高陵"
"西麻布","二丁目","3番","笄","高陵"
"西麻布","二丁目","4番","笄","高陵"
"西麻布","二丁目","5番","笄","高陵"
"西麻布","二丁目","6番","笄","高陵"
"西麻布","二丁目","7番","笄","高陵"
"西麻布","二丁目","8番","笄","高陵"
"西麻布","二丁目","9番","笄","高陵"
"西麻布","二丁目","10番","笄","高陵"
"西麻布","二丁目","11番","笄","高陵"
"西麻布","二丁目","12番","笄","高陵"
"西麻布","二丁目","13番","笄","高陵"
"西麻布","二丁目","14番","笄","高陵"
"西麻布","二丁目","15番","笄","高陵"
"西麻布","二丁目","16番","笄","高陵"
"西麻布","二丁目","17番","笄","高陵"
"西麻布","二丁目","18番","青南","青山"
"西麻布","二丁目","19番","青南","青山"
"西麻布","二丁目","20番","笄","高陵"
"西麻布","二丁目","21番","笄","高陵"
"西麻布","二丁目","22番","笄","高陵"
"西麻布","二丁目","23番","笄","高陵"
"西麻布","二丁目","24番","笄","高陵"
"西麻布","二丁目","25番","笄","高陵"
"西麻布","二丁目","26番","笄","高陵"
"西麻布","三丁目",,"笄","高陵"
"西麻布","四丁目",,"笄","高陵"
"西新橋","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"西新橋","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"西新橋","三丁目",,"御成門学園　御成門","御成門学園　御成門"
"浜松町","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"浜松町","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"東麻布","一丁目",,"麻布","六本木"
"東麻布","二丁目",,"麻布","六本木"
"東麻布","三丁目",,"麻布","六本木"
"東新橋","一丁目",,"御成門学園　御成門","御成門学園　御成門"
"東新橋","二丁目",,"御成門学園　御成門","御成門学園　御成門"
"南青山","一丁目","1番","青山","青山"
"南青山","一丁目","2番","青山","青山"
"南青山","一丁目","3番","青山","青山"
"南青山","一丁目","4番","青山","青山"
"南青山","一丁目","5番","青山","青山"
"南青山","一丁目","6番","青山","青山"
"南青山","一丁目","7番","青山","青山"
"南青山","一丁目","8番","青山","青山"
"南青山","一丁目","9番","青山","青山"
"南青山","一丁目","10番","青山","青山"
"南青山","一丁目","11番","青山","青山"
"南青山","一丁目","12番","青山","青山"
"南青山","一丁目","13番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","14番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","15番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","16番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","17番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","18番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","19番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","20番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","21番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","22番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","23番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","24番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","25番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","一丁目","26番","赤坂学園　赤坂","赤坂学園　赤坂"
"南青山","二丁目",,"青山","青山"
"南青山","三丁目","1番","青山","青山"
"南青山","三丁目","2番","青山","青山"
"南青山","三丁目","3番","青山","青山"
"南青山","三丁目","4番","青山","青山"
"南青山","三丁目","5番","青南","青山"
"南青山","三丁目","6番","青南","青山"
"南青山","三丁目","7番","青南","青山"
"南青山","三丁目","8番","青南","青山"
"南青山","三丁目","9番","青南","青山"
"南青山","三丁目","10番","青南","青山"
"南青山","三丁目","11番","青南","青山"
"南青山","三丁目","12番","青南","青山"
"南青山","三丁目","13番","青南","青山"
"南青山","三丁目","14番","青南","青山"
"南青山","三丁目","15番","青南","青山"
"南青山","三丁目","16番","青南","青山"
"南青山","三丁目","17番","青南","青山"
"南青山","三丁目","18番","青南","青山"
"南青山","四丁目","1番","青山","青山"
"南青山","四丁目","2番","青山","青山"
"南青山","四丁目","3番","青山","青山"
"南青山","四丁目","4番","青山","青山"
"南青山","四丁目","5番","青山","青山"
"南青山","四丁目","6番","青山","青山"
"南青山","四丁目","7番","青山","青山"
"南青山","四丁目","8番","青山","青山"
"南青山","四丁目","9番","青山","青山"
"南青山","四丁目","10番","青南","青山"
"南青山","四丁目","11番","青南","青山"
"南青山","四丁目","12番","青南","青山"
"南青山","四丁目","13番","青南","青山"
"南青山","四丁目","14番","青南","青山"
"南青山","四丁目","15番","青南","青山"
"南青山","四丁目","16番","青南","青山"
"南青山","四丁目","17番","青南","青山"
"南青山","四丁目","18番","青南","青山"
"南青山","四丁目","19番","青南","青山"
"南青山","四丁目","20番","青南","青山"
"南青山","四丁目","21番","青南","青山"
"南青山","四丁目","22番","青南","青山"
"南青山","四丁目","23番","青南","青山"
"南青山","四丁目","24番","青南","青山"
"南青山","四丁目","25番","青南","青山"
"南青山","四丁目","26番","青南","青山"
"南青山","四丁目","27番","青南","青山"
"南青山","四丁目","28番","青南","青山"
"南青山","五丁目",,"青南","青山"
"南青山","六丁目",,"青南","青山"
"南青山","七丁目",,"青南","青山"
"南麻布","一丁目","1番","本村","高陵"
"南麻布","一丁目","2番","本村","高陵"
"南麻布","一丁目","3番","東町","六本木"
"南麻布","一丁目","4番","東町","六本木"
"南麻布","一丁目","5番","東町","六本木"
"南麻布","一丁目","6番","東町","六本木"
"南麻布","一丁目","7番","東町","六本木"
"南麻布","一丁目","8番","東町","六本木"
"南麻布","一丁目","9番","東町","六本木"
"南麻布","一丁目","10番","東町","六本木"
"南麻布","一丁目","11番","東町","六本木"
"南麻布","一丁目","12番","東町","六本木"
"南麻布","一丁目","13番","東町","六本木"
"南麻布","一丁目","14番","東町","六本木"
"南麻布","一丁目","15番","東町","六本木"
"南麻布","一丁目","16番","東町","六本木"
"南麻布","一丁目","17番","東町","六本木"
"南麻布","一丁目","18番","東町","六本木"
"南麻布","一丁目","19番","東町","六本木"
"南麻布","一丁目","20番","東町","六本木"
"南麻布","一丁目","21番","東町","六本木"
"南麻布","一丁目","22番","東町","六本木"
"南麻布","一丁目","23番","東町","六本木"
"南麻布","一丁目","24番","東町","六本木"
"南麻布","一丁目","25番","本村","高陵"
"南麻布","一丁目","26番","本村","高陵"
"南麻布","一丁目","27番","本村","高陵"
"南麻布","二丁目","1番","本村","高陵"
"南麻布","二丁目","2番","東町","六本木"
"南麻布","二丁目","3番","東町","六本木"
"南麻布","二丁目","4番","東町","六本木"
"南麻布","二丁目","5番","東町","六本木"
"南麻布","二丁目","6番","東町","六本木"
"南麻布","二丁目","7番","東町","六本木"
"南麻布","二丁目","8番","東町","六本木"
"南麻布","二丁目","9番","本村","高陵"
"南麻布","二丁目","10番","東町","六本木"
"南麻布","二丁目","11番","東町","六本木"
"南麻布","二丁目","12番","東町","六本木"
"南麻布","二丁目","13番","東町","六本木"
"南麻布","二丁目","14番","本村","高陵"
"南麻布","二丁目","15番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"南麻布","三丁目","1番","本村","高陵"
"南麻布","三丁目","2番","本村","高陵"
"南麻布","三丁目","3番","本村","高陵"
"南麻布","三丁目","4番","本村","高陵"
"南麻布","三丁目","5番","本村","高陵"
"南麻布","三丁目","6番","本村","高陵"
"南麻布","三丁目","7番","本村","高陵"
"南麻布","三丁目","8番","本村","高陵"
"南麻布","三丁目","9番","本村","高陵"
"南麻布","三丁目","10番","本村","高陵"
"南麻布","三丁目","11番","本村","高陵"
"南麻布","三丁目","12番","本村","高陵"
"南麻布","三丁目","13番","本村","高陵"
"南麻布","三丁目","14番","本村","高陵"
"南麻布","三丁目","15番","本村","高陵"
"南麻布","三丁目","16番","本村","高陵"
"南麻布","三丁目","17番","本村","高陵"
"南麻布","三丁目","18番","本村","高陵"
"南麻布","三丁目","19番","本村","高陵"
"南麻布","三丁目","20番","本村","高陵"
"南麻布","三丁目","21番","本村","高陵"
"南麻布","三丁目","22番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"南麻布","四丁目","1番","本村","高陵"
"南麻布","四丁目","2番","本村","高陵"
"南麻布","四丁目","3番","本村","高陵"
"南麻布","四丁目","4番","本村","高陵"
"南麻布","四丁目","5番","本村","高陵"
"南麻布","四丁目","6番","本村","高陵"
"南麻布","四丁目","7番","本村","高陵"
"南麻布","四丁目","8番","本村","高陵"
"南麻布","四丁目","9番","本村","高陵"
"南麻布","四丁目","10番","本村","高陵"
"南麻布","四丁目","11番","本村","高陵"
"南麻布","四丁目","12番","本村","高陵"
"南麻布","四丁目","13番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"南麻布","四丁目","14番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"南麻布","四丁目","15番","白金の丘学園白金の丘","白金の丘学園白金の丘"
"南麻布","五丁目",,"笄","高陵"
"六本木","一丁目",,"麻布","六本木"
"六本木","二丁目",,"赤坂学園　赤坂","赤坂学園　赤坂"
"六本木","三丁目",,"麻布","六本木"
"六本木","四丁目",,"麻布","六本木"
"六本木","五丁目","1番","麻布","六本木"
"六本木","五丁目","2番","麻布","六本木"
"六本木","五丁目","3番","麻布","六本木"
"六本木","五丁目","4番","麻布","六本木"
"六本木","五丁目","5番","麻布","六本木"
"六本木","五丁目","6番","麻布","六本木"
"六本木","五丁目","7番","麻布","六本木"
"六本木","五丁目","8番","麻布","六本木"
"六本木","五丁目","9番","南山","六本木"
"六本木","五丁目","10番","南山","六本木"
"六本木","五丁目","11番","南山","六本木"
"六本木","五丁目","12番","南山","六本木"
"六本木","五丁目","13番","南山","六本木"
"六本木","五丁目","14番","南山","六本木"
"六本木","五丁目","15番","麻布","六本木"
"六本木","五丁目","16番","麻布","六本木"
"六本木","五丁目","17番","麻布","六本木"
"六本木","五丁目","18番","麻布","六本木"
"六本木","六丁目",,"南山","六本木"
"六本木","七丁目","1番","麻布","六本木"
"六本木","七丁目","2番","麻布","六本木"
"六本木","七丁目","3番","麻布","六本木"
"六本木","七丁目","4番","麻布","六本木"
"六本木","七丁目","5番","麻布","六本木"
"六本木","七丁目","6番","麻布","六本木"
"六本木","七丁目","7番","麻布","六本木"
"六本木","七丁目","8番","麻布","六本木"
"六本木","七丁目","9番","麻布","六本木"
"六本木","七丁目","10番","麻布","六本木"
"六本木","七丁目","11番","麻布","六本木"
"六本木","七丁目","12番","麻布","六本木"
"六本木","七丁目","13番","麻布","六本木"
"六本木","七丁目","14番","麻布","六本木"
