　　　　麦,,11,‐,‐,‐,,　　　　陶磁器,,271,‐,‐,‐
　　　　米,,21,196,‐,196,,　　　　セメント,,281,"6,183",‐,"6,183"
　　　　とうもろこし,,22,‐,‐,‐,,　　　　ガラス類,,291,‐,‐,‐
　　　　豆類,,23,‐,‐,‐,,　　　　窯業品,,301,"1,733",68,"1,665"
　　　　その他雑穀,,24,‐,‐,‐,,　　　　重油,,311,"12,326",718,"11,608"
　　　　野菜・果物,,31,"2,150",12,"2,138",,　　　　揮発油,,320,"2,109",‐,"2,109"
　　　　綿花,,41,‐,‐,‐,,　　　　その他の石油,,321,"1,924",1,"1,923"
　　　　その他農産品,,51,"2,956","2,931",25,,　　　　LNG（液化天然ガス）,,322,‐,‐,‐
　　　　羊毛,,61,‐,‐,‐,,　　　　LPG（液化石油ガス）,,323,"2,926",‐,"2,926"
　　　　その他畜産品,,71,"3,368",68,"3,300",,　　　　石油製品,,324,15,15,‐
         水産品,,81,"5,113","1,810","3,303",,　　　　コークス,,331,‐,‐,‐
(2)　林産品,,,"4,853","1,354","3,499",,　　　　石炭製品,,341,‐,‐,‐
　　　　原木,,91,‐,‐,‐,,　　　　化学薬品,,351,2,2,‐
　　　　製材,,92,"3,770",329,"3,441",,　　　　化学肥料,,361,‐,‐,‐
　　　　樹脂類,,101,‐,‐,‐,,"　　　　染料・塗料・合成樹脂
  　　　その他化学工業品",,371,1,1,‐
　　　　木材チップ,,111,‐,‐,‐,,(6)　軽工業品,,,"2,413",183,"2,230"
　　　　その他林産品,,112,"1,082","1,025",57,,　　　　紙、パルプ,,381,‐,‐,‐
　　　　薪炭,,121,1,‐,1,,　　　　糸及び紡績半製品,,391,‐,‐,‐
(3)　鉱産品,,,"31,600",‐,"31,600",,　　　　その他繊維工業品,,401,‐,‐,‐
　　　　石炭,,131,‐,‐,‐,,　　　　砂糖,,411,‐,‐,‐
　　　　鉄鉱石,,141,‐,‐,‐,,　　　　製造食品,,421,273,120,153
　　　　金属鉱,,151,‐,‐,‐,,　　　　飲料,,422,"2,139",62,"2,077"
　　　　砂利・砂,,161,"31,600",‐,"31,600",,　　　　水,,423,‐,‐,‐
　　　　石材,,162,‐,‐,‐,,　　　　たばこ,,424,1,1,‐
　　　　原油,,171,‐,‐,‐,,　　　　その他食料工業品,,425,‐,‐,‐
　　　　りん鉱石,,181,‐,‐,‐,,(7)　雑工業品,,,"3,538",759,"2,779"
　　　　石灰石,,191,‐,‐,‐,,　　　　がん具,,431,‐,‐,‐
　　　　原塩,,201,‐,‐,‐,,　　  　衣服・身廻品・はきもの,,441,‐,‐,‐
　　　　非金属鉱物,,211,‐,‐,‐,,"　       文房具・運動娯楽用品・
         楽器",,442,‐,‐,‐
(4)  金属機械工業品,,,"15,235","2,069","13,166",,　　　　家具装備品,,443,‐,‐,‐
　　　　鉄鋼,,221,‐,‐,‐,,　　　　その他日用品,,444,"3,525",746,"2,779"
　　　　鋼材,,222,‐,‐,‐,,　　　　ゴム製品,,451,‐,‐,‐
　　　　非鉄金属,,231,25,6,19,,　　　　木製品,,461,1,1,‐
　　　　金属製品,,241,"8,161",399,"7,762",,　　　　その他製造工業品,,471,12,12,‐
　　　　鉄道車両,,251,‐,‐,‐,,(8)　特殊品,,,"32,551","13,074","19,477"
　　　　完成自動車,,252,"4,729",801,"3,928",,　　　　金属くず,,481,54,6,48
　　　　その他輸送用車両,,253,"2,188",807,"1,381",,　　　　再利用資材,,491,"1,121",796,325
　　　　二輪自動車,,254,101,38,63,,　　　　動植物性製造飼肥料,,501,821,11,810
　　　　自動車部品,,255,‐,‐,‐,,　　　　廃棄物,,511,"1,978","1,780",198
　　　　その他輸送機械,,256,‐,‐,‐,,　　　　廃土砂,,512,"1,601","1,591",10
　　　　産業機械,,261,‐,‐,‐,,　　　　輸送用容器,,521,"11,444","6,194","5,250"
　　　　電気機械,,262,27,15,12,,　　　　取合せ品,,531,"15,532","2,696","12,836"
　　　　測量・光学・医療用機械,,263,‐,‐,‐,,(9)　分類不能のもの,,541,"1,829",783,"1,046"
,,,,,,,【自航】,,,‐,‐,‐
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
