物質名1,物質名2,検体数,検出検体数,検出値最大（ppm）,検出値最小（ppm）,検出値平均（ppm）
ＴＰＴ,,177,23,0.05,0.01,0.02
クロルデン類,Trans-ｸﾛﾙﾃﾞﾝ,40,2,0.001,0.001,0.001
クロルデン類,Cis-ｸﾛﾙﾃﾞﾝ,40,3,0.003,0.001,0.002
クロルデン類,オキシクロルデン,40,0,ND,ND,-
クロルデン類,Trans-ﾉﾅｸﾛﾙ,40,5,0.011,0.001,0.004
クロルデン類,Cis-ﾉﾅｸﾛﾙ,40,3,0.002,0.001,0.002
ドリン類,ｱﾙﾄﾞﾘﾝ,40,0,ND,ND,-
ドリン類,ﾃﾞｨﾙﾄﾞﾘﾝ,40,0,ND,ND,-
ドリン類,エンドリン,40,0,ND,ND,-
その他農薬,,16,0,ND,ND,-
