地点名:朝凪橋　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:42,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,0.6124556,0.3129773,-0.06849504
0.01,0.6177052,0.2302333,-0.3284762
0.02,0.4559669,0.1009927,-0.6287044
0.03,0.1534889,-0.0164988,-0.841189
0.04,-0.1344903,-0.1327404,-0.8626875
0.05,-0.3384755,-0.27598,-0.6562024
0.06,-0.3929715,-0.3709731,-0.2092348
0.07,-0.3829722,-0.3424752,0.1824868
0.08,-0.3399754,-0.2999783,0.331476
0.09,-0.2439823,-0.2179842,0.3144772
0.09999999,-0.08899355,-0.08024418,0.2582313
0.11,0.007749438,0.02524817,0.2217339
0.12,0.02649808,0.1189914,0.2452322
0.13,-0.01074922,0.1782371,0.2382327
0.14,0.0317477,0.2337331,0.1862365
0.15,0.1032425,0.3259764,0.1749873
0.16,0.1444895,0.3947214,0.2362329
0.17,0.165488,0.3494747,0.3812224
0.18,0.2169843,0.2219839,0.6109557
0.19,0.1939859,0.1177415,0.8889356
0.2,0.09199333,0.05899572,1.078672
0.21,-0.05074632,0.0454967,0.979429
0.22,-0.1949859,0.05349612,0.5874574
0.23,-0.3119774,0.08074415,0.09474313
0.24,-0.3697232,0.07749438,-0.2517318
0.25,-0.3937215,0.06174552,-0.3772227
0.26,-0.3334758,0.009499311,-0.3554742
0.27,-0.3102275,0.01899862,-0.2459822
0.28,-0.2967285,0.06124556,-0.1134918
0.29,-0.2509818,0.0952431,-0.04899645
0.3,-0.1619883,0.1219912,-0.206985
0.31,-0.006999493,0.1467394,-0.5829577
0.32,0.1214912,0.1922361,-0.9596804
0.33,0.1447395,0.2397326,-1.172665
0.34,0.1252409,0.2404826,-1.223911
0.35,0.0289979,0.1944859,-1.161916
0.36,-0.1077422,0.1669879,-0.9944279
0.37,-0.2002355,0.1457394,-0.7554452
0.38,-0.2834795,0.1259909,-0.4667162
0.39,-0.3354757,0.04574668,-0.1077422
0.4,-0.3357257,-0.06099558,0.2402326
0.41,-0.303228,-0.1532389,0.565959
0.42,-0.2562314,-0.2604811,0.8299398
0.43,-0.2237338,-0.3657235,0.9391819
