路線番号,路線名称,観測地点地点名称,観測地点地点番号,歩行者類,自転車類,二輪車類動力付き,自動車類乗用車,自動車類小型貨物車,自動車類バス,自動車類普通貨物車,自動車類小型車計,自動車類大型車計,自動車類合計,大型車類混入率（％）,ピーク時間交通量自動車類（台／時）,ピーク時間交通量ピーク率（％）,昼夜率,混雑度,１７年度地点番号,１７年度交通量合計,交通量伸び率（２２／１７年）,平均旅行速度（ｋｍ／時）,交通量観測日観測日,交通量観測日天候,調査機関,路線番号,路線名称,地点番号
1010,第一東海自動車道（１２時間）,東京～東名川崎,10,-,-,426,42799,6105,484,16753,48904,17237,66141,26.1,6472,9.8,1.73,0.79,30004,76279,0.87,63.3,１１月１０日（水）,晴,中日本高速,1010,第一東海自動車道（１２時間）,10
1010,第一東海自動車道（２４時間）,東京～東名川崎,10,-,-,582,68209,8829,876,36776,77038,37652,114690,32.8,,,,,,120679,0.95,,１１月１０日（水）,晴,中日本高速,1010,第一東海自動車道（２４時間）,10
1101,中央自動車道（富士吉田線）（１２時間）,世田谷区・東京都境～調布ＩＣ間,20,-,-,676,38349,13517,930,7539,51866,8469,60335,14,5545,9.2,1.55,0.91,1,53687,1.12,42,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,20
1101,中央自動車道（富士吉田線）（２４時間）,世田谷区・東京都境～調布ＩＣ間,20,-,-,862,59300,18424,1287,14361,77724,15648,93372,16.8,,,,,,87891,1.06,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,20
1101,中央自動車道（富士吉田線）（１２時間）,調布ＩＣ～稲城ＩＣ間,30,-,-,687,39787,13672,769,6314,53459,7083,60542,11.7,5739,9.5,1.51,0.97,2,58185,1.04,19,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,30
1101,中央自動車道（富士吉田線）（２４時間）,調布ＩＣ～稲城ＩＣ間,30,-,-,867,59764,18400,1091,12462,78164,13553,91717,14.8,,,,,,90332,1.02,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,30
1101,中央自動車道（富士吉田線）（１２時間）,稲城ＩＣ～国立府中ＩＣ間,40,-,-,618,35635,12125,734,6004,47760,6738,54498,12.4,5256,9.6,1.52,0.91,3,53662,1.02,14,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,40
1101,中央自動車道（富士吉田線）（２４時間）,稲城ＩＣ～国立府中ＩＣ間,40,-,-,783,53305,16453,1047,12024,69758,13071,82829,15.8,,,,,,82874,1,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,40
1101,中央自動車道（富士吉田線）（１２時間）,国立府中ＩＣ～八王子ＩＣ間,50,-,-,517,29922,10160,614,4957,40082,5571,45653,12.2,4607,10.1,1.47,0.84,4,43143,1.06,89,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,50
1101,中央自動車道（富士吉田線）（２４時間）,国立府中ＩＣ～八王子ＩＣ間,50,-,-,639,42681,13390,869,10020,56071,10889,66960,16.3,,,,,,65341,1.02,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,50
1101,中央自動車道（富士吉田線）（１２時間）,八王子～八王子ＪＣＴ,60,-,-,357,22449,4192,990,5861,26641,6851,33492,20.5,3588,10.7,1.41,0.87,5,29090,1.15,72.3,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,60
1101,中央自動車道（富士吉田線）（２４時間）,八王子～八王子ＪＣＴ,60,-,-,390,29249,5426,1200,11361,34675,12561,47236,26.6,,,,,,44890,1.05,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,60
1101,中央自動車道（富士吉田線）（１２時間）,八王子～八王子ＪＣＴ,70,-,-,357,22449,4192,990,5861,26641,6851,33492,20.5,3588,10.7,1.41,0.87,5,29090,1.15,72.3,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（１２時間）,70
1101,中央自動車道（富士吉田線）（２４時間）,八王子～八王子ＪＣＴ,70,-,-,390,29249,5426,1200,11361,34675,12561,47236,26.6,,,,,,44890,1.05,,１１月１０日（水）,晴,中日本高速,1101,中央自動車道（富士吉田線）（２４時間）,70
1800,関越自動車道（新潟線）（１２時間）,大泉ＪＣＴ～所沢ＩＣ,80,-,-,355,39077,14293,1016,15948,53370,16964,70334,24.1,6977,9.9,1.43,0.87,30001,65951,1.07,71,１１月１０日（水）,曇,東日本高速,1800,関越自動車道（新潟線）（１２時間）,80
1800,関越自動車道（新潟線）（２４時間）,大泉ＪＣＴ～所沢ＩＣ,80,-,-,447,54816,19008,1343,25162,73824,26505,100329,26.4,,,,,,95198,1.05,,１１月１０日（水）,曇,東日本高速,1800,関越自動車道（新潟線）（２４時間）,80
16,一般国道１６号,緑区鶴間１５８１,10010,-,-,-,-,-,-,-,21274,10087,31361,32.2,3064,9.8,1.67,1.17,1001,49222,0.64,10.1,１１月１８日（木）,曇,東京国道,16,一般国道１６号,10010
16,一般国道１６号（１２時間）,町田市鶴間７８２,10020,219,61,702,16394,6108,161,6161,22502,6322,28824,21.9,2709,9.4,1.62,1.15,1002,33920,0.85,6.2,１０月２１日（木）,雨,東京国道,16,一般国道１６号（１２時間）,10020
16,一般国道１６号（２４時間）,町田市鶴間７８２,10020,379,93,1194,27762,8279,232,10393,36041,10625,46666,22.8,,,,,,56677,0.82,,１０月２１日（木）,雨,東京国道,16,一般国道１６号（２４時間）,10020
16,一般国道１６号（八王子バイパス）（１２時間）,,10030,-,-,654,14057,5041,79,10089,19098,10168,29266,34.7,2697,9.2,1.59,0.49,31003,20186,1.45,51.1,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（１２時間）,10030
16,一般国道１６号（八王子バイパス）（２４時間）,,10030,-,-,890,21954,6664,127,17751,28618,17878,46496,38.5,,,,,,31903,1.46,,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（２４時間）,10030
16,一般国道１６号（八王子バイパス）（１２時間）,相原ＩＣ～鑓水ＩＣ間（相原橋）,10040,-,-,576,12115,4342,87,8689,16457,8776,25233,34.8,2281,9,1.61,0.47,1003,19016,1.33,58.2,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（１２時間）,10040
16,一般国道１６号（八王子バイパス）（２４時間）,相原ＩＣ～鑓水ＩＣ間（相原橋）,10040,-,-,791,19167,5808,133,15584,24975,15717,40692,38.6,,,,,,30357,1.34,,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（２４時間）,10040
16,一般国道１６号（八王子バイパス）（１２時間）,鑓水ＩＣ～打越ＩＣ間（御殿山料金所）,10050,-,-,654,14057,5041,79,10089,19098,10168,29266,34.7,2697,9.2,1.59,0.49,1004,20186,1.45,58.6,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（１２時間）,10050
16,一般国道１６号（八王子バイパス）（２４時間）,鑓水ＩＣ～打越ＩＣ間（御殿山料金所）,10050,-,-,890,21954,6664,127,17751,28618,17878,46496,38.5,,,,,,31903,1.46,,１１月１０日（水）,晴,中日本高速,16,一般国道１６号（八王子バイパス）（２４時間）,10050
16,一般国道１６号（１２時間）,八王子市滝山町１,10060,78,518,887,16853,5862,200,9675,22715,9875,32590,30.3,3281,10.1,1.52,1.28,1009,33247,0.98,23.8,１０月１４日（木）,曇,東京国道,16,一般国道１６号（１２時間）,10060
16,一般国道１６号（２４時間）,八王子市滝山町１,10060,116,670,1361,24188,7815,276,17204,32003,17480,49483,35.3,,,,,,53684,0.92,,１０月１４日（木）,曇,東京国道,16,一般国道１６号（２４時間）,10060
16,一般国道１６号（１２時間）,福生市大字熊川４４０,10080,158,260,505,7966,2808,174,8155,10774,8329,19103,43.6,1773,9.3,1.65,0.66,1011,14142,1.35,11.4,１０月１４日（木）,曇,東京国道,16,一般国道１６号（１２時間）,10080
16,一般国道１６号（２４時間）,福生市大字熊川４４０,10080,221,0,813,12822,3845,250,14525,16667,14775,31442,47,,,,,,26492,1.19,,１０月１４日（木）,曇,東京国道,16,一般国道１６号（２４時間）,10080
16,一般国道１６号（１２時間）,福生市福生１９７５,10100,82,283,331,15503,4330,119,8565,19833,8684,28517,30.5,2609,9.1,1.57,0.99,1013,23165,1.23,27.6,１０月２８日（木）,雨,東京国道,16,一般国道１６号（１２時間）,10100
16,一般国道１６号（２４時間）,福生市福生１９７５,10100,126,369,527,23652,5961,163,15054,29613,15217,44830,33.9,,,,,,35941,1.25,,１０月２８日（木）,雨,東京国道,16,一般国道１６号（２４時間）,10100
16,一般国道１６号（１２時間）,瑞穂町二本木９３３,10110,31,59,215,12875,3197,148,9414,16072,9562,25634,37.3,2434,9.5,1.53,0.76,1014,27793,0.92,29.1,１０月２８日（木）,雨,東京国道,16,一般国道１６号（１２時間）,10110
16,一般国道１６号（２４時間）,瑞穂町二本木９３３,10110,47,66,338,18462,4383,190,16109,22845,16299,39144,41.6,,,,,,43669,0.9,,１０月２８日（木）,雨,東京国道,16,一般国道１６号（２４時間）,10110
16,一般国道１６号（１２時間）,八王子市鑓水２－１４５７,10120,86,83,742,10145,2654,141,1809,12799,1950,14749,13.2,1325,9,1.41,1.39,11003,11320,1.3,24.5,１０月２１日（木）,雨,東京国道,16,一般国道１６号（１２時間）,10120
16,一般国道１６号（２４時間）,八王子市鑓水２－１４５７,10120,129,94,1090,14598,3369,192,2699,17967,2891,20858,13.9,,,,,,18225,1.14,,１０月２１日（木）,雨,東京国道,16,一般国道１６号（２４時間）,10120
20,一般国道２０号（１２時間）,府中市白糸台６－１２,10160,879,768,1082,14134,6911,145,3974,21045,4119,25164,16.4,2433,9.7,1.46,1.43,1021,26989,0.93,23.5,１０月２０日（水）,雨,東京国道,20,一般国道２０号（１２時間）,10160
20,一般国道２０号（２４時間）,府中市白糸台６－１２,10160,1132,993,1751,21751,9104,203,5595,30855,5798,36653,15.8,,,,,,40849,0.9,,１０月２０日（水）,雨,東京国道,20,一般国道２０号（２４時間）,10160
20,一般国道２０号（１２時間）,府中市西府町５－１５,10170,247,564,1209,16585,7981,171,4806,24566,4977,29543,16.8,2647,9,1.48,1.4,1022,23484,1.26,11.5,１０月２０日（水）,雨,東京国道,20,一般国道２０号（１２時間）,10170
20,一般国道２０号（２４時間）,府中市西府町５－１５,10170,364,691,1902,25537,10427,250,7413,35964,7663,43627,17.6,,,,,,36400,1.2,,１０月２０日（水）,雨,東京国道,20,一般国道２０号（２４時間）,10170
20,一般国道２０号（１２時間）,国立市泉２－１３,10180,263,1133,1475,13474,6161,92,3612,19635,3704,23339,15.9,2408,10.3,1.43,0.92,11024,15910,1.47,25.8,１０月１４日（木）,曇,東京国道,20,一般国道２０号（１２時間）,10180
