地点名:新中川堤防　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:41,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,-0.2374828,-0.2242337,-0.08849359
0.01,-0.2709804,-0.2189841,0.1169915
0.02,-0.2227339,-0.247982,-0.06799507
0.03,0.03774726,-0.1824868,-0.4502174
0.04,0.4032208,0.06724513,-0.469716
0.05,0.7654445,0.2677306,0.003749728
0.06,0.7691942,0.2012354,0.6819506
0.07,0.4357184,-0.009999275,1.156666
0.08,-0.2042352,-0.05624592,1.296156
0.09,-0.6264546,-0.06649518,1.269408
0.09999999,-0.3462249,-0.1724875,0.8589377
0.11,0.4312187,0.1072422,-0.13799
0.12,0.9824288,0.2719803,-1.228911
0.13,1.032175,0.3097275,-1.672879
0.14,0.3792225,0.2654808,-1.199163
0.15,-0.2042352,0.002249837,-0.3489747
0.16,-0.2444823,-0.2684805,0.06824505
0.17,0.179487,-0.2214839,-0.1569886
0.18,0.5624592,-0.03924716,-0.7304471
0.19,0.3657235,0.2424824,-1.168415
0.2,-0.05199623,0.4034708,-1.223411
0.21,-0.3649735,0.09674299,-0.9346823
0.22,-0.2452322,-0.5052134,-0.6949496
0.23,0.1979856,-0.9011847,-0.7181979
0.24,0.5279617,-0.6304543,-0.5122129
0.25,0.5664589,-0.0317477,0.1304905
0.26,0.4124701,0.4594667,0.9149337
0.27,0.07849431,0.6549525,1.343153
0.28,-0.2447323,0.7336968,1.084171
0.29,-0.3904717,0.3127273,0.4749656
0.3,-0.02799797,-0.006499529,-0.02724802
0.31,0.3644736,-0.0399971,-0.3099775
0.32,0.5449605,0.09049344,-0.482715
0.33,0.2977284,0.303228,-0.3357257
0.34,0.0317477,0.1887363,0.01124918
0.35,-0.06774509,-0.09699297,0.03324759
0.36,-0.1187414,-0.2249837,-0.2642308
0.37,-0.2662307,-0.1199913,-0.2264836
0.38,-0.3382255,0.04474676,0.1904862
0.39,-0.2632309,0.1554887,0.7284472
0.4,-0.13749,0.0509963,1.078172
0.41,-0.05049634,-0.1534889,1.364651
0.42,0.1139917,-0.3357257,1.486142
0.43,0.2952286,-0.303228,1.181664
0.44,0.5989566,-0.3644736,0.6109557
0.45,0.607706,-0.3122274,0.2092348
0.46,0.2362329,-0.1912361,0.1034925
0.47,-0.1497391,-0.0179987,0.1197413
0.48,-0.7601949,0.1394899,0.3094776
0.49,-1.122419,-0.01149917,0.5807079
0.5,-0.8604376,-0.4239693,0.6019564
0.51,-0.2384827,-0.7021991,0.09374321
0.52,0.3757228,-0.7541953,-0.6882001
0.53,0.4984639,-0.5669589,-1.264158
0.54,0.2267336,-0.1294906,-1.227661
0.55,-0.1459894,0.1394899,-0.6599522
0.56,-0.4157199,0.1992356,-0.08499384
0.57,-0.468466,0.1954858,0.1074922
