地点名:佃大橋　橋脚上P2,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:46,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
1.73,0.4499674,-0.1997355,0.4392182
1.74,0.5187124,-0.2327331,0.4209695
1.75,0.5557097,-0.2462322,0.3904717
1.76,0.5842077,-0.2777299,0.3744729
1.77,0.6407036,-0.3187269,0.3377255
1.78,0.6294544,-0.3437251,0.1964858
1.79,0.5807079,-0.3127273,0.03849721
1.8,0.5367111,-0.2799797,-0.07324469
1.81,0.4542171,-0.1567386,-0.1137418
1.82,0.2889791,0.04474676,-0.09124339
1.83,0.2109847,0.2304833,-0.02649808
1.84,0.1564887,0.3389754,0.04599667
1.85,0.02799797,0.3977212,0.1414897
1.86,-0.1042424,0.3647236,0.2082349
1.87,-0.1352402,0.2407326,0.2507318
1.88,-0.1264908,0.109742,0.2517318
1.89,-0.1627382,0.02974784,0.27648
1.9,-0.3109775,0.07599449,0.3289762
1.91,-0.4244692,0.1454895,0.4079704
1.92,-0.4147199,0.1544888,0.5179625
1.93,-0.3872219,0.1344903,0.6142055
1.94,-0.4177197,0.1487392,0.6464531
1.95,-0.4252192,0.1852366,0.5967067
1.96,-0.4114702,0.2419825,0.4427179
1.97,-0.3334758,0.3249764,0.2037352
1.98,-0.1802369,0.3282262,-0.08324397
1.99,-0.03049779,0.3287262,-0.3399754
2,0.05224621,0.344725,-0.5634592
2.01,0.206735,0.3122274,-0.7734439
2.02,0.3334758,0.2697304,-0.938432
2.03,0.317227,0.303228,-0.9956778
2.04,0.2999783,0.3154771,-0.911184
2.05,0.331726,0.3142272,-0.7366966
2.06,0.2644808,0.3764727,-0.5494602
2.07,0.2669806,0.4054706,-0.3692232
2.08,0.3802224,0.3189769,-0.2659807
2.09,0.4837149,0.1742374,-0.2334831
2.1,0.5527099,-0.02549815,-0.2304833
2.11,0.6279545,-0.2494819,-0.2704804
2.12,0.5812079,-0.3757228,-0.3062278
2.13,0.4517173,-0.4127201,-0.2274835
2.14,0.2967285,-0.3929715,-0.05349612
2.15,0.07324469,-0.2912289,0.1284907
2.16,-0.2377328,-0.1614883,0.247732
2.17,-0.4464676,-0.08899355,0.3534744
2.18,-0.5267118,-0.1039925,0.4617165
2.19,-0.4889646,-0.1739874,0.579708
2.2,-0.3872219,-0.247982,0.6537026
2.21,-0.2537316,-0.289729,0.6974494
2.22,-0.1249909,-0.3242265,0.6747011
2.23,-0.02274835,-0.3329759,0.5907072
2.24,-0.05449605,-0.2749801,0.4809651
2.25,-0.1879864,-0.1532389,0.399471
2.26,-0.3144772,-0.0372473,0.3922216
2.27,-0.3732229,0.0317477,0.4907144
2.28,-0.3564742,0.07124484,0.6137055
2.29,-0.2554815,0.1077422,0.6919498
2.3,-0.1354902,0.1444895,0.6829505
2.31,-0.05574596,0.1784871,0.6024563
2.32,-0.007499456,0.1669879,0.4499674
2.33,0.05449605,0.1144917,0.2367328
2.34,0.01074922,0.05124629,-0.03699732
2.35,-0.1409898,0.03349757,-0.2904789
2.36,-0.2854793,0.03274763,-0.4744656
2.37,-0.3132273,0.01399899,-0.5574596
2.38,-0.27548,-0.02799797,-0.564959
2.39,-0.1777371,-0.09049344,-0.5297116
2.4,-0.0924933,-0.1779871,-0.4424679
2.41,-0.1079922,-0.2109847,-0.2582313
2.42,-0.1497391,-0.2737302,-0.1602384
2.43,-0.1044924,-0.3434751,-0.1342403
2.44,-0.05574596,-0.3507246,-0.1619883
2.45,-0.02849793,-0.3477248,-0.1899862
2.46,-0.01249909,-0.2922288,-0.1857365
2.47,-0.09949279,-0.1717376,-0.2177342
2.48,-0.2777299,-0.02049851,-0.3409753
2.49,-0.4047207,0.1472393,-0.4877146
2.5,-0.4912144,0.2794797,-0.6507028
2.51,-0.5022136,0.3657235,-0.7949424
2.52,-0.3399754,0.3554742,-0.9219332
2.53,-0.01624882,0.2417325,-0.993678
2.54,0.3922216,0.04874647,-1.036675
2.55,0.8049417,-0.1879864,-1.09817
2.56,1.126668,-0.4052206,-1.134668
2.57,1.37515,-0.6467031,-1.048174
2.58,1.492892,-0.9059343,-0.8616875
2.59,1.371901,-1.037925,-0.6607021
2.6,1.049174,-1.044424,-0.496714
2.61,0.6699514,-0.9991776,-0.3342258
2.62,0.1829867,-0.9094341,-0.1409898
2.63,-0.3517245,-0.7921926,0.08199406
2.64,-0.7519455,-0.7129483,0.2949786
2.65,-1.031675,-0.5994565,0.5047134
2.66,-1.208162,-0.4607166,0.6934497
2.67,-1.177665,-0.3694732,0.8484385
2.68,-1.046924,-0.2849793,0.8791863
2.69,-0.8534381,-0.192736,0.8594377
2.7,-0.5447105,-0.220984,0.8756865
2.71,-0.261981,-0.2809796,0.8931853
2.72,-0.1702377,-0.2159843,0.9446815
2.73,-0.1977357,-0.03099775,1.040675
2.74,-0.2192341,0.2214839,1.061173
2.75,-0.1809869,0.5054634,0.9779291
2.76,-0.0399971,0.7199478,0.8604376
2.77,0.2007354,0.800442,0.7301971
2.78,0.3652235,0.8056916,0.5572096
2.79,0.3954713,0.7639446,0.3694732
2.8,0.3552243,0.675701,0.1527389
2.81,0.2649808,0.6324542,-0.04249692
2.82,0.2337331,0.5732085,-0.2042352
2.83,0.2709804,0.4849648,-0.2839794
2.84,0.07799435,0.565459,-0.3237265
2.85,-0.1564887,0.6827005,-0.3559742
2.86,-0.207485,0.6809506,-0.358974
2.87,-0.3239765,0.6557025,-0.3087276
2.88,-0.4847149,0.6154554,-0.2554815
2.89,-0.4802152,0.4649663,-0.2062351
2.9,-0.4939642,0.3207268,-0.1644881
2.91,-0.4949641,0.2129846,-0.1912361
2.92,-0.3414752,0.05899572,-0.2774799
2.93,-0.2519817,-0.09849286,-0.3702232
2.94,-0.2139845,-0.2329831,-0.3427252
2.95,-0.151989,-0.4024708,-0.2009854
2.96,-0.2214839,-0.5307115,-0.03974712
2.97,-0.3019781,-0.6951996,0.1682378
2.98,-0.2967285,-0.951681,0.3924716
2.99,-0.3789725,-1.146917,0.565459
3,-0.2657307,-1.347902,0.7294471
3.01,0.2007354,-1.64913,0.8326896
3.02,0.4819651,-1.78687,0.8109412
3.03,0.5424607,-1.756123,0.6867002
3.04,0.7544453,-1.79062,0.5209622
3.05,0.8621875,-1.770872,0.3384755
3.06,0.6989493,-1.578636,0.1297406
3.07,0.5482103,-1.388399,0.01074922
3.08,0.3364756,-1.118919,-0.008749366
3.09,-0.124741,-0.6737012,-0.0399971
3.1,-0.5757083,-0.1737374,-0.05149627
3.11,-0.8784363,0.2392327,-0.02199841
3.12,-0.9971777,0.5837077,-0.05274618
3.13,-0.7631947,0.7456959,-0.1919861
3.14,-0.2179842,0.7066988,-0.3887218
3.15,0.3194768,0.6442033,-0.6007065
3.16,0.7106985,0.6302043,-0.8256902
3.17,0.9841787,0.5982066,-1.036675
3.18,1.09942,0.5617093,-1.193164
3.19,1.012677,0.5624592,-1.283657
3.2,0.8154409,0.5947069,-1.391649
3.21,0.6279545,0.6197051,-1.528639
3.22,0.4509673,0.633954,-1.630382
3.23,0.2184842,0.6609521,-1.633382
3.24,0.08374393,0.592957,-1.494892
3.25,0.00399971,0.4524672,-1.252909
3.26,-0.262231,0.3509746,-0.9356822
3.27,-0.5924571,0.2844794,-0.5844576
3.28,-0.82819,0.2054851,-0.303728
3.29,-1.068673,0.2122346,-0.1117419
3.3,-1.260659,0.2544816,-0.02249837
3.31,-1.275408,0.2254837,0.05624592
3.32,-1.185664,0.1569886,0.2094848
3.33,-0.9014347,0.04174697,0.4637164
3.34,-0.4062206,-0.1342403,0.6672016
3.35,0.007249475,-0.2329831,0.7664444
3.36,0.3237265,-0.3202268,0.7809434
3.37,0.6324542,-0.4234693,0.6664517
3.38,0.8161908,-0.4724658,0.4499674
3.39,0.8449388,-0.469716,0.2584813
3.4,0.8194406,-0.4569669,0.1874864
3.41,0.6592022,-0.4422179,0.2082349
3.42,0.3049779,-0.358474,0.3457249
3.43,0.07374465,-0.3537244,0.620455
3.44,0.1749873,-0.4712158,0.8721868
3.45,0.3559742,-0.5532099,0.9814289
3.46,0.5282117,-0.5552098,0.96518
3.47,0.7744439,-0.5812079,0.9009347
3.48,0.9224331,-0.5832077,0.7659445
3.49,0.8564379,-0.5009637,0.5804579
3.5,0.8149409,-0.4722158,0.4094703
3.51,0.8246902,-0.4582168,0.3229766
3.52,0.7516955,-0.3702232,0.316977
3.53,0.5824578,-0.1919861,0.3019781
3.54,0.2534816,0.1394899,0.2682306
3.55,-0.1049924,0.4897145,0.2612311
3.56,-0.3052279,0.7286972,0.3434751
3.57,-0.4072205,0.8656873,0.5112129
3.58,-0.3744729,0.8854358,0.620205
3.59,-0.2042352,0.7766937,0.6154554
3.6,-0.1152416,0.6509528,0.5189624
3.61,-0.2159843,0.5979567,0.3484747
3.62,-0.317977,0.5762082,0.1707376
3.63,-0.4957141,0.6134555,-0.03299761
3.64,-0.759445,0.7131983,-0.2502319
3.65,-0.9574306,0.7279472,-0.4472176
3.66,-1.119169,0.703699,-0.606956
3.67,-1.23641,0.6527027,-0.7359467
3.68,-1.10817,0.4669662,-0.7889428
3.69,-0.855438,0.2359829,-0.7889428
3.7,-0.5912071,0.0662452,-0.6979494
3.71,-0.207485,-0.110492,-0.6014564
3.72,0.1334903,-0.2837294,-0.5814579
3.73,0.234983,-0.344975,-0.5717086
3.74,0.2769799,-0.386472,-0.5454605
3.75,0.3767227,-0.4597167,-0.5429606
3.76,0.427719,-0.4769654,-0.6357039
3.77,0.4807152,-0.5029635,-0.7636946
3.78,0.6382037,-0.5682088,-0.82819
3.79,0.6979494,-0.6112057,-0.814191
3.8,0.5729585,-0.6084559,-0.6659517
3.81,0.3734729,-0.5622092,-0.441468
3.82,0.1769872,-0.4859648,-0.1922361
3.83,-0.006749511,-0.3737229,-0.06849504
3.84,-0.08649373,-0.2737302,-0.004999638
3.85,-0.03099775,-0.2817296,0.1262408
3.86,0.1489892,-0.3614738,0.3647236
3.87,0.3519745,-0.331726,0.6377038
3.88,0.4767154,-0.179987,0.9036845
3.89,0.523962,-0.01774871,1.111419
3.9,0.5772082,0.09324324,1.216912
3.91,0.6404536,0.08949351,1.277907
3.92,0.6277045,0.05974567,1.349152
3.93,0.4467176,0.1229911,1.409148
3.94,0.330476,0.06474531,1.360401
3.95,0.3359756,-0.1772372,1.23566
3.96,0.1859865,-0.3664734,1.058673
3.97,-0.04599667,-0.5174625,0.8586878
3.98,-0.1429896,-0.633954,0.7279472
3.99,-0.2397326,-0.6919498,0.6307043
4,-0.2717303,-0.5769582,0.4642164
4.01,-0.1852366,-0.3887218,0.1884863
4.02,-0.1922361,-0.09399319,-0.1064923
4.03,-0.3609738,0.2407326,-0.4062206
4.04,-0.4984639,0.3967212,-0.5922071
4.05,-0.6267046,0.4817151,-0.7024491
4.06,-0.7074487,0.6414535,-0.7579451
4.07,-0.6834505,0.8239403,-0.800692
4.08,-0.7129483,1.093671,-0.7351967
4.09,-0.6667017,1.305655,-0.5637091
4.1,-0.3009782,1.342653,-0.3682233
4.11,0.03649735,1.357152,-0.2247337
4.12,0.0799942,1.37665,-0.0482465
4.13,0.01874864,1.329404,0.1727375
4.14,0.01299906,1.196413,0.3374755
4.15,0.1129918,0.8894355,0.468466
4.16,0.3194768,0.4354684,0.5164626
4.17,0.4787153,0.02324831,0.5334613
4.18,0.5982066,-0.1964858,0.5759583
4.19,0.6107057,-0.164988,0.6049562
4.2,0.4362184,-0.01699877,0.7696942
4.21,0.2712303,-0.01849866,1.059923
4.22,0.2359829,-0.1257409,1.320404
4.23,0.152239,-0.2427324,1.468394
4.24,0.1267408,-0.4314687,1.478393
4.25,0.1484892,-0.6714513,1.366651
4.26,0.1372401,-0.8154409,1.191164
4.27,0.1962358,-0.9744294,0.9701797
4.28,0.2364829,-1.167915,0.7639446
4.29,0.03424752,-1.290406,0.6037062
4.3,-0.2372328,-1.294656,0.5429606
4.31,-0.5062133,-1.133418,0.4117202
4.32,-0.8479385,-0.8391892,0.2542316
4.33,-1.136668,-0.68995,0.1387399
4.34,-1.24366,-0.7129483,0.1119919
4.35,-1.260659,-0.7514455,0.0662452
4.36,-1.168165,-0.8149409,0.1222411
4.37,-1.004177,-0.8704369,0.2514818
4.38,-0.703449,-0.938432,0.4154699
4.39,-0.2194841,-0.9944279,0.5614593
4.4,0.2364829,-0.9921781,0.6387037
4.41,0.5464604,-0.9356822,0.6167053
4.42,0.8149409,-0.9144337,0.4789653
4.43,0.9419317,-0.8626875,0.2812296
4.44,0.7636946,-0.5987066,0.07574451
4.45,0.5092131,-0.3499746,-0.07924426
4.46,0.4494674,-0.2739801,-0.2029853
4.47,0.3247265,-0.192986,-0.4059706
4.48,0.09824288,0.04799652,-0.6552025
4.49,-0.08374393,0.3124774,-0.9496812
4.5,-0.2744801,0.6089559,-1.207412
4.51,-0.510213,0.8856858,-1.395399
4.52,-0.5559597,0.9551808,-1.473643
4.53,-0.4902145,0.9079342,-1.419897
4.54,-0.4529672,0.7976922,-1.229161
4.55,-0.2419825,0.5777081,-0.9176835
4.56,0.08474386,0.3962213,-0.5544598
4.57,0.1609883,0.3942214,-0.2177342
4.58,0.206985,0.3799725,0.008499384
4.59,0.2772299,0.3237265,0.08249402
4.6,0.1194913,0.3182269,-0.007249475
4.61,-0.06874502,0.2832295,-0.1842366
4.62,-0.05949569,0.1289907,-0.2729802
4.63,-0.04649663,-0.05474603,-0.2264836
4.64,0.01274908,-0.1617383,-0.08799362
4.65,0.1944859,-0.193486,0.05174625
4.66,0.3194768,-0.2062351,0.2252337
4.67,0.3777226,-0.1422397,0.4197196
4.68,0.4602166,-0.09574306,0.5332114
4.69,0.3942214,-0.03099775,0.5594594
4.7,0.3329759,0.04249692,0.5574596
4.71,0.4489675,-0.007249475,0.5424607
4.72,0.6704514,-0.1139917,0.5637091
4.73,0.5809579,-0.000749946,0.5354612
4.74,0.2852293,0.2652308,0.3977212
4.75,0.1427397,0.4174697,0.2154844
4.76,-0.0179987,0.4909644,0.02499819
4.77,-0.3064778,0.566209,-0.2327331
4.78,-0.4917144,0.6217049,-0.5012137
4.79,-0.6517028,0.6747011,-0.6599522
4.8,-0.6919498,0.6292044,-0.6584523
4.81,-0.3967212,0.3704731,-0.5584595
4.82,0.05549598,0.07074487,-0.4437178
4.83,0.4059706,-0.01049924,-0.4039707
4.84,0.6582023,0.1134918,-0.5122129
4.85,0.7256974,0.317477,-0.7046989
4.86,0.7156981,0.5309615,-0.8699369
4.87,0.7086986,0.6639519,-0.9954278
4.88,0.5419607,0.800442,-1.064173
4.89,0.2279835,0.9831787,-1.142667
4.9,0.03649735,1.070672,-1.276407
4.91,-0.1172415,1.119669,-1.424897
4.92,-0.248732,1.183664,-1.494142
4.93,-0.3049779,1.10817,-1.556137
4.94,-0.4069705,1.006927,-1.554137
4.95,-0.5074632,0.9276828,-1.471393
4.96,-0.3844721,0.7489457,-1.24466
4.97,-0.1617383,0.5174625,-0.855188
4.98,0.05499601,0.2682306,-0.4502174
4.99,0.3399754,-0.1174915,-0.1017426
5,0.6854503,-0.537711,0.193736
5.01,0.800442,-0.7674444,0.4354684
5.02,0.662702,-0.8654373,0.7184479
5.03,0.4432179,-0.9299326,1.004177
5.04,0.2029853,-0.9144337,1.24266
5.05,-0.02674806,-0.8444388,1.398899
5.06,-0.1229911,-0.8014419,1.473393
5.07,-0.1909862,-0.8269401,1.420147
5.08,-0.1882364,-0.8671871,1.333153
5.09,-0.1262408,-0.8751866,1.141167
5.1,-0.07924426,-0.8251902,1.005427
5.11,-0.03624737,-0.7924426,0.9579306
5.12,0.0164988,-0.8869357,0.9046844
5.13,0.05999565,-0.9969277,0.6999493
5.14,0.1697377,-1.085171,0.3832222
5.15,0.2332331,-1.166665,0.01199913
5.16,0.1832367,-1.178165,-0.41372
5.17,0.08449388,-1.078922,-0.8249402
5.18,-0.08224404,-0.9311825,-1.064673
5.19,-0.2592312,-0.7759438,-1.020926
5.2,-0.3272263,-0.6959496,-0.7691942
5.21,-0.3897218,-0.6707014,-0.4179697
5.22,-0.4102203,-0.6317042,-0.09699297
5.23,-0.3604739,-0.5944569,0.02249837
5.24,-0.358474,-0.5297116,-0.08724368
5.25,-0.3249764,-0.3877219,-0.248982
5.26,-0.1962358,-0.2174842,-0.3562242
5.27,-0.1697377,0.05949569,-0.3949714
5.28,-0.2997283,0.4199696,-0.4184697
5.29,-0.4242193,0.8114412,-0.3769727
5.3,-0.4982139,1.180164,-0.2864792
5.31,-0.6314542,1.455145,-0.2197341
5.32,-0.7246975,1.603384,-0.03949714
5.33,-0.6939497,1.604634,0.1432396
5.34,-0.5602094,1.577636,0.2244837
5.35,-0.3597239,1.565886,0.248232
5.36,0.0262481,1.447645,0.1154916
5.37,0.4862148,1.182914,-0.2044852
5.38,0.8619375,0.8891855,-0.5289617
5.39,1.122669,0.5954568,-0.7924426
5.4,1.189914,0.3764727,-0.9941779
5.41,1.082422,0.2799797,-1.058923
5.42,0.8974349,0.2982284,-1.012927
5.43,0.5354612,0.4174697,-0.9311825
5.44,0.1559887,0.5639591,-0.8506883
5.45,-0.1529889,0.6124556,-0.8584378
5.46,-0.6122056,0.6362039,-0.937682
5.47,-0.7141982,0.4202195,-0.9474313
5.48,-0.3344758,-0.09474313,-0.7961923
5.49,-0.3979712,-0.3062278,-0.5669589
5.5,-0.6379538,-0.4037207,-0.2799797
5.51,-0.4534671,-0.6797007,0.008249402
5.52,-0.4617165,-0.7939425,0.2189841
5.53,-0.6247047,-0.8039417,0.3089776
5.54,-0.385722,-0.9074342,0.3529744
5.55,-0.1734874,-0.896685,0.2697304
5.56,-0.05424607,-0.7886928,0.1837367
5.57,0.4534671,-0.8654373,0.3082277
5.58,0.9581805,-0.9324324,0.4739656
5.59,1.10667,-0.814441,0.6329541
5.6,1.256909,-0.6557025,0.8171908
5.61,1.194413,-0.3812224,0.8774364
5.62,0.6644518,0.123491,0.8066915
5.63,0.1909862,0.5644591,0.6862003
5.64,-0.02174842,0.7761937,0.5602094
5.65,-0.261481,0.9056844,0.3672234
5.66,-0.3212267,0.8324397,0.1837367
5.67,-0.1249909,0.4639664,0.07049489
5.68,-0.1092421,0.1002427,0.0979929
5.69,-0.303228,-0.1277407,0.2434824
5.7,-0.4397181,-0.2834795,0.4379683
5.71,-0.6394536,-0.2667307,0.524212
5.72,-0.9851786,-0.04649663,0.5527099
5.73,-1.24391,0.1302406,0.5922071
5.74,-1.443645,0.2492319,0.5367111
5.75,-1.614633,0.3412253,0.3267263
5.76,-1.51164,0.2607311,0.06799507
5.77,-1.254409,0.09649301,-0.1427397
5.78,-1.033675,-0.04599667,-0.1572386
5.79,-0.7394464,-0.262731,-0.0717448
5.8,-0.4912144,-0.4367183,0.02249837
5.81,-0.3062278,-0.5832077,-0.01749873
5.82,0.0399971,-0.8346895,-0.2147344
5.83,0.3907217,-1.131918,-0.5127128
5.84,0.5859575,-1.363151,-0.7564452
5.85,0.7526954,-1.598884,-0.9259329
5.86,0.9014347,-1.804619,-0.9994276
5.87,0.9894283,-1.896863,-0.8866857
5.88,1.055423,-1.894363,-0.6494529
5.89,0.9426817,-1.731624,-0.4347185
5.9,0.5582095,-1.460644,-0.2689805
5.91,0.1844866,-1.286157,-0.2102348
5.92,0.03599739,-1.255909,-0.1892363
5.93,-0.05949569,-1.248659,-0.234483
5.94,-0.09399319,-1.228661,-0.3044779
5.95,0.05174625,-1.200163,-0.330476
5.96,0.3132273,-1.126168,-0.247982
