地点名:佃大橋　橋脚上P1,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:51:29,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1,14:51:27.4",,,
Time,N-S,E-W,U-D
1.42,-0.8014419,0.06224549,-0.4344685
1.43,-0.9401819,0.09149337,-0.1224911
1.44,-0.9071842,0.1442395,0.1364901
1.45,-0.607456,0.1529889,0.3027281
1.46,-0.2744801,0.1572386,0.4482175
1.47,0.1277407,0.13774,0.55171
1.48,0.593707,-0.05024636,0.6017064
1.49,1.009927,-0.3144772,0.6322042
1.5,1.280407,-0.6127056,0.564959
1.51,1.392649,-0.8684371,0.4367183
1.52,1.303656,-0.9341823,0.2532316
1.53,0.9176835,-0.7926925,0.08049417
1.54,0.5079632,-0.4154699,-0.006999493
1.55,0.4459677,-0.1267408,-0.04524672
1.56,0.3092276,0.2214839,-0.01974857
1.57,-0.178987,0.7131983,-0.02174842
1.58,-0.4209695,0.96618,-0.00924933
1.59,-0.3579741,0.9431816,-0.006499529
1.6,-0.4369683,0.9271828,0.002749801
1.61,-0.455717,0.854688,-0.01424897
1.62,-0.3289762,0.703199,-0.01474893
1.63,-0.27648,0.6027063,0.008999348
1.64,-0.2579813,0.5114629,0.1024926
1.65,-0.09324324,0.3389754,0.2439823
1.66,0.03549743,0.1562387,0.3802224
1.67,-0.01224911,0.09824288,0.4614666
1.68,-0.08249402,0.1047424,0.455467
1.69,-0.151239,0.1744874,0.3594739
1.7,-0.2514818,0.3182269,0.1709876
1.71,-0.2047352,0.3527244,-0.08624375
1.72,-0.1954858,0.3259764,-0.2544816
1.73,-0.3932215,0.3664734,-0.3739729
1.74,-0.317227,0.1827368,-0.4779654
1.75,0.1257409,-0.179987,-0.6012064
1.76,0.3392254,-0.3624737,-0.6777009
1.77,0.4377183,-0.4457177,-0.7056988
1.78,0.7474458,-0.5977067,-0.6702014
1.79,0.8629375,-0.5632092,-0.5507101
1.8,0.7116984,-0.330476,-0.3812224
1.81,0.7101985,-0.152239,-0.1759872
1.82,0.5734584,0.02174842,-0.01249909
1.83,0.1987356,0.2124846,0.08649373
1.84,-0.005749583,0.2434824,0.09374321
1.85,-0.09849286,0.1879864,0.03749728
1.86,-0.3617238,0.1889863,0.03349757
1.87,-0.5757083,0.2037352,0.1074922
1.88,-0.6262046,0.2117347,0.2644808
1.89,-0.6422035,0.2309833,0.41397
1.9,-0.4849648,0.1464894,0.4682161
1.91,-0.1187414,-0.08499384,0.4989638
1.92,0.1699877,-0.2927288,0.5122129
1.93,0.3652235,-0.5037135,0.4742156
1.94,0.5634592,-0.7431961,0.3877219
1.95,0.5499601,-0.842189,0.2612311
1.96,0.3019781,-0.7801934,0.1449895
1.97,0.2412325,-0.6517028,0.01249909
1.98,0.3107275,-0.5619593,-0.04474676
1.99,0.07424462,-0.3399754,0.03899717
2,-0.2292334,-0.07824433,0.1962358
2.01,-0.1169915,0.004499674,0.3637236
2.02,0.0179987,0.06124556,0.428219
2.03,-0.09724295,0.2142345,0.4537171
2.04,-0.09674299,0.3059778,0.4507173
2.05,-0.1169915,0.3839722,0.4212195
2.06,-0.3847221,0.5462104,0.3704731
2.07,-0.4937142,0.6187052,0.2604811
2.08,-0.3949714,0.5527099,0.06649518
2.09,-0.4734657,0.5124629,-0.1647381
2.1,-0.6592022,0.5012137,-0.3379755
2.11,-0.731447,0.3972212,-0.4232193
2.12,-0.9459314,0.358724,-0.386222
2.13,-1.180914,0.3672234,-0.3487247
2.14,-1.025176,0.2097348,-0.3229766
2.15,-0.6692015,0.02524817,-0.2784798
2.16,-0.4627165,-0.06974494,-0.2292334
2.17,-0.2494819,-0.1269908,-0.1869864
2.18,0.09699297,-0.2464821,-0.2319832
2.19,0.5977067,-0.4664662,-0.2582313
2.2,0.9756793,-0.6512028,-0.2234838
2.21,0.9479313,-0.6332041,-0.1957358
2.22,0.7716941,-0.5142127,-0.2374828
2.23,0.6859503,-0.4682161,-0.3619738
2.24,0.5592095,-0.3942214,-0.4079704
2.25,0.4789653,-0.3144772,-0.4522172
2.26,0.5272118,-0.3619738,-0.5764582
2.27,0.5087131,-0.4189696,-0.6824505
2.28,0.3597239,-0.4594667,-0.7811934
2.29,0.331226,-0.5457104,-0.8359394
2.3,0.3064778,-0.6409535,-0.8509383
2.31,0.1624882,-0.6657017,-0.8479385
2.32,0.04974639,-0.7209477,-0.8026918
2.33,-0.02374828,-0.7871929,-0.7431961
2.34,-0.1734874,-0.7849431,-0.6282045
2.35,-0.3074777,-0.7294471,-0.4734657
2.36,-0.4219694,-0.7024491,-0.2769799
2.37,-0.5884573,-0.6392037,-0.04649663
2.38,-0.5837077,-0.5084631,0.1839867
2.39,-0.2922288,-0.4869647,0.3757228
2.4,-0.2419825,-0.3619738,0.6104558
2.41,-0.4924643,-0.08874357,0.7521955
2.42,-0.5434606,0.008499384,0.8336896
2.43,-0.3632237,0.004249692,0.8894355
2.44,-0.399971,0.1342403,0.8584378
2.45,-0.41372,0.3147272,0.7921926
2.46,-0.2944787,0.4454677,0.7481958
2.47,-0.3099775,0.6749511,0.6737012
2.48,-0.2632309,0.8621875,0.565459
2.49,0.110742,0.8329396,0.4484675
2.5,0.5007137,0.7389464,0.3752228
2.51,0.7144482,0.69045,0.3139772
2.52,0.8049417,0.538461,0.2817296
2.53,0.7694442,0.3422252,0.206735
2.54,0.5042135,0.2009854,0.02324831
2.55,0.2184842,0.07499456,-0.152239
2.56,-0.03599739,-0.03324759,-0.1912361
2.57,-0.3347257,-0.04674661,-0.1314905
2.58,-0.5504601,-0.004999638,-0.06874502
2.59,-0.5422107,-0.03499746,0.005749583
2.6,-0.41347,-0.06874502,0.1299906
2.61,-0.2584813,-0.07349467,0.2437323
2.62,-0.3532244,0.04424679,0.4017209
2.63,-0.5914571,0.262231,0.4932142
2.64,-0.5642091,0.2697304,0.468716
2.65,-0.3514745,0.1597384,0.3679733
2.66,-0.3694732,0.1574886,0.2014854
2.67,-0.3297261,0.09574306,0.04699659
2.68,-0.1337403,-0.1069922,-0.03349757
2.69,-0.1277407,-0.2552315,-0.04299688
2.7,-0.2167343,-0.3427252,0.02549815
2.71,-0.09649301,-0.4902145,0.1409898
2.72,-0.01424897,-0.6222049,0.2639809
2.73,-0.06449533,-0.6332041,0.3522245
2.74,0.04574668,-0.675951,0.4207195
2.75,0.2802297,-0.8026918,0.3797225
2.76,0.4157199,-0.8811861,0.2657307
2.77,0.6327041,-0.9991776,0.1209912
2.78,0.9569306,-1.231161,-0.0109992
2.79,1.10017,-1.473893,-0.1464894
2.8,0.9086841,-1.643881,-0.2287334
2.81,0.5482103,-1.662879,-0.2177342
2.82,0.2542316,-1.540138,-0.2434824
2.83,0.06874502,-1.354902,-0.2329831
2.84,-0.3267263,-0.9211832,-0.2244837
2.85,-0.7789435,-0.3464749,-0.1912361
2.86,-0.8034418,0.04699659,-0.1262408
2.87,-0.7131983,0.3832222,-0.1844866
2.88,-0.772194,0.7544453,-0.3672234
2.89,-0.5574596,0.9129338,-0.6424534
2.9,-0.2169843,0.8819361,-0.9114339
2.91,-0.01549888,0.8924353,-1.092671
2.92,0.2602311,0.8726867,-1.223411
2.93,0.6794508,0.8391892,-1.278157
2.94,0.8494384,0.9556807,-1.388399
2.95,0.855688,1.111669,-1.496142
2.96,0.8949351,1.10617,-1.505641
2.97,0.82769,0.9769292,-1.319904
2.98,0.5412108,0.855688,-1.043924
2.99,0.2784798,0.6667017,-0.773194
3,0.1139917,0.4042207,-0.496464
3.01,-0.1067423,0.1979856,-0.1872364
3.02,-0.344475,0.0607456,0.05624592
3.03,-0.4169698,-0.1027426,0.1754873
3.04,-0.6044562,-0.1857365,0.2859793
3.05,-0.9989276,-0.110492,0.3927215
3.06,-1.135168,-0.1664879,0.4954641
3.07,-1.028675,-0.3502246,0.5957068
3.08,-1.164916,-0.4317187,0.6474531
3.09,-1.23891,-0.5334613,0.7261974
3.1,-0.8996848,-0.7391964,0.758945
3.11,-0.5009637,-0.841689,0.6459532
3.12,-0.09224331,-0.8101913,0.5034635
3.13,0.4792153,-0.7366966,0.3932215
3.14,0.8724368,-0.564959,0.3469748
3.15,0.9594305,-0.3102275,0.358224
3.16,1.023926,-0.1429896,0.4644663
3.17,1.031425,-0.03799725,0.5894573
3.18,0.8666872,0.03299761,0.6659517
3.19,0.9256829,-0.05074632,0.6362039
3.2,1.288407,-0.3074777,0.5362111
3.21,1.363901,-0.4237193,0.4569669
3.22,1.085671,-0.4232193,0.3524745
3.23,1.009177,-0.5304615,0.2517318
3.24,0.9044344,-0.6219549,0.2497319
3.25,0.4389682,-0.4529672,0.2784798
3.26,0.08449388,-0.220734,0.2542316
3.27,-0.01224911,-0.006749511,0.1454895
3.28,-0.1847366,0.3672234,0.04674661
3.29,-0.3089776,0.7284472,0.009749293
3.3,-0.3362256,0.9321824,0.1027426
3.31,-0.4634664,0.9921781,0.1962358
3.32,-0.524462,0.8214405,0.1817368
3.33,-0.3409753,0.4322187,0.09849286
3.34,-0.2199841,0.01599884,-0.00799942
3.35,-0.2727302,-0.2707304,-0.13849
3.36,-0.3284762,-0.4114702,-0.2242337
3.37,-0.3687233,-0.3959713,-0.303728
3.38,-0.510713,-0.1922361,-0.4117202
3.39,-0.5884573,0.1279907,-0.4837149
3.4,-0.5297116,0.4229693,-0.4244692
3.41,-0.4167198,0.6407036,-0.3079777
3.42,-0.1892363,0.6926998,-0.1964858
3.43,0.164988,0.5832077,-0.1079922
3.44,0.4094703,0.4424679,-0.04249692
3.45,0.482215,0.3219767,-0.05699587
3.46,0.4574668,0.2124846,-0.08699369
3.47,0.3262264,0.1879864,-0.05674589
3.48,0.05699587,0.3669734,-0.01574886
3.49,-0.2702304,0.6629519,-0.03399754
3.5,-0.5439606,0.8481885,-0.1394899
3.51,-0.6114557,0.7294471,-0.2042352
3.52,-0.4617165,0.3089776,-0.233983
3.53,-0.3052279,0.01149917,-0.3237265
3.54,-0.3899717,-0.1844866,-0.2692305
3.55,-0.3237265,-0.4442178,-0.08449388
3.56,-0.06674516,-0.7486957,0.03249764
3.57,0.04099703,-0.9091841,0.03799725
3.58,0.08174407,-0.8116912,-0.07849431
3.59,0.1072422,-0.8104413,0.02699804
3.6,0.1584885,-0.9511811,0.289229
3.61,0.4699659,-1.055673,0.4347185
3.62,0.7664444,-0.9839287,0.3834722
3.63,0.82794,-0.8914354,0.468466
3.64,1.044924,-0.9161836,0.6409535
3.65,1.24591,-0.8779364,0.6799507
3.66,1.027925,-0.5999565,0.6009564
3.67,0.7771937,-0.3934715,0.5432106
3.68,0.7481958,-0.4509673,0.7441961
3.69,0.5817078,-0.3774726,0.7831932
3.7,0.05724585,-0.0427469,0.5759583
3.71,-0.4794652,0.2669806,0.41422
3.72,-0.6322042,0.3007282,0.4859648
3.73,-0.6889501,0.4377183,0.5034635
3.74,-0.7964423,0.951431,0.2832295
3.75,-0.8211905,1.283157,-0.1059923
3.76,-0.6229548,1.113419,-0.2984784
3.77,-0.3427252,0.9301826,-0.3082277
3.78,-0.3754728,0.980179,-0.3854721
3.79,-0.5392109,1.063423,-0.4932142
3.8,-0.578958,0.9266828,-0.4719658
3.81,-0.4392182,0.469716,-0.4317187
3.82,-0.08774364,0.110492,-0.3489747
3.83,0.2567314,0.07374465,-0.3089776
3.84,0.1772372,0.1994855,-0.0662452
3.85,-0.08024418,0.3967212,0.2812296
3.86,-0.1199913,0.7519455,0.5627092
3.87,0.01174915,1.192664,0.5579596
3.88,0.3477248,1.045924,0.6177052
3.89,0.8596877,0.4187196,0.6314542
3.9,0.7621948,0.1677378,0.5202123
3.91,0.3704731,0.3129773,0.3192269
3.92,0.4039707,0.2827295,0.3272263
3.93,0.261731,0.2162343,0.5952069
3.94,-0.2707304,0.2187341,0.8986849
3.95,-0.317227,-0.1739874,1.052924
3.96,-0.1622382,-0.5597094,1.287907
3.97,-0.4519672,-0.7489457,1.398399
3.98,-0.7224476,-0.7531954,1.398899
3.99,-0.675951,-0.5892073,1.262658
4,-0.6432034,-0.4714658,1.095671
4.01,-0.5674589,-0.7254474,1.025926
4.02,-0.2724802,-1.124418,1.045424
4.03,-0.1534889,-1.300656,0.9459314
4.04,-0.316727,-1.356902,0.7646946
4.05,-0.2374828,-1.365401,0.6582023
4.06,0.1142417,-1.553637,0.3612238
4.07,0.3277262,-1.613133,0.1127418
4.08,0.3902217,-1.550888,-0.1849866
4.09,0.3842221,-1.551638,-0.345475
4.1,0.1679878,-1.364901,-0.3579741
4.11,-0.07649446,-0.8944352,-0.2302333
4.12,-0.09174335,-0.5117129,-0.1029925
4.13,0.08224404,-0.4087204,0.03124774
4.14,0.2252337,-0.4124701,0.02574813
4.15,0.1017426,-0.3017281,-0.08249402
4.16,-0.02599812,-0.08174407,-0.206485
4.17,0.1847366,0.00399971,-0.2814796
4.18,0.178987,0.06474531,-0.3514745
4.19,-0.04749656,0.0854938,-0.3512245
4.2,0.09949279,-0.2512318,-0.2769799
4.21,0.2452322,-0.4807152,-0.248232
4.22,-0.2239838,-0.2974784,-0.4097203
4.23,-0.6819506,0.04574668,-0.6082059
4.24,-0.730697,0.4634664,-0.8601876
4.25,-0.703449,0.9131838,-1.021426
4.26,-0.8181907,1.177415,-1.116169
4.27,-0.7564452,1.163416,-1.007927
4.28,-0.5489602,1.000677,-0.7646946
4.29,-0.5864575,0.8986849,-0.3659735
4.3,-0.4232193,0.8446888,-0.09174335
4.31,0.110742,0.5492102,0.1009927
4.32,0.4459677,0.3804724,0.2117347
4.33,0.5589595,0.3522245,0.2569814
4.34,0.758695,0.2554815,0.2137345
4.35,0.5004637,0.3439751,0.09124339
4.36,0.03199768,0.4597167,0.04424679
4.37,0.01424897,0.261481,0.09024346
4.38,0.06024563,-0.03649735,0.2097348
4.39,-0.006999493,-0.1759872,0.3607239
4.4,0.1677378,-0.3202268,0.4707159
4.41,0.2299833,-0.3017281,0.648703
4.42,0.1037425,-0.206985,0.7531954
4.43,0.2942287,-0.07249475,0.5947069
4.44,0.4529672,0.09174335,0.3937215
4.45,0.3707231,0.2037352,0.2574813
4.46,0.4042207,0.0399971,0.0979929
4.47,0.4672161,-0.2867292,-0.1354902
4.48,0.4487175,-0.4919643,-0.3852221
4.49,0.3004782,-0.3634737,-0.55246
4.5,-0.05674589,0.01974857,-0.6197051
4.51,-0.2799797,0.5002137,-0.7556952
4.52,-0.2612311,0.6462032,-0.8391892
4.53,-0.0289979,0.6147054,-0.7924426
4.54,0.3594739,0.4314687,-0.6442033
4.55,0.745446,0.1432396,-0.5052134
4.56,0.9769292,0.09599304,-0.4439678
4.57,1.077172,0.234983,-0.4814651
4.58,1.09817,0.4862148,-0.5752083
4.59,0.8976849,0.800192,-0.7081987
4.6,0.4129701,0.979679,-0.8791863
4.61,-0.0662452,1.079172,-1.005677
4.62,-0.537961,1.008677,-1.078422
4.63,-1.080922,0.8749366,-0.9971777
4.64,-1.38365,0.7561952,-0.9779291
4.65,-1.499391,0.731697,-1.077172
4.66,-1.620383,0.9496812,-1.134918
4.67,-1.355652,1.093171,-1.069422
4.68,-0.5669589,0.9886783,-0.9556807
4.69,-0.05499601,1.056673,-0.841689
4.7,0.124491,1.039675,-0.6669517
4.71,0.4369683,0.6292044,-0.371973
4.72,0.8099413,-0.02099848,-0.09424317
4.73,1.080672,-0.662202,0.1749873
4.74,1.24491,-1.115419,0.3069777
4.75,1.268408,-1.297406,0.5089631
4.76,1.126418,-1.281157,0.7186979
4.77,0.938182,-1.082172,0.9284327
4.78,0.8016919,-0.9664299,0.9786791
4.79,0.5902072,-1.049424,1.10942
4.8,0.05349612,-1.077672,1.148917
4.81,-0.5009637,-0.9354322,1.265658
4.82,-0.7511955,-0.7791935,1.307155
4.83,-0.7459459,-0.648703,1.270158
4.84,-0.4974639,-0.5149627,1.116169
4.85,-0.0607456,-0.5417107,0.979179
4.86,0.2817296,-0.6539526,0.7641946
4.87,0.606456,-0.7149482,0.5139627
4.88,0.8534381,-0.8536881,0.1267408
4.89,0.786943,-1.020926,-0.2492319
4.9,0.5202123,-1.120169,-0.7471958
4.91,0.2004855,-1.084921,-0.9694297
4.92,-0.2057351,-0.8929353,-1.029175
4.93,-0.5944569,-0.7224476,-0.9284327
4.94,-0.7611948,-0.6177052,-0.6939497
4.95,-0.868937,-0.2932287,-0.4167198
4.96,-1.013177,0.09849286,-0.3182269
4.97,-1.012677,0.3819723,-0.3242265
4.98,-0.8771864,0.4567169,-0.3799725
4.99,-0.6644518,0.4617165,-0.5322114
5,-0.468466,0.5289617,-0.6694515
5.01,-0.3424752,0.6287044,-0.7139482
5.02,-0.2402326,0.68995,-0.7639446
5.03,-0.02174842,0.6184552,-0.7381965
5.04,0.0509963,0.5544598,-0.6961995
5.05,-0.2309833,0.5157126,-0.55146
5.06,-0.2089849,0.3532244,-0.3217267
5.07,-0.02949786,0.2184842,-0.05449605
5.08,-0.2269835,0.4569669,0.0164988
5.09,-0.3897218,0.9321824,-0.02149844
5.1,-0.2464821,1.10717,0.0662452
5.11,-0.3082277,1.205663,0.03049779
5.12,-0.2952286,1.253659,0.008499384
5.13,0.009749293,1.044674,-0.02124846
5.14,0.1912361,0.9234331,-0.007249475
5.15,0.4187196,0.813941,0.0399971
5.16,0.840939,0.4884646,0.1199913
5.17,0.883186,0.344475,0.2269835
5.18,0.758195,0.2849793,0.1169915
5.19,0.8171908,0.1599884,-0.08174407
5.2,0.6102058,0.1507391,-0.27598
5.21,0.1079922,0.2749801,-0.4614666
5.22,-0.2277335,0.2397326,-0.538211
5.23,-0.4787153,0.06924498,-0.5472103
5.24,-0.7529454,-0.1607383,-0.5282117
5.25,-0.8566879,-0.4087204,-0.4464676
5.26,-0.8364394,-0.6444533,-0.330726
5.27,-0.8601876,-0.8211905,-0.2584813
5.28,-0.6237048,-0.9721795,-0.2132345
5.29,-0.110992,-1.079922,-0.1342403
5.3,0.468466,-1.178915,-0.07749438
5.31,1.134918,-1.336903,0.0537461
5.32,1.727375,-1.474643,0.2672306
5.33,1.879864,-1.368151,0.4452177
5.34,1.66213,-1.112669,0.4924643
5.35,1.357652,-0.8316897,0.4532171
5.36,0.9224331,-0.4524672,0.3549743
5.37,0.3399754,0.04849648,0.2507318
5.38,-0.207235,0.4354684,0.09449315
5.39,-0.7216977,0.5987066,-0.09199333
5.4,-1.130668,0.7126983,-0.2532316
5.41,-1.301156,0.7154481,-0.2579813
5.42,-1.24116,0.5614593,-0.05024636
5.43,-1.200163,0.3942214,0.2334831
5.44,-1.388149,0.4467176,0.468966
5.45,-1.457394,0.5532099,0.6509528
5.46,-1.041175,0.5459604,0.7266973
5.47,-0.7646946,0.6229548,0.8014419
5.48,-0.7966923,0.8219404,0.7676944
5.49,-0.5732085,0.7236975,0.6557025
5.5,-0.358974,0.5177125,0.5619593
5.51,-0.5367111,0.4582168,0.6039562
5.52,-0.524212,0.2157344,0.6127056
5.53,-0.2184842,-0.2177342,0.6044562
5.54,-0.1019926,-0.5012137,0.5272118
5.55,-0.001249909,-0.7911927,0.3342258
5.56,0.3197268,-1.183664,0.07299471
5.57,0.4624665,-1.492642,-0.2337331
5.58,0.5289617,-1.732874,-0.5532099
5.59,0.6722013,-1.958608,-0.8589377
5.6,0.6807007,-1.994855,-1.139417
5.61,0.6279545,-1.878614,-1.252409
5.62,0.786693,-1.711126,-1.170915
5.63,0.7851931,-1.402648,-0.9859285
5.64,0.6177052,-1.143417,-0.8176907
5.65,0.6969495,-1.10167,-0.6289544
5.66,0.6469531,-1.073422,-0.4449677
5.67,0.0427469,-0.8929353,-0.3159771
5.68,-0.4484675,-0.8264401,-0.27598
5.69,-0.6852003,-0.82769,-0.2107347
5.7,-1.040425,-0.6882001,-0.1909862
5.71,-1.09867,-0.5877074,-0.2242337
5.72,-0.6522027,-0.5492102,-0.3077277
5.73,-0.3619738,-0.2719803,-0.3917216
5.74,-0.247732,0.2027353,-0.4894645
5.75,0.07749438,0.5869575,-0.5424607
5.76,0.3777226,1.007677,-0.6264546
5.77,0.3982211,1.470393,-0.7111984
5.78,0.4499674,1.895613,-0.6702014
5.79,0.4544671,2.184592,-0.5169625
5.8,0.3279762,2.305333,-0.317477
5.81,0.3222266,2.173342,-0.08199406
5.82,0.4159698,1.952608,0.1117419
5.83,0.317477,1.834117,0.1289907
5.84,0.1772372,1.751873,-0.008749366
5.85,-0.1209912,1.603634,-0.1389899
5.86,-0.6147054,1.509141,-0.2392327
5.87,-1.037925,1.465644,-0.2959785
5.88,-1.280907,1.411148,-0.2972285
5.89,-1.458644,1.330654,-0.2809796
5.9,-1.327154,1.091171,-0.1942359
5.91,-0.9536809,0.6047062,-0.00399971
5.92,-0.4524672,0.005499601,0.2449822
5.93,0.1904862,-0.6877002,0.371973
5.94,0.7681943,-1.267908,0.3287262
5.95,1.065423,-1.570636,0.1944859
5.96,1.224161,-1.709126,0.0192486
5.97,1.186164,-1.664129,-0.2127346
