,,,,,,,,,,,,,,,,,,
,■ 観  測  地  点,,,20,東京～東名川崎,,,,,H27番号：,3020,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 路    線    名,,,東名高速道路,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 都市計画路線名,,,－,,,,■ 通 称 道 路 名 ,（東名高速）,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 観    測    日,,,9月26日（日）,,,,■ 天          候 ,曇,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 自動車交通量の推移（台／12h）,,,,,,,,,,,,,,,,,
,年度,,S63,H2,H6,H9,H11,H17,H22,H27,R3,,,,,,,
,交通量,,－,－,－,－,－,－,－,"46,444 ","58,904 ",,,,,,,
,,,,,,,,,,,,,,,,,,
,■ ピーク時間交通量,,,"5,476 ",台／h,ピーク率,9.3 ,％,■ 朝夕旅行速度（混雑時旅行速度）,,,,,,,,,
,,,,,,,,,上り,     －,km／h,,,,,,,
,■ 大  型  車  台  数,,,"5,278 ",台／12h,混入率,9.0 ,％,下り,     －,km／h,,32.10,,,,,
,,,,,,,,,,,,,,,,,,
,■ 混    雑    度,,,     －,,,,■ 昼    夜    率 ,1.47 ,,,,,,,,,
,,,,,,,,,,,,,車線数：,6,,リバーシブルレーン：無,,
,■ 時 間 別 交 通 量,,,,,,,,,,,,,,,,,
,,,時間, 7, 8, 9,10,11,12,13,14,15,16,17,18,12h計,,24h計
,種別,,,～ 8 ,～ 9 ,～ 10 ,～ 11 ,～ 12 ,～ 13 ,～ 14 ,～ 15 ,～ 16 ,～ 17 ,～ 18 ,～ 19 ,,,
,自  動  車  類,上 り,大型車,288 ,194 ,244 ,199 ,224 ,218 ,206 ,199 ,193 ,187 ,161 ,203 ,"2,516 ",,"6,228 "
,,,小型車,"1,505 ","1,716 ","2,094 ","2,240 ","2,292 ","2,451 ","2,672 ","2,694 ","2,766 ","2,815 ","2,523 ","2,477 ","28,245 ",,"38,832 "
,,,計,"1,793 ","1,910 ","2,338 ","2,439 ","2,516 ","2,669 ","2,878 ","2,893 ","2,959 ","3,002 ","2,684 ","2,680 ","30,761 ",,"45,060 "
,,下 り,大型車,203 ,218 ,236 ,216 ,236 ,218 ,254 ,224 ,250 ,243 ,228 ,236 ,"2,762 ",,"5,519 "
,,,小型車,"1,647 ","1,932 ","2,218 ","2,322 ","2,305 ","2,183 ","2,096 ","2,111 ","2,193 ","2,231 ","2,159 ","1,984 ","25,381 ",,"35,855 "
,,,計,"1,850 ","2,150 ","2,454 ","2,538 ","2,541 ","2,401 ","2,350 ","2,335 ","2,443 ","2,474 ","2,387 ","2,220 ","28,143 ",,"41,374 "
,,合 計,大型車,491 ,412 ,480 ,415 ,460 ,436 ,460 ,423 ,443 ,430 ,389 ,439 ,"5,278 ",,"11,747 "
,,,小型車,"3,152 ","3,648 ","4,312 ","4,562 ","4,597 ","4,634 ","4,768 ","4,805 ","4,959 ","5,046 ","4,682 ","4,461 ","53,626 ",,"74,687 "
,,,計,"3,643 ","4,060 ","4,792 ","4,977 ","5,057 ","5,070 ","5,228 ","5,228 ","5,402 ","5,476 ","5,071 ","4,900 ","58,904 ",,"86,434 "
,二　輪　車　類,,,114 ,108 ,66 ,71 ,113 ,116 ,100 ,93 ,115 ,69 ,73 ,59 ,"1,097 ",,
,自　転　車　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,歩　行　者　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,,,,,,,,,,,,,,,,（調査実施機関：中日本高速道路株式会社）,,
,,,,,,,,,,,,,,,,,,
,■ 観  測  地  点,,,30,高速４号新宿線～新宿国立線高井戸IC,,,,,H27番号：,10,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 路    線    名,,,中央自動車道富士吉田線,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 都市計画路線名,,,－,,,,■ 通 称 道 路 名 ,（中央道）,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 観    測    日,,,9月26日（日）,,,,■ 天          候 ,晴,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 自動車交通量の推移（台／12h）,,,,,,,,,,,,,,,,,
,年度,,S63,H2,H6,H9,H11,H17,H22,H27,R3,,,,,,,
,交通量,,－,－,－,－,－,－,－,"59,583 ","46,115 ",,,,,,,
,,,,,,,,,,,,,,,,,,
,■ ピーク時間交通量,,,"4,129 ",台／h,ピーク率,9.0 ,％,■ 朝夕旅行速度（混雑時旅行速度）,,,,,,,,,
,,,,,,,,,上り,     －,km／h,,,,,,,
,■ 大  型  車  台  数,,,"4,218 ",台／12h,混入率,9.1 ,％,下り,     －,km／h,,18.50,,,,,
,,,,,,,,,,,,,,,,,,
,■ 混    雑    度,,,     －,,,,■ 昼    夜    率 ,1.38 ,,,,,,,,,
,,,,,,,,,,,,,車線数：,4,,リバーシブルレーン：無,,
,■ 時 間 別 交 通 量,,,,,,,,,,,,,,,,,
,,,時間, 7, 8, 9,10,11,12,13,14,15,16,17,18,12h計,,24h計
,種別,,,～ 8 ,～ 9 ,～ 10 ,～ 11 ,～ 12 ,～ 13 ,～ 14 ,～ 15 ,～ 16 ,～ 17 ,～ 18 ,～ 19 ,,,
,自  動  車  類,上 り,大型車,117 ,126 ,155 ,168 ,179 ,195 ,186 ,190 ,195 ,178 ,179 ,168 ,"2,036 ",,"2,763 "
,,,小型車,"1,161 ","1,253 ","1,535 ","1,664 ","1,773 ","1,939 ","1,846 ","1,889 ","1,941 ","1,769 ","1,773 ","1,668 ","20,211 ",,"27,434 "
,,,計,"1,278 ","1,379 ","1,690 ","1,832 ","1,952 ","2,134 ","2,032 ","2,079 ","2,136 ","1,947 ","1,952 ","1,836 ","22,247 ",,"30,197 "
,,下 り,大型車,171 ,181 ,211 ,203 ,198 ,180 ,169 ,180 ,182 ,176 ,183 ,148 ,"2,182 ",,"3,043 "
,,,小型車,"1,696 ","1,796 ","2,095 ","2,019 ","1,964 ","1,782 ","1,681 ","1,790 ","1,811 ","1,759 ","1,815 ","1,478 ","21,686 ",,"30,246 "
,,,計,"1,867 ","1,977 ","2,306 ","2,222 ","2,162 ","1,962 ","1,850 ","1,970 ","1,993 ","1,935 ","1,998 ","1,626 ","23,868 ",,"33,289 "
,,合 計,大型車,288 ,307 ,366 ,371 ,377 ,375 ,355 ,370 ,377 ,354 ,362 ,316 ,"4,218 ",,"5,806 "
,,,小型車,"2,857 ","3,049 ","3,630 ","3,683 ","3,737 ","3,721 ","3,527 ","3,679 ","3,752 ","3,528 ","3,588 ","3,146 ","41,897 ",,"57,680 "
,,,計,"3,145 ","3,356 ","3,996 ","4,054 ","4,114 ","4,096 ","3,882 ","4,049 ","4,129 ","3,882 ","3,950 ","3,462 ","46,115 ",,"63,486 "
,二　輪　車　類,,,61 ,65 ,78 ,79 ,80 ,79 ,75 ,78 ,81 ,76 ,77 ,68 ,897 ,,
,自　転　車　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,歩　行　者　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,,,,,,,,,,,,,,,,（調査実施機関：中日本高速道路株式会社）,,
,,,,,,,,,,,,,,,,,,
,■ 観  測  地  点,,,40,新宿国立線高井戸IC～中央自動車道富士吉田線,,,,,H27番号：,20,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 路    線    名,,,中央自動車道富士吉田線,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 都市計画路線名,,,－,,,,■ 通 称 道 路 名 ,（中央道）,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 観    測    日,,,9月26日（日）,,,,■ 天          候 ,晴,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,■ 自動車交通量の推移（台／12h）,,,,,,,,,,,,,,,,,
,年度,,S63,H2,H6,H9,H11,H17,H22,H27,R3,,,,,,,
,交通量,,－,"52,690 ","56,364 ","53,428 ","51,279 ",－,"59,584 ","59,583 ","53,029 ",,,,,,,
,,,,,,,,,,,,,,,,,,
,■ ピーク時間交通量,,,"4,794 ",台／h,ピーク率,9.0 ,％,■ 朝夕旅行速度（混雑時旅行速度）,,,,,,,,,
,,,,,,,,,上り,     －,km／h,,,,,,,
,■ 大  型  車  台  数,,,"4,842 ",台／12h,混入率,9.1 ,％,下り,     －,km／h,,18.50,,,,,
,,,,,,,,,,,,,,,,,,
,■ 混    雑    度,,,     －,,,,■ 昼    夜    率 ,1.37 ,,,,,,,,,
,,,,,,,,,,,,,車線数：,4,,リバーシブルレーン：無,,
,■ 時 間 別 交 通 量,,,,,,,,,,,,,,,,,
,,,時間, 7, 8, 9,10,11,12,13,14,15,16,17,18,12h計,,24h計
,種別,,,～ 8 ,～ 9 ,～ 10 ,～ 11 ,～ 12 ,～ 13 ,～ 14 ,～ 15 ,～ 16 ,～ 17 ,～ 18 ,～ 19 ,,,
,自  動  車  類,上 り,大型車,144 ,155 ,193 ,214 ,223 ,247 ,240 ,245 ,248 ,228 ,226 ,209 ,"2,572 ",,"3,462 "
,,,小型車,"1,436 ","1,535 ","1,918 ","2,132 ","2,217 ","2,451 ","2,388 ","2,430 ","2,466 ","2,273 ","2,251 ","2,081 ","25,578 ",,"34,464 "
,,,計,"1,580 ","1,690 ","2,111 ","2,346 ","2,440 ","2,698 ","2,628 ","2,675 ","2,714 ","2,501 ","2,477 ","2,290 ","28,150 ",,"37,926 "
,,下 り,大型車,176 ,187 ,213 ,214 ,209 ,186 ,174 ,187 ,190 ,185 ,188 ,161 ,"2,270 ",,"3,180 "
,,,小型車,"1,758 ","1,866 ","2,120 ","2,126 ","2,078 ","1,847 ","1,737 ","1,865 ","1,890 ","1,843 ","1,877 ","1,602 ","22,609 ",,"31,664 "
,,,計,"1,934 ","2,053 ","2,333 ","2,340 ","2,287 ","2,033 ","1,911 ","2,052 ","2,080 ","2,028 ","2,065 ","1,763 ","24,879 ",,"34,844 "
,,合 計,大型車,320 ,342 ,406 ,428 ,432 ,433 ,414 ,432 ,438 ,413 ,414 ,370 ,"4,842 ",,"6,642 "
,,,小型車,"3,194 ","3,401 ","4,038 ","4,258 ","4,295 ","4,298 ","4,125 ","4,295 ","4,356 ","4,116 ","4,128 ","3,683 ","48,187 ",,"66,128 "
,,,計,"3,514 ","3,743 ","4,444 ","4,686 ","4,727 ","4,731 ","4,539 ","4,727 ","4,794 ","4,529 ","4,542 ","4,053 ","53,029 ",,"72,770 "
,二　輪　車　類,,,69 ,73 ,86 ,91 ,91 ,92 ,88 ,92 ,93 ,88 ,88 ,79 ,"1,030 ",,
,自　転　車　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,歩　行　者　類,,,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,      －,,
,,,,,,,,,,,,,,,,（調査実施機関：中日本高速道路株式会社）,,
