路線番号,路線名称,観測地点地点名称,観測地点地点番号,歩行者類,自転車類,二輪車類動力付き,自動車類乗用車,自動車類小型貨物車,自動車類バス,自動車類普通貨物車,自動車類小型車計,自動車類大型車計,自動車類合計,大型車類混入率（％）,ピーク時間交通量自動車類（台／時）,ピーク時間交通量ピーク率（％）,昼夜率,混雑度,１７年度地点番号,１７年度交通量合計,交通量伸び率（２２／１７年）,平均旅行速度（ｋｍ／時）,交通量観測日観測日,交通量観測日天候,調査機関,路線番号,路線名称,地点番号
20,一般国道２０号（２４時間）,世田谷区給田３－２７,10660,1099,2493,3760,21607,9843,154,5320,31450,5474,36924,14.8,,,,,,44105,0.84,,１０月１９日（火）,曇,東京国道,20,一般国道２０号（２４時間）,10660
122,一般国道１２２号,北区神谷３－９,10670,2010,2279,1752,14030,9315,441,6376,23345,6817,30162,22.6,2764,9.2,-,0.9,1081,32555,0.93,19.5,１０月２６日（火）,曇,建設局,122,一般国道１２２号,10670
122,一般国道１２２号,豊島区西巣鴨４－１３,10680,3687,3207,1895,11830,6819,705,3657,18649,4362,23011,19,2083,9.1,-,0.92,1082,21070,1.09,10.9,１０月２６日（火）,曇,東京国道,122,一般国道１２２号,10680
131,一般国道１３１号,大田区羽田１－２,10700,2027,1131,297,8113,3551,246,5223,11664,5469,17133,31.9,1579,9.2,-,0.43,1101,18214,0.94,8.4,１０月２８日（木）,雨,建設局,131,一般国道１３１号,10700
131,一般国道１３１号,大田区大森南１－１４,10710,666,1683,1464,10993,6301,433,7376,17294,7809,25103,31.1,2149,8.6,-,0.58,1102,24280,1.03,21.7,１０月２８日（木）,雨,建設局,131,一般国道１３１号,10710
246,一般国道２４６号（１２時間）,千代田区永田町２－１４,10720,6817,635,2469,24091,7389,281,3283,31480,3564,35044,10.2,3353,9.6,1.44,0.8,1111,42941,0.82,21.6,１０月５日（火）,晴,東京国道,246,一般国道２４６号（１２時間）,10720
246,一般国道２４６号（２４時間）,千代田区永田町２－１４,10720,8893,473,3430,36525,8781,366,4671,45306,5037,50343,10,,,,,,65343,0.77,,１０月５日（火）,晴,東京国道,246,一般国道２４６号（２４時間）,10720
246,一般国道２４６号（１２時間）,渋谷区渋谷４－４,10730,32118,3008,2700,20858,6874,201,3182,27732,3383,31115,10.9,2929,9.4,1.6,0.78,1112,44748,0.7,11.1,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（１２時間）,10730
246,一般国道２４６号（２４時間）,渋谷区渋谷４－４,10730,41399,2347,4033,36356,8322,249,4777,44678,5026,49704,10.1,,,,,,72096,0.69,,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（２４時間）,10730
246,一般国道２４６号（１２時間）,目黒区青葉台３－１,10740,9478,3605,5335,25584,8830,1957,4387,34414,6344,40758,15.6,3666,9,1.7,1.05,1114,40441,1.01,19.5,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（１２時間）,10740
246,一般国道２４６号（２４時間）,目黒区青葉台３－１,10740,13760,3307,8305,49115,11289,2642,6178,60404,8820,69224,12.7,,,,,,68949,1,,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（２４時間）,10740
246,一般国道２４６号（１２時間）,世田谷区池尻２－３１,10750,10024,4038,5837,21913,15025,1302,3498,36938,4800,41738,11.5,3639,8.7,1.73,1.29,1114,40441,1.03,12.1,１０月（平日）,－,東京国道,246,一般国道２４６号（１２時間）,10750
246,一般国道２４６号（２４時間）,世田谷区池尻２－３１,10750,15446,3361,9051,43485,21553,1787,5454,65038,7241,72279,10,,,,,,68949,1.05,,１０月（平日）,－,東京国道,246,一般国道２４６号（２４時間）,10750
246,一般国道２４６号（１２時間）,世田谷区用賀２－１,10760,-,-,-,14062,12093,162,4022,26155,4184,30339,13.8,2725,9,1.66,0.81,1116,26879,1.13,16.1,１０月（平日）,－,東京国道,246,一般国道２４６号（１２時間）,10760
246,一般国道２４６号（２４時間）,世田谷区用賀２－１,10760,-,-,-,24728,18083,254,7313,42811,7567,50378,15,,,,,,47175,1.07,,１０月（平日）,－,東京国道,246,一般国道２４６号（２４時間）,10760
246,一般国道２４６号（１２時間）,世田谷区鎌田１,10770,198,611,4569,18698,8970,49,6923,27668,6972,34640,20.1,3572,10.3,1.63,1.28,1117,49208,0.7,27.4,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（１２時間）,10770
246,一般国道２４６号（２４時間）,世田谷区鎌田１,10770,280,855,7386,31412,12702,79,12119,44114,12198,56312,21.7,,,,,,80185,0.7,,１０月１９日（火）,曇,東京国道,246,一般国道２４６号（２４時間）,10770
246,一般国道２４６号（１２時間）,千代田区霞ヶ関３－４,10780,3655,129,178,4431,864,49,543,5295,592,5887,10.1,664,11.3,1.48,0.49,-,-,-,7,１０月５日（火）,晴,東京国道,246,一般国道２４６号（１２時間）,10780
246,一般国道２４６号（２４時間）,千代田区霞ヶ関３－４,10780,4548,34,222,7087,951,60,605,8038,665,8703,7.6,,,,,,-,-,,１０月５日（火）,晴,東京国道,246,一般国道２４６号（２４時間）,10780
246,一般国道２４６号,世田谷区玉川１－９,10790,953,2778,1554,7165,3114,76,1556,10279,1632,11911,13.7,1116,9.4,-,0.69,31117,19182,0.62,6.3,１０月１９日（火）,曇,東京国道,246,一般国道２４６号,10790
254,一般国道２５４号（１２時間）,豊島区東池袋５－５２,10800,5985,1940,1640,8501,5124,106,2227,13625,2333,15958,14.6,1485,9.3,1.48,0.83,1121,20177,0.79,15.5,１０月２６日（火）,曇,東京国道,254,一般国道２５４号（１２時間）,10800
254,一般国道２５４号（２４時間）,豊島区東池袋５－５２,10800,8236,1900,2453,13907,6226,131,3379,20133,3510,23643,14.8,,,,,,29514,0.8,,１０月２６日（火）,曇,東京国道,254,一般国道２５４号（２４時間）,10800
254,一般国道２５４号（１２時間）,豊島区池袋４－３６,10810,1102,3595,3366,22245,11504,337,5331,33749,5668,39417,14.4,3499,8.9,1.55,0.87,1122,40552,0.97,19.8,１０月２６日（火）,曇,東京国道,254,一般国道２５４号（１２時間）,10810
254,一般国道２５４号（２４時間）,豊島区池袋４－３６,10810,1902,4667,5360,38959,14159,415,7386,53118,7801,60919,12.8,,,,,,58348,1.04,,１０月２６日（火）,曇,東京国道,254,一般国道２５４号（２４時間）,10810
254,一般国道２５４号（１２時間）,板橋区大山町２４－８,10820,-,-,-,14744,13449,298,3606,28193,3904,32097,12.2,2867,8.9,1.57,0.68,1123,30754,1.04,13.8,１０月（平日）,－,東京国道,254,一般国道２５４号（１２時間）,10820
254,一般国道２５４号（２４時間）,板橋区大山町２４－８,10820,-,-,-,25394,18952,398,5501,44346,5899,50245,11.7,,,,,,49060,1.02,,１０月（平日）,－,東京国道,254,一般国道２５４号（２４時間）,10820
254,一般国道２５４号（１２時間）,板橋区南常盤台２－２２,10830,-,-,-,13732,15109,194,4695,28841,4889,33730,14.5,3022,9,1.59,0.69,1124,30951,1.09,15.8,１０月（平日）,－,東京国道,254,一般国道２５４号（１２時間）,10830
254,一般国道２５４号（２４時間）,板橋区南常盤台２－２２,10830,-,-,-,23697,21829,274,7860,45526,8134,53660,15.2,,,,,,51010,1.05,,１０月（平日）,－,東京国道,254,一般国道２５４号（２４時間）,10830
254,一般国道２５４号（１２時間）,板橋区桜川３－２６,10840,1056,2455,3262,15272,8691,178,5238,23963,5416,29379,18.4,2604,8.9,1.58,0.63,1124,30951,0.95,12.6,１０月７日（木）,晴,東京国道,254,一般国道２５４号（１２時間）,10840
254,一般国道２５４号（２４時間）,板橋区桜川３－２６,10840,1654,3025,5303,25994,11435,256,8600,37429,8856,46285,19.1,,,,,,51010,0.91,,１０月７日（木）,晴,東京国道,254,一般国道２５４号（２４時間）,10840
254,一般国道２５４号（１２時間）,練馬区北町８－３７,10850,3886,3889,2539,11274,5850,186,3339,17124,3525,20649,17.1,1868,9,1.58,0.75,1125,23728,0.87,17.5,１０月７日（木）,晴,東京国道,254,一般国道２５４号（１２時間）,10850
254,一般国道２５４号（２４時間）,練馬区北町８－３７,10850,5938,4667,4020,19266,7801,276,5183,27067,5459,32526,16.8,,,,,,38157,0.85,,１０月７日（木）,晴,東京国道,254,一般国道２５４号（２４時間）,10850
254,一般国道２５４号（１２時間）,板橋区旭町３－３５,10860,2730,2154,2077,12585,5582,294,3342,18167,3636,21803,16.7,2107,9.7,1.57,0.9,1125,23728,0.92,17.2,１０月７日（木）,晴,東京国道,254,一般国道２５４号（１２時間）,10860
254,一般国道２５４号（２４時間）,板橋区旭町３－３５,10860,3971,2749,3304,21157,7444,399,5138,28601,5537,34138,16.2,,,,,,38157,0.89,,１０月７日（木）,晴,東京国道,254,一般国道２５４号（２４時間）,10860
298,一般国道２９８号（１２時間）,葛飾区東金町７－３７,10880,18,75,262,9547,4625,49,5749,14172,5798,19970,29,2081,10.4,1.5,0.96,1131,20083,0.99,19.3,９月３０日（木）,雨,東京国道,298,一般国道２９８号（１２時間）,10880
298,一般国道２９８号（２４時間）,葛飾区東金町７－３７,10880,44,124,401,14277,6214,58,9339,20491,9397,29888,31.4,,,,,,29367,1.02,,９月３０日（木）,雨,東京国道,298,一般国道２９８号（２４時間）,10880
357,一般国道３５７号（１２時間）,江戸川区臨海町６－３,10900,133,511,2866,11967,5051,125,14291,17018,14416,31434,45.9,3000,9.5,1.66,2.8,-,-,-,19.5,１０月５日（火）,晴,東京国道,357,一般国道３５７号（１２時間）,10900
357,一般国道３５７号（２４時間）,江戸川区臨海町６－３,10900,164,888,5010,21782,7019,207,23045,28801,23252,52053,44.7,,,,,,-,-,,１０月５日（火）,晴,東京国道,357,一般国道３５７号（２４時間）,10900
357,一般国道３５７号（１２時間）,江東区夢の島１４,10920,-,-,-,6049,8926,280,11456,14975,11736,26711,43.9,2360,8.8,1.6,1.3,1142,40509,0.66,17.9,１０月（平日）,－,東京国道,357,一般国道３５７号（１２時間）,10920
357,一般国道３５７号（２４時間）,江東区夢の島１４,10920,-,-,-,10272,13551,433,18597,23823,19030,42853,44.4,,,,,,64494,0.66,,１０月（平日）,－,東京国道,357,一般国道３５７号（２４時間）,10920
357,一般国道３５７号（１２時間）,江東区東雲２－１５,10930,659,551,1847,8016,4569,269,11988,12585,12257,24842,49.3,2318,9.3,1.61,1.37,1143,23431,1.06,26.1,１０月５日（火）,晴,東京国道,357,一般国道３５７号（１２時間）,10930
357,一般国道３５７号（２４時間）,江東区東雲２－１５,10930,773,688,3040,13754,5969,388,19898,19723,20286,40009,50.7,,,,,,36391,1.1,,１０月５日（火）,晴,東京国道,357,一般国道３５７号（２４時間）,10930
357,一般国道３５７号（１２時間）,大田区東海１,10970,110,281,468,4908,5799,357,9500,10707,9857,20564,47.9,1930,9.4,1.56,0.9,1144,23534,0.87,29.5,１０月（平日）,－,東京国道,357,一般国道３５７号（１２時間）,10970
357,一般国道３５７号（２４時間）,大田区東海１,10970,167,359,731,7224,8302,513,15950,15526,16463,31989,51.5,,,,,,36566,0.87,,１０月（平日）,－,東京国道,357,一般国道３５７号（２４時間）,10970
466,一般国道４６６号,世田谷区瀬田１－２２,11000,852,834,1767,22394,10475,324,6174,32869,6498,39367,16.5,3612,9.2,-,1.6,1151,41641,0.95,6.2,１０月２７日（水）,晴,建設局,466,一般国道４６６号,11000
466,一般国道４６６号（第三京浜道路）（１２時間）,玉川ＩＣ～京浜川崎ＩＣ,11010,-,-,1007,33250,14550,139,2359,47800,2498,50298,5,5672,11.3,1.48,0.72,31156,49413,1.02,38,１１月１０日（水）,晴,東日本高速,466,一般国道４６６号（第三京浜道路）（１２時間）,11010
466,一般国道４６６号（第三京浜道路）（２４時間）,玉川ＩＣ～京浜川崎ＩＣ,11010,-,-,1480,50965,18759,231,4241,69724,4472,74196,6,,,,,,77274,0.96,,１１月１０日（水）,晴,東日本高速,466,一般国道４６６号（第三京浜道路）（２４時間）,11010
2,主要地方道東京丸子横浜線,品川区旗の台５－１５－１５,40010,1364,922,-,19023,9105,86,3302,28128,3388,31516,10.8,3082,9.8,-,1.17,4001,35159,0.9,21.8,１０月１９日（火）,曇,東京国道,2,主要地方道東京丸子横浜線,40010
2,主要地方道東京丸子横浜線（１２時間）,大田区南千束２－３３,40020,2453,564,1770,19259,7861,202,4059,27120,4261,31381,13.6,3133,10,1.58,1.52,4002,32263,0.97,16.3,１０月２８日（木）,雨,建設局,2,主要地方道東京丸子横浜線（１２時間）,40020
2,主要地方道東京丸子横浜線（２４時間）,大田区南千束２－３３,40020,3742,606,2702,33285,10073,253,5951,43358,6204,49562,12.5,,,,,,49685,1,,１０月２８日（木）,雨,建設局,2,主要地方道東京丸子横浜線（２４時間）,40020
2,主要地方道東京丸子横浜線,大田区田園調布本町３２,40030,990,2412,3487,13568,6667,16,2848,20235,2864,23099,12.4,2326,10.1,-,1.07,4003,23633,0.98,13,１０月１９日（火）,曇,東京国道,2,主要地方道東京丸子横浜線,40030
3,主要地方道世田谷町田線,世田谷区喜多見７－２５－１３,40040,356,1049,2194,8785,4048,154,1620,12833,1774,14607,12.1,1373,9.4,-,1.69,4004,17297,0.84,13.2,１０月１９日（火）,曇,東京国道,3,主要地方道世田谷町田線,40040
4,主要地方道東京所沢線,中野区本町１－１３－１８,40070,-,-,-,19808,9443,538,2510,29251,3048,32299,9.4,2849,8.8,-,1.25,4005,27600,1.17,6.7,１０月２６日（火）,曇,東京国道,4,主要地方道東京所沢線,40070
4,主要地方道東京所沢線,杉並区和田３－６２－４,40080,2221,3233,4575,13271,7508,451,1795,20779,2246,23025,9.8,2099,9.1,-,0.99,4005,27600,0.83,15.3,１０月２６日（火）,曇,東京国道,4,主要地方道東京所沢線,40080
4,主要地方道東京所沢線（１２時間）,杉並区阿佐谷南３－１２,40100,2110,3866,1483,13985,6163,266,3012,20148,3278,23426,14,2177,9.3,1.63,0.92,4006,25258,0.93,14.3,１０月２０日（水）,曇,建設局,4,主要地方道東京所沢線（１２時間）,40100
4,主要地方道東京所沢線（２４時間）,杉並区阿佐谷南３－１２,40100,2911,4599,2409,25387,8308,400,3993,33695,4393,38088,11.5,,,,,,40353,0.94,,１０月２０日（水）,曇,建設局,4,主要地方道東京所沢線（２４時間）,40100
4,主要地方道東京所沢線,杉並区桃井２－２,40110,2537,3648,2166,12820,6947,991,3135,19767,4126,23893,17.3,2259,9.5,-,0.93,4007,25577,0.93,10,１０月２０日（水）,曇,建設局,4,主要地方道東京所沢線,40110
4,主要地方道東京所沢線,杉並区善福寺４－１－３,40120,1033,3183,2013,15696,8729,900,3304,24425,4204,28629,14.7,2833,9.9,-,1.24,4008,31695,0.9,20.9,１０月７日（木）,晴,東京国道,4,主要地方道東京所沢線,40120
4,主要地方道東京所沢線,西東京市東伏見４－１０－３,40130,658,2378,1851,15726,8339,327,3249,24065,3576,27641,12.9,2689,9.7,-,0.93,4008,31695,0.87,15.8,１０月７日（木）,晴,東京国道,4,主要地方道東京所沢線,40130
6,主要地方道東京大師横浜線,大田区羽田２－１９－２,40140,198,2187,1337,7393,4885,55,8977,12278,9032,21310,42.4,1898,8.9,-,1.39,4009,21501,0.99,14.7,１０月１９日（火）,曇,東京国道,6,主要地方道東京大師横浜線,40140
7,主要地方道杉並あきる野線,杉並区成田東１－３４,40150,1793,3273,1051,5418,3492,301,1119,8910,1420,10330,13.7,914,8.8,-,1.08,4010,11482,0.9,17.9,１０月２０日（水）,曇,建設局,7,主要地方道杉並あきる野線,40150
7,主要地方道杉並あきる野線,武蔵野市吉祥寺南町４－２７－２,40160,513,1111,-,5651,2990,103,895,8641,998,9639,10.4,912,9.5,-,1.09,34010,11104,0.87,18.2,１０月７日（木）,晴,東京国道,7,主要地方道杉並あきる野線,40160
7,主要地方道杉並あきる野線,武蔵野市吉祥寺南町３－３３－６,40180,760,2142,1399,6992,2871,114,1190,9863,1304,11167,11.7,1141,10.2,-,0.58,14010,15692,0.71,18.3,１０月７日（木）,晴,東京国道,7,主要地方道杉並あきる野線,40180
8,主要地方道千代田練馬田無線,千代田区飯田橋１－１０－２,40190,69409,3685,-,16864,7095,193,2933,23959,3126,27085,11.5,2584,9.5,-,1.45,4011,28939,0.94,12.8,１０月５日（火）,晴,東京国道,8,主要地方道千代田練馬田無線,40190
8,主要地方道千代田練馬田無線,新宿区水道町３－２,40200,10227,1688,2053,17386,9263,321,4502,26649,4823,31472,15.3,2942,9.3,-,1.74,4011,28939,1.09,15.8,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40200
8,主要地方道千代田練馬田無線,文京区関口１－４１－２,40210,1570,1287,2783,12194,7625,410,2428,19819,2838,22657,12.5,2068,9.1,-,0.92,14012,30225,0.75,22.3,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40210
8,主要地方道千代田練馬田無線,新宿区下落合１－２－１５,40220,2608,2867,3223,16388,7371,262,3686,23759,3948,27707,14.2,2471,8.9,-,1.13,14012,30225,0.92,16.3,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40220
8,主要地方道千代田練馬田無線,新宿区西落合３－２－１５,40240,1828,1426,2078,14197,8202,435,3487,22399,3922,26321,14.9,2388,9.1,-,1.09,4013,26928,0.98,12.6,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40240
8,主要地方道千代田練馬田無線,新宿区西落合４－２５－１６,40250,811,1098,3242,13850,7787,583,3656,21637,4239,25876,16.4,2298,8.9,-,1.12,4013,26928,0.96,17.6,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40250
8,主要地方道千代田練馬田無線（１２時間）,江原町２－２９－１３,40260,4954,1363,1950,13405,7350,582,3732,20755,4314,25069,17.2,2253,9,1.52,1.08,4013,26928,0.93,17.6,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線（１２時間）,40260
8,主要地方道千代田練馬田無線（２４時間）,江原町２－２９－１３,40260,6981,1570,2995,22991,9260,838,5048,32251,5886,38137,15.4,,,,,,43668,0.87,,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線（２４時間）,40260
8,主要地方道千代田練馬田無線,練馬区豊玉北４－２９,40270,1286,1957,2333,15743,8817,477,5871,24560,6348,30908,20.5,2786,9,-,1.08,4014,34058,0.91,16.2,１０月１９日（火）,曇,建設局,8,主要地方道千代田練馬田無線,40270
8,主要地方道千代田練馬田無線,練馬区関町北５－１９－２３,40280,763,2569,-,5275,2582,104,885,7857,989,8846,11.2,874,9.9,-,1.37,4015,9645,0.92,16.6,１０月７日（木）,晴,東京国道,8,主要地方道千代田練馬田無線,40280
8,主要地方道千代田練馬田無線,豊島区高田１－４０－１１,40290,6987,1374,1505,10672,4732,464,1439,15404,1903,17307,11,1534,8.9,-,1.41,4012,18682,0.93,21.3,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40290
8,主要地方道千代田練馬田無線,豊島区目白３－５－１３,40300,15749,3637,1383,9896,4277,413,1166,14173,1579,15752,10,1518,9.6,-,1.34,4012,18682,0.84,15.2,１０月２６日（火）,曇,東京国道,8,主要地方道千代田練馬田無線,40300
10,主要地方道東京浦安線,江東区佐賀１－１－１９,40350,3236,1611,-,19224,10906,817,5335,30130,6152,36282,17,3325,9.2,-,1.3,4016,37795,0.96,18.2,１０月５日（火）,晴,東京国道,10,主要地方道東京浦安線,40350
10,主要地方道東京浦安線,江東区南砂３－２,40360,2039,1984,1248,8757,4466,516,4093,13223,4609,17832,25.8,1646,9.2,-,0.66,4017,18074,0.99,14.3,１０月２１日（木）,雨,建設局,10,主要地方道東京浦安線,40360
10,主要地方道東京浦安線,江戸川区西葛西１－１１－３０,40370,433,2509,2214,12656,6636,381,4259,19292,4640,23932,19.4,2285,9.5,-,1.8,4018,27115,0.88,29.3,１０月５日（火）,晴,東京国道,10,主要地方道東京浦安線,40370
10,主要地方道東京浦安線（１２時間）,江戸川区東葛西３－１７,40380,841,2555,2322,13467,5125,86,3715,18592,3801,22393,17,2225,9.9,1.47,0.93,4019,20071,1.12,47.2,１０月５日（火）,晴,東京国道,10,主要地方道東京浦安線（１２時間）,40380
10,主要地方道東京浦安線（２４時間）,江戸川区東葛西３－１７,40380,1246,3697,3713,21529,6559,108,4713,28088,4821,32909,14.6,,,,,,31475,1.05,,１０月５日（火）,晴,東京国道,10,主要地方道東京浦安線（２４時間）,40380
10,主要地方道東京浦安線,江戸川区西葛西２－１７－１９,40390,441,1617,-,9711,4214,109,4259,13925,4368,18293,23.9,1820,9.9,-,1.09,4020,18762,0.98,21.3,１０月５日（火）,晴,東京国道,10,主要地方道東京浦安線,40390
10,主要地方道東京浦安線,江東区東砂５－２,40400,1961,1420,422,4391,1700,522,915,6091,1437,7528,19.1,706,9.4,-,0.5,14018,6751,1.12,25.1,１０月２１日（木）,雨,建設局,10,主要地方道東京浦安線,40400
11,主要地方道大田調布線,世田谷区玉堤１,40450,21,96,-,5083,2529,153,1210,7612,1363,8975,15.2,872,9.7,-,0.81,4021,5546,1.62,25,１０月１９日（火）,曇,東京国道,11,主要地方道大田調布線,40450
11,主要地方道大田調布線,世田谷区大蔵６－１９,40470,584,943,841,5397,2390,410,1100,7787,1510,9297,16.2,887,9.5,-,1.05,4023,10305,0.9,13.6,１０月２７日（水）,晴,建設局,11,主要地方道大田調布線,40470
11,主要地方道大田調布線,狛江市岩戸南４－２２,40510,269,661,-,3427,1766,95,254,5193,349,5542,6.3,606,10.9,-,1.83,34023,8261,0.67,16.2,１０月１９日（火）,曇,東京国道,11,主要地方道大田調布線,40510
14,主要地方道新宿国立線,渋谷区本町４－１６－９,40520,3682,1317,-,7443,2724,411,920,10167,1331,11498,11.6,1049,9.1,-,1.09,4024,10607,1.08,16.2,１０月２６日（火）,曇,東京国道,14,主要地方道新宿国立線,40520
14,主要地方道新宿国立線,中野区南台５－３４－９,40530,-,-,-,6780,3483,231,1200,10263,1431,11694,12.2,1074,9.2,-,1.13,4024,10607,1.1,14.6,１０月２６日（火）,曇,東京国道,14,主要地方道新宿国立線,40530
14,主要地方道新宿国立線,杉並区久我山３－７,40550,466,674,-,5232,2731,265,673,7963,938,8901,10.5,927,10.4,-,2.09,4025,5372,1.66,8.8,１０月７日（木）,晴,東京国道,14,主要地方道新宿国立線,40550
24,主要地方道練馬所沢線,練馬区三原台１－１,40580,409,1640,582,3272,1928,186,672,5200,858,6058,14.2,580,9.6,-,0.75,4026,7153,0.85,17.5,１０月１９日（火）,曇,建設局,24,主要地方道練馬所沢線,40580
24,主要地方道練馬所沢線,西東京市北町４－６,40590,320,1175,-,4122,1870,42,373,5992,415,6407,6.5,709,11.1,-,1.03,4027,11119,0.58,18.4,１０月７日（木）,晴,東京国道,24,主要地方道練馬所沢線,40590
24,主要地方道練馬所沢線,練馬区大泉町５－１６,40600,1360,3255,1075,10097,5004,71,2299,15101,2370,17471,13.6,1721,9.9,-,0.86,14026,18822,0.93,10.1,１０月１９日（火）,曇,建設局,24,主要地方道練馬所沢線,40600
25,主要地方道飯田橋石神井新座線,中野区東中野５－２３－１５,40620,4737,2684,-,8835,3735,457,1390,12570,1847,14417,12.8,1393,9.7,-,1.19,4028,12459,1.16,13.5,１０月２６日（火）,曇,東京国道,25,主要地方道飯田橋石神井新座線,40620
25,主要地方道飯田橋石神井新座線,杉並区阿佐谷北５－４６,40630,597,1693,-,6243,3977,317,1197,10220,1514,11734,12.9,1090,9.3,-,1.54,4029,13505,0.87,15.2,１０月２６日（火）,曇,東京国道,25,主要地方道飯田橋石神井新座線,40630
25,主要地方道飯田橋石神井新座線,杉並区井草１－１８,40640,1855,1074,286,1896,1038,139,281,2934,420,3354,12.5,324,9.7,-,0.72,4030,3804,0.88,14,１０月２０日（水）,曇,建設局,25,主要地方道飯田橋石神井新座線,40640
49,主要地方道足立越谷線,足立区西保木間４－１４－２２,40680,795,2116,-,7634,3085,94,2384,10719,2478,13197,18.8,1184,9,-,0.51,34115,13733,0.96,18.2,９月３０日（木）,雨,東京国道,49,主要地方道足立越谷線,40680
50,主要地方道東京市川線,中央区築地５－５－６,40690,5228,2041,2298,12561,7565,349,3256,20126,3605,23731,15.2,2288,9.6,-,0.78,4031,27390,0.87,17.7,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40690
50,主要地方道東京市川線,江東区新大橋１－６,40700,2477,2990,2000,12107,6020,156,1868,18127,2024,20151,10,1868,9.3,-,0.94,4031,27390,0.74,18.8,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40700
50,主要地方道東京市川線,墨田区菊川２－８－９,40710,-,-,-,10968,5492,143,2191,16460,2334,18794,12.4,1760,9.4,-,1,4031,27390,0.69,19.8,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40710
50,主要地方道東京市川線,江東区住吉１－１７－１８,40720,2344,1686,1880,9557,4744,254,1633,14301,1887,16188,11.7,1459,9,-,0.91,4032,16474,0.98,17.2,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40720
50,主要地方道東京市川線,江東区大島９,40730,517,1615,1459,10613,6396,100,2685,17009,2785,19794,14.1,1883,9.5,-,1.19,4033,16053,1.23,19.6,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40730
50,主要地方道東京市川線,江戸川区江戸川３－５４,40740,276,1518,1509,11697,5241,168,3933,16938,4101,21039,19.5,2047,9.7,-,0.71,4034,17904,1.18,48.6,１０月５日（火）,晴,東京国道,50,主要地方道東京市川線,40740
54,主要地方道松戸草加線,葛飾区水元公園５４,40750,161,1343,-,4802,1751,274,1439,6553,1713,8266,20.7,778,9.4,-,0.4,4035,13147,0.63,7.7,９月３０日（木）,雨,東京国道,54,主要地方道松戸草加線,40750
58,主要地方道台東鳩ヶ谷線,台東区根岸２－１９－２４,40760,2948,2142,-,8771,5150,84,1809,13921,1893,15814,12,1429,9,-,0.55,4036,21248,0.74,20.5,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線,40760
58,主要地方道台東鳩ヶ谷線,荒川区西日暮里６－５２－４,40770,-,-,-,9586,5737,161,2473,15323,2634,17957,14.7,1722,9.6,-,0.91,4036,21248,0.85,11.6,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線,40770
58,主要地方道台東鳩ヶ谷線,荒川区東尾久４－１,40780,1668,2966,-,11941,6346,288,3433,18287,3721,22008,16.9,2059,9.4,-,0.87,4037,26568,0.83,13.6,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線,40780
58,主要地方道台東鳩ヶ谷線,荒川区東尾久８－２５,40790,-,-,-,16250,9601,201,4139,25851,4340,30191,14.4,2795,9.3,-,1.57,4037,26568,1.14,12.5,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線,40790
58,主要地方道台東鳩ヶ谷線（１２時間）,足立区舎人４－１１－２４,40810,711,1255,-,8630,4405,112,2682,13035,2794,15829,17.7,1594,10.1,1.41,0.69,4038,24606,0.64,21.3,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線（１２時間）,40810
58,主要地方道台東鳩ヶ谷線（２４時間）,足立区舎人４－１１－２４,40810,711,1243,-,12931,5547,154,3628,18478,3782,22260,17,,,,,,35772,0.62,,９月３０日（木）,雨,東京国道,58,主要地方道台東鳩ヶ谷線（２４時間）,40810
60,主要地方道市川四つ木線,江戸川区西小岩３－１,40830,478,987,-,6517,2772,142,1009,9289,1151,10440,11,955,9.1,-,1.2,4039,12009,0.87,18,９月３０日（木）,雨,東京国道,60,主要地方道市川四つ木線,40830
67,主要地方道葛飾吉川松伏線,葛飾区西水元６－２３,40850,165,1248,-,8896,3719,267,1604,12615,1871,14486,12.9,1375,9.5,-,1.46,4040,15190,0.95,13.8,９月３０日（木）,雨,東京国道,67,主要地方道葛飾吉川松伏線,40850
