路線（路線番号）,路線（路線名称）,観測地点（地点名称）,観測地点（地点番号）,時間７～８,時間８～９,時間９～１０,時間１０～１１,時間１１～１２,時間１２～１３,時間１３～１４,時間１４～１５,時間１５～１６,時間１６～１７,時間１７～１８,時間１８～１９,昼間１２時間計,時間１９～２０,時間２０～２１,時間２１～２２,時間２２～２３,時間２３～０,時間０～１,時間１～２,時間２～３,時間３～４,時間４～５,時間５～６,時間６～７,夜間１２時間計,２４時間合計,調査機関,路線（路線番号）,路線（路線名称）,地点番号
18,主要地方道府中町田線（小型車）,町田市本町田１１９６,40950,1112,1034,980,915,930,945,947,810,983,953,998,1031,11638,838,698,565,446,394,257,200,136,91,164,322,705,4816,16454,建設局,18,主要地方道府中町田線（小型車）,40950
18,主要地方道府中町田線（計）,町田市本町田１１９６,40950,1246,1173,1144,1051,1069,1084,1065,909,1069,1075,1076,1099,13060,901,748,602,491,429,298,247,198,144,247,433,816,5554,18614,建設局,18,主要地方道府中町田線（計）,40950
28,主要地方道青梅飯能線（大型車）,青梅市根ヶ布１－１８８,41320,76,103,189,133,151,116,155,125,149,104,32,13,1346,10,6,5,4,0,4,2,19,11,14,55,140,270,1616,建設局,28,主要地方道青梅飯能線（大型車）,41320
28,主要地方道青梅飯能線（小型車）,青梅市根ヶ布１－１８８,41320,437,447,332,309,249,254,306,317,346,386,439,376,4198,317,246,195,143,68,37,20,34,25,25,84,216,1410,5608,建設局,28,主要地方道青梅飯能線（小型車）,41320
28,主要地方道青梅飯能線（計）,青梅市根ヶ布１－１８８,41320,513,550,521,442,400,370,461,442,495,490,471,389,5544,327,252,200,147,68,41,22,53,36,39,139,356,1680,7224,建設局,28,主要地方道青梅飯能線（計）,41320
158,一般都道小山乞田線（大型車）,多摩市乞田１１４５,60920,242,224,234,251,222,198,212,157,198,191,133,106,2368,73,65,40,32,34,52,47,41,59,79,105,205,832,3200,建設局,158,一般都道小山乞田線（大型車）,60920
158,一般都道小山乞田線（小型車）,多摩市乞田１１４５,60920,1556,1560,1375,1293,1365,1461,1526,1600,1571,1530,1670,1657,18164,1362,1134,901,727,506,402,289,212,156,184,372,978,7223,25387,建設局,158,一般都道小山乞田線（小型車）,60920
158,一般都道小山乞田線（計）,多摩市乞田１１４５,60920,1798,1784,1609,1544,1587,1659,1738,1757,1769,1721,1803,1763,20532,1435,1199,941,759,540,454,336,253,215,263,477,1183,8055,28587,建設局,158,一般都道小山乞田線（計）,60920
521,一般都道上野原八王子線（大型車）,八王子市日吉町１７,62860,110,138,160,186,131,129,124,148,106,104,75,70,1481,50,48,32,23,21,22,14,8,17,36,39,110,420,1901,建設局,521,一般都道上野原八王子線（大型車）,62860
521,一般都道上野原八王子線（小型車）,八王子市日吉町１７,62860,1323,1414,1143,1127,1076,1006,1013,1149,1152,1151,1311,1239,14104,980,871,653,375,385,248,219,153,93,201,416,902,5496,19600,建設局,521,一般都道上野原八王子線（小型車）,62860
521,一般都道上野原八王子線（計）,八王子市日吉町１７,62860,1433,1552,1303,1313,1207,1135,1137,1297,1258,1255,1386,1309,15585,1030,919,685,398,406,270,233,161,110,237,455,1012,5916,21501,建設局,521,一般都道上野原八王子線（計）,62860
