地点名:上一色橋　地盤上/地下1/地下2
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:47:25
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
27.45,-.1424897,.2407326,.07824433,.03799725,-.09949279,.316727,-.07474458,.008999348, 0.2772299 
27.46,-.2842294,.2239838,.1339903,-.004499674,-.08424389,.2792298,-.03499746,.03624737, 0.3472248 
27.47,-.2427324,.05774581,.1817368,-.03249764,-.02974784,.2422324,.01749873,.07974422, 0.4147199 
27.48,-.08899355,-.1372401,.1322404,-.06199551,.01049924,.2942287,.04599667,.09999275, 0.3739729 
27.49,.005499601,-.2794797,.2472321,-.06724513,.01424897,.3947214,.09674299,.1067423, 0.2969785 
27.5,-.02274835,-.2524817,.4489675,-.04449677,.002499819,.4074705,.1447395,.1222411, 0.2314832 
27.51,-.0952431,-.01524889,.4099703,.01149917,.00399971,.3137273,.1714876,.152239, 0.1839867 
27.52,-.1219912,.2457322,.09999275,.03524745,-.002999783,.07649446,.1364901,.1189914, 0.1592385 
27.53,-.002749801,.303228,-.2654808,.01999855,-.006999493,-.1957358,.08749366,.04399681, 0.1737374 
27.54,.2084849,.09024346,-.5142127,-.01149917,.01574886,-.2904789,.03274763,-.04299688, 0.1487392 
27.55,.3924716,-.1912361,-.4602166,-.01224911,.06799507,-.166238,-.01674879,-.08799362, 0.08874357 
27.56,.3827223,-.2427324,.01499891,-.005749583,.07424462,.0509963,-.05224621,-.08749366, 0.006499529 
27.57,.1589885,-.04924643,.5112129,.02174842,.04099703,.2227339,-.05674589,-.005249619,-0.05449605 
27.58,-.1527389,.2059851,.5637091,.02049851,-.03774726,.2509818,-.04449677,.09774292,-0.0952431 
27.59,-.3437251,.3262264,.3332258,.002249837,-.09449315,.1417397,-.01049924,.152239,-0.03949714 
27.6,-.2692305,.1212412,.124241,-.009499311,-.09499311,-.01874864,-.007249475,.1004927, 0.07949424 
27.61,-.01349902,-.2562314,-.07124484,-.01749873,-.04674661,-.07599449,-.009749293,.03699732, 0.1222411 
27.62,.1462394,-.4882146,-.13749,-.03099775,.004249692,-.004499674,-.02274835,-.02424824,-0.002749801 
27.63,.1359901,-.3984711,.109742,-.01024926,.02924788,.08649373,-.03349757,-.05674589,-0.1509891 
27.64,-.04624665,-.05349612,.4482175,.02649808,.02499819,.09349322,-.03774726,-.02324831,-0.1817368 
27.65,-.2034853,.3229766,.2994783,.0607456,.03499746,.02974784,-.01574886,.05174625,-0.08374393 
27.66,-.1804869,.5389609,-.3467249,.06924498,.08774364,-.03899717,-.01599884,.08599377,-0.01599884 
27.67,.02649808,.469716,-.6936997,.06699514,.1569886,-.1054924,-.02299833,.05024636,-0.00924933 
27.68,.3212267,.1979856,-.3292261,.04024708,.1689878,-.1802369,-.02124846,.0007499456, 0.006749511 
27.69,.4882146,.006999493,.07874429,.0317477,.1202413,-.1992356,-.003249764,.03024781, 0.06249547 
27.7,.3437251,-.03949714,-.1024926,.03474748,.04174697,-.09824288,.03049779,.09599304, 0.1072422 
27.71,-.04124701,-.1557387,-.4127201,.04774654,-.05599594,.08224404,.08749366,.1424897, 0.1292406 
27.72,-.3799725,-.3512245,-.2337331,.04299688,-.1744874,.1869864,.1169915,.1299906, 0.1982356 
27.73,-.3107275,-.3907217,.2359829,.02324831,-.2424824,.1939859,.1199913,.110242, 0.3012282 
27.74,.04149699,-.2512318,.5072132,-.003499746,-.1642381,.2544816,.1049924,.1034925, 0.3052279 
27.75,.2467321,-.0909934,.5624592,-.01549888,-.007249475,.3747228,.1039925,.09124339, 0.2314832 
27.76,.0924933,.02649808,.634954,-.02874792,.0564959,.385722,.1067423,.06524527, 0.1844866 
27.77,-.1392399,.1877364,.5617093,-.03599739,.007749438,.2779799,.1367401,.05549598, 0.2047352 
27.78,-.1579885,.4039707,.1404898,-.03949714,-.0454967,.1547388,.1424897,.02499819, 0.1984856 
27.79,-.04774654,.5039635,-.303728,-.0344975,-.0399971,.05949569,.1252409,-.03649735, 0.1167415 
27.8,-.006749511,.3734729,-.3472248,-.05399609,-.03324759,-.04699659,.1017426,-.08449388, 0.03049779 
27.81,.006499529,.1159916,-.09774292,-.08449388,-.0744946,-.1304905,.110742,-.08724368,-0.03749728 
27.82,-.002249837,-.1172415,-.01449895,-.1422397,-.1217412,-.123741,.1139917,-.07149482,-0.08099413 
27.83,-.02774799,-.1842366,-.1834867,-.1879864,-.1174915,-.08724368,.09299326,-.02674806,-0.08049417 
27.84,-.1707376,-.1027426,-.3284762,-.1587385,-.08499384,-.1402398,.06999493,.02124846,-0.03224766 
27.85,-.2422324,.04099703,-.3624737,-.04724658,-.06849504,-.2494819,.07224476,.04524672,-0.02824795 
27.86,-.07974422,.1954858,-.2822295,.03099775,-.06424534,-.3069777,.06824505,.0372473,-0.09774292 
27.87,.1409898,.1737374,-.07574451,.02999783,-.02824795,-.2529817,.05674589,.04624665,-0.1294906 
27.88,.1899862,-.04099703,.05274618,-.02824795,.01324904,-.1039925,.04399681,.05424607,-0.09424317 
27.89,.07399464,-.1669879,.01724875,-.04649663,.0164988,.07949424,.0262481,.04649663,-0.06774509 
27.9,-.03574741,-.00399971,.06574523,-.01049924,.007249475,.1994855,-.003249764,.02724802,-0.08224404 
27.91,.01849866,.3434751,.2942287,.01999855,.01599884,.179987,-.02549815,-.005249619,-0.08749366 
27.92,.152239,.5324614,.4242193,-.005249619,.07149482,.03699732,-.04499674,-.02574813,-0.0004999638 
27.93,.3069777,.4164698,.1309905,-.03774726,.1357402,-.08049417,-.02274835,-.04624665, 0.08499384 
27.94,.3432251,.1534889,-.2842294,-.02099848,.1594884,-.05949569,.008999348,-.05974567, 0.06749511 
27.95,.2377328,-.06549525,-.2374828,.01224911,.1472393,.008499384,.003249764,-.02799797, 0.01349902 
27.96,.1902362,-.1224911,.1122419,-.008499384,.08024418,.03499746,-.009499311,.05174625, 0.01574886 
27.97,.2694805,-.04524672,.1349902,-.068995,-.002999783,.0537461,-.00399971,.1122419, 0.02699804 
27.98,.2534816,.07099485,-.192986,-.1027426,-.06424534,.0579958,.00799942,.1189914, 0.0164988 
27.99,.1312405,.1824868,-.3734729,-.1077422,-.1134918,-.03824723,.03549743,.1019926, 0.006749511 
28,.09149337,.1969857,-.1987356,-.1252409,-.1049924,-.1967357,.04799652,.1259909, 0.02999783 
28.01,.2704804,.05049634,.02249837,-.1402398,-.02174842,-.2509818,.01474893,.165988, 0.02749801 
28.02,.3894718,-.2039852,.03499746,-.0952431,.08024418,-.1302406,.005249619,.1694877, 0.01999855 
28.03,.1844866,-.4459677,-.0317477,.01724875,.1209912,.02724802,.01299906,.1719875,-0.007749438 
28.04,-.1774871,-.440968,-.06024563,.06924498,.08899355,.124241,.01324904,.2057351,-0.002499819 
28.05,-.2999783,-.2132345,-.04624665,.008249402,.02299833,.1682378,.0164988,.2124846, 0.08949351 
28.06,-.124741,-.03824723,.04299688,-.06649518,-.02774799,.1764872,.05874574,.1724875, 0.207485 
28.07,.09824288,-.03624737,.1504891,-.05849576,-.01774871,.1772372,.1474893,.124491, 0.2229838 
28.08,.1704876,-.1272408,.2919788,-.0192486,.03524745,.1474893,.2277335,.1022426, 0.1314905 
28.09,.1614883,-.1919861,.4077204,-.0262481,.05899572,.05399609,.2492319,.1037425, 0.03024781 
28.1,.06049562,-.2367328,.2124846,-.04799652,.07774436,-.03274763,.2612311,.1302406, 0.01174915 
28.11,-.1619883,-.2464821,-.3544743,-.02049851,.1032425,-.1069922,.2502319,.1182414,-0.04024708 
28.12,-.4422179,-.2239838,-.7889428,.005749583,.07649446,-.1892363,.2227339,.03024781,-0.09449315 
28.13,-.4802152,-.1549888,-.5999565,.002499819,-.0289979,-.2574813,.1594884,-.08449388,-0.1197413 
28.14,-.13799,-.01449895,-.07924426,-.01849866,-.09974277,-.2192341,.08924353,-.152239,-0.13824 
28.15,.289229,.1704876,.2264836,-.0262481,-.09299326,-.08249402,.04949641,-.1484892,-0.1817368 
28.16,.3232266,.2682306,.2147344,-.006249547,-.08424389,.01624882,.05599594,-.1309905,-0.1397399 
28.17,-.03274763,.2904789,.06674516,.01699877,-.1054924,.03524745,.068995,-.1132418,-0.0509963 
28.18,-.400721,.2852293,-.0744946,.01974857,-.08474386,.1032425,.07474458,-.09199333,-0.02524817 
28.19,-.3984711,.2099848,-.02749801,-.03374755,-.01024926,.165238,.05299616,-.07524455,-0.0607456 
28.2,-.13824,.01774871,.3247265,-.0979929,.0662452,.09874284,.01574886,-.05149627, 0.003249764 
28.21,.1194913,-.1909862,.4102203,-.13824,.1022426,-.03274763,-.02099848,-.02024853, 0.1162416 
28.22,.2254837,-.1307405,-.1259909,-.1199913,.09499311,-.06649518,-.05899572,-.006499529, 0.2094848 
28.23,.2057351,.2044852,-.5392109,-.0607456,.07199478,-.02274835,-.1272408,-.01624882, 0.2259836 
28.24,.1599884,.5234621,-.2559814,.02024853,.068995,.06024563,-.1497391,-.005999565, 0.2362329 
28.25,.1829867,.6991993,.27623,.08224404,.07874429,.1502391,-.1364901,-.0009999275, 0.1892363 
28.26,.2154844,.7184479,.4407181,.0882436,.1212412,.2324831,-.1062423,.01349902, 0.1142417 
28.27,.2567314,.4614666,.2607311,.02424824,.1437396,.2327331,-.0924933,.07799435, 0.03899717 
28.28,.248982,.0179987,.1762372,-.05974567,.09149337,.1277407,-.07349467,.1749873, 0.04124701 
28.29,.1714876,-.2382327,.1309905,-.1014926,-.02049851,-.0509963,-.06099558,.2174842, 0.07199478 
28.3,.06274545,-.193736,-.2107347,-.03224766,-.1049924,-.1837367,-.03499746,.1547388, 0.07324469 
28.31,-.02324831,-.08199406,-.5737084,.1052424,-.1354902,-.2444823,-.02674806,.04624665,-0.0344975 
28.32,-.04099703,-.0882436,-.5202123,.1977357,-.1342403,-.2547315,-.01024926,-.04474676,-0.08474386 
28.33,.09549308,-.1604884,-.2042352,.1722375,-.1619883,-.2219839,-.002249837,-.06274545,-0.03824723 
28.34,.2934787,-.2007354,-.05949569,.08774364,-.1622382,-.08924353,-.007749438,-.01849866, 0.01249909 
28.35,.3394754,-.234233,-.002749801,.03924716,-.1022426,.1262408,-.03324759,.005749583,-0.02999783 
28.36,.1157416,-.2724802,.3457249,.03049779,-.05124629,.2824795,-.01449895,.0427469,-0.05599594 
28.37,-.1447395,-.2312332,.7604449,.03199768,-.0399971,.2352329,.02124846,.09049344,-0.05574596 
28.38,-.2032353,-.1172415,.565209,.06449533,-.02149844,.0924933,.07549453,.1447395,-0.02574813 
28.39,-.1349902,.0007499456,-.2462322,.08024418,.006499529,-.09574306,.1032425,.1644881,-0.04049706 
28.4,-.2022353,-.0192486,-.8611876,.06849504,.04024708,-.2842294,.1042424,.1399899,-0.03674734 
28.41,-.3067278,-.1922361,-.8099413,.06599522,.02974784,-.3752228,.08074415,.1077422,-0.02399826 
28.42,-.3142272,-.2457322,-.399721,.09174335,.02049851,-.2449822,.07124484,.09999275,-0.01274908 
28.43,-.2814796,-.1644881,-.0262481,.1137418,.04949641,.006999493,.05824578,.1279907,-0.03874719 
28.44,-.3367256,-.09599304,.2554815,.1054924,.07874429,.1694877,.0564959,.2104847,-0.02924788 
28.45,-.4574668,-.110242,.4524672,.06874502,.05299616,.1777371,.07699442,.2514818,-0.0009999275 
28.46,-.482465,-.1397399,.5012137,.06649518,.03024781,.1607383,.1364901,.2022353, 0.007749438 
28.47,-.359224,-.08774364,.4327186,.06849504,.03674734,.0924933,.1619883,.152239,-0.04399681 
28.48,-.2544816,.0607456,.2739801,.07524455,.05074632,-.05849576,.1822368,.1547388,-0.0454967 
28.49,-.289979,.2417325,-.2094848,.08499384,.01474893,-.2219839,.1767372,.123741, 0.007499456 
28.5,-.4149699,.3657235,-.8294399,.1197413,-.02999783,-.248982,.1564887,.01874864, 0.03099775 
28.51,-.4542171,.4042207,-1.019926,.1147417,-.04899645,-.1227411,.1212412,-.09499311,-0.05924571 
28.52,-.2799797,.3504746,-.4994638,.06249547,-.05724585,.03949714,.1022426,-.151739,-0.1664879 
28.53,.09174335,.1949859,.3537244,-.006999493,-.09324324,.06699514,.05624592,-.1774871,-0.1989856 
28.54,.4169698,-.02199841,.7344468,-.01674879,-.1014926,-.01399899,.04074705,-.13824,-0.05324614 
28.55,.4917144,-.193236,.3024781,.02299833,-.08699369,-.0799942,.01849866,-.07349467, 0.08524382 
28.56,.3284762,-.207485,-.3009782,.05199623,-.09724295,-.06799507,-.01599884,.01849866, 0.1334903 
28.57,.1044924,-.03274763,-.3127273,.01599884,-.1494892,-.04099703,-.07549453,.07399464, 0.110992 
28.58,.007749438,.1894863,.1032425,-.0344975,-.1479893,-.02699804,-.0924933,.04699659, 0.07599449 
28.59,.08624375,.3264763,.2214839,-.07899427,-.1112419,-.03099775,-.08874357,-.009749293, 0.05049634 
28.6,.1769872,.3482248,-.1419897,-.1127418,-.05749583,-.03799725,-.04649663,-.01524889, 0.08524382 
28.61,.1957358,.317477,-.5037135,-.1402398,-.0537461,-.03124774,-.003499746,.02949786, 0.02999783 
28.62,.1679878,.3257264,-.4759655,-.1227411,-.06249547,.03374755,.02449822,.08774364,-0.1214912 
28.63,.1419897,.3482248,.03124774,-.08099413,-.05124629,-.01999855,-.001999855,.06599522,-0.2697304 
28.64,.1004927,.2934787,.4514673,-.05049634,-.0179987,-.2829795,-.0454967,.02449822,-0.2582313 
28.65,.1677378,.09449315,.1117419,-.09899282,.003749728,-.5437106,-.1182414,-.02049851,-0.1842366 
28.66,.3377255,-.04649663,-.7189479,-.1642381,-.03549743,-.5497102,-.1362401,-.0399971,-0.1767372 
28.67,.4434679,.008499384,-1.084921,-.1777371,-.1369901,-.4152199,-.1154916,-.02299833,-0.2122346 
28.68,.3839722,.2077349,-.6294544,-.1284907,-.1779871,-.2949786,-.06849504,.03674734,-0.1772372 
28.69,.1689878,.469716,-.0509963,-.08599377,-.1464894,-.206485,-.04224694,.04224694,-0.1569886 
28.7,.007499456,.6122056,.06724513,-.07699442,-.09274328,-.08749366,.004499674,.02324831,-0.1329904 
28.71,.01874864,.4442178,-.02374828,-.09624302,-.08924353,.0002499819,.04024708,-.007249475,-0.06924498 
28.72,.1349902,-.09074342,.06024563,-.1082422,-.1127418,.06799507,.09149337,-.0109992, 0.02574813 
28.73,.2917289,-.6921998,.3112274,-.1302406,-.0952431,.1732374,.1289907,-.0109992, 0.05849576 
28.74,.3477248,-.9914281,.5184624,-.1132418,.002249837,.3122274,.1412398,-.02924788, 0.02224839 
28.75,.1907362,-.8336896,.6737012,-.06449533,.1032425,.3609738,.123991,-.02174842,-0.0234983 
28.76,-.08749366,-.2939787,.6174552,-.01699877,.1307405,.2729802,.1419897,.04024708, 0.0207485 
28.77,-.2554815,.2799797,.1044924,-.0192486,.1117419,.1322404,.1527389,.13749, 0.08724368 
28.78,-.2174842,.5404608,-.4932142,-.0634954,.1314905,.03824723,.1564887,.2182342, 0.0909934 
28.79,-.1202413,.4839649,-.6084559,-.0744946,.1854866,-.06049562,.1297406,.1997355,-0.004999638 
28.8,-.1014926,.3754728,-.289729,-.0179987,.206485,-.2332331,.1149917,.1559887,-0.1019926 
28.81,-.1404898,.303728,-.09324324,.01074922,.151989,-.4352185,.1144917,.1339903,-0.1464894 
28.82,-.1599884,-.005999565,-.3002282,-.01249909,.1159916,-.4577168,.1549888,.1144917,-0.1352402 
28.83,-.220234,-.5992066,-.5539598,-.09599304,.1067423,-.2587312,.1669879,.05249619,-0.1484892 
28.84,-.2954786,-1.057173,-.3627237,-.1209912,.08199406,-.05049634,.1319904,-.001249909,-0.1462394 
28.85,-.2294834,-.9281827,.2012354,-.06524527,.01049924,.002499819,.05349612,-.02749801,-0.08974349 
28.86,.02224839,-.2644808,.4762155,.02574813,.002749801,-.008749366,-.001999855,.005749583,-0.001999855 
28.87,.2807297,.4354684,.1634881,.07599449,.08224404,-.02199841,-.04849648,.04799652, 0.05599594 
28.88,.3194768,.6664517,-.3769727,.06724513,.1474893,-.02824795,-.07524455,.05549598, 0.1089921 
28.89,.1889863,.4034708,-.4977139,.03474748,.09899282,-.008749366,-.08874357,-.01849866, 0.1479893 
28.9,.1202413,.05074632,-.03324759,.01849866,-.01724875,.08774364,-.08224404,-.08799362, 0.2279835 
28.91,.2144845,-.2147344,.5007137,-.0007499456,-.07274473,.2444823,-.09399319,-.08099413, 0.3267263 
28.92,.3464749,-.4364684,.6374538,-.009999275,-.04849648,.4444678,-.07849431,-.00924933, 0.3934715 
28.93,.2842294,-.5547098,.4947141,-.03324759,-.03549743,.5764582,-.01399899,.02599812, 0.358474 
28.94,.08174407,-.4377183,.4304688,-.05299616,-.05324614,.5774581,.05749583,.05024636, 0.2679806 
28.95,-.08199406,-.1064923,.5029635,-.05424607,-.06499529,.4187196,.04949641,.09149337, 0.2017354 
28.96,-.05424607,.2162343,.4794652,-.02799797,-.03049779,.1399899,-.0009999275,.1014926, 0.2034853 
28.97,.0952431,.4854648,.09899282,.0289979,-.004749656,-.1327404,-.06124556,.03074777, 0.1754873 
28.98,.1967357,.6787008,-.483465,.09624302,-.0207485,-.2694805,-.06049562,-.05974567, 0.06199551 
28.99,.1127418,.6549525,-.8041917,.09724295,-.04374683,-.2582313,-.0564959,-.123491,-0.07049489 
29,-.04999638,.4162198,-.6104558,.0427469,-.02949786,-.1429896,-.05874574,-.123991,-0.1092421 
29.01,-.1717376,.0854938,-.1164916,-.01624882,-.008499384,-.006749511,-.07599449,-.1129918,-0.1227411 
29.02,-.1864865,-.2194841,.3047279,.009999275,.01024926,.04999638,-.08149409,-.1137418,-0.1692377 
29.03,-.06549525,-.3904717,.5122129,.05724585,.01874864,-.001749873,-.06274545,-.1064923,-0.1864865 
29.04,.09274328,-.4219694,.4722158,.06099558,.06049562,-.1034925,-.03299761,-.05874574,-0.1444895 
29.05,.1019926,-.3749728,.1119919,.00799942,.09074342,-.1647381,-.01724875,-.03649735,-0.08799362 
29.06,-.0482465,-.2597312,-.3347257,-.02174842,.1052424,-.178987,-.02774799,-.0717448,-0.06474531 
29.07,-.2944787,-.1134918,-.4769654,.02599812,.1089921,-.2284834,-.08324397,-.1219912,-0.05124629 
29.08,-.4037207,.04349685,-.3264763,.1202413,.1212412,-.2329831,-.124491,-.1182414,-0.01499891 
29.09,-.1942359,.1079922,-.2432324,.1579885,.165738,-.110492,-.1337403,-.0772444, 0.05149627 
29.1,.1209912,.02949786,-.2647308,.1499891,.2257336,.09624302,-.08949351,-.003749728, 0.1049924 
29.11,.1854866,-.1032425,-.151489,.1674879,.2224839,.2784798,-.03349757,.0109992, 0.1229911 
29.12,.03074777,-.1764872,.2594812,.2359829,.1569886,.3399754,.02749801,.02274835, 0.151489 
29.13,-.1724875,-.1259909,.7301971,.2592312,.06849504,.2874792,.06124556,.06149554, 0.179487 
29.14,-.330476,-.01249909,.7836932,.2509818,.02799797,.2514818,.1067423,.1044924, 0.1744874 
29.15,-.5462104,.03199768,.3574741,.2139845,.02499819,.2364829,.1389899,.1087421, 0.1082422 
29.16,-.6692015,-.02449822,-.1197413,.1827368,-.03674734,.1074922,.1417397,.09224331, 0.09924281 
29.17,-.5714586,-.06599522,-.3647236,.1677378,-.1182414,-.06099558,.09474313,.07899427, 0.1767372 
29.18,-.3119774,-.005249619,-.3679733,.1694877,-.1174915,-.07899427,.02149844,.09949279, 0.1972357 
29.19,-.1304905,.05124629,-.1112419,.1742374,-.06024563,.03474748,-.01299906,.1077422, 0.1217412 
29.2,-.1232411,-.01549888,.3007282,.1597384,-.04224694,.1164916,-.01024926,.05124629, 0.05874574 
29.21,-.1824868,-.1267408,.4509673,.1202413,-.07924426,.1502391,-.03224766,-.05199623, 0.07974422 
29.22,-.1509891,-.1684878,.1507391,.07374465,-.09274328,.1629882,-.05699587,-.1039925, 0.09299326 
29.23,-.07699442,-.1782371,-.1039925,.03874719,-.08949351,.1407398,-.06424534,-.05874574, 0.0372473 
29.24,-.05474603,-.1569886,-.006249547,.04099703,-.0744946,.03049779,-.04449677,.02224839,-0.04099703 
29.25,-.09049344,-.04774654,.1119919,.01624882,-.06224549,-.1387399,-.01199913,.05249619,-0.09374321 
29.26,-.0744946,.04874647,-.1439896,-.02749801,-.03199768,-.2834795,-.02249837,.04324687,-0.151739 
29.27,.006499529,-.02299833,-.6032063,-.02599812,.0234983,-.3794725,-.06299543,.02749801,-0.1972357 
29.28,.06099558,-.2059851,-.8131911,.005499601,.04299688,-.4627165,-.0979929,.01449895,-0.2509818 
29.29,.08674371,-.2532316,-.6929498,.04874647,-.004499674,-.5284617,-.09624302,-.006499529,-0.3137273 
29.3,.0924933,-.1272408,-.4022208,.1049924,-.0634954,-.5592095,-.07074487,-.04624665,-0.3562242 
29.31,.02724802,-.04899645,-.1757373,.1279907,-.04024708,-.5042135,-.06649518,-.07699442,-0.3064778 
29.32,-.0454967,-.1324904,-.09624302,.1164916,.05924571,-.3289762,-.06374538,-.055246,-0.2782298 
29.33,-.02974784,-.1482393,-.08049417,.08974349,.1152416,-.09499311,-.03849721,-.0317477,-0.2709804 
29.34,.09924281,.1002427,.1694877,.08024418,.1177415,.03199768,-.00799942,-.01999855,-0.2429824 
29.35,.179487,.4614666,.4314687,.09974277,.1534889,.01949859,.003749728,-.01324904,-0.1454895 
29.36,.166238,.6662017,.2412325,.1069922,.1842366,-.01624882,.005749583,-.005249619,-0.04474676 
29.37,.09774292,.565209,-.1487392,.07149482,.1679878,.0002499819,.01424897,-.02174842, 0.03749728 
29.38,.05474603,.2407326,-.2999783,.02924788,.1137418,.07799435,.0179987,-.0164988, 0.07324469 
29.39,.04349685,-.05274618,-.1574886,-.008499384,.05149627,.1709876,.013749,.03499746, 0.07249475 
29.4,.0262481,-.2559814,.08649373,-.07249475,.02974784,.1762372,-.0234983,.06549525, 0.1389899 
29.41,-.06424534,-.3979712,.2114847,-.1229911,.04524672,.1349902,-.05349612,.03149772, 0.2982284 
29.42,-.07424462,-.3767227,.03624737,-.1287407,.02874792,.1867365,-.04574668,-.01774871, 0.4199696 
29.43,.01024926,-.08199406,-.1409898,-.124491,-.05249619,.3259764,-.02724802,-.02549815, 0.4499674 
29.44,.09424317,.2504818,.09349322,-.13774,-.1182414,.3914716,-.01599884,.009499311, 0.4337186 
29.45,.07149482,.3427252,.5477103,-.1572386,-.1224911,.386222,.009999275,.04849648, 0.4287189 
29.46,-.04799652,.2357329,.6897,-.1664879,-.1179914,.3882219,.04299688,.03249764, 0.3872219 
29.47,-.1457394,.1484892,.3922216,-.1589885,-.1562387,.372223,.06649518,-.009999275, 0.3239765 
29.48,-.09699297,.03049779,.06149554,-.1389899,-.2259836,.3047279,.08924353,.002499819, 0.2109847 
29.49,.01299906,-.1809869,-.03074777,-.123491,-.2747301,.2059851,.1254909,.04074705, 0.06749511 
29.5,.05974567,-.3359756,.08124411,-.124241,-.2682306,.08124411,.1352402,.05749583,-0.0882436 
29.51,-.002249837,-.2862293,.1809869,-.1127418,-.2372328,-.1027426,.1147417,.08999348,-0.2194841 
29.52,.0234983,-.0262481,.109992,-.0882436,-.1912361,-.372223,.07949424,.123491,-0.3344758 
29.53,.1637381,.2829795,-.1157416,-.07549453,-.1064923,-.6297044,.06649518,.1504891,-0.3897218 
29.54,.3459749,.4227194,-.5149627,-.06424534,.01174915,-.7751938,.08724368,.1604884,-0.4589667 
29.55,.4117202,.4039707,-.9691797,-.04174697,.1414897,-.772694,.1087421,.1464894,-0.5907072 
29.56,.3302261,.3434751,-1.10117,-.02049851,.2084849,-.7386965,.1157416,.09774292,-0.7249475 
29.57,.1434896,.220484,-.8646873,-.01124918,.2234838,-.7456959,.13849,.04399681,-0.7054489 
29.58,.05249619,-.002249837,-.6857003,-.004999638,.2152344,-.7279472,.1472393,.04374683,-0.6014564 
29.59,.1167415,-.303228,-.68995,-.01274908,.1942359,-.5859575,.1252409,.0509963,-0.4744656 
29.6,.1997355,-.5624592,-.5439606,-.02799797,.1614883,-.3914716,.07974422,.02874792,-0.3319759 
29.61,.1839867,-.5969567,-.1709876,-.02124846,.124241,-.2019854,.03524745,.01399899,-0.1724875 
29.62,.1504891,-.3082277,.2009854,-.009749293,.08574378,-.03324759,-.01474893,.01899862,-0.06549525 
29.63,.09624302,.04974639,.3237265,.01149917,.08174407,.1577386,-.01974857,.0579958, 0.04074705 
29.64,.05049634,.2232338,.2847294,-.01899862,.05549598,.3049779,.01049924,.09299326, 0.09374321 
29.65,-.01299906,.2127346,.3144772,-.08899355,-.01399899,.3517245,.05549598,.1302406, 0.1429896 
29.66,-.07849431,.1669879,.3119774,-.1579885,-.08249402,.3154771,.04974639,.1167415, 0.2087349 
29.67,-.1144917,.1304905,.1624882,-.1619883,-.1027426,.2417325,.03799725,.02999783, 0.2954786 
29.68,-.1127418,.03224766,.01349902,-.1422397,-.08199406,.1707376,.0234983,-.06374538, 0.344225 
29.69,-.1442395,-.06399536,.0109992,-.13749,-.05924571,.1664879,.01424897,-.152239, 0.3794725 
29.7,-.1589885,-.07124484,.1622382,-.1462394,-.06649518,.2184842,-.02799797,-.2274835, 0.4244692 
29.71,-.1347402,.03899717,.3687233,-.1199913,-.08599377,.3319759,-.07399464,-.2027353, 0.4937142 
29.72,-.08624375,.2504818,.4939642,-.09049344,-.1007427,.4897145,-.0854938,-.1072422, 0.4812151 
29.73,-.004749656,.4644663,.5962068,-.08624375,-.1592385,.6247047,-.02024853,.01499891, 0.41397 
29.74,.1834867,.5717086,.6867002,-.07774436,-.2534816,.6362039,.082744,.1112419, 0.3462249 
29.75,.3737229,.4999638,.5827078,-.05499601,-.3119774,.5189624,.1779871,.1887363, 0.3124774 
29.76,.4914644,.2639809,.1974857,-.04924643,-.3077277,.3054779,.2219839,.2394826, 0.206485 
29.77,.5217122,-.1129918,-.2124846,-.05274618,-.2552315,.04124701,.2362329,.2289834, 0.1467394 
29.78,.4359684,-.4252192,-.3059778,-.08124411,-.1712376,-.2454822,.1947359,.1389899, 0.1579885 
29.79,.2749801,-.4569669,-.3349757,-.0882436,-.02374828,-.3909717,.13849,.0427469, 0.1914861 
29.8,.09124339,-.2412325,-.4564669,-.07024491,.1219912,-.2847294,.0662452,-.03149772, 0.09649301 
29.81,-.1969857,.01474893,-.27648,-.03624737,.1994855,.01024926,.00799942,-.07524455,-0.07299471 
29.82,-.400221,.2052351,.4127201,-.01074922,.1539888,.2114847,-.01774871,-.08774364,-0.2009854 
29.83,-.3074777,.4609666,.8206905,.00399971,.04374683,.2049851,.01074922,-.05174625,-0.2089849 
29.84,-.07024491,.7419462,.4222194,.008999348,-.0509963,.02499819,.06224549,.01549888,-0.1634881 
29.85,.068995,.717698,-.2377328,.002999783,-.06374538,-.2077349,.1134918,.09199333,-0.08774364 
29.86,.05874574,.3047279,-.5467104,-.01949859,-.03749728,-.317727,.1367401,.1192414,-0.08049417 
29.87,-.04224694,-.151489,-.4352185,-.0399971,.008749366,-.2364829,.1487392,.1052424,-0.08474386 
29.88,-.1507391,-.4037207,-.1767372,-.03124774,.0564959,-.09924281,.1079922,.0564959,-0.003249764 
29.89,-.2589812,-.5014637,.02374828,.03824723,.1572386,.07774436,.05399609,.04374683, 0.1114919 
29.9,-.3264763,-.4599667,.1952358,.1279907,.2174842,.3139772,.007499456,.02999783, 0.1214912 
29.91,-.2939787,-.234233,.5627092,.1714876,.1847366,.455717,.01699877,.04199696, 0.1419897 
29.92,-.1569886,.1324904,.9349322,.1587385,.09149337,.4009709,.01599884,.08699369, 0.1752373 
29.93,.02324831,.400471,.7934425,.1254909,.03699732,.2919788,.01124918,.1289907, 0.1984856 
29.94,.1194913,.3562242,.2267336,.07549453,.01499891,.1544888,-.01499891,.1557387, 0.1159916 
