地点名:佃大橋　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:51,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
1.42,-0.04449677,0.6467031,0.4869647
1.43,0.04324687,0.7879429,0.03349757
1.44,0.1984856,0.8996848,-0.4512173
1.45,0.4344685,0.8799362,-0.5327114
1.46,0.4699659,0.7244475,-0.3074777
1.47,0.3887218,0.6964495,-0.4362184
1.48,0.5179625,0.6744511,-0.7619448
1.49,0.68995,0.5074632,-0.6237048
1.5,0.6931998,0.1874864,-0.2269835
1.51,0.5754583,-0.110492,0.08149409
1.52,0.3577241,-0.2147344,0.5584595
1.53,0.1909862,-0.3079777,1.10842
1.54,0.1037425,-0.4297189,0.9736794
1.55,0.2124846,-0.5597094,0.109742
1.56,0.4397181,-0.7289472,-0.8189406
1.57,0.4504673,-0.676451,-1.10217
1.58,0.1447395,-0.4059706,-0.5049634
1.59,-0.0854938,-0.1179914,0.2554815
1.6,-0.1349902,0.1489892,0.3349757
1.61,-0.124741,0.3299761,0.08399391
1.62,-0.1972357,0.3679733,0.1324904
1.63,-0.1669879,0.4247192,0.5674589
1.64,-0.1754873,0.3492247,1.09867
1.65,-0.400471,0.1984856,1.352152
1.66,-0.7136983,0.07249475,1.387899
1.67,-0.8324397,0.02224839,1.211162
1.68,-0.7071987,0.04524672,0.7049489
1.69,-0.317477,-0.06999493,0.09474313
1.7,0.2007354,-0.1472393,-0.4102203
1.71,0.5159626,-0.1954858,-0.5167125
1.72,0.3837222,-0.3824723,0.1367401
1.73,-0.05999565,-0.5404608,0.855938
1.74,-0.469216,-0.5059633,0.8511883
1.75,-0.5059633,-0.4394681,0.6014564
1.76,-0.3154771,-0.5474603,0.5062133
1.77,-0.248982,-0.676201,0.3662235
1.78,-0.428219,-0.5949569,-0.03974712
1.79,-0.607706,-0.4059706,-0.4847149
1.8,-0.7254474,-0.3399754,-0.3889718
1.81,-0.8366894,-0.2942287,-0.01774871
1.82,-0.8891855,-0.02674806,-0.165238
1.83,-0.7551953,0.2554815,-0.3617238
1.84,-0.6012064,0.3544743,-0.2062351
1.85,-0.4579668,0.4124701,0.06924498
1.86,-0.2669806,0.4582168,0.344475
1.87,-0.02574813,0.3464749,0.7644446
1.88,0.02249837,0.1624882,0.9731795
1.89,0.1432396,0.2044852,0.8859358
1.9,0.4589667,0.2187341,0.8399391
1.91,0.6324542,0.0924933,0.9779291
1.92,0.5717086,0.1409898,1.256909
1.93,0.3459749,0.3677233,1.623132
1.94,0.07674444,0.4994638,1.708376
1.95,0.006499529,0.5914571,1.297406
1.96,0.05974567,0.6512028,0.771944
1.97,0.1432396,0.6159554,0.469466
1.98,0.1064923,0.5159626,0.1212412
1.99,0.1539888,0.5754583,-0.4084704
2,0.2304833,0.6014564,-0.8791863
2.01,0.1357402,0.4934642,-1.028175
2.02,-0.03274763,0.3747228,-0.9471813
2.03,-0.09349322,0.2277335,-0.786943
2.04,0.06449533,-0.04924643,-0.9069343
2.05,0.4952141,-0.2604811,-1.442395
2.06,0.9891783,-0.317477,-1.746373
2.07,1.162666,-0.3574741,-1.313155
2.08,0.855438,-0.3834722,-0.6939497
2.09,0.4499674,-0.3574741,-0.5324614
2.1,0.27573,-0.3514745,-0.5809579
2.11,0.1187414,-0.1914861,-0.6562024
2.12,-0.1632382,0.2864792,-0.5502101
2.13,-0.4847149,0.8879356,-0.2024853
2.14,-0.6257046,1.38565,0.03299761
2.15,-0.6309543,1.701877,0.3672234
2.16,-0.7049489,1.78912,0.979929
2.17,-0.635204,1.881864,1.211662
2.18,-0.3687233,2.000105,0.7606949
2.19,-0.1289907,1.919111,0.4252192
2.2,-0.09824288,1.782871,0.5269618
2.21,-0.1647381,1.664129,0.5569596
2.22,-0.1509891,1.418147,0.2587312
2.23,-0.09124339,1.10617,-0.1482393
2.24,-0.1647381,0.8464386,-0.4437178
2.25,-0.1732374,0.7474458,-0.4782153
2.26,-0.1302406,0.6639519,-0.1944859
2.27,-0.05724585,0.4982139,0.03024781
2.28,0.08099413,0.4307188,-0.165238
2.29,0.2119846,0.3964713,-0.2867292
2.3,0.1959858,0.06274545,0.07024491
2.31,0.1212412,-0.3654735,0.4542171
2.32,0.2527317,-0.6837004,0.4492174
2.33,0.5037135,-0.9479313,0.1207412
2.34,0.6772009,-1.276157,-0.1472393
2.35,0.7121984,-1.601134,0.1022426
2.36,0.4477175,-1.79212,0.4627165
2.37,0.2459822,-1.744124,0.3072277
2.38,0.3709731,-1.623882,-0.07624447
2.39,0.4812151,-1.478643,-0.1269908
2.4,0.3902217,-1.3754,0.1309905
2.41,0.2234838,-1.193913,0.2634809
2.42,0.1004927,-0.951431,0.2464821
2.43,0.0882436,-0.7806934,0.2634809
2.44,0.1314905,-0.5337113,0.2577313
2.45,0.03199768,-0.2447323,0.3757228
2.46,-0.1497391,-0.04599667,0.5444605
2.47,-0.07474458,0.1979856,0.5189624
2.48,0.09374321,0.4252192,0.6179552
2.49,0.1129918,0.55196,0.7389464
2.5,0.1762372,0.6329541,0.6179552
2.51,0.2464821,0.6179552,0.6324542
2.52,0.2449822,0.4237193,0.7841932
2.53,0.3147272,0.2709804,0.8031918
2.54,0.3917216,0.1697377,0.7931925
2.55,0.2639809,0.08149409,0.9709296
2.56,-0.082744,0.1464894,1.085921
2.57,-0.2919788,0.3262264,0.7846931
2.58,-0.2157344,0.386472,0.3642236
2.59,-0.1077422,0.3157271,0.3604739
2.6,-0.1552387,0.2527317,0.579708
2.61,-0.2679806,0.2979784,0.6009564
2.62,-0.3122274,0.1952358,0.5882074
2.63,-0.2397326,-0.1062423,0.5839577
2.64,-0.1529889,-0.3472248,0.2054851
2.65,0.1324904,-0.4352185,-0.3192269
2.66,0.4934642,-0.3717231,-0.6964495
2.67,0.8031918,-0.124241,-0.759445
2.68,0.8699369,0.1867365,-0.6007065
2.69,0.82769,0.4784653,-0.5814579
2.7,0.7096986,0.6522027,-0.7434461
2.71,0.4599667,0.7079487,-0.9914281
2.72,0.2577313,0.8321897,-1.3764
2.73,0.1489892,1.005677,-1.65488
2.74,0.1767372,1.029425,-1.492392
2.75,0.1004927,1.012927,-0.9074342
2.76,-0.2217339,0.9726795,-0.1812369
2.77,-0.5884573,0.8096913,0.3802224
2.78,-0.8386892,0.4669662,0.5312115
2.79,-0.7566952,0.06174552,0.3844721
2.8,-0.5032135,-0.2942287,-0.01524889
2.81,-0.2939787,-0.4719658,-0.5667089
2.82,-0.1562387,-0.6402036,-1.001177
2.83,0.01024926,-0.9856786,-1.10442
2.84,0.1997355,-1.258159,-0.9649301
2.85,0.317227,-1.297156,-0.7774436
2.86,0.3794725,-1.270908,-0.5694587
2.87,0.4669662,-1.322654,-0.4219694
2.88,0.5632092,-1.479143,-0.3277262
2.89,0.482215,-1.596134,-0.2574813
2.9,0.3102275,-1.528639,-0.3489747
2.91,0.2214839,-1.24166,-0.6412035
2.92,0.1192414,-0.8636874,-0.7576951
2.93,-0.1142417,-0.4677161,-0.2269835
2.94,-0.4464676,-0.1157416,0.5164626
2.95,-0.5012137,0.0924933,0.9086841
2.96,-0.220734,0.1827368,1.043424
2.97,-0.1124918,0.2694805,0.9879284
2.98,-0.1062423,0.2874792,0.8526882
2.99,-0.03324759,0.1027426,0.7809434
3,0.08899355,-0.1779871,0.5754583
3.01,0.2907289,-0.2904789,0.13849
3.02,0.3379755,-0.3229766,0.02974784
3.03,0.04849648,-0.510213,0.7244475
3.04,-0.3957213,-0.6906999,1.474143
3.05,-0.6092058,-0.7296971,1.542888
3.06,-0.6474531,-0.702949,1.287157
3.07,-0.8471886,-0.5149627,1.221661
3.08,-1.259159,-0.1354902,1.403148
3.09,-1.721875,0.2299833,1.545388
3.1,-2.026853,0.3837222,1.498141
3.11,-2.056101,0.41372,1.202163
3.12,-1.832617,0.4034708,0.8564379
3.13,-1.503141,0.4914644,0.5414608
3.14,-1.121419,0.5447105,0.1527389
3.15,-0.8489385,0.509963,0.09899282
3.16,-0.8509383,0.3487247,0.5622092
3.17,-1.10392,0.03624737,0.8069415
3.18,-1.014426,-0.3474748,0.2692305
3.19,-0.5729585,-0.7571951,-0.564959
3.2,-0.3852221,-1.004677,-1.081422
3.21,-0.3637236,-0.8891855,-1.116669
3.22,-0.4197196,-0.6902,-0.9366821
3.23,-0.4714658,-0.6119556,-0.9314325
3.24,-0.3022281,-0.5587095,-1.145417
3.25,-0.06799507,-0.4309688,-1.191664
3.26,0.1249909,-0.4432179,-0.8066915
3.27,0.2442323,-0.4544671,-0.2222339
3.28,0.2667307,-0.3154771,0.03349757
3.29,0.3104775,-0.2047352,-0.1854866
3.3,0.4987139,-0.2244837,-0.385722
3.31,0.5844576,-0.3254764,-0.2402326
3.32,0.2687305,-0.3239765,0.1064923
3.33,-0.1619883,-0.2184842,0.3227266
3.34,-0.06574523,-0.1637381,0.2714803
3.35,0.317727,-0.1132418,-0.08074415
3.36,0.5439606,-0.03099775,-0.6642019
3.37,0.6217049,0.01549888,-1.144167
3.38,0.5334613,0.1074922,-1.355152
3.39,0.4529672,0.1172415,-1.250659
3.4,0.4222194,-0.07649446,-1.033425
3.41,0.3614738,-0.4054706,-1.10592
3.42,0.3157271,-0.606706,-1.120419
3.43,0.2049851,-0.5687088,-0.6129556
3.44,0.02674806,-0.3019781,0.289479
3.45,-0.2194841,-0.1052424,0.8426889
3.46,-0.2429824,-0.1339903,0.6022063
3.47,0.04749656,-0.317477,-0.13799
3.48,0.3594739,-0.5304615,-0.6949496
3.49,0.4339685,-0.5752083,-0.6337041
3.5,0.2332331,-0.4564669,-0.03224766
3.51,-0.06049562,-0.27548,0.5882074
3.52,-0.1002427,-0.082744,0.5739584
3.53,0.110242,0.07774436,0.2162343
3.54,0.1164916,0.317727,0.2444823
3.55,-0.08449388,0.633954,0.4302188
3.56,-0.01449895,0.7799435,0.3204768
3.57,0.2884791,0.6777009,0.05124629
3.58,0.5269618,0.4157199,-0.1717376
3.59,0.6824505,0.03499746,-0.2947286
3.6,0.8096913,-0.3062278,-0.4229693
3.61,0.9731795,-0.4819651,-0.7646946
3.62,1.204163,-0.4564669,-1.23491
3.63,1.158416,-0.2287334,-1.312905
3.64,0.6062061,0.1404898,-0.9064343
3.65,-0.02574813,0.5037135,-0.5017136
3.66,-0.3362256,0.6889501,-0.3409753
3.67,-0.5394609,0.7334468,-0.3792225
3.68,-0.6614521,0.7569451,-0.4377183
3.69,-0.7561952,0.7921926,-0.3249764
3.7,-0.9551808,0.8656873,-0.05149627
3.71,-1.259159,0.9331824,0.2197341
3.72,-1.476893,0.9331824,0.2799797
3.73,-1.571636,0.9086841,0.02649808
3.74,-1.51589,0.8601876,-0.4782153
3.75,-1.211412,0.7831932,-0.9366821
3.76,-0.8424389,0.6819506,-0.9724295
3.77,-0.5554597,0.4322187,-0.7296971
3.78,-0.06574523,0.04149699,-0.7994421
3.79,0.5882074,-0.372223,-1.263408
3.8,0.9219332,-0.6544526,-1.535639
3.81,0.854938,-0.7661945,-1.197913
3.82,0.5782081,-0.7519455,-0.455467
3.83,0.2767299,-0.7741939,0.110242
3.84,0.2922288,-0.9579306,0.1734874
3.85,0.3902217,-1.082422,-0.02149844
3.86,0.1974857,-0.9394319,-0.03049779
3.87,-0.07574451,-0.6337041,0.2234838
3.88,-0.09724295,-0.3782226,0.4844649
3.89,-0.05024636,-0.1009927,0.4764655
3.9,-0.1717376,0.2454822,0.3349757
3.91,-0.3734729,0.5414608,0.234733
3.92,-0.5569596,0.703699,0.055246
3.93,-0.5357112,0.6787008,-0.4074705
3.94,-0.08499384,0.5322114,-0.8199406
3.95,0.4289689,0.4072205,-0.8919353
3.96,0.7064488,0.3737229,-0.800442
3.97,0.7574451,0.2129846,-0.7086986
3.98,0.6739511,-0.07374465,-0.5487102
3.99,0.6149554,-0.2877291,-0.2009854
4,0.6429534,-0.4974639,0.1622382
4.01,0.5972067,-0.7419462,0.4599667
4.02,0.4514673,-0.9361821,0.4992138
4.03,0.3269763,-1.081422,0.4364684
4.04,0.3359756,-1.252409,0.7744439
4.05,0.3219767,-1.352902,1.37815
4.06,0.2284834,-1.317904,1.719375
4.07,0.1069922,-1.251159,1.783871
4.08,0.002749801,-1.249659,1.812619
4.09,-0.1157416,-1.282657,1.996355
4.1,-0.2537316,-1.127668,2.093598
4.11,-0.4202195,-0.7736939,1.913361
4.12,-0.5767082,-0.3409753,1.526139
4.13,-0.6119556,0.002749801,1.337403
4.14,-0.7509456,0.2412325,1.540638
4.15,-0.9004347,0.4024708,1.558637
4.16,-0.7381965,0.482715,0.9306825
4.17,-0.3349757,0.4359684,0.2107347
4.18,-0.02149844,0.4169698,0.1069922
4.19,0.04849648,0.3689733,0.2242337
4.2,0.1432396,0.2239838,-0.1222411
4.21,0.4359684,-0.02999783,-1.045674
4.22,0.8954351,-0.2099848,-1.967357
4.23,1.10792,-0.2977284,-1.972607
4.24,0.676201,-0.2232338,-1.185164
4.25,0.1827368,-0.06524527,-0.8856858
4.26,0.3529744,0.003249764,-1.354652
4.27,0.6637019,-0.06724513,-1.65213
4.28,0.7549453,-0.1254909,-1.339153
4.29,0.8601876,-0.1444895,-0.6689515
4.3,0.9199333,-0.2387327,-0.2104847
4.31,0.841189,-0.2977284,-0.1214912
4.32,0.7129483,-0.2712303,-0.01674879
4.33,0.5264618,-0.2919788,0.4759655
4.34,0.1704876,-0.2392327,0.8149409
4.35,-0.2292334,-0.04224694,0.3699732
4.36,-0.3682233,0.2577313,-0.2397326
4.37,-0.4952141,0.6249547,-0.317977
4.38,-0.6082059,0.9741794,-0.4297189
4.39,-0.6714513,1.119419,-0.9681798
4.4,-0.7679443,0.9549308,-1.263908
4.41,-0.8146909,0.5484602,-1.113919
4.42,-0.8264401,0.1499891,-0.8876857
4.43,-0.9564307,-0.1019926,-0.4027208
4.44,-1.207162,-0.03849721,0.1539888
4.45,-1.329404,0.2469821,0.1989856
4.46,-1.278407,0.468966,0.09624302
4.47,-1.181414,0.5754583,0.2054851
4.48,-0.9466814,0.5777081,0.164988
4.49,-0.6474531,0.4854648,-0.2302333
4.5,-0.3159771,0.2869792,-0.2924788
4.51,-0.01674879,-0.03749728,0.399721
4.52,0.0164988,-0.4714658,1.327154
4.53,-0.1497391,-0.8914354,1.741374
4.54,0.07774436,-1.067173,1.422897
4.55,0.6377038,-1.10217,1.23666
4.56,0.7456959,-1.190664,1.594884
4.57,0.5202123,-1.272158,1.665629
4.58,0.564959,-1.303406,1.077422
4.59,0.82769,-1.24441,0.4382182
4.6,0.96618,-0.9404318,-0.01949859
4.61,0.8326896,-0.5447105,-0.192486
4.62,0.647953,-0.303728,-0.13749
4.63,0.5202123,-0.1297406,-0.3014781
4.64,0.3752228,0.08524382,-0.8116912
4.65,0.110242,0.2032353,-1.126668
4.66,-0.1269908,0.2997283,-1.24741
4.67,-0.1259909,0.262481,-1.325154
4.68,-0.0799942,-0.1327404,-1.173665
4.69,-0.1072422,-0.4084704,-0.7056988
4.7,-0.05024636,-0.468716,-0.04399681
4.71,-0.08449388,-0.6709514,0.593707
4.72,-0.1094921,-1.030925,0.9269328
4.73,0.01549888,-1.280157,1.140417
4.74,0.1309905,-1.454645,1.3729
4.75,0.2149844,-1.715876,1.481393
4.76,0.2859793,-1.813369,1.24566
4.77,0.2982284,-1.637631,0.497214
4.78,0.3732229,-1.435896,-0.3324759
4.79,0.5434606,-1.208162,-0.7279472
4.8,0.633954,-0.8439388,-0.7129483
4.81,0.3472248,-0.3772227,-0.5037135
4.82,-0.1434896,0.02399826,-0.316977
4.83,-0.4799652,0.3422252,-0.3367256
4.84,-0.5272118,0.592957,-0.4207195
4.85,-0.5289617,0.7116984,-0.3104775
4.86,-0.5747083,0.8521882,0.06824505
4.87,-0.676451,0.9459314,0.6184552
4.88,-0.7236975,0.8949351,1.000927
4.89,-0.6929498,0.786693,0.8649373
4.9,-0.5767082,0.7824433,0.5307115
4.91,-0.5992066,0.8991848,0.6062061
4.92,-0.6926998,1.089671,1.008927
4.93,-0.7321969,1.24366,1.390399
4.94,-0.7104485,1.068423,1.65088
4.95,-0.5634592,0.675951,1.861115
4.96,-0.41447,0.4179697,1.761622
4.97,-0.1129918,0.1814868,1.047674
4.98,0.4674661,-0.08049417,0.09374321
4.99,0.7704442,-0.3052279,-0.4032208
5,0.5499601,-0.4319687,-0.5077132
5.01,0.2747301,-0.5502101,-0.7141982
5.02,0.2879791,-0.6322042,-0.9414318
5.03,0.3257264,-0.4664662,-0.9724295
5.04,0.3097275,-0.1082422,-0.8499384
5.05,0.3672234,0.2737302,-0.6082059
5.06,0.3562242,0.5532099,-0.4187196
5.07,0.1729875,0.6457032,-0.3437251
5.08,-0.248982,0.6857003,0.03099775
5.09,-0.7491957,0.7874429,0.6014564
5.1,-0.772194,0.8736867,0.6099558
5.11,-0.3957213,0.814441,0.09049344
5.12,-0.005499601,0.7931925,-0.3494747
5.13,0.2974784,0.9024346,-0.6119556
5.14,0.5547098,0.855938,-0.7279472
5.15,0.7761937,0.4802152,-0.7274473
5.16,0.869187,0.2369828,-0.7221977
5.17,0.7304471,0.1644881,-0.3937215
5.18,0.4712158,0.1287407,0.2182342
5.19,0.4577168,0.1362401,0.3427252
5.2,0.6819506,0.1172415,-0.03049779
5.21,0.5904572,0.2059851,-0.2612311
5.22,0.1549888,0.4429679,-0.1599884
5.23,-0.1444895,0.4252192,0.08774364
5.24,-0.3142272,-0.01399899,0.27573
5.25,-0.4297189,-0.4852148,0.1984856
5.26,-0.3394754,-0.8386892,0.0207485
5.27,-0.2334831,-1.215162,0.2982284
5.28,-0.3637236,-1.500391,0.8751866
5.29,-0.5549598,-1.687378,0.8591877
5.3,-0.4879646,-1.838367,0.2247337
5.31,-0.1007427,-2.038602,-0.1062423
5.32,0.206485,-2.029103,0.1744874
5.33,0.2644808,-1.743624,0.4099703
5.34,0.4934642,-1.482393,0.261481
5.35,0.9449315,-1.38265,0.004249692
5.36,1.147667,-1.420147,-0.1774871
5.37,1.001927,-1.525889,-0.3474748
5.38,0.6117057,-1.489142,-0.5742084
5.39,0.2389827,-1.212412,-0.7301971
5.4,0.06499529,-0.7929425,-0.5607094
5.41,-0.1297406,-0.3649735,0.003249764
5.42,-0.5507101,-0.07649446,0.6287044
5.43,-0.8994348,-0.02274835,0.9156836
5.44,-1.048424,-0.1817368,1.017926
5.45,-0.9999275,-0.4064705,1.067423
5.46,-0.7966923,-0.5284617,0.9784291
5.47,-0.5969567,-0.5549598,0.8841859
5.48,-0.4532171,-0.3457249,0.7271973
5.49,-0.3079777,0.03099775,0.2784798
5.5,-0.1632382,0.2092348,-0.09299326
5.51,-0.07899427,0.1309905,0.0234983
5.52,-0.1472393,0.05174625,0.1574886
5.53,-0.2132345,0.07249475,0.02599812
5.54,-0.3229766,0.1207412,-0.03099775
5.55,-0.4017209,0.1427397,0.0372473
5.56,-0.4787153,0.1169915,0.08999348
5.57,-0.6402036,-0.02324831,-0.09399319
5.58,-0.5399609,-0.13824,-0.648203
5.59,-0.2529817,-0.3094776,-1.069173
5.6,-0.1967357,-0.6279545,-0.9159336
5.61,-0.3499746,-0.7716941,-0.7369466
5.62,-0.4022208,-0.6784508,-0.9154336
5.63,-0.2567314,-0.5747083,-0.8151909
5.64,-0.1199913,-0.5449605,-0.5187124
5.65,0.0772444,-0.5199623,-0.6364539
5.66,0.3422252,-0.5822078,-0.8796862
5.67,0.4802152,-0.7411963,-0.8786863
5.68,0.4892145,-0.7741939,-0.9276828
5.69,0.3492247,-0.6029563,-0.9749293
5.7,0.1292406,-0.4324687,-0.6727012
5.71,0.1959858,-0.2642308,-0.1562387
5.72,0.3662235,0.0192486,0.5274618
5.73,0.2677306,0.3349757,1.293656
5.74,0.1129918,0.5824578,1.746123
5.75,0.2492319,0.6474531,1.771622
5.76,0.4429679,0.4604666,1.754623
5.77,0.3412253,0.2964785,1.93511
5.78,0.1579885,0.3464749,2.085099
5.79,0.2852293,0.4212195,1.947359
5.8,0.5349612,0.345475,1.761622
5.81,0.5962068,0.2507318,1.641631
5.82,0.5689588,0.2022353,1.425147
5.83,0.5669589,0.09949279,1.111669
5.84,0.5547098,-0.07749438,0.8874357
5.85,0.3684733,-0.08874357,0.7211977
5.86,0.05899572,0.05974567,0.4577168
5.87,-0.06949496,0.1777371,-0.02424824
5.88,0.000499964,0.2582313,-0.4677161
5.89,0.124491,0.27623,-0.6147054
5.9,0.08149409,0.164988,-0.5199623
5.91,-0.04074705,-0.1179914,-0.5804579
5.92,0.1042424,-0.4122201,-0.9766792
5.93,0.3199768,-0.6134555,-1.394399
5.94,0.3954713,-0.7264473,-1.213912
5.95,0.3109775,-0.675701,-0.1732374
5.96,-0.05399609,-0.4952141,0.896935
5.97,-0.3382255,-0.3644736,0.6924498
5.98,-0.07274473,-0.3777226,-0.4494674
5.99,0.3364756,-0.3099775,-1.116669
6,0.3054779,0.1012427,-0.9061843
6.01,-0.1029925,0.7464459,-0.3259764
