地点名:中川護岸　地盤上/護岸上,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:41,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
0.38,0.166238,-0.04224694,0.1482393,0.01574886,-0.523962,0.207485
0.39,0.1419897,-0.05974567,0.02474821,-0.01249909,-0.2794797,-0.06599522
0.4,0.05674589,-0.08199406,-0.2269835,-0.01624882,0.06399536,-0.1774871
0.41,-0.08149409,-0.001499891,-0.3927215,-0.01974857,0.2332331,-0.1692377
0.42,-0.1739874,0.1074922,-0.5049634,-0.01149917,0.1607383,-0.1529889
0.43,-0.1882364,0.1852366,-0.5284617,0.005749583,0.006749511,-0.1767372
0.44,-0.1767372,0.1859865,-0.2684805,0.02374828,-0.2117347,-0.2424824
0.45,-0.1397399,0.1092421,-0.01774871,0.03349757,-0.4322187,-0.3497247
0.46,-0.05149627,-0.01824868,0.1442395,0.01299906,-0.4012209,-0.4029708
0.47,0.0427469,-0.1479893,0.1157416,-0.03399754,-0.1034925,-0.3267263
0.48,0.05074632,-0.2292334,0.05899572,-0.08474386,0.3122274,-0.1057423
0.49,-0.02024853,-0.27548,-0.000999928,-0.1027426,0.538711,0.2049851
0.5,-0.05974567,-0.2637309,0.1029925,-0.07674444,0.5732085,0.4754655
0.51,-0.01849866,-0.1829867,0.2977284,-0.02649808,0.4767154,0.5887073
0.52,0.09549308,-0.06149554,0.6012064,0.01999855,0.3292261,0.5147127
0.53,0.1969857,0.06399536,0.8394392,0.04574668,0.3057278,0.3759727
0.54,0.2194841,0.1802369,0.9196833,0.06724513,0.331476,0.2734802
0.55,0.1982356,0.2644808,0.7221977,0.07649446,0.2997283,0.1832367
0.56,0.1577386,0.2717303,0.3242265,0.09949279,0.07799435,0.02649808
0.57,0.09899282,0.2269835,-0.1687378,0.1269908,-0.220484,-0.2229838
0.58,-0.07374465,0.2329831,-0.5292116,0.1677378,-0.3989711,-0.510713
0.59,-0.3714731,0.3069777,-0.7804434,0.1949859,-0.3682233,-0.7496957
0.6,-0.5949569,0.4072205,-0.8174407,0.1819868,-0.2082349,-0.8571879
0.61,-0.6354539,0.3934715,-0.8206905,0.1147417,0.05499601,-0.7826933
0.62,-0.4744656,0.2137345,-0.7299471,0.05399609,0.1999855,-0.5504601
0.63,-0.2504818,-0.03049779,-0.5369611,0.03949714,0.07149482,-0.2967285
0.64,-0.04724658,-0.206985,-0.524212,0.05724585,-0.2297333,-0.1217412
0.65,0.1094921,-0.2494819,-0.4794652,0.03574741,-0.3754728,-0.03649735
0.66,0.1872364,-0.1494892,-0.3379755,-0.01124918,-0.2367328,0.009999275
0.67,0.1869864,-0.01774871,-0.08949351,-0.04349685,0.002249837,0.07099485
0.68,0.1864865,-0.02749801,0.1554887,-0.04899645,0.2162343,0.1367401
0.69,0.1769872,-0.1987356,0.05024636,-0.05074632,0.4219694,0.2242337
0.7,0.165738,-0.3694732,-0.1039925,-0.04024708,0.6134555,0.3087276
0.71,0.09774292,-0.3354757,-0.1682378,-0.008249402,0.5894573,0.3327259
0.72,-0.002999783,-0.009499311,0.06599522,0.05474603,0.3367256,0.2474821
0.73,0.003749728,0.3814723,0.3522245,0.1037425,0.08774364,0.08574378
0.74,0.1439896,0.5939569,0.5757083,0.1424897,-0.01699877,-0.0399971
0.75,0.2904789,0.5969567,0.5539598,0.1879864,-0.002749801,-0.04249692
0.76,0.3984711,0.4657162,0.3122274,0.2309833,-0.03649735,0.03049779
0.77,0.4534671,0.3192269,-0.2169843,0.2597312,-0.1942359,0.06799507
0.78,0.4387182,0.1812369,-0.5804579,0.2382327,-0.3079777,0.03749728
0.79,0.3367256,0.07149482,-0.537461,0.1669879,-0.3394754,-0.01599884
0.8,0.1757373,0.0482465,-0.1037425,0.08924353,-0.3129773,-0.05449605
0.81,0.08399391,0.00799942,0.2782298,0.03949714,-0.3102275,-0.0909934
0.82,0.1142417,-0.1669879,0.3327259,0.01499891,-0.3429751,-0.1867365
0.83,0.2447323,-0.4084704,-0.02399826,0.01474893,-0.3899717,-0.3742229
0.84,0.3644736,-0.55121,-0.5767082,0.03649735,-0.3949714,-0.6104558
0.85,0.3632237,-0.4769654,-0.9146837,0.05749583,-0.3069777,-0.7651945
0.86,0.2427324,-0.1537389,-0.8476886,0.03549743,-0.1012427,-0.7611948
0.87,0.03374755,0.2562314,-0.2647308,-0.01874864,0.1574886,-0.5977067
0.88,-0.1582385,0.5067133,0.3257264,-0.08449388,0.27573,-0.3392254
0.89,-0.2654808,0.4704659,0.607206,-0.1217412,0.2419825,-0.06024563
0.9,-0.3207268,0.1952358,0.4489675,-0.1147417,0.1182414,0.1859865
0.91,-0.344975,-0.09124339,0.1727375,-0.08774364,0.09574306,0.3417252
0.92,-0.3334758,-0.234983,0.005749583,-0.06499529,0.1329904,0.3984711
0.93,-0.2309833,-0.2937287,0.193486,-0.04724658,0.1689878,0.386722
0.94,-0.068995,-0.3642236,0.4594667,-0.01249909,0.1112419,0.2974784
0.95,0.02849793,-0.4232193,0.3549743,0.0179987,0.01424897,0.1252409
0.96,-0.04299688,-0.4104702,-0.220234,0.06449533,0.04249692,-0.07324469
0.97,-0.2117347,-0.2392327,-0.896185,0.1164916,0.1089921,-0.2502319
0.98,-0.3762227,0.1252409,-1.343653,0.1712376,0.1132418,-0.4044707
0.9899999,-0.4149699,0.4674661,-1.344403,0.1982356,0.06599522,-0.5009637
1,-0.2394826,0.6027063,-0.8721868,0.2022353,-0.055246,-0.524212
1.01,-0.01399899,0.5132128,-0.4372183,0.1762372,-0.1967357,-0.4772154
1.02,0.1637381,0.3022281,-0.3207268,0.1494892,-0.3267263,-0.4054706
1.03,0.2497319,0.1257409,-0.317727,0.1274908,-0.399471,-0.3504746
1.04,0.2504818,0.04774654,-0.4447178,0.1067423,-0.3514745,-0.3279762
1.05,0.261731,0.07249475,-0.3702232,0.07924426,-0.1917361,-0.3112274
1.06,0.2939787,0.1307405,-0.1039925,0.05324614,0.05624592,-0.2577313
1.07,0.331476,0.1482393,0.2122346,0.01149917,0.3292261,-0.13774
1.08,0.3884718,0.07224476,0.4147199,-0.01949859,0.4987139,0.001499891
1.09,0.4122201,-0.04674661,0.5097131,-0.06224549,0.5617093,0.1214912
1.1,0.3769727,-0.1529889,0.6264546,-0.09874284,0.5617093,0.234233
1.11,0.2812296,-0.2014854,0.7291971,-0.1222411,0.4669662,0.316727
1.12,0.1584885,-0.2217339,0.7511955,-0.124491,0.2749801,0.3382255
1.13,0.01674879,-0.1942359,0.7504456,-0.09949279,0.05849576,0.303728
1.14,-0.05199623,-0.08499384,0.6862003,-0.07899427,-0.07299471,0.2724802
1.15,-0.05299616,0.09324324,0.5577096,-0.0662452,-0.1559887,0.2779799
1.16,-0.05199623,0.2407326,0.2707304,-0.06949496,-0.2302333,0.3084776
1.17,-0.1274908,0.2672306,-0.02849793,-0.09074342,-0.2839794,0.3414752
1.18,-0.2054851,0.1699877,-0.3129773,-0.09399319,-0.3022281,0.345475
1.19,-0.2607311,0.03199768,-0.331476,-0.07899427,-0.3514745,0.3319759
1.2,-0.3207268,-0.06174552,-0.2519817,-0.0537461,-0.4559669,0.2944787
1.21,-0.317227,-0.1587385,-0.08774364,-0.03299761,-0.5572096,0.1882364
1.22,-0.2509818,-0.3202268,-0.151489,-0.02699804,-0.620705,-0.0289979
1.23,-0.234233,-0.524712,-0.4262191,-0.03099775,-0.5909572,-0.3152272
1.24,-0.262231,-0.6936997,-0.6829505,-0.03924716,-0.4309688,-0.5689588
1.25,-0.262481,-0.6512028,-0.8581878,-0.05399609,-0.1262408,-0.6814506
1.26,-0.2457322,-0.3079777,-0.8174407,-0.09399319,0.166238,-0.6564524
1.27,-0.2707304,0.1269908,-0.7469459,-0.1484892,0.4252192,-0.55146
1.28,-0.3052279,0.3689733,-0.4782153,-0.1902362,0.6217049,-0.4219694
1.29,-0.3062278,0.3234766,-0.1004927,-0.1754873,0.6469531,-0.3527244
1.3,-0.2159843,0.07799435,-0.02274835,-0.1284907,0.4332186,-0.4194696
1.31,-0.01874864,-0.1847366,-0.1027426,-0.07499456,0.2242337,-0.5707086
1.32,0.178987,-0.3907217,-0.2227339,-0.006499529,0.2197341,-0.6964495
1.33,0.1864865,-0.4607166,-0.1144917,0.08349395,0.2492319,-0.7019491
1.34,0.02724802,-0.3282262,-0.09924281,0.1674879,0.2632309,-0.5904572
1.35,-0.1842366,-0.06949496,-0.1539888,0.206735,0.3292261,-0.3524745
1.36,-0.3202268,0.2552315,-0.1872364,0.2077349,0.4329686,-0.013749
1.37,-0.3162271,0.5722085,-0.04499674,0.2262336,0.4559669,0.3289762
1.38,-0.1077422,0.8299398,0.3849721,0.262481,0.2954786,0.607706
1.39,0.27648,0.8931853,0.868937,0.302978,0.08024418,0.800442
1.4,0.7094486,0.6939497,1.159916,0.3359756,-0.07274473,0.8814361
1.41,0.9326824,0.482215,1.088671,0.3524745,-0.1959858,0.82769
1.42,0.9061843,0.3644736,0.6827005,0.3414752,-0.261481,0.6802007
1.43,0.6884501,0.2587312,0.1867365,0.3077277,-0.1357402,0.5444605
1.44,0.4059706,0.2407326,-0.1407398,0.2559814,0.1597384,0.4802152
1.45,0.1077422,0.316727,-0.05624592,0.1767372,0.427219,0.4924643
1.46,-0.08699369,0.385972,0.2324831,0.1182414,0.4647163,0.5474603
1.47,-0.1607383,0.4289689,0.5067133,0.1039925,0.2792298,0.5644591
1.48,-0.151739,0.3629737,0.5152127,0.1054924,-0.09874284,0.4637164
1.49,-0.08699369,0.1867365,0.3799725,0.09874284,-0.5289617,0.2407326
1.5,-0.06249547,-0.000749946,0.09474313,0.08099413,-0.7506956,-0.06024563
1.51,-0.0854938,-0.2057351,-0.1942359,0.0372473,-0.7196978,-0.3272263
1.52,-0.01249909,-0.41347,-0.41422,-0.01024926,-0.4242193,-0.4622165
1.53,0.07274473,-0.5117129,-0.4042207,-0.04699659,-0.08174407,-0.4129701
1.54,0.09949279,-0.3834722,-0.4189696,-0.06874502,0.151989,-0.2544816
1.55,0.04374683,-0.1594884,-0.5059633,-0.07899427,0.2319832,-0.07824433
1.56,0.02824795,-0.01424897,-0.3367256,-0.05449605,0.1357402,0.06824505
1.57,0.05574596,0.01249909,-0.04974639,-0.008999348,-0.08799362,0.1084921
1.58,0.1614883,-0.06674516,0.2127346,0.05024636,-0.331476,0.01549888
1.59,0.4124701,-0.2112347,0.1529889,0.08924353,-0.4624665,-0.1597384
1.6,0.5954568,-0.4312187,0.03499746,0.1039925,-0.3947214,-0.3154771
1.61,0.5509601,-0.633954,-0.1507391,0.1077422,-0.2219839,-0.3797225
1.62,0.3429751,-0.6394536,-0.3614738,0.09699297,-0.04674661,-0.3664734
1.63,0.01299906,-0.2964785,-0.5894573,0.06449533,0.1012427,-0.3224766
1.64,-0.289729,0.2524817,-0.5727085,0.03799725,0.1919861,-0.3047279
1.65,-0.5027136,0.6911999,-0.3004782,0.03674734,0.1577386,-0.3289762
1.66,-0.5919571,0.8974349,0.03474748,0.04074705,0.1357402,-0.2907289
1.67,-0.4894645,0.8491884,0.5067133,0.03099775,0.2262336,-0.0909934
1.68,-0.1764872,0.5724585,0.8771864,-0.002249837,0.3559742,0.2452322
1.69,0.1679878,0.2124846,1.088421,-0.01424897,0.3269763,0.6049562
1.7,0.4127201,-0.1577386,1.111919,-0.007749438,0.1194913,0.8459387
1.71,0.510963,-0.4652163,0.9201833,0.03424752,-0.179987,0.8676871
1.72,0.4092203,-0.5627092,0.5704587,0.06274545,-0.4109702,0.6986994
1.73,0.1842366,-0.3877219,0.2499819,0.05924571,-0.4047207,0.4659662
1.74,0.01124918,-0.1482393,0.1152416,0.02824795,-0.1902362,0.3069777
1.75,0.03774726,-0.04774654,0.03799725,-0.01824868,0.07424462,0.2867292
1.76,0.1597384,-0.1037425,0.02824795,-0.06574523,0.1162416,0.3532244
1.77,0.2404826,-0.2442323,-0.07749438,-0.09224331,-0.04149699,0.4327186
1.78,0.1984856,-0.3347257,-0.1319904,-0.09924281,-0.3014781,0.4357184
1.79,0.0427469,-0.2387327,-0.1464894,-0.09199333,-0.6534526,0.2802297
1.8,-0.1072422,-0.06474531,-0.04224694,-0.07874429,-0.8984349,-0.01024926
1.81,-0.1939859,-0.02374828,0.123991,-0.06424534,-0.8581878,-0.2769799
1.82,-0.2227339,-0.1497391,0.05424607,-0.06374538,-0.6429534,-0.4437178
1.83,-0.2014854,-0.3224766,-0.3329759,-0.04299688,-0.3524745,-0.5297116
1.84,-0.1949859,-0.4337186,-0.8976849,-0.02774799,-0.09449315,-0.5544598
1.85,-0.27548,-0.4184697,-1.128918,-0.02249837,0.2662307,-0.5334613
1.86,-0.3692232,-0.2889791,-1.005427,-0.03049779,0.579708,-0.4812151
1.87,-0.3709731,-0.06174552,-0.5252119,-0.03099775,0.6512028,-0.4652163
1.88,-0.2177342,0.1559887,-0.02124846,-0.03574741,0.5997065,-0.4949641
1.89,0.1134918,0.2812296,0.1944859,-0.0262481,0.565209,-0.4792153
1.9,0.3954713,0.3222266,0.152239,-0.01424897,0.4897145,-0.4087204
1.91,0.4634664,0.3282262,-0.1189914,-0.006999493,0.3767227,-0.2827295
1.92,0.3594739,0.3827223,-0.206985,-0.002999783,0.2869792,-0.1122419
1.93,0.1334903,0.5362111,-0.1207412,-0.02424824,0.3354757,0.04624665
1.94,-0.110992,0.6267046,0.1069922,-0.05899572,0.2939787,0.1052424
1.95,-0.2687305,0.4849648,0.2354829,-0.08024418,0.1847366,0.03199768
1.96,-0.3364756,0.1724875,0.08749366,-0.07599449,0.03499746,-0.1489892
1.97,-0.3269763,-0.1639881,-0.358474,-0.0537461,0.01199913,-0.3524745
1.98,-0.2399826,-0.3992211,-0.7234476,-0.02799797,0.05549598,-0.5052134
1.99,-0.09649301,-0.5064633,-0.7704442,0.004499674,0.02224839,-0.566209
2,0.02849793,-0.4122201,-0.6384537,0.03224766,0.08149409,-0.4792153
2.01,0.03224766,-0.1019926,-0.2367328,0.02699804,0.2077349,-0.2302333
2.02,-0.1049924,0.3367256,0.1077422,-0.001499891,0.2144845,0.1147417
2.03,-0.372723,0.6534526,0.3012282,-0.04299688,0.04474676,0.4069705
2.04,-0.6137055,0.6497029,0.2889791,-0.08699369,-0.1402398,0.5577096
2.05,-0.6534526,0.3559742,0.2942287,-0.1254909,-0.1989856,0.5742084
2.06,-0.4344685,-0.06849504,0.3249764,-0.1389899,-0.261981,0.4502174
2.07,-0.06024563,-0.4397181,0.3022281,-0.1342403,-0.2812296,0.2102348
2.08,0.3009782,-0.648703,0.1322404,-0.09874284,-0.1422397,-0.1112419
2.09,0.4244692,-0.662452,-0.1487392,-0.03099775,-0.01899862,-0.4529672
2.1,0.2979784,-0.4742156,-0.4759655,0.04749656,0.0952431,-0.7271973
2.11,-0.001749873,-0.03824723,-0.7129483,0.1222411,0.2552315,-0.8399391
2.12,-0.3217267,0.4944642,-0.7989421,0.1664879,0.3622237,-0.7604449
2.13,-0.5197123,0.8699369,-0.7261974,0.1739874,0.3219767,-0.5409608
2.14,-0.5399609,0.9021846,-0.2094848,0.1614883,0.1699877,-0.2587312
2.15,-0.4422179,0.5847076,0.3392254,0.1419897,-0.03849721,-0.02724802
2.16,-0.2304833,0.04199696,0.5997065,0.09974277,-0.2314832,0.07974422
2.17,-0.02499819,-0.4799652,0.5012137,0.04099703,-0.2662307,0.09399319
2.18,0.1532389,-0.7269473,0.2424824,-0.01824868,-0.001249909,0.07849431
2.19,0.2982284,-0.6429534,-0.08099413,-0.05449605,0.3674734,0.08949351
2.2,0.4597167,-0.2844794,-0.316727,-0.06024563,0.6127056,0.1249909
2.21,0.5812079,0.1904862,-0.4719658,-0.0344975,0.6779509,0.1682378
2.22,0.6002065,0.6219549,-0.5017136,0.01674879,0.6597022,0.1834867
2.23,0.5459604,0.8991848,-0.3682233,0.07849431,0.4959641,0.1219912
2.24,0.5024636,0.9324324,-0.1987356,0.1262408,0.2494819,-0.000499964
2.25,0.4657162,0.703949,0.06324542,0.1572386,-0.01949859,-0.1077422
2.26,0.3819723,0.2632309,0.2527317,0.1567386,-0.2102348,-0.1439896
2.27,0.1677378,-0.2119846,0.3564742,0.1337403,-0.3149772,-0.09299326
2.28,-0.1202413,-0.579958,0.2124846,0.08674371,-0.4679661,-0.008249402
2.29,-0.3904717,-0.758445,-0.04849648,0.04474676,-0.5417107,0.082744
2.3,-0.55246,-0.7614448,-0.2674806,0.01549888,-0.4287189,0.1734874
2.31,-0.5499601,-0.6092058,-0.08949351,0.01499891,-0.1769872,0.2722303
2.32,-0.3534744,-0.3709731,0.2949786,0.05274618,0.006749511,0.3742229
2.33,-0.03749728,-0.1409898,0.5999565,0.1182414,-0.068995,0.4422179
2.34,0.3004782,0.01149917,0.6824505,0.192736,-0.1674879,0.4717158
2.35,0.5642091,0.07599449,0.5864575,0.2772299,-0.3474748,0.4334686
2.36,0.6827005,0.2104847,0.344725,0.3429751,-0.5842077,0.3017281
2.37,0.6632019,0.4097203,0.1592385,0.3712231,-0.6847004,0.1637381
2.38,0.565709,0.607456,0.2049851,0.3519745,-0.4762155,0.1347402
2.39,0.4322187,0.7134483,0.4699659,0.3192269,-0.1004927,0.2514818
2.4,0.2569814,0.6534526,0.606956,0.2682306,0.05124629,0.4302188
2.41,0.09124339,0.4564669,0.5869575,0.2092348,0.1059923,0.5954568
2.42,-0.02999783,0.1552387,0.4759655,0.1477393,0.1454895,0.6719513
2.43,-0.1187414,-0.1322404,0.4259691,0.1167415,0.1022426,0.6367038
2.44,-0.1969857,-0.261481,0.5144627,0.1094921,-0.000499964,0.5472103
2.45,-0.1942359,-0.2644808,0.7414463,0.1229911,-0.0262481,0.4944642
2.46,-0.07099485,-0.2199841,0.7849431,0.1507391,-0.000749946,0.4469676
2.47,0.1339903,-0.1307405,0.6187052,0.1989856,-0.01324904,0.358474
2.48,0.2792298,-0.04724658,0.2997283,0.2449822,-0.07124484,0.207235
2.49,0.2909789,0.09574306,-0.1139917,0.2642308,-0.01874864,0.0164988
2.5,0.221234,0.3987211,-0.4389682,0.2497319,0.1137418,-0.1737374
2.51,0.1979856,0.7699442,-0.4369683,0.2122346,0.2257336,-0.3122274
2.52,0.1859865,0.8911854,-0.2569814,0.1589885,0.2982284,-0.4092203
2.53,0.2177342,0.7119484,-0.124241,0.1294906,0.2672306,-0.5124629
2.54,0.2787298,0.4622165,-0.3992211,0.1222411,0.1839867,-0.6407036
2.55,0.2967285,0.2879791,-0.7639446,0.09074342,0.2829795,-0.6954496
2.56,0.2884791,0.1919861,-0.9571806,0.0537461,0.510213,-0.6187052
2.57,0.3012282,0.1694877,-0.8456887,0.02299833,0.6399536,-0.4662162
2.58,0.3374755,0.1197413,-0.4304688,0.003499746,0.4322187,-0.3484747
2.59,0.3389754,-0.07799435,-0.1182414,0,0.1094921,-0.2352329
2.6,0.1962358,-0.3692232,0.1024926,-0.01774871,-0.07349467,-0.03299761
2.61,-0.07499456,-0.5154626,0.07899427,-0.04799652,-0.1569886,0.2097348
2.62,-0.3649735,-0.468716,-0.0109992,-0.09899282,-0.2494819,0.400221
2.63,-0.5144627,-0.3249764,0.05074632,-0.1539888,-0.2984784,0.4849648
2.64,-0.5372111,-0.233983,0.2524817,-0.1904862,-0.2542316,0.4642164
2.65,-0.5257119,-0.1974857,0.4324687,-0.2164843,-0.2304833,0.400721
2.66,-0.4357184,-0.124741,0.4364684,-0.2157344,-0.2687305,0.3264763
2.67,-0.2684805,0.07074487,0.221234,-0.2004855,-0.2264836,0.234983
2.68,-0.1747373,0.2322332,-0.03224766,-0.1819868,-0.124741,0.1252409
2.69,-0.1694877,0.1687378,-0.1524889,-0.1369901,-0.1619883,-0.02199841
2.7,-0.2367328,-0.1414897,-0.1864865,-0.07124484,-0.2929788,-0.1762372
2.71,-0.3397254,-0.5264618,-0.2712303,-0.01549888,-0.2954786,-0.3139772
2.72,-0.4089704,-0.8151909,-0.3672234,0.01599884,-0.1182414,-0.3932215
2.73,-0.4747156,-0.9499311,-0.1019926,0.04649663,-0.02324831,-0.4252192
2.74,-0.5297116,-0.8309398,0.2049851,0.110492,-0.1117419,-0.4532171
2.75,-0.5142127,-0.3752228,0.3242265,0.1809869,-0.2312332,-0.4914644
2.76,-0.4167198,0.2934787,0.05349612,0.2572314,-0.2362329,-0.5339613
2.77,-0.1982356,0.937932,-0.3427252,0.3269763,-0.06174552,-0.5584595
2.78,0.1727375,1.357902,-0.6107057,0.3684733,0.302978,-0.5404608
2.79,0.6252047,1.492892,-0.4809651,0.3754728,0.7289472,-0.4497174
2.8,0.9704297,1.369151,-0.1749873,0.3264763,1.093171,-0.2824795
2.81,1.051424,0.9594305,0.1229911,0.2232338,1.257659,-0.05224621
2.82,0.8789363,0.386222,0.3827223,0.09774292,1.282657,0.2439823
2.83,0.5062133,-0.1169915,0.5227121,0.001499891,1.09917,0.6139555
2.84,0.1417397,-0.3839722,0.7186979,-0.06599522,0.8056916,1.027176
2.85,-0.05474603,-0.4079704,1.002427,-0.09174335,0.4297189,1.415147
2.86,-0.1119919,-0.3487247,1.282407,-0.08299398,-0.01024926,1.65963
2.87,-0.05599594,-0.3394754,1.304155,-0.01449895,-0.4619665,1.65788
2.88,0.124241,-0.3422252,1.004427,0.09974277,-0.8614376,1.403398
2.89,0.3097275,-0.2524817,0.4799652,0.2104847,-1.042424,0.9714296
2.9,0.3942214,-0.02599812,-0.1622382,0.2692305,-0.9511811,0.4449677
2.91,0.3827223,0.2632309,-0.6844504,0.3044779,-0.8361894,-0.0979929
2.92,0.2649808,0.4597167,-1.083671,0.3519745,-0.7766937,-0.6059561
2.93,0.08299398,0.4434679,-1.232411,0.4157199,-0.7484457,-1.022676
2.94,-0.05574596,0.3532244,-1.299906,0.4742156,-0.6734512,-1.292406
2.95,-0.1014926,0.358474,-1.371151,0.5072132,-0.5629592,-1.389899
2.96,-0.04624665,0.4477175,-1.173665,0.5092131,-0.4639664,-1.339903
2.97,0.1269908,0.4469676,-0.7849431,0.4944642,-0.3244765,-1.194913
2.98,0.3487247,0.2694805,-0.5127128,0.455217,-0.2494819,-1.065173
2.99,0.5862075,0.000499964,-0.3877219,0.4027208,-0.2262336,-1.044674
3,0.8351895,-0.2287334,-0.6452032,0.331476,-0.1077422,-1.126168
3.01,0.9904282,-0.372473,-0.910184,0.2217339,0.2677306,-1.207162
3.02,0.9264328,-0.3672234,-0.8456887,0.09274328,0.841689,-1.137668
3.03,0.6664517,-0.1469893,-0.5919571,0.001249909,1.211162,-0.9151837
3.04,0.3464749,0.193236,-0.3024781,-0.04949641,1.188164,-0.6447033
3.05,0.13799,0.4699659,-0.2702304,-0.06399536,0.8836859,-0.3749728
3.06,0.04799652,0.5814579,-0.1972357,-0.06424534,0.5604594,-0.0979929
3.07,-0.03874719,0.4632164,0.05824578,-0.07599449,0.2194841,0.1882364
3.08,-0.1142417,0.1812369,0.3529744,-0.1067423,-0.02249837,0.4397181
3.09,-0.06999493,-0.1772372,0.6034563,-0.1509891,-0.1687378,0.6674516
3.1,-0.01124918,-0.5262119,0.7756938,-0.2034853,-0.2474821,0.8751866
3.11,-0.1357402,-0.7486957,0.7776936,-0.2309833,-0.3187269,1.030675
3.12,-0.440968,-0.7486957,0.5097131,-0.2492319,-0.4407181,1.083171
3.13,-0.8354394,-0.4707159,0.1314905,-0.2567314,-0.3497247,1.061923
3.14,-1.170915,-0.02849793,0.0634954,-0.2524817,-0.1427397,0.9829288
3.15,-1.24316,0.3527244,0.3842221,-0.2024853,-0.04799652,0.8266901
3.16,-1.002177,0.4894645,0.7761937,-0.1167415,-0.2267336,0.5677088
3.17,-0.4627165,0.331726,0.8099413,-0.01324904,-0.4217194,0.234983
3.18,0.08999348,0.05624592,0.5577096,0.07249475,-0.385722,-0.04849648
3.19,0.3544743,-0.09199333,0.316727,0.1224911,-0.2404826,-0.1852366
3.2,0.2809796,0.01524889,0.2977284,0.1414897,-0.07524455,-0.1679878
3.21,0.04574668,0.2262336,0.3042279,0.1334903,0.0909934,-0.03424752
3.22,-0.1867365,0.3137273,0.4069705,0.08699369,0.2729802,0.1744874
