地点名:土木技術センター構内　地盤上,,,
ファイル名:005,,,
起動時刻:2011/03/11 14:47:46,,,
チャンネル数:6,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
2.78,-0.3967285,-0.6713867,-1.525879
2.79,-0.4272461,-0.3662109,-1.464844
2.8,-0.2746582,-0.06103516,-1.312256
2.81,-0.06103516,0.213623,-0.9765625
2.82,0.1220703,0.213623,-0.7629395
2.83,0.3662109,0.2746582,-0.6103516
2.84,0.6103516,0.4577637,-0.3662109
2.85,0.8544922,0.6103516,0.06103516
2.86,1.251221,0.7019043,0.793457
2.87,1.586914,0.7324219,1.342773
2.88,1.861572,0.7324219,1.434326
2.89,2.13623,0.7324219,1.037598
2.9,2.258301,0.8239746,0.4882813
2.91,2.319336,1.00708,0.213623
2.92,2.288818,1.220703,0.1220703
2.93,2.166748,1.312256,-0.06103516
2.94,1.800537,1.281738,-0.4882813
2.95,1.342773,1.251221,-0.9460449
2.96,0.7629395,1.220703,-0.9765625
2.97,0.3051758,1.220703,-0.5187988
2.98,-0.03051758,1.037598,0.1220703
2.99,-0.3356934,0.7629395,0.579834
3,-0.6103516,0.3967285,0.9460449
3.01,-0.8239746,0.213623,1.098633
3.02,-0.793457,0.1525879,1.251221
3.03,-0.6408691,0.1220703,1.586914
3.04,-0.3356934,0.03051758,1.77002
3.05,-0.06103516,-0.1525879,1.525879
3.06,0.1220703,-0.3051758,1.12915
3.07,0.1220703,-0.3356934,0.793457
3.08,0.09155273,-0.3356934,0.579834
3.09,-0.06103516,-0.1831055,0.6103516
3.1,-0.3356934,-0.06103516,0.793457
3.11,-0.7019043,0,0.9460449
3.12,-0.9765625,0.213623,1.190186
3.13,-1.220703,0.4272461,1.373291
3.14,-1.312256,0.5493164,1.495361
3.15,-1.159668,0.6713867,1.708984
3.16,-0.8239746,0.6103516,1.800537
3.17,-0.4272461,0.4272461,1.739502
3.18,-0.03051758,0.3662109,1.89209
3.19,0.3356934,0.2746582,2.01416
3.2,0.6713867,0.1525879,1.77002
3.21,0.9155273,0.03051758,1.281738
3.22,0.9765625,-0.06103516,1.00708
3.23,0.9155273,-0.1525879,0.6713867
3.24,0.8239746,-0.3051758,0.213623
3.25,0.6713867,-0.5187988,-0.2746582
3.26,0.4882813,-0.7324219,-0.7324219
3.27,0.3051758,-0.8239746,-1.00708
3.28,0.1831055,-0.7324219,-1.037598
3.29,0.09155273,-0.5187988,-1.037598
3.3,0.03051758,-0.4272461,-0.8544922
3.31,-0.06103516,-0.3662109,-0.6103516
3.32,-0.1831055,-0.2746582,-0.6103516
3.33,-0.213623,-0.213623,-0.7324219
3.34,-0.2441406,-0.1831055,-0.8544922
3.35,-0.3051758,-0.1831055,-1.190186
3.36,-0.4577637,-0.213623,-1.495361
3.37,-0.6408691,-0.2441406,-1.617432
3.38,-0.793457,-0.3051758,-1.800537
3.39,-0.8239746,-0.2441406,-1.800537
3.4,-0.793457,-0.1220703,-1.739502
3.41,-0.6408691,0.09155273,-1.556396
3.42,-0.3967285,0.2746582,-1.464844
3.43,-0.1525879,0.3356934,-1.220703
3.44,0.09155273,0.3662109,-1.037598
3.45,0.3356934,0.2441406,-1.068115
3.46,0.5187988,0.03051758,-1.190186
3.47,0.6408691,-0.2746582,-1.190186
3.48,0.6713867,-0.4272461,-0.9460449
3.49,0.793457,-0.4272461,-0.6103516
3.5,0.8239746,-0.5187988,-0.4272461
3.51,0.8239746,-0.5187988,-0.03051758
3.52,0.7629395,-0.4882813,0.4272461
3.53,0.6103516,-0.4577637,0.6408691
3.54,0.3967285,-0.3967285,0.9155273
3.55,0.1831055,-0.2746582,1.190186
3.56,0,-0.1220703,1.617432
3.57,-0.1831055,-0.03051758,2.01416
3.58,-0.3356934,-0.03051758,2.166748
3.59,-0.5493164,-0.1525879,2.075195
3.6,-0.8544922,-0.3051758,1.953125
3.61,-1.068115,-0.4882813,1.739502
3.62,-1.190186,-0.579834,1.464844
3.63,-1.281738,-0.579834,1.12915
3.64,-1.342773,-0.579834,0.7629395
3.65,-1.312256,-0.4882813,0.5187988
3.66,-1.190186,-0.2746582,0.3356934
3.67,-1.037598,-0.1220703,0.06103516
3.68,-0.8850098,0.03051758,-0.03051758
3.69,-0.7324219,0.1831055,0.06103516
3.7,-0.5493164,0.2441406,-0.03051758
3.71,-0.2746582,0.2746582,-0.3662109
3.72,0.09155273,0.3662109,-0.6408691
3.73,0.4272461,0.4882813,-0.6103516
3.74,0.6713867,0.5493164,-0.3662109
3.75,0.793457,0.5493164,0.1220703
3.76,0.793457,0.4577637,0.4882813
3.77,0.6713867,0.03051758,0.06103516
3.78,0.4577637,-0.4272461,-0.5493164
3.79,0.3356934,-0.6408691,-0.6713867
3.8,0.2441406,-0.7629395,-0.6713867
3.81,0.1831055,-1.068115,-0.9460449
3.82,-0.06103516,-1.251221,-1.586914
3.83,-0.3967285,-1.434326,-2.13623
3.84,-0.7629395,-1.495361,-2.105713
3.85,-1.068115,-1.251221,-1.647949
3.86,-1.220703,-1.068115,-1.190186
3.87,-1.159668,-0.9460449,-0.579834
3.88,-1.00708,-0.793457,0.1831055
3.89,-0.793457,-0.6103516,0.6713867
3.9,-0.5493164,-0.3051758,1.159668
3.91,-0.3662109,-0.09155273,1.556396
3.92,-0.2746582,-0.03051758,1.586914
3.93,-0.1525879,-0.03051758,1.678467
3.94,-0.09155273,-0.03051758,1.434326
3.95,-0.06103516,0,0.9765625
3.96,0,0.2441406,1.068115
3.97,0.03051758,0.3662109,1.251221
3.98,0.2441406,0.3967285,1.220703
3.99,0.4882813,0.3662109,0.9460449
4,0.6713867,0.3051758,0.4577637
4.01,0.793457,0.2746582,0
4.02,0.8850098,0.3356934,-0.3051758
4.03,1.037598,0.3356934,-0.4272461
4.04,1.12915,0.06103516,-0.6408691
4.05,1.159668,-0.213623,-0.5187988
4.06,1.00708,-0.4272461,0
4.07,0.9155273,-0.5493164,0.2746582
4.08,0.7629395,-0.5187988,0.5187988
4.09,0.5187988,-0.3967285,0.5187988
4.1,0.09155273,-0.3662109,0.03051758
4.11,-0.3662109,-0.3356934,-0.3051758
4.12,-0.8544922,-0.213623,-0.2441406
4.13,-1.281738,0,-0.1220703
4.14,-1.678467,0.1220703,-0.2441406
4.15,-2.075195,0.3051758,-0.4882813
4.16,-2.319336,0.4272461,-0.8239746
4.17,-2.471924,0.6408691,-1.068115
4.18,-2.410889,0.7629395,-1.220703
4.19,-2.227783,0.6713867,-1.556396
4.2,-1.89209,0.4577637,-1.831055
4.21,-1.525879,0.1831055,-1.77002
4.22,-1.098633,0.03051758,-1.373291
4.23,-0.8544922,-0.2441406,-1.220703
4.24,-0.6103516,-0.3967285,-1.068115
4.25,-0.4272461,-0.5493164,-0.7019043
4.26,-0.2746582,-0.7629395,-0.6713867
4.27,-0.09155273,-0.6713867,-0.6408691
4.28,0.1220703,-0.6103516,-0.6408691
4.29,0.2746582,-0.6103516,-0.5187988
4.3,0.3662109,-0.7324219,-0.2441406
4.31,0.3967285,-0.793457,-0.1525879
4.32,0.4882813,-0.6408691,0.06103516
4.33,0.5187988,-0.3967285,0.1525879
4.34,0.5187988,-0.2441406,0.06103516
4.35,0.4882813,-0.03051758,0.03051758
4.36,0.4577637,0.1220703,0.213623
4.37,0.3356934,0.2746582,0.6103516
4.38,0.1831055,0.3356934,0.7019043
4.39,-0.1525879,0.2746582,0.579834
4.4,-0.6103516,0.213623,0.6103516
4.41,-0.9765625,0.06103516,0.9155273
4.42,-1.220703,0.03051758,1.342773
4.43,-1.251221,-0.09155273,1.464844
4.44,-1.159668,-0.2441406,1.190186
4.45,-0.9460449,-0.3662109,0.5493164
4.46,-0.6408691,-0.4577637,-0.2746582
4.47,-0.213623,-0.579834,-1.281738
4.48,0.1525879,-0.6103516,-1.678467
4.49,0.4882813,-0.4882813,-1.464844
4.5,0.7324219,-0.3356934,-1.190186
4.51,1.00708,-0.06103516,-1.098633
4.52,1.312256,0.3662109,-0.9765625
4.53,1.617432,0.6713867,-0.8239746
4.54,1.800537,0.8239746,-0.6103516
4.55,1.922607,0.9460449,-0.4272461
4.56,1.89209,0.9155273,-0.1525879
4.57,1.831055,0.8850098,0.1525879
4.58,1.617432,0.7019043,0
4.59,1.403809,0.5493164,-0.3662109
4.6,1.037598,0.3356934,-0.4577637
4.61,0.579834,-0.03051758,-0.4272461
4.62,0.1220703,-0.3356934,-0.213623
4.63,-0.213623,-0.6408691,-0.213623
4.64,-0.4882813,-0.9155273,-0.2441406
4.65,-0.6408691,-1.00708,-0.2746582
4.66,-0.7629395,-0.9765625,-0.3356934
4.67,-0.793457,-0.8239746,-0.2441406
4.68,-0.793457,-0.6103516,0.03051758
4.69,-0.793457,-0.4272461,0.3356934
4.7,-0.8544922,-0.1220703,0.6103516
4.71,-0.8850098,0.213623,0.9460449
4.72,-0.8544922,0.6713867,1.342773
4.73,-0.6713867,1.098633,1.403809
4.74,-0.4882813,1.495361,1.12915
4.75,-0.3051758,1.983643,1.373291
4.76,-0.213623,2.258301,1.495361
4.77,-0.213623,2.319336,1.342773
4.78,-0.3051758,2.166748,1.525879
4.79,-0.4882813,1.953125,2.258301
4.8,-0.4882813,1.617432,2.746582
4.81,-0.3662109,1.190186,2.502441
4.82,-0.1525879,0.7019043,1.708984
4.83,0.06103516,0.3356934,0.9460449
4.84,0.3356934,0.1220703,0.4882813
4.85,0.3967285,-0.1220703,0.1525879
4.86,0.4577637,-0.2441406,-0.1525879
4.87,0.4272461,-0.3662109,-0.5187988
4.88,0.4272461,-0.5187988,-0.9460449
4.89,0.3967285,-0.7324219,-1.403809
4.9,0.5187988,-1.037598,-1.678467
4.91,0.6408691,-1.464844,-2.166748
4.92,0.6408691,-1.89209,-2.868652
4.93,0.4882813,-2.197266,-3.234863
4.94,0.3967285,-2.13623,-2.89917
4.95,0.2441406,-1.89209,-2.197266
4.96,0,-1.586914,-1.525879
4.97,-0.4272461,-1.373291,-1.434326
4.98,-0.8239746,-1.12915,-1.525879
4.99,-1.037598,-0.8850098,-1.403809
5,-1.037598,-0.7324219,-1.373291
5.01,-0.9765625,-0.8239746,-1.281738
5.02,-0.8239746,-0.9155273,-0.9155273
5.03,-0.7629395,-1.159668,-0.6408691
5.04,-0.7629395,-1.342773,-0.2746582
5.05,-0.793457,-1.464844,0.3967285
5.06,-0.793457,-1.434326,0.9460449
5.07,-0.8239746,-1.251221,1.00708
5.08,-0.8850098,-0.8850098,0.5187988
5.09,-0.8544922,-0.4577637,0.03051758
5.1,-0.8850098,0.09155273,-0.06103516
5.11,-0.9155273,0.579834,0.03051758
5.12,-0.9155273,0.7324219,-0.3051758
5.13,-0.793457,0.7019043,-0.579834
5.14,-0.6103516,0.6103516,-0.3051758
5.15,-0.2746582,0.4882813,0.2441406
5.16,0.1525879,0.3662109,0.7629395
5.17,0.5187988,0.3051758,1.159668
5.18,0.9155273,0.1525879,1.342773
5.19,1.190186,0.06103516,1.068115
5.2,1.525879,0.213623,0.8239746
5.21,1.800537,0.579834,1.037598
5.22,1.953125,0.9155273,0.8239746
5.23,1.89209,1.068115,0.1831055
5.24,1.77002,1.220703,0.09155273
5.25,1.525879,1.434326,0.5493164
5.26,1.281738,1.556396,0.793457
5.27,0.9460449,1.495361,0.6713867
5.28,0.6713867,1.373291,0.4577637
5.29,0.4882813,1.098633,0.4272461
5.3,0.4882813,0.793457,0.7629395
5.31,0.7019043,0.579834,1.12915
5.32,0.9460449,0.2441406,0.8239746
5.33,1.159668,-0.09155273,0.1831055
5.34,1.342773,-0.2441406,0.1831055
5.35,1.403809,-0.5187988,0.3662109
5.36,1.495361,-0.8239746,0.579834
5.37,1.403809,-1.251221,0.9155273
5.38,1.281738,-1.617432,1.464844
5.39,1.098633,-1.953125,2.075195
5.4,0.9765625,-2.258301,2.075195
5.41,0.7629395,-2.502441,1.77002
5.42,0.4272461,-2.441406,1.647949
5.43,0.06103516,-2.441406,1.586914
5.44,-0.1220703,-2.319336,1.251221
5.45,-0.1831055,-2.227783,0.6103516
5.46,-0.06103516,-2.01416,0.06103516
5.47,0.1220703,-1.556396,-0.1831055
5.48,0.2441406,-1.220703,-0.579834
5.49,0.2441406,-1.00708,-0.9460449
5.5,-0.06103516,-0.793457,-1.464844
5.51,-0.5493164,-0.8239746,-2.227783
5.52,-0.9765625,-0.6713867,-2.319336
5.53,-1.403809,-0.213623,-1.312256
5.54,-1.525879,0.1525879,-0.213623
5.55,-1.739502,0.2441406,0.1220703
5.56,-1.922607,0.3051758,0.1831055
5.57,-2.105713,0.4577637,0.4577637
5.58,-2.166748,0.6103516,0.9460449
5.59,-2.044678,0.7629395,1.373291
5.6,-1.77002,0.7019043,1.342773
5.61,-1.495361,0.6103516,1.159668
5.62,-1.190186,0.6713867,0.9460449
5.63,-0.7629395,0.7629395,0.4882813
5.64,-0.2441406,0.7019043,-0.06103516
5.65,0.1525879,0.4577637,-0.5187988
5.66,0.3662109,0.2441406,-0.579834
5.67,0.3967285,0.09155273,-0.2441406
5.68,0.3051758,0.1525879,-0.3051758
5.69,0.1220703,0.1831055,-0.579834
5.7,-0.1831055,0.3356934,-0.7629395
5.71,-0.6103516,0.5187988,-0.9155273
5.72,-0.9765625,0.6713867,-1.251221
5.73,-1.342773,0.8239746,-1.678467
5.74,-1.739502,0.8850098,-2.13623
5.75,-1.983643,0.9460449,-2.410889
5.76,-1.800537,0.9155273,-2.410889
5.77,-1.464844,0.7019043,-2.227783
5.78,-1.068115,0.4272461,-1.617432
5.79,-0.8239746,0.1831055,-0.6713867
5.8,-0.6713867,-0.09155273,0.2441406
5.81,-0.5493164,-0.213623,0.8239746
5.82,-0.4577637,-0.1831055,1.068115
5.83,-0.3662109,-0.03051758,1.220703
5.84,-0.2746582,0.1831055,1.464844
5.85,-0.2441406,0.4577637,1.556396
5.86,-0.2441406,0.579834,1.464844
5.87,-0.4882813,0.7324219,1.434326
5.88,-0.8544922,0.7629395,1.312256
5.89,-1.312256,0.579834,0.8239746
5.9,-1.556396,0.2746582,0.4272461
5.91,-1.586914,-0.1525879,0.06103516
5.92,-1.403809,-0.579834,-0.6408691
5.93,-1.068115,-0.9460449,-1.220703
5.94,-0.793457,-1.251221,-1.373291
5.95,-0.579834,-1.403809,-0.9765625
5.96,-0.4272461,-1.464844,-0.2746582
5.97,-0.4272461,-1.525879,0.3967285
5.98,-0.4272461,-1.464844,1.373291
5.99,-0.3967285,-1.373291,2.502441
6,-0.1525879,-1.373291,3.082275
6.01,0.06103516,-1.312256,3.204346
6.02,0.3051758,-1.159668,3.173828
6.03,0.5493164,-1.00708,2.716064
6.04,0.793457,-0.8850098,1.89209
6.05,1.068115,-0.6408691,1.403809
6.06,1.342773,-0.3356934,1.342773
6.07,1.556396,-0.1831055,0.7324219
6.08,1.708984,0,0
6.09,1.831055,0.2746582,-0.579834
6.1,1.953125,0.5493164,-0.5187988
6.11,2.227783,0.8850098,-0.1220703
6.12,2.502441,1.068115,-0.213623
6.13,2.685547,1.098633,-0.4272461
6.14,2.685547,1.068115,-0.2441406
6.15,2.471924,0.8544922,0.03051758
6.16,2.197266,0.5493164,0.2746582
6.17,1.831055,0.1831055,0.4577637
