地点名:平井大橋 橋脚上P6,,,
ファイル名:11031102.SMC,,,
起動時刻:2011/03/11 14:47:39,,,
チャンネル数:6,,,
該当地震:地震：2011年03月11日14:46:18.1,,,
Time,N-S,E-W,U-D
0,0.8676871,0.565209,0.3622237
0.01,-0.07524455,-0.344975,-0.4842149
0.02,0.8101913,0.6507028,0.3419752
0.03,-0.04674661,-0.178737,-0.4474676
0.04,0.6497029,0.6926998,0.317477
0.05,-0.2389827,-0.1739874,-0.3914716
0.06,0.4714658,0.5352112,0.3367256
0.07,-0.3832222,-0.372223,-0.3947214
0.08,0.2319832,0.3409753,0.2122346
0.09,-0.6079559,-0.3277262,-0.5272118
0.09999999,-0.0854938,0.4164698,-0.06824505
0.11,-0.8059416,-0.2987283,-0.8164408
0.12,-0.3117274,0.2009854,-0.3514745
0.13,-0.9966778,-0.4559669,-0.8394392
0.14,-0.4897145,0.1017426,-0.151489
0.15,-1.124418,-0.399471,-0.4319687
0.16,-0.5732085,0.1369901,0.1847366
0.17,-0.9591805,-0.2802297,-0.1679878
0.18,-0.4559669,0.1769872,0.2847294
0.19,-0.8609376,-0.2984784,0.02524817
0.2,-0.400721,0.05449605,0.4739656
0.21,-0.5944569,-0.2182342,0.2087349
0.22,-0.13849,0.1572386,0.4319687
0.23,-0.344725,-0.09849286,0.006499529
0.24,0.13849,0.1034925,0.09874284
0.25,0.01149917,-0.1339903,-0.165488
0.26,0.3892218,0.01049924,-0.000749946
0.27,0.3507246,-0.1704876,-0.1279907
0.28,0.6387037,-0.07849431,0.000749946
0.29,0.6159554,-0.1362401,-0.06124556
0.3,0.8314397,-0.04774654,0.08724368
0.31,0.7814434,-0.03574741,0.1324904
0.32,0.8659372,-0.02149844,0.1884863
0.33,0.7891928,0.06499529,0.248982
0.34,0.7304471,-0.05024636,0.2024853
0.35,0.7371966,0.0289979,0.2882291
0.36,0.6147054,-0.1624882,0.1994855
0.37,0.5597094,-0.002499819,0.4317187
0.38,0.261481,-0.2384827,0.3682233
0.39,0.3087276,0.01124918,0.5207123
0.4,0.02149844,-0.2357329,0.152239
0.41,0.1804869,0.07874429,0.2394826
0.42,-0.09624302,-0.2924788,-0.1224911
0.43,-0.00399971,0.02724802,0.1197413
0.44,-0.3499746,-0.3849721,-0.2907289
0.45,-0.07624447,0.1354902,-0.1062423
0.46,-0.5167125,-0.2629809,-0.6469531
0.47,-0.2494819,0.2442323,-0.2994783
0.48,-0.6637019,-0.317977,-0.7181979
0.49,-0.2382327,0.1957358,-0.2142345
0.5,-0.6012064,-0.4489675,-0.6134555
0.51,-0.09124339,0.1197413,-0.05774581
0.52,-0.4874647,-0.5297116,-0.5867075
0.53,0.1542388,0.1607383,0.004499674
0.54,-0.2412325,-0.5437106,-0.5699587
0.55,0.4614666,0.1969857,0.04349685
0.56,-0.008999348,-0.5069633,-0.5322114
0.57,0.6709514,0.3737229,0.2427324
0.58,0.06549525,-0.3489747,-0.2327331
0.59,0.6672016,0.5117129,0.6747011
0.6,-0.068995,-0.3944714,0.06024563
0.61,0.5777081,0.4354684,0.8266901
0.62,-0.2784798,-0.4849648,-0.0109992
0.63,0.3817223,0.4939642,0.6769509
0.64,-0.5437106,-0.4104702,-0.1829867
0.65,0.1709876,0.6334541,0.6059561
