地点名:尾久橋　地盤上/橋脚上,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:41,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
67.84,-33.97329,-5.154876,-2.971785,-35.00321,4.336436,-4.216444
67.85,-32.58589,-4.264441,-4.372433,-35.40693,5.10688,-4.879147
67.86,-30.3798,-3.396004,-5.818828,-34.41175,5.432106,-4.164948
67.87,-26.75256,-2.215839,-6.612521,-31.44872,5.724835,-2.06835
67.88,-22.46537,-0.8216904,-5.722585,-29.0144,6.48678,0.1824868
67.89,-17.9877,0.2564814,-3.16877,-27.12728,7.823433,0.9854286
67.9,-13.30754,0.6919498,-0.6104558,-23.5168,9.156837,-0.07324469
67.91,-8.517882,0.7384465,0.4467176,-19.24886,9.79954,-1.211412
67.92,-3.31051,1.710376,0.8219404,-17.00302,9.800039,-0.2867292
67.93,1.440646,4.405181,1.430396,-13.26204,9.92828,2.683556
67.93999,4.386432,8.108162,2.051101,-7.289222,10.65073,5.595095
67.95,5.408108,10.56923,2.649058,-2.106847,11.40567,6.412285
67.96,5.872824,9.407818,2.794297,3.925965,11.44567,5.054133
67.97,7.024991,5.442105,2.110097,11.52391,10.85196,3.256514
67.98,9.471563,1.670629,1.090171,18.12394,10.36225,2.669307
67.99,12.90406,-0.3319759,0.4792153,22.8076,10.66248,3.229766
68,16.13833,-1.013177,0.2082349,27.52675,11.54891,3.959213
68.01,18.6269,-1.502141,-0.2402326,30.44829,12.30061,4.394681
68.02,19.9918,-1.879864,-0.1359901,30.24556,12.61934,4.567669
68.03,21.29196,-1.157666,0.8649373,31.10724,12.89557,4.653163
68.04,22.81285,2.034603,1.835117,34.77523,13.53602,4.8299
68.05,23.56179,7.45346,3.339508,39.09692,14.4942,5.053634
68.06,23.79502,12.83507,5.042385,43.40561,15.49888,5.023886
68.07,24.05101,16.48956,5.814329,46.58712,16.34157,4.83365
68.08,24.51672,19.25985,5.715836,46.30814,17.00527,4.992888
68.09,25.46915,22.33413,6.34604,45.35246,17.59673,5.683838
68.1,26.80606,25.86463,7.679193,44.97349,18.16918,6.494279
68.11,27.96797,29.23763,8.732117,41.89371,18.62965,6.814756
68.12,28.2327,31.87244,9.331074,36.5256,18.82763,6.475031
68.13,27.36227,33.58957,9.869285,32.10442,18.72439,5.871824
68.14,26.11286,34.60799,10.20526,27.14778,18.38642,5.566846
68.15,25.30791,35.9384,9.65855,21.58194,17.8922,5.669089
68.16,24.40998,37.55728,8.69162,18.48741,17.28175,5.866575
68.17,22.88959,38.47571,8.109412,14.95492,16.47206,6.108307
68.18,21.50169,38.014,8.54788,9.071842,15.44413,6.35054
68.18999,20.75,36.19138,9.760543,5.291117,14.32971,6.240798
68.2,20.52901,33.53957,11.0057,2.35133,13.29854,5.804079
68.21,20.02005,30.57028,11.75965,-1.539138,12.33286,5.343613
68.22,19.25135,27.647,11.79115,-4.454927,11.25918,4.858898
68.23,18.6609,24.65746,11.0792,-8.877606,9.892783,4.270441
68.24,17.29725,21.64493,9.754293,-15.34889,8.13741,3.511995
68.25,14.4452,18.16218,7.908177,-20.18329,6.232298,2.385327
68.26,10.79922,14.14248,5.443855,-24.22124,4.514423,0.9821788
68.27,7.204228,10.67848,2.89429,-29.33712,2.941787,0.004749656
68.28,3.464999,8.491634,1.410648,-33.37483,1.436146,-0.2142345
68.29,-0.5167125,7.372466,0.9609303,-34.75248,0.05324614,-0.2354829
68.3,-5.042634,6.195551,0.3694732,-35.8274,-1.184164,-0.7461959
68.31,-10.3375,3.793975,0.05849576,-37.06131,-2.315332,-1.891613
68.32,-14.81818,0.9821788,0.9119339,-36.73884,-3.297511,-3.30776
68.33,-16.62555,-0.773194,1.564637,-36.76709,-4.018459,-4.289439
68.34,-17.05676,-1.091171,0.4769654,-37.32055,-4.436928,-4.54492
68.35,-19.12161,-0.4384682,-1.426397,-35.8419,-4.593417,-4.535421
68.36,-23.13932,-0.6034563,-3.027281,-33.92629,-4.614666,-4.377183
68.37,-26.40334,-1.767122,-5.501101,-33.42133,-4.545421,-3.59199
68.38,-27.54625,-2.882791,-7.892428,-31.23424,-4.189946,-2.187091
68.39,-27.28152,-2.707804,-8.467886,-26.51558,-3.422752,-0.8401891
68.4,-26.50583,-0.7546953,-8.114912,-22.48512,-2.467571,-0.124241
68.41,-25.65089,1.982606,-7.113484,-18.6899,-1.65838,-0.1637381
68.42,-24.27499,3.740729,-6.122306,-14.86442,-0.9636801,-0.7684443
68.43,-22.7886,3.734979,-5.819328,-13.70201,-0.1397399,-1.422647
68.43999,-21.38945,2.34183,-6.139805,-13.18704,0.8474386,-1.850616
68.45,-19.67582,0.8496884,-6.709514,-11.39242,1.742374,-2.106097
68.46,-18.03244,0.01174915,-7.332969,-10.09252,2.283834,-2.056601
68.47,-16.42906,-0.1994855,-7.530954,-9.028345,2.494069,-1.51364
68.48,-15.1114,-0.09499311,-6.807007,-6.919748,2.723553,-0.4819651
68.49,-14.93692,0.5029635,-5.319614,-4.073705,3.227016,1.014676
68.5,-15.44913,1.694377,-3.016531,-1.971607,4.060205,2.974284
68.51,-15.7971,2.729802,0.5612093,-0.1957358,5.10363,5.025886
68.52,-15.8206,3.020031,4.947142,1.51089,6.140555,6.278045
68.53,-15.09816,2.652808,8.40964,1.538388,6.874252,5.773831
68.54,-13.81625,1.845616,10.07377,1.180664,7.111734,3.184019
68.55,-11.6864,0.7549453,9.576556,1.696627,6.889251,-0.4239693
68.56,-8.665372,0.07499456,6.694265,1.823368,6.311543,-2.877041
68.57,-5.916321,0.4264691,2.086349,1.3814,5.576346,-2.536316
68.58,-4.55292,1.251159,-2.461322,2.078349,5.010887,0.02449822
68.59,-4.704159,1.419147,-5.675089,3.771727,4.709159,2.969035
68.6,-5.774081,0.2657307,-6.262296,4.97439,4.459427,4.932142
68.61,-6.495529,-1.368901,-3.646736,6.279545,3.957463,5.463104
68.62,-6.101058,-2.004105,0.5452105,7.560952,3.110024,4.761905
68.63,-4.845149,-1.667129,3.788225,7.644946,2.047852,3.604989
68.64,-3.04253,-1.198163,4.835899,7.844681,0.9261829,2.815546
68.65,-0.4329686,-1.025426,4.345435,8.627375,-0.2157344,2.446073
68.66,2.656307,-1.366401,2.781549,8.771114,-1.52289,1.731624
68.67,5.559347,-2.06585,0.1942359,9.374821,-3.155521,0.2527317
68.68,7.486958,-3.110275,-2.607061,10.90146,-5.068132,-1.485642
68.68999,8.561379,-4.520922,-4.751905,12.23436,-6.882501,-2.750801
68.7,9.961778,-5.947069,-6.013064,13.32353,-8.166908,-3.163521
68.71,11.84414,-7.210477,-6.479031,14.30421,-8.775114,-2.857793
68.72,13.36028,-8.422139,-5.840577,15.11765,-8.895855,-2.591312
68.73,14.21947,-10.23251,-4.232943,15.89385,-8.826611,-2.956286
68.74,14.77968,-12.66283,-2.288834,16.64929,-8.701119,-3.496247
68.75,16.06059,-14.53245,-0.3622237,17.65797,-8.350645,-3.125773
68.76,18.25443,-14.24022,1.900362,18.25843,-7.613448,-1.551638
68.77,20.7265,-11.97013,4.385432,18.5589,-6.515778,0.5509601
68.78,22.7031,-9.376571,6.514778,19.90406,-5.278368,2.409825
68.79,23.93976,-7.879429,7.756438,20.93573,-4.087704,3.835722
68.8,23.80078,-6.839754,8.2764,21.16347,-2.925038,5.170125
68.81,22.50087,-5.224121,8.797112,22.04665,-1.564387,6.594272
68.82,21.06147,-2.994783,9.79779,23.15557,0.1847366,7.688193
68.83,19.80556,-0.5847076,11.19744,23.35681,2.175092,7.85868
68.84,18.50816,1.231911,11.87089,22.90109,3.86972,7.510456
68.85,17.58523,2.545815,11.0062,22.26439,4.895395,8.040167
68.86,16.82653,4.341186,9.442816,20.93373,5.582095,9.809539
68.87,15.06116,7.353217,8.954101,19.45909,6.548525,11.26443
68.88,12.13962,10.15401,9.194083,18.47991,7.767937,10.70822
68.89,8.498884,11.44242,8.333396,16.81428,8.476135,8.41339
68.9,5.619093,11.21569,6.411535,13.76325,8.347645,6.337541
68.91,5.001887,10.80072,4.615416,10.88446,7.982172,6.140055
68.92,6.816256,11.7644,3.505996,9.163836,8.245152,7.400713
68.93,8.708118,13.96199,3.657235,6.862002,9.418318,7.73019
68.93999,8.790613,15.24265,4.892895,4.363684,10.84821,5.412858
68.95,7.878179,13.1358,5.434856,2.35183,11.88089,1.264908
68.96,7.86293,8.364393,4.449927,-0.3889718,12.60659,-2.194591
68.97,9.415068,4.459927,2.934787,-2.783298,13.69001,-3.290262
68.98,11.55316,4.079954,1.586385,-4.82215,15.56312,-2.522567
68.99,12.39035,6.929997,-0.06674516,-8.261651,17.83321,-1.738874
69,10.95796,9.704797,-1.745873,-11.90039,19.69007,-2.436823
69.01,7.876679,10.70872,-3.120774,-14.82293,20.61801,-4.449677
69.02,4.743906,11.08845,-4.120201,-17.9187,20.6865,-6.122806
69.03,2.260836,12.04763,-4.382682,-20.66225,20.41352,-6.198801
69.04,0.27623,14.36321,-3.602739,-22.7731,20.28028,-5.021386
69.05,-2.377078,16.91377,-1.763372,-24.8797,20.13729,-3.836472
69.06,-6.271296,17.72346,0.1437396,-26.35784,19.3446,-3.639986
69.07,-10.73072,15.8476,1.3739,-26.00137,17.57023,-4.791903
69.08,-14.45895,12.60609,1.033925,-24.8467,15.05441,-6.628019
69.09,-16.5643,9.508811,-1.005427,-23.92202,12.18112,-7.439211
69.1,-16.78853,7.224977,-3.574491,-22.30313,9.229331,-5.574096
69.11,-15.51663,5.539598,-4.208945,-20.28653,6.363289,-1.250159
69.12,-14.05798,2.835794,-2.0651,-19.54983,3.521995,3.126023
69.13,-13.80025,-1.531389,1.970357,-18.84863,0.509963,4.889146
69.14,-14.65744,-7.134733,5.856825,-18.5904,-2.919788,3.649735
69.15,-15.57937,-12.64083,7.490207,-19.44659,-6.753011,1.729625
69.16,-15.97334,-16.29982,7.17723,-19.61358,-10.48074,1.526639
69.17,-16.29082,-17.49698,5.825078,-19.45134,-13.24204,2.90554
69.18,-17.76646,-17.28825,4.109702,-19.46459,-14.81918,3.363506
69.18999,-20.674,-17.35924,1.370401,-19.43634,-16.08583,1.033425
69.2,-23.89002,-18.91463,-3.112274,-18.85763,-17.93845,-3.145272
69.21,-25.33591,-21.13822,-7.899677,-18.14919,-20.20604,-6.278795
69.22,-24.40573,-21.59019,-10.83422,-17.58548,-21.86592,-6.307543
69.23,-23.14307,-19.44659,-10.89896,-16.28107,-22.04965,-4.088704
69.24,-23.3828,-17.67097,-9.503811,-15.63387,-20.82574,-2.181342
69.25,-24.45898,-18.40517,-7.99192,-16.15758,-19.15586,-2.221339
69.26,-24.49797,-20.54851,-6.815256,-15.65087,-17.93895,-3.933715
69.27,-22.59786,-21.82117,-6.720513,-13.51077,-17.32824,-5.92582
69.28,-19.52408,-20.25678,-8.2779,-10.91671,-17.10476,-6.857503
69.29,-16.5323,-16.35506,-11.0017,-8.445888,-17.22025,-6.145055
69.3,-13.96649,-12.91781,-12.87882,-6.148304,-17.71572,-4.149449
69.31,-11.51017,-10.89796,-12.61209,-4.883396,-18.55416,-1.891613
69.32,-9.494061,-9.457314,-10.00352,-3.569241,-19.68332,-0.5432106
69.33,-8.181907,-7.482958,-6.144555,-0.7844431,-21.06597,-0.5907072
69.34,-7.149232,-4.96339,-2.925038,2.529067,-22.64961,-1.190164
69.35,-5.51485,-3.290761,-1.251409,5.527849,-24.01201,-0.9696797
69.36,-2.646058,-2.518817,0.05174625,7.959673,-24.54847,0.4477175
69.37,0.8704369,-2.094598,1.586385,10.63148,-24.169,2.282585
69.38,3.44425,-2.575313,2.173092,13.55627,-23.35406,3.485247
69.39,5.140877,-4.150949,1.811619,16.61954,-22.64686,3.531494
69.4,6.998743,-6.171303,0.9591805,20.82824,-22.24439,2.907289
69.41,9.634051,-7.645196,-0.7976922,25.09618,-21.81017,2.693805
69.42,12.69658,-8.476385,-2.461322,28.18946,-20.82574,3.427752
69.43,15.10915,-8.962351,-2.176092,30.3678,-19.04037,4.468426
69.43999,16.13283,-8.530131,0.4019709,31.75995,-16.72554,4.740656
69.45,15.67661,-7.785436,3.45275,32.51214,-14.44545,3.750978
69.46,14.4587,-7.415962,5.496602,33.72281,-12.4781,2.014854
69.47,13.87574,-6.559774,6.236548,35.54017,-10.77072,0.6834505
69.48,14.69543,-4.897395,5.889323,36.92432,-8.977349,0.4977139
69.49,16.74354,-2.800297,5.212372,37.70677,-6.673766,1.006677
69.5,18.71739,-0.6539526,4.891645,38.14548,-3.913966,1.006677
69.51,19.09636,0.4072205,4.591917,38.46646,-1.301406,-0.1502391
69.52,18.01744,-0.6802007,3.772227,38.70145,0.6594522,-2.059351
69.53,17.48348,-2.543316,1.93511,37.94475,2.029853,-3.747978
69.54,17.84221,-3.03078,-0.1294906,35.54917,3.292511,-4.422929
69.55,18.19418,-1.562637,-1.563137,32.01868,4.946141,-4.14095
69.56,17.9227,0.7484457,-2.226089,27.96022,7.082987,-3.563742
69.57,16.97677,2.456322,-3.009532,24.15475,9.327324,-2.951036
69.58,14.5437,3.158021,-3.891218,21.22696,11.26143,-2.0776
69.59,11.55316,3.848471,-3.331259,19.18636,12.81207,-0.8499384
69.6,10.45174,5.491852,-1.3844,17.42974,14.19397,0.3917216
69.61,11.52016,7.799435,0.8076915,14.63794,15.54512,1.155166
69.62,12.87382,9.66855,2.686305,11.37418,16.84303,1.225911
69.63,13.31254,10.91421,4.117702,7.462959,17.9892,0.6654518
69.64,13.69476,12.33511,4.801152,2.605311,18.81489,-0.1802369
69.65,14.4917,14.70568,4.308438,-1.93061,19.30635,-0.5357112
69.66,14.88517,17.86345,2.910789,-6.806257,19.73482,0.41372
69.67,14.12923,20.68725,1.883863,-11.47142,20.47152,2.722553
69.68,12.93881,22.30013,2.042102,-15.05291,21.70618,5.137128
69.68999,11.95438,22.40863,3.17427,-17.95795,23.18557,5.942069
69.7,11.63391,21.25396,5.017386,-19.94805,24.207,4.530171
69.71,12.01513,18.61215,6.505778,-20.73525,24.1895,2.430574
69.72,13.27954,14.66569,7.260724,-20.79424,23.27106,1.720125
69.73,15.48063,10.59223,7.396964,-21.48269,22.0249,2.537816
69.74,17.33649,7.425212,6.410535,-22.72535,20.7165,3.181769
69.75,17.9167,4.842899,3.465999,-24.24774,18.87613,2.460572
69.76,17.43074,1.718375,-0.1087421,-25.87412,16.01959,0.9039345
69.77,16.6153,-1.739874,-2.576313,-26.31159,12.3611,-0.2159843
69.78,15.93385,-3.756978,-4.200945,-25.02644,8.69687,-0.07849431
69.79,14.14622,-4.13545,-4.845649,-22.33338,5.808579,0.7116984
69.8,10.60173,-5.085382,-3.667734,-20.17854,3.874469,0.4349685
69.81,6.568024,-7.907677,-2.077349,-18.13968,2.287084,-1.65588
69.82,3.577991,-11.74865,-0.9174335,-15.08266,0.3104775,-4.41343
69.83,3.272763,-14.70918,-1.144667,-12.54509,-2.111597,-5.848576
69.84,3.809974,-14.78368,-1.471143,-9.563307,-4.503923,-4.748906
69.85,3.070528,-13.44003,-0.8094413,-7.375965,-6.401786,-1.583385
69.86,1.445895,-12.60159,0.2682306,-7.129983,-7.787935,1.802619
69.87,-0.2739801,-12.69583,1.959108,-6.053561,-9.001348,3.449
69.88,-1.953358,-13.39378,3.58549,-4.805652,-10.41525,2.835794
69.89,-3.304511,-14.12573,3.990461,-3.566991,-12.17887,0.992928
69.9,-4.379433,-14.22197,3.086026,-0.4479675,-14.14847,-0.261731
69.91,-5.469104,-13.1408,1.608633,3.302261,-15.95259,0.1319904
69.92,-7.256224,-11.20769,0.05749583,5.698337,-17.21975,1.585885
69.93,-9.732545,-9.538309,-0.855188,8.251402,-18.01295,2.712803
69.93999,-12.05413,-9.049094,-1.064923,11.28593,-18.65315,2.321582
69.95,-13.36053,-10.09527,-1.24816,12.38985,-19.33885,0.005749583
69.96,-13.1238,-12.05413,-2.221089,13.21279,-20.00705,-3.605989
69.97,-11.56116,-13.43778,-4.460176,15.15115,-20.51701,-7.04224
69.98,-9.263079,-13.40003,-7.563452,16.01909,-20.688,-9.029845
69.99,-7.277472,-12.25911,-10.2955,16.08808,-20.37752,-9.671049
70,-6.181802,-10.92846,-12.62008,17.71822,-19.71157,-9.79129
70.01,-5.606344,-10.30325,-14.59569,19.56108,-19.06862,-9.857285
70.02,-4.566669,-10.57173,-15.42413,20.769,-18.65165,-9.93453
70.03,-2.855293,-11.28443,-14.88167,23.35431,-18.16343,-9.610304
70.04,-0.8169408,-11.92714,-12.96456,25.40216,-17.15851,-8.270401
70.05,1.705626,-12.3581,-9.433566,24.48598,-15.24789,-6.139805
70.06,5.025386,-12.20437,-4.498174,23.29556,-12.3801,-4.515173
70.07,8.180157,-11.63891,-0.1029925,23.07683,-9.214832,-4.028458
70.08,10.00327,-10.54449,2.837294,22.28214,-6.48903,-4.040207
70.09,10.2935,-8.566879,4.752406,21.78692,-4.223944,-4.1367
70.1,9.576056,-5.52335,5.233621,22.39388,-2.060351,-4.501674
70.11,8.40589,-2.254337,3.769977,22.37988,0.1372401,-5.090131
70.12,7.201728,0.3332258,0.7766937,21.20071,2.221589,-5.277867
70.13,5.752583,2.221589,-1.870364,20.7325,4.069205,-4.259192
70.14,4.324687,3.775476,-3.221517,20.65475,5.755333,-1.786371
70.15,3.416502,5.11313,-3.03453,19.13161,7.539703,1.051424
70.16,2.141095,6.274295,-1.264658,17.2525,9.564807,2.286334
70.17,0.123991,6.800257,0.6309543,15.58462,11.44617,0.7416962
70.18,-1.602634,5.93207,0.2239838,13.34078,12.4681,-2.62681
70.18999,-2.20634,5.135628,-2.007104,12.18912,12.48085,-5.691088
70.2,-1.343903,6.324791,-5.213622,11.97588,12.09087,-7.138483
70.21,-0.4389682,9.082842,-9.790291,10.63573,11.94263,-7.079987
70.22,-1.842616,11.41692,-13.89674,9.119589,12.06213,-6.152054
70.23,-4.463427,11.59616,-16.10983,7.705192,12.07063,-4.942142
70.24,-5.766582,9.662049,-16.08208,5.65984,11.7404,-3.598989
70.25,-4.846649,7.888428,-13.1168,3.374506,11.13044,-1.967857
70.26,-2.495319,7.702442,-7.758188,0.8081914,10.58698,-0.1194913
70.27,0.04149699,8.358395,-1.742624,-2.099348,10.366,1.334653
70.28,2.333331,8.588377,2.714553,-5.193873,10.22701,1.961108
70.29,3.992711,8.518132,4.536671,-8.504133,9.721795,1.93036
70.3,5.121129,8.958851,4.288689,-11.73165,8.606377,1.741374
70.31,5.813329,10.10027,2.768299,-14.14097,7.007242,2.247587
70.32,6.178552,11.61216,1.255909,-16.15233,5.405358,3.982461
70.33,6.332291,12.64908,1.345902,-18.76139,4.314687,6.061311
70.34,6.155554,12.36535,2.766049,-21.21921,3.667484,7.091986
70.35,5.467104,10.51599,4.251442,-23.80702,2.889541,7.142482
70.36,4.994638,7.606699,5.966067,-26.80931,1.697627,7.575951
70.37,5.544348,5.020136,8.461637,-28.3532,0.4259691,9.081342
70.38,6.171053,3.968712,10.51699,-28.3017,-0.5529599,10.76897
70.39,5.963318,3.806974,11.06545,-27.99747,-1.415647,11.30768
70.4,4.784153,2.672806,10.31325,-27.63775,-2.639559,10.3335
70.41,3.650235,0.2314832,8.451637,-26.29934,-4.442178,8.725617
70.42,3.874969,-2.108847,5.894073,-23.82977,-6.455032,7.501456
70.43,4.858648,-2.553315,3.777976,-20.65975,-8.083914,6.666017
70.43999,5.391109,-1.405148,2.20284,-16.79653,-9.282328,5.729585
70.45,4.517922,-0.8244402,0.9821788,-13.94999,-10.64198,4.69316
70.46,3.301011,-2.289834,1.230161,-12.57109,-12.51684,3.735979
70.47,3.408753,-5.004887,3.334758,-9.700797,-14.52445,2.570064
70.48,4.897645,-6.981994,5.846326,-6.89,-16.20933,1.030175
70.49,7.053239,-7.631447,6.712513,-5.206623,-17.71372,-0.4257191
70.5,7.759438,-8.285649,7.136233,-2.427824,-19.3661,-1.195413
70.51,7.459709,-10.13127,7.749938,0.000999928,-21.09197,-0.9979277
70.52,7.327719,-12.53384,7.004242,1.153166,-22.49362,-0.178987
70.53,6.913749,-14.82343,5.285117,2.246087,-23.39705,0.5179625
70.54,5.314365,-16.94327,4.014959,3.713731,-24.04601,0.9269328
70.55,3.125023,-18.83913,3.894718,5.623842,-24.75771,1.371401
70.56,1.148417,-20.704,5.413358,7.638696,-25.39241,1.731624
70.57,-0.7486957,-21.93091,7.5797,9.400318,-25.4999,1.255159
70.58,-3.184769,-22.71885,8.583128,10.79872,-25.05593,-0.5564597
70.59,-5.816578,-23.89427,7.799934,12.61834,-24.60397,-2.976034
70.6,-7.281722,-25.06768,5.894573,14.40921,-24.53347,-4.705659
70.61,-7.759687,-24.84395,3.540743,15.26139,-24.50922,-5.219872
70.62,-8.864858,-22.85084,0.6877002,15.8141,-23.83252,-5.076132
70.63,-11.63366,-20.32103,-2.561814,15.56162,-22.39038,-4.944642
70.64,-14.76018,-18.92588,-5.328614,14.25272,-20.51876,-4.846148
70.65,-16.26782,-18.80964,-6.838754,12.69383,-18.5549,-4.250942
70.66,-16.68529,-18.31267,-6.939497,11.45842,-16.65529,-2.727552
70.67,-17.48698,-16.69204,-5.869824,9.817039,-14.71968,-0.8679371
70.68,-18.94563,-15.04191,-3.640486,7.923925,-12.61484,0.02024853
70.68999,-20.45377,-14.26572,-1.180414,6.419535,-10.57798,-0.5899572
70.7,-21.19196,-14.20497,-0.008249402,3.85847,-8.96985,-1.917361
70.71,-21.29846,-13.80575,-0.3184769,0.6809506,-7.634696,-2.936037
70.72,-20.91473,-12.4061,-1.060673,-2.038602,-6.119556,-3.215517
70.73,-19.65882,-10.45624,-2.726302,-4.636414,-4.27919,-2.689555
70.74,-18.5959,-8.906355,-5.323114,-6.319792,-2.219089,-1.646881
70.75,-18.39717,-8.41614,-6.925998,-7.005492,-0.1429896,-0.9961778
70.76,-18.35242,-9.267828,-7.433461,-7.557952,1.730625,-1.506891
70.77,-18.16518,-11.0987,-7.957423,-9.297076,3.326259,-2.7578
70.78,-18.06919,-13.34203,-7.73144,-11.41017,4.768654,-3.541993
70.79,-16.73829,-15.01266,-6.125056,-11.84564,6.160803,-3.014282
70.8,-13.98249,-14.55369,-3.897717,-12.24011,7.551952,-1.37415
70.81,-11.48717,-12.30336,-2.610811,-12.39935,8.930102,0.1704876
70.82,-10.62423,-9.532059,-2.656057,-11.43667,10.26651,0.2459822
70.83,-10.58548,-7.114985,-3.321509,-11.57716,11.52166,-1.037925
70.84,-9.810539,-5.629342,-4.848399,-11.30693,12.61983,-2.236088
70.85,-7.876929,-4.032708,-6.61677,-9.636301,13.77925,-2.056601
70.86,-5.482852,-1.727125,-7.069737,-8.714869,15.34114,-0.4169698
70.87,-3.328509,-0.0454967,-5.771332,-8.520633,17.32999,1.639131
70.88,-1.460394,0.3012282,-3.202268,-7.825183,19.40159,2.786798
70.89,0.8491884,-0.2127346,0.2129846,-6.963995,21.01123,2.680306
70.9,3.326759,-0.3759727,3.464499,-6.268546,21.82042,2.247087
70.91,5.723835,1.121169,5.421357,-4.322937,22.14414,2.429074
70.92,8.176407,4.390432,6.07081,-2.263836,22.42587,3.31651
70.93,10.47974,8.848609,6.07731,-1.728375,22.56411,4.797652
70.93999,12.01188,13.43803,6.106557,-0.7146982,22.1304,6.885501
70.95,12.65333,17.08151,6.846004,1.152666,20.84299,8.992599
70.96,12.76632,19.34785,9.034095,2.0671,18.77539,10.14326
70.97,12.13062,20.31228,11.58966,2.188091,16.15633,9.960778
70.98,10.67723,19.3026,12.80257,2.651058,13.18429,8.867857
70.99,9.50981,16.60405,12.92231,2.976784,10.16351,7.666945
71,9.469563,13.67926,12.59384,3.073777,7.366216,6.790258
71.01,9.064843,11.7294,11.46192,4.422179,4.82215,6.020314
71.02,7.370466,10.44474,8.83061,5.943569,2.392327,5.053634
71.03,5.259619,9.420568,5.209123,6.330291,-0.09549308,4.038957
71.04,3.929215,8.445138,1.551888,7.118984,-2.575313,3.543743
71.05,3.883968,7.620198,-0.9616803,7.773437,-4.713159,3.946714
71.06,4.742656,7.58745,-0.9909282,6.986994,-6.292044,4.886396
71.07,5.253119,7.267723,0.9331824,5.976567,-7.420212,5.647091
71.08,4.941392,5.697087,3.354757,5.625842,-8.327147,5.714336
71.09,5.202123,3.753478,5.724335,5.225121,-9.010347,4.68991
71.1,6.448782,3.093526,6.730012,4.838399,-9.393069,2.421074
71.11,7.750438,4.036207,5.263369,5.009387,-9.514311,-0.4042207
71.12,8.579378,5.539598,1.747623,4.759155,-9.52356,-2.374578
71.13,9.416317,6.925998,-2.543316,3.833472,-9.395819,-2.559314
71.14,10.17476,7.774937,-6.368788,3.207518,-8.947851,-1.51164
71.15,10.52549,8.334396,-8.752616,2.570064,-8.151659,-0.9094341
71.16,10.75622,8.519632,-9.412818,1.155166,-7.255724,-2.103097
71.17,11.36468,7.922926,-9.52131,-0.1627382,-6.593272,-4.870147
71.18,13.02231,7.119234,-10.20376,-0.7364466,-6.2118,-7.45096
71.18999,15.78961,6.89875,-11.24619,-1.222661,-5.883324,-7.935925
71.2,18.66165,8.115662,-11.01095,-1.695377,-5.205123,-5.836827
71.21,20.48851,10.03277,-8.946852,-1.283157,-4.104202,-2.771799
71.22,20.51051,10.96496,-5.284867,-0.6719513,-2.839794,-1.186914
71.23,18.86488,10.66623,-1.584635,-0.6392037,-1.824618,-1.983356
71.24,16.81278,10.09827,0.2239838,-0.004499674,-1.395649,-3.766727
71.25,15.33014,10.61823,0.7814434,0.6919498,-1.346652,-4.452177
71.26,14.67969,12.3756,1.207912,0.2309833,-1.120419,-3.327509
71.27,12.89407,13.61001,1.978857,-0.4569669,-0.4422179,-1.549888
71.28,8.758366,13.02406,3.86872,-0.6267046,0.3759727,-0.9441816
71.29,3.235765,10.67298,5.886823,-1.647881,0.8304398,-2.095598
71.3,-2.424074,7.677444,5.996315,-2.951036,0.758695,-3.686233
71.31,-7.056489,5.575846,4.95989,-2.922788,0.5484602,-4.246192
71.32,-10.22076,5.620593,4.41743,-2.927038,0.8629375,-3.986961
71.33,-13.1733,7.135483,3.345258,-3.781476,1.92511,-4.015709
71.34,-17.50273,7.513455,1.252159,-4.749406,3.183519,-4.579918
71.35,-22.0939,6.07531,-0.8249402,-5.264118,3.945214,-5.169375
71.36,-25.68764,3.790725,-2.228589,-5.718336,4.1402,-5.305615
71.37,-27.97847,2.460072,-3.592989,-6.235548,4.290689,-4.881396
71.38,-28.51068,3.062028,-4.296938,-6.580023,4.708158,-4.264441
71.39,-28.15196,4.8219,-3.924716,-8.130911,5.171375,-3.930465
71.4,-27.94747,5.65184,-3.794725,-11.0177,5.366111,-3.655235
71.41,-27.99122,4.321687,-3.553742,-13.65601,5.312365,-3.074027
71.42,-27.15603,2.647808,-3.347257,-15.8381,5.433106,-2.666807
71.43,-26.11036,2.48132,-4.339436,-17.87595,5.967068,-3.30876
71.43999,-26.11836,3.279762,-7.225726,-19.51684,6.570274,-4.821651
71.45,-26.28185,3.186519,-10.65373,-21.23996,6.840254,-5.629342
71.46,-25.28092,2.279585,-12.43585,-22.52662,6.935497,-4.579418
71.47,-23.4763,2.151844,-11.32343,-22.50112,7.499207,-2.199341
71.48,-22.0854,2.140095,-8.717368,-22.31788,8.763115,0.1479893
71.49,-21.88991,1.907862,-5.588845,-22.70435,10.3175,1.366651
71.5,-22.63086,1.727375,-1.715876,-23.87352,11.66265,1.586885
71.51,-23.22407,1.758373,1.773121,-24.8572,12.68283,2.0741
71.52,-22.53237,2.835294,4.54692,-25.04094,13.62701,3.773726
71.53,-21.54069,5.033885,6.973744,-24.59272,14.85842,6.241298
71.54,-21.65368,6.734762,8.895105,-23.96976,16.27132,8.302649
