地点名:平井大橋　地盤上
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:47:39
チャンネル数:3
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W",U-D
0,-.1317405,-.1684878,-0.2142345 
.01,.6337041,.3127273, 0.9874284 
.02,1.078922,.6819506, 1.506891 
.03,.6337041,.5819578, 0.8481885 
.04,-.4037207,-.02799797,-0.3347257 
.05,-1.023676,-.7341968,-0.9786791 
.06,-.6854503,-.8356894,-0.565959 
.07,.2182342,-.07624447, 0.3197268 
.08,.7166981,.9039345, 0.661702 
.09,.3419752,1.275658, 0.04899645 
.09999999,-.4319687,.6097058,-0.8854358 
.11,-.8346895,-.5204623,-1.088921 
.12,-.5507101,-1.121169,-0.2682306 
.13,.1584885,-.6949496, 0.5249619 
.14,.6657017,.3019781, 0.5217122 
.15,.6542026,.897185,-0.08474386 
.16,.3409753,.5684588,-0.4127201 
.17,.1477393,-.3519745,-0.09399319 
.18,.1764872,-.9899282, 0.4629664 
.19,.2052351,-.8596877, 0.6986994 
.2,.1739874,-.1084921, 0.469466 
.21,.2002355,.6387037, 0.3152272 
.22,.3152272,.8101913, 0.6292044 
.23,.4239693,.4849648, 0.9869285 
.24,.2009854,.06874502, 0.9319324 
.25,-.2407326,-.1609883, 0.5132128 
.26,-.5057133,-.1274908, 0.09124339 
.27,-.3839722,-.01999855,-0.2442323 
.28,.001249909,.02549815,-0.6892 
.29,.2297333,-.01449895,-1.004427 
.3,.1817368,-.13849,-1.092171 
.31,.1357402,-.09874284,-0.96593 
.32,.2967285,.178987,-0.6439533 
.33,.4609666,.3677233,-0.4959641 
.34,.261981,.2094848,-0.6222049 
.35,-.08599377,-.1404898,-0.5124629 
.36,-.1389899,-.5169625, 0.2519817 
.37,.2377328,-.745196, 1.119919 
.38,.6887001,-.6262046, 1.10992 
.39,.6174552,-.3484747, 0.178987 
.4,.02049851,-.2529817,-0.7416962 
.41,-.4727157,-.2432324,-0.8191906 
.42,-.5254619,-.2049851, 0.1619883 
.43,-.2559814,-.1122419, 1.350902 
.44,-.06199551,.1369901, 1.529639 
.45,-.2259836,.3374755, 0.6779509 
.46,-.6169553,.2139845,-0.4759655 
.47,-.8364394,.03324759,-1.066173 
.48,-.676451,.03574741,-0.772944 
.49,-.261981,.2564814,-0.0579958 
.5,.1087421,.4534671, 0.4589667 
.51,.3059778,.3074777, 0.6042062 
.52,.1527389,-.1599884, 0.4094703 
.53,-.2569814,-.5684588,-0.1707376 
.54,-.6439533,-.5682088,-0.9449315 
.55,-.772944,-.1252409,-1.314905 
.56,-.5539598,.3872219,-0.7521955 
.57,-.1327404,.5957068, 0.5202123 
.58,.2299833,.316977, 1.391399 
.59,.2122346,-.303228, 1.006927 
.6,-.2279835,-.8466886,-0.02299833 
.61,-.5679588,-.8566879,-0.5079632 
.62,-.5577096,-.2712303,-0.3432251 
.63,-.2399826,.455467,-0.3199768 
.64,.2154844,.7186979,-0.7354467 
.65,.4542171,.3792225,-1.001427 
.66,.4252192,-.1897362,-0.5507101 
.67,.2919788,-.427219, 0.4214694 
.68,.08424389,-.1772372, 0.9919281 
.69,-.02449822,.2274835, 0.5332114 
.7,-.08299398,.3409753,-0.2467321 
.71,-.05774581,.02874792,-0.579208 
.72,.1457394,-.3157271,-0.4094703 
.73,.316977,-.3199768, 0.1092421 
.74,.3712231,-.08474386, 0.5944569 
.75,.3734729,.2452322, 0.8314397 
.76,.3237265,.4769654, 0.8659372 
.77,.151989,.4022208, 0.469716 
.78,-.1752373,.2054851,-0.2112347 
.79,-.5259619,.1174915,-0.6534526 
.8,-.7099485,.1444895,-0.7059488 
.81,-.5307115,.2037352,-0.5759583 
.82,-.0482465,.2157344,-0.427219 
.83,.4027208,.2337331,-0.4454677 
.84,.4354684,.3047279,-0.8269401 
.85,.03849721,.3424752,-1.149167 
.86,-.4637164,.2629809,-0.9229331 
.87,-.5684588,.068995,-0.4177197 
.88,-.1557387,-.09574306,-0.1299906 
.89,.4029708,-.1207412, 0.01674879 
.9,.6872002,.02824795, 0.2334831 
.91,.4977139,.2297333, 0.3132273 
.92,-.009749293,.303228, 0.03024781 
.93,-.3984711,.1777371,-0.1317405 
.94,-.2974784,-.1899862, 0.2392327 
.95,.2682306,-.5264618, 0.6387037 
.96,.8294399,-.3549743, 0.7896928 
.97,.8794363,.1992356, 0.9159336 
.98,.3252264,.6234548, 1.049924 
.9899999,-.3752228,.5169625, 0.785693 
1,-.7234476,-.009749293, 0.05499601 
1.01,-.5474603,-.4839649,-0.428219 
1.02,.0952431,-.3929715,-0.2539816 
1.03,.7199478,.2469821, 0.3704731 
1.04,.7426962,.7796935, 0.6257046 
1.05,.1392399,.662202, 0.0002499819 
1.06,-.6549525,-.05674589,-0.6549525 
1.07,-.9694297,-.8479385,-0.6472031 
1.08,-.4072205,-1.048924,-0.2312332 
1.09,.7381965,-.3829722, 0.1089921 
1.1,1.666629,.5879574, 0.1857365 
1.11,1.630632,.9676799, 0.1609883 
1.12,.6199551,.5169625,-0.0164988 
1.13,-.5634592,-.2817296,-0.3044779 
1.14,-1.056673,-.7764437,-0.2027353 
1.15,-.4614666,-.5182124, 0.3432251 
1.16,.7291971,.2694805, 0.882686 
1.17,1.420397,.8614376, 0.8684371 
1.18,1.045674,.7629447, 0.2152344 
1.19,-.1019926,.1214912,-0.3784726 
1.2,-1.086421,-.4784653,-0.3509746 
1.21,-1.139417,-.5712086, 0.2369828 
1.22,-.4302188,-.2034853, 0.7506956 
1.23,.2702304,.1417397, 0.6057061 
1.24,.3567241,.1364901,-0.2092348 
1.25,-.1672379,-.1479893,-0.8924353 
1.26,-.6832005,-.4617165,-0.8286899 
1.27,-.5462104,-.4289689,-0.3579741 
1.28,.1394899,-.02274835, 0.03849721 
1.29,.7906927,.3799725, 0.2232338 
1.3,.8816861,.5039635, 0.2854793 
1.31,.4097203,.2677306, 0.2112347 
1.32,-.3014781,-.1562387,-0.1309905 
1.33,-.7959423,-.5124629,-0.6192051 
1.34,-.6911999,-.6177052,-0.8511883 
1.35,-.1412398,-.4204695,-0.4919643 
1.36,.4097203,-.09774292, 0.07049489 
1.37,.5189624,.1284907, 0.2579813 
1.38,.04199696,.1144917, 0.04599667 
1.39,-.5314615,-.1682378,-0.1989856 
1.4,-.7786936,-.5632092,-0.151739 
1.41,-.4914644,-.7001992, 0.07024491 
1.42,.1584885,-.4312187, 0.01499891 
1.43,.7224476,.1052424,-0.3054779 
1.44,1.047924,.6672016,-0.4424679 
1.45,1.063923,.9416817,-0.1214912 
1.46,.7774436,.8256902, 0.2494819 
1.47,.4457177,.4717158, 0.05024636 
1.48,.2159843,.1412398,-0.4719658 
1.49,.2682306,.05224621,-0.4869647 
1.5,.5389609,.151239,-0.002999783 
1.51,.6139555,.3362256, 0.247732 
1.52,.3237265,.5084631,-0.04099703 
1.53,-.2944787,.3657235,-0.3532244 
1.54,-.9696797,-.1352402,-0.3777226 
