地点名:厩橋　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:52,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,0.5214622,0.1974857,0.3499746
0.01,0.6054561,0.0952431,0.2229838
0.02,0.5409608,-0.05749583,0.1847366
0.03,0.372723,-0.1669879,0.2537316
0.04,0.1647381,-0.1404898,0.3089776
0.05,-0.07299471,-0.166238,0.1714876
0.06,-0.3092276,-0.2434824,0.02499819
0.07,-0.41322,-0.1492392,0.1369901
0.08,-0.4522172,0.1414897,0.4067205
0.09,-0.4742156,0.4744656,0.4722158
0.09999999,-0.634954,0.6819506,0.1684878
0.11,-0.8774364,0.8066915,-0.247982
0.12,-1.036175,0.8751866,-0.5542098
0.13,-1.162166,0.9054344,-0.6707014
0.14,-1.212662,0.8429389,-0.5804579
0.15,-1.191414,0.6941997,-0.5169625
0.16,-1.223661,0.4492174,-0.5402108
0.17,-1.207412,0.1784871,-0.3594739
0.18,-1.089671,0.261731,0.1062423
0.19,-0.9494312,0.441718,0.5017136
0.2,-0.9259329,0.5097131,0.6892
0.21,-0.9869285,0.5557097,0.6916999
0.22,-1.074172,0.5719585,0.5597094
0.23,-1.017426,0.5669589,0.372223
0.24,-0.82744,0.5542098,0.2607311
0.25,-0.5184624,0.5097131,0.2809796
0.26,-0.2457322,0.3387254,0.4264691
0.27,-0.02549815,0.1082422,0.5459604
0.28,0.2007354,-0.1509891,0.5222121
0.29,0.5219622,-0.3524745,0.4197196
0.3,0.9071842,-0.4319687,0.3417252
0.31,1.350152,-0.4034708,0.4492174
0.32,1.807119,-0.1577386,0.7679443
0.33,2.20834,0.05774581,0.9389319
0.34,2.417325,0.1279907,0.9064343
0.35,2.532316,0.192736,0.841939
0.36,2.533066,0.317977,0.7061988
0.37,2.417075,0.3499746,0.4892145
0.38,2.139345,0.2694805,0.2987283
0.39,1.743374,0.1709876,0.1774871
0.4,1.333903,0.08724368,0.05349612
0.41,0.9616803,0.001249909,-0.1494892
0.42,0.6542026,-0.0454967,-0.3362256
0.43,0.4372183,-0.04624665,-0.372473
0.44,0.2504818,-0.0164988,-0.303478
0.45,0.06824505,-0.02049851,-0.317727
0.46,-0.09424317,-0.1044924,-0.5172125
0.47,-0.1779871,-0.1457394,-0.7949424
0.48,-0.1702377,-0.07324469,-1.012177
0.49,-0.1144917,0.06424534,-1.10967
0.5,-0.1127418,0.2034853,-1.037425
0.51,-0.1192414,0.1882364,-0.8619375
0.52,-0.1399899,0.1552387,-0.6817006
0.53,-0.1474893,0.09374321,-0.5634592
0.54,-0.1452395,0.04649663,-0.4129701
0.55,-0.09574306,0.04024708,-0.1607383
0.56,-0.08174407,0.03549743,0.1887363
0.57,-0.07149482,0.1027426,0.6162053
0.58,-0.1124918,0.1184914,0.9611803
0.59,-0.233983,0.07499456,1.090921
0.6,-0.3962213,-0.0537461,1.063923
0.61,-0.5089631,-0.1482393,1.076672
0.62,-0.5542098,-0.1692377,1.203163
0.63,-0.5474603,-0.2387327,1.344903
0.64,-0.524212,-0.3614738,1.404398
0.65,-0.3854721,-0.523712,1.298656
0.66,-0.1879864,-0.634204,0.9694297
0.67,0.01499891,-0.6902,0.5589595
0.68,0.2037352,-0.6882001,0.2692305
0.69,0.3324759,-0.6009564,0.1982356
0.7,0.5114629,-0.5192124,0.2684805
0.71,0.7354467,-0.4092203,0.2784798
0.72,0.9474313,-0.3474748,0.1419897
0.73,1.166165,-0.3689733,0.0109992
0.74,1.330654,-0.3437251,-0.06499529
0.75,1.402398,-0.3882219,-0.3427252
0.76,1.306905,-0.6404536,-0.7936925
0.77,1.140417,-0.9086841,-1.128918
0.78,0.9146837,-1.021676,-1.313405
0.79,0.6659517,-1.083671,-1.422647
0.8,0.3844721,-1.128418,-1.359151
0.81,0.166238,-1.008927,-1.018676
0.82,0.02849793,-0.773194,-0.6417035
0.83,-0.09674299,-0.5717086,-0.4479675
0.84,-0.1897362,-0.4214694,-0.3412253
0.85,-0.2929788,-0.2387327,-0.2079849
0.86,-0.4682161,-0.01224911,0.0317477
0.87,-0.6142055,0.2832295,0.3539743
0.88,-0.7021991,0.565209,0.6019564
0.89,-0.772944,0.6719513,0.5742084
0.9,-0.9114339,0.6384537,0.4179697
0.91,-1.039925,0.6747011,0.3262264
0.92,-1.156916,0.8039417,0.3012282
0.93,-1.285907,0.8936852,0.2789798
