地点名:小名木川排水機場　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:44,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,0.5919571,0.0537461,-0.9266828
0.01,0.3772227,0.2167343,-1.266658
0.02,0.1444895,0.5094631,-1.285907
0.03,-0.1024926,0.8484385,-0.8751866
0.04,-0.3847221,1.086921,-0.2317332
0.05,-0.4609666,1.154416,0.4299688
0.06,-0.3159771,1.035425,0.9751793
0.07,-0.0289979,0.7539454,1.272408
0.08,0.3684733,0.3332258,1.339653
0.09,0.6919498,-0.07699442,1.265408
0.09999999,0.7661945,-0.2882291,1.026676
0.11,0.786443,-0.261731,0.5472103
0.12,0.6996993,-0.1084921,-0.05199623
0.13,0.4377183,0.1727375,-0.5964568
0.14,0.09999275,0.5182124,-0.9311825
0.15,-0.2822295,0.8084414,-0.9344323
0.16,-0.7406963,1.110919,-0.6812006
0.17,-0.9184334,1.262908,-0.4337186
0.18,-0.7009492,1.123419,-0.2997283
0.19,-0.2792298,0.7381965,-0.3204768
0.2,0.2234838,0.165738,-0.3807224
0.21,0.7384465,-0.399721,-0.3404753
0.22,1.004927,-0.6799507,-0.2374828
0.23,0.9691797,-0.6906999,-0.1999855
0.24,0.6587023,-0.606456,-0.2812296
0.25,0.1027426,-0.5064633,-0.4477175
0.26,-0.5822078,-0.4092203,-0.620455
0.27,-1.157916,-0.2264836,-0.7019491
0.28,-1.541638,0.04374683,-0.5969567
0.29,-1.64963,0.2132345,-0.3844721
0.3,-1.405648,0.2159843,-0.1954858
0.31,-0.9051844,0.05174625,-0.1752373
0.32,-0.3024781,-0.2659807,-0.3157271
0.33,0.1982356,-0.6951996,-0.4399681
0.34,0.441968,-1.003927,-0.4079704
0.35,0.4569669,-1.068423,-0.2392327
0.36,0.4122201,-0.8774364,-0.05949569
0.37,0.3932215,-0.4912144,0.07624447
0.38,0.3407253,-0.04849648,0.08199406
0.39,0.3332258,0.3337258,0.02049851
0.4,0.2952286,0.6699514,0.01599884
0.41,0.1129918,0.9476813,0.1994855
0.42,-0.1287407,1.077672,0.4809651
0.43,-0.2972285,0.9856786,0.6277045
0.44,-0.3489747,0.6704514,0.6157054
0.45,-0.1867365,0.1834867,0.4762155
0.46,0.1707376,-0.262731,0.4674661
0.47,0.5394609,-0.3787225,0.7354467
0.48,0.8019419,-0.1112419,1.056673
0.49,0.9229331,0.2422324,1.10767
0.5,0.7654445,0.3939714,0.8761865
0.51,0.4119701,0.317477,0.4369683
0.52,0.07274473,0.1274908,-0.1287407
0.53,-0.207485,0.02549815,-0.5807079
0.54,-0.4457177,-0.05674589,-0.800192
0.55,-0.5609593,-0.2822295,-0.8079414
0.56,-0.5759583,-0.4714658,-0.6637019
0.57,-0.4769654,-0.4369683,-0.4397181
0.58,-0.3074777,-0.2579813,-0.1772372
0.59,-0.2419825,-0.09199333,0.1309905
0.6,-0.2547315,-0.1157416,0.3757228
0.61,-0.09174335,-0.2362329,0.5007137
0.62,0.2187341,-0.3387254,0.5904572
0.63,0.5254619,-0.2977284,0.6502029
0.64,0.7771937,-0.2427324,0.7261974
0.65,0.8979349,-0.2302333,0.648703
0.66,0.7749438,-0.1704876,0.2664807
0.67,0.5607094,-0.00799942,-0.2652308
0.68,0.3474748,0.1894863,-0.7426962
0.69,0.1232411,0.3022281,-1.155666
0.7,-0.02424824,0.234483,-1.417397
0.71,-0.06524527,0.02974784,-1.370901
0.72,-0.07524455,-0.206485,-1.029175
0.73,0.04649663,-0.344225,-0.5689588
0.74,0.2742301,-0.2597312,-0.09449315
0.75,0.3769727,0.000999928,0.3632237
0.76,0.330726,0.1802369,0.7024491
0.77,0.3014781,0.2187341,0.9504311
0.78,0.2197341,0.2657307,1.204163
0.79,0.1302406,0.2997283,1.3739
0.8,0.05824578,0.2184842,1.454145
0.81,-0.13824,-0.04649663,1.496142
0.82,-0.4254692,-0.3732229,1.411398
0.83,-0.648203,-0.5837077,1.189664
0.84,-0.8474386,-0.4542171,0.9174335
0.85,-1.067173,-0.06274545,0.5467104
0.86,-1.167915,0.3184769,0.1344903
0.87,-1.10867,0.6462032,-0.1029925
0.88,-0.9371821,0.9094341,-0.0717448
0.89,-0.5889573,0.9374321,0.1204913
0.9,-0.1962358,0.6387037,0.2944787
0.91,0.1157416,0.03824723,0.441968
0.92,0.3832222,-0.6474531,0.4699659
0.93,0.6132056,-1.142667,0.4489675
0.94,0.6809506,-1.171915,0.4924643
0.95,0.578958,-0.8431889,0.4374683
0.96,0.3412253,-0.3732229,0.2002355
0.97,-0.009999275,0.07424462,-0.1967357
0.98,-0.2127346,0.4202195,-0.6994493
0.9899999,-0.2104847,0.6767009,-1.092921
1,-0.2214839,0.786193,-1.185164
1.01,-0.1902362,0.7094486,-1.021426
1.02,-0.04099703,0.3967212,-0.7356967
1.03,0.1439896,0.09124339,-0.4454677
1.04,0.2577313,-0.1602384,-0.2692305
1.05,0.3354757,-0.4124701,-0.317227
1.06,0.3417252,-0.4334686,-0.3962213
1.07,0.3082277,-0.1897362,-0.4544671
1.08,0.2734802,0.2177342,-0.4099703
1.09,0.1614883,0.6369538,-0.2122346
1.1,-0.1684878,0.8929353,-0.01174915
1.11,-0.5962068,0.9116839,0.04774654
1.12,-1.11042,0.6464531,0.02499819
1.13,-1.553637,0.290229,0.06224549
1.14,-1.675129,-0.05724585,0.2519817
1.15,-1.335403,-0.2227339,0.5637091
1.16,-0.7239475,-0.1399899,0.8771864
1.17,0.001749873,0.03224766,0.910934
1.18,0.6189551,0.07824433,0.6334541
1.19,0.9164336,0.03274763,0.2247337
1.2,0.9689298,-0.09199333,-0.1549888
1.21,0.9206833,-0.1984856,-0.4264691
1.22,0.6769509,-0.1942359,-0.6499529
1.23,0.303228,-0.1617383,-0.8036917
1.24,0.03099775,-0.1647381,-0.8654373
1.25,-0.1719875,-0.2094848,-0.8599377
1.26,-0.2492319,-0.2449822,-0.840939
