地点名:高円寺陸橋　橋脚上
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:08
チャンネル数:3
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W",U-D
1.78,.8999348,-.3702232, 0.8091913 
1.79,1.224911,-.7784436,-0.2247337 
1.8,1.988356,-1.052924, 0.4989638 
1.81,2.178092,-.6132056, 0.5184624 
1.82,2.381327,.0002499819, 0.441968 
1.83,1.281657,.04974639,-0.04149699 
1.84,.7044489,-.0854938, 0.09049344 
1.85,-.6114557,.05774581, 0.207485 
1.86,-1.431646,.5309615, 0.358474 
1.87,-1.289407,.8734367, 0.3754728 
1.88,-.675701,1.060923, 0.4034708 
1.89,-.2554815,1.279657,-0.004249692 
1.9,-.2999783,1.011927, 0.01899862 
1.91,-.9984276,.703699, 0.2669806 
1.92,-1.439646,.2582313, 0.5964568 
1.93,-1.913111,-.2969785, 0.27648 
1.94,-1.867365,-.5169625,-0.3277262 
1.95,-1.224661,-.7074487,-0.9226831 
1.96,-.6981994,-.6719513,-0.9211832 
1.97,-.5907072,-.5962068,-0.5922071 
1.98,-.6379538,-.7206978, 0.05874574 
1.99,-.4034708,-.8701869, 0.8031918 
2,-.620955,-1.074422, 1.124169 
2.01,-1.189664,-.9234331, 0.9774292 
2.02,-2.222089,-.6037062, 0.03374755 
2.03,-3.027281,-.4367183,-0.6192051 
2.04,-3.418502,-.1079922,-1.122419 
2.05,-3.830972,.3952214,-1.642381 
2.06,-3.423002,.4432179,-1.177165 
2.07,-2.778799,.1597384,-0.2404826 
2.08,-1.807369,.1197413, 0.5667089 
2.09,-1.363901,.2427324, 0.4449677 
2.1,-1.579885,.3939714,-0.09349322 
2.11,-1.462144,.2712303,-0.4149699 
2.12,-1.404648,.04424679,-0.1889863 
2.13,-1.152166,-.345225, 0.3097275 
2.14,-1.129168,-.923683, 0.7024491 
2.15,-.7361966,-.9251829, 1.165666 
2.16,-.385972,-.8611876, 0.9316825 
2.17,.3624737,-.633954, 0.6679516 
2.18,.6897,-.3009782, 0.07824433 
2.19,1.003177,-.2369828,-0.4372183 
2.2,1.194163,-.082744,-0.7219477 
2.21,1.018426,.1484892,-0.758445 
2.22,.703699,.247982,-0.786193 
2.23,-.05324614,-.003249764,-0.7801934 
2.24,.2422324,.2037352, 0.02724802 
2.25,-.344975,.5749583, 0.4367183 
2.26,-.7346967,.5119629, 0.2839794 
2.27,-1.044174,.3787225, 0.13799 
2.28,-1.066673,-.006749511,-0.6112057 
2.29,-1.114169,-.4792153,-1.10217 
2.3,-.8511883,-.3679733,-1.423897 
2.31,-.7466959,-.2727302,-1.530639 
2.32,-.4124701,-.02024853,-1.213912 
2.33,-.1822368,.4867147,-0.9851786 
2.34,-.2539816,.6314542,-0.6921998 
2.35,-.1994855,.3239765,-1.059173 
2.36,.1429896,.07624447,-1.485892 
2.37,.5917071,.09149337,-1.684128 
2.38,.8919353,.3407253,-1.465894 
2.39,1.118169,.5457104,-0.9866785 
2.4,1.295406,.5204623,-0.6437033 
2.41,1.24116,.07224476,-0.8509383 
2.42,1.315155,-.3737229,-1.032925 
2.43,1.353152,-.6991993,-0.882436 
2.44,1.049424,-1.327654,-1.080922 
2.45,1.073672,-1.667379,-1.428146 
2.46,.7134483,-1.588885,-1.329404 
2.47,.5117129,-1.204163,-0.6177052 
2.48,.6199551,-1.118419, 0.27573 
2.49,.5647091,-1.292656, 0.5802079 
2.5,.3254764,-1.418647, 0.5419607 
2.51,-.04374683,-1.576386, 0.5339613 
2.52,-.4594667,-1.282907, 0.7321969 
2.53,-1.217412,-.4512173, 0.4377183 
2.54,-1.433646,.1734874, 0.6539526 
2.55,-1.059173,.2377328, 1.180414 
2.56,-.3784726,.2132345, 1.951359 
2.57,-.06399536,.5632092, 2.476571 
2.58,-.008249402,1.037675, 2.169093 
2.59,-.3269763,1.640881, 1.492392 
2.6,-.6727012,1.967357, 1.192914 
2.61,-1.089671,1.749873, 0.5917071 
2.62,-1.361651,1.205663, 0.6687015 
2.63,-1.571886,.6829505, 0.2939787 
2.64,-1.554887,.5959568,-0.3569741 
2.65,-1.576636,.5762082,-0.883186 
2.66,-1.510391,.1767372,-1.424897 
2.67,-1.51314,.04874647,-1.368901 
2.68,-1.966357,.1372401,-0.979929 
2.69,-2.033103,.1479893,-0.2649808 
2.7,-2.055601,.1359901,-0.01249909 
2.71,-2.363329,.09649301,-0.2702304 
2.72,-3.078777,-.03649735,-0.5564597 
2.73,-3.164521,-.1312405,-0.2907289 
2.74,-2.61406,-.3967212, 0.0344975 
2.75,-1.631132,-.4082204, 0.6194551 
2.76,-.27548,-.1547388, 0.9719296 
2.77,.9019346,.0109992, 0.3139772 
2.78,2.130095,.04499674, 0.2707304 
2.79,3.074777,-.2394826,-0.01199913 
2.8,3.923216,-.289729,-0.3524745 
2.81,4.343185,-.1902362,-0.165738 
2.82,4.707909,-.1854866,-0.1609883 
2.83,4.516673,-.2377328, 0.001499891 
2.84,3.820473,-.2569814, 0.06649518 
2.85,3.16627,-.3154771, 0.2872292 
2.86,2.379578,-.5497102, 0.165488 
2.87,1.504641,-1.035425, 0.1919861 
2.88,.8519382,-1.265408, 0.3404753 
2.89,.4784653,-1.259909, 0.7261974 
2.9,.1569886,-1.266408, 1.080672 
2.91,-.8341895,-1.066423, 0.9181834 
2.92,-1.731874,-.9621803, 0.4212195 
2.93,-1.889363,-.9146837, 0.05999565 
2.94,-1.888363,-.8519382,-0.7051989 
2.95,-1.965358,-.5704587,-1.218412 
2.96,-2.078349,-.606706,-1.948359 
2.97,-1.401148,-.8056916,-1.990106 
2.98,-.5947069,-.4204695,-1.270908 
2.99,-.3657235,-.1712376,-0.3102275 
3,-.2334831,-.055246, 0.359224 
3.01,.2774799,.3052279, 1.10967 
3.02,.7294471,.317477, 1.310405 
3.03,.8129411,.03624737, 1.632382 
3.04,.6127056,.05924571, 1.673379 
3.05,.9419317,.5954568, 1.687378 
3.06,1.148667,.9056844, 1.360651 
3.07,.5307115,1.140417, 1.10942 
3.08,.2217339,1.162416, 1.361901 
3.09,-.1309905,1.250909, 1.460894 
3.1,-.4094703,1.426147, 0.9141837 
3.11,-.6539526,1.597884, 1.069173 
3.12,-.9181834,1.157666, 0.8436888 
3.13,-1.856365,.4394681, 0.7479458 
3.14,-2.638559,.7441961, 1.121919 
3.15,-2.48982,1.127918, 1.686378 
3.16,-1.900862,1.475893, 1.489142 
3.17,-1.025176,1.895113, 0.9129338 
3.18,-.9914281,1.989106,-0.06124556 
3.19,-.6002065,1.723375,-0.5269618 
3.2,-.6372038,1.315155,-0.3872219 
3.21,-1.078172,1.360401,-0.3954713 
3.22,-.6084559,1.763372,-0.5254619 
3.23,.2097348,1.977857,-1.024176 
3.24,1.443145,1.431896,-1.3809 
3.25,2.240088,.7024491,-1.955358 
3.26,3.185769,.2817296,-1.770622 
3.27,4.044707,.1464894,-1.64963 
3.28,4.684411,-.2109847,-1.528889 
3.29,3.923466,-.9014347,-1.226911 
3.3,3.208767,-1.154666,-1.138168 
3.31,2.549565,-1.366151,-0.8841859 
3.32,1.777121,-1.967607,-0.676451 
3.33,1.216162,-2.382327,-0.5037135 
3.34,.9089341,-2.231588,-0.06799507 
3.35,.8224404,-2.187091, 0.247982 
3.36,.6587023,-2.34058, 0.55146 
3.37,.03199768,-2.115347, 1.037925 
3.38,-.9414318,-1.251909, 1.294906 
3.39,-1.389899,-.9409318, 1.260159 
3.4,-1.627132,-1.10892, 0.4484675 
3.41,-2.047602,-.7366966,-0.6652018 
3.42,-2.268836,-.4819651,-1.004927 
3.43,-2.028103,-.6797007,-0.4352185 
3.44,-1.337153,-.6911999, 0.4717158 
3.45,-.8071915,-.6407036, 1.324654 
3.46,.03074777,-.5854576, 1.807619 
3.47,.7521955,-.1992356, 1.673129 
3.48,1.555387,.03274763, 1.362401 
3.49,1.572136,.02974784, 1.202163 
3.5,1.51489,.0009999275, 1.24291 
3.51,1.741874,-.013749, 1.51939 
3.52,1.823118,.04149699, 1.411398 
3.53,2.016854,-.06574523, 1.430646 
3.54,2.48207,.00399971, 1.174915 
3.55,2.651058,.3089776, 0.814191 
3.56,2.129096,.09174335, 0.4249692 
3.57,1.496142,-.359224,-0.0002499819 
3.58,.2514818,-.5487102,-0.3099775 
3.59,-1.38615,-.7801934,-0.03024781 
3.6,-2.7553,-.9121839, 0.5879574 
3.61,-3.521745,-1.030175, 0.7854431 
3.62,-4.010709,-.8736867, 0.5357112 
3.63,-4.318187,-.6996993, 0.4534671 
3.64,-4.299688,-.785693, 0.1012427 
3.65,-3.985711,-.7086986,-0.6187052 
3.66,-4.092203,-.6889501,-1.217662 
3.67,-3.85497,-1.075172,-1.255159 
3.68,-3.891968,-1.163416,-1.061423 
3.69,-4.010459,-.4662162,-1.198413 
3.7,-3.677733,-.03574741,-1.311655 
3.71,-3.439001,.05074632,-1.579136 
3.72,-2.973034,.06199551,-1.278407 
3.73,-1.996855,-.1304905,-0.3849721 
3.74,-.6892,-.316727, 0.7046989 
3.75,.05824578,-.3559742, 0.8616875 
3.76,.7001992,-.06099558, 0.7854431 
3.77,1.484392,-.05599594, 0.6102058 
3.78,1.773371,-.4852148,-0.09899282 
3.79,1.741874,-.6906999,-1.120919 
3.8,1.760122,-.5862075,-1.368401 
3.81,1.954858,-.4074705,-1.087421 
3.82,2.174342,.2004855,-0.8591877 
3.83,1.843616,.6829505,-0.2649808 
3.84,1.742624,.7199478, 0.7951924 
3.85,1.65763,.7241975, 1.724125 
3.86,1.571386,.3297261, 2.145344 
3.87,1.428896,-.5327114, 1.895863 
3.88,1.209162,-.6384537, 1.369901 
3.89,1.255659,-.06524527, 0.6522027 
3.9,1.474643,-.0634954, 0.1672379 
3.91,1.387149,-.3069777,-0.123991 
3.92,1.248659,.2232338,-0.3664734 
3.93,1.169915,.9051844,-0.6507028 
3.94,1.23516,.8086914,-1.164916 
3.95,.6219549,.2939787,-1.913111 
3.96,-.1909862,.03299761,-1.644631 
3.97,-.68995,.2537316,-0.4649663 
3.98,-1.490642,1.23891, 0.2567314 
3.99,-2.683805,2.168093,-0.6959496 
4,-2.673806,1.249409,-1.408148 
4.01,-2.984284,-.1492392,-2.030353 
4.02,-2.645308,.03774726,-2.047602 
4.03,-2.909039,.6172053,-2.241338 
4.04,-2.455072,.662702,-1.23966 
4.05,-2.34283,.08799362,-0.03299761 
4.06,-2.464571,-.3577241, 0.9311825 
4.07,-2.116096,-.5079632, 1.572886 
4.08,-1.849366,-.6852003, 1.553637 
4.09,-1.712626,-.9224331, 1.779121 
4.1,-1.151917,-1.026676, 1.704126 
4.11,-.3087276,-.7269473, 1.176665 
4.12,.3212267,-.6319542, 0.6991993 
4.13,1.188164,-.648703, 0.2647308 
4.14,1.960608,-.055246,-0.1562387 
4.15,2.791798,.8344395,-1.295156 
4.16,4.456927,.372223,-1.153416 
4.17,4.637414,-.4522172,-1.311155 
4.18,4.602417,.1674879,-0.4364684 
4.19,3.633737,.8154409, 0.2852293 
4.2,3.656985,.6162053, 0.8256902 
4.21,3.277012,.1859865, 0.9456815 
4.22,2.120596,-.1434896, 0.7639446 
4.23,2.056851,.2914789,-0.1249909 
4.24,1.977607,.7834432,-1.306405 
4.25,1.526889,.4037207,-1.92636 
4.26,1.299406,-.3657235,-1.952608 
4.27,1.403898,-.3742229,-1.844116 
4.28,.7356967,-.4887146,-1.340653 
4.29,.0207485,-.759195,-1.214162 
4.3,-.9181834,-.8929353,-1.3864 
4.31,-1.446645,-.4479675,-1.24441 
4.32,-2.562814,-.2909789,-0.7001992 
4.33,-3.423252,-.3164771,-0.7016991 
4.34,-3.664234,-.2417325,-0.7894428 
4.35,-3.382005,-.13849,-0.8604376 
4.36,-2.111347,-.4522172,-1.068923 
4.37,-.5882074,-.2889791,-1.281157 
4.38,.2387327,-.0454967,-0.9811789 
4.39,-.04149699,-.2357329,-0.7711941 
4.4,-1.462144,-.7986921,-0.8879356 
4.41,-2.328831,-.7914426, 0.2019854 
4.42,-2.827795,-.648453, 1.092671 
4.43,-3.768227,-.7566952, 1.397649 
4.44,-3.804724,-.3647236, 2.008854 
4.45,-2.89229,.09549308, 2.457572 
4.46,-2.160594,.1714876, 2.591812 
4.47,-1.498391,.4799652, 2.026853 
4.48,-1.022426,.3877219, 1.09967 
4.49,-.9019346,.08774364, 0.5907072 
4.5,-.3682233,.1757373, 0.2449822 
4.51,-.6906999,.4487175, 0.5372111 
4.52,-.3819723,.7254474, 1.089171 
4.53,-.3042279,1.047924, 0.772944 
4.54,.7154481,1.188914,-0.248982 
4.55,1.545138,.7271973,-0.951431 
4.56,1.78862,.2549815,-1.026926 
4.57,2.036852,.2742301,-0.5747083 
4.58,1.938359,.02724802,-0.7676944 
4.59,1.170415,-.4564669,-1.007927 
4.6,1.728125,-.5957068,-0.1529889 
4.61,1.084921,-.7346967,-0.262481 
4.62,1.909862,-.6517028, 0.8531882 
4.63,2.429074,-.482965, 1.808869 
4.64,2.837294,-.5569596, 2.768049 
4.65,2.050101,-.8389392, 3.382505 
4.66,.8031918,-.7736939, 3.204268 
4.67,-.5159626,-.5074632, 2.441823 
4.68,-1.3804,-.4984639, 1.256159 
4.69,-1.906862,-.4989638,-0.1279907 
4.7,-2.110347,-.565709,-1.412148 
4.71,-1.956358,-.5684588,-2.198091 
4.72,-1.198163,-.4752156,-1.481643 
4.73,-.8469386,-.3374755,-1.453395 
4.74,-1.3794,-.8999348, 0.4189696 
4.75,1.416397,-1.176165, 0.8086914 
4.76,-.6382037,-.8866857,-1.727125 
4.77,-4.382432,-.648453, 4.093703 
4.78,3.517995,1.363401, 1.018676 
4.79,.8884356,1.010677, 0.3327259 
4.8,-1.763622,.2199841, 1.852116 
4.81,-1.24191,-.166238, 0.09924281 
4.82,2.155844,-.6242048,-0.03374755 
4.83,4.058706,-.7464459,-0.5817078 
4.84,2.335331,-.4702159,-0.3189769 
4.85,1.79137,.9116839, 0.6674516 
4.86,3.097275,2.630809,-1.120169 
4.87,2.594562,2.456822,-0.6032063 
4.88,1.453895,2.20684,-0.03374755 
4.89,.5284617,1.891613, 1.066673 
4.9,1.808869,1.061173, 1.833617 
4.91,.9911782,.7354467, 2.34458 
4.92,.5877074,.9226831, 2.582563 
4.93,.07049489,.716948, 0.9839287 
4.94,.2777299,.4649663, 0.08574378 
4.95,-.5037135,.1157416,-0.004499674 
4.96,-1.744624,.2814796,-0.3182269 
4.97,-2.726052,.7299471,-1.391149 
4.98,-3.880469,.5814579,-1.65663 
4.99,-3.59199,.1472393,-1.221161 
5,-3.880469,-.2467321,-1.594884 
5.01,-4.432679,.0109992,-1.579386 
5.02,-4.727907,-.2264836,-1.180414 
5.03,-4.612165,-.6304543,-0.9356822 
5.04,-3.03903,-.3544743,-2.232088 
5.05,-3.603739,-.9566807,-2.314082 
5.06,-2.409825,-1.748123,-2.266836 
5.07,-1.152416,-2.35158,-2.168343 
5.08,.5607094,-2.730302,-1.901862 
5.09,1.743624,-1.818618,-2.886541 
5.1,1.234411,-1.073922,-2.533316 
5.11,1.030675,-.648203,-2.043352 
5.12,1.082172,.02799797,-1.209662 
5.13,2.704054,.9671799,-0.8169408 
5.14,2.713303,1.018176,-0.6022063 
5.15,3.026531,-.09399319, 0.4539671 
5.16,5.528099,-.04699659, 0.1412398 
5.17,6.805257,.6314542, 0.3487247 
5.18,8.044167,.7429461, 1.155666 
5.19,8.308898,.9169335, 0.9066843 
5.2,8.646123,1.071422, 1.195413 
5.21,9.533559,.9041845,-2.948786 
5.22,-.3539743,-.8614376,-1.169165 
5.23,2.262836,1.293156, 1.869115 
5.24,7.938175,3.325509,-2.412075 
5.25,-.1987356,.1457394,-0.5224621 
5.26,-5.978817,-2.0691, 1.031675 
5.27,-4.82365,-1.841117, 0.9469314 
5.28,-1.205163,-1.265408, 2.566314 
5.29,-2.555815,-.2492319, 2.451572 
5.3,-7.333468,.5707086, 1.610883 
5.31,-6.490779,.8701869, 3.31051 
5.32,-4.640913,.02499819,-1.300156 
5.33,-8.702119,-.7989421, 2.676306 
5.34,-4.508173,1.962608,-0.6652018 
5.35,-4.540171,1.196163,-1.10567 
5.36,-5.222121,-1.064423,-1.017926 
5.37,-7.99817,-1.134418,-0.1317405 
5.38,-4.917394,-.8204405, 0.8904355 
5.39,-2.722303,-1.226911, 0.813941 
5.4,-.2559814,-1.003177, 0.5574596 
5.41,.2217339,-.1814868, 0.4652163 
5.42,2.939537,.6906999,-0.233983 
5.43,4.495924,.6572024,-0.5879574 
5.44,3.230016,.6582023,-0.06124556 
5.45,2.461322,.8764365, 0.6172053 
5.46,4.585917,1.117419,-0.5564597 
5.47,3.968962,1.971107, 0.3099775 
5.48,2.078599,2.34533, 2.794047 
5.49,2.997533,1.696877, 2.705054 
5.5,4.043707,.3122274, 2.160343 
5.51,2.250587,-.9496812, 1.271158 
5.52,2.131845,-.8016919, 1.227911 
5.53,.4052206,-1.016676, 0.5179625 
5.54,1.510141,-1.585385,-0.1214912 
5.55,3.03103,-1.450395, 0.1404898 
5.56,3.797475,-1.345152,-1.011927 
5.57,2.727802,-1.578386,-0.9961778 
5.58,.1947359,-2.355829,-0.4212195 
5.59,-.3854721,-1.892863,-0.4707159 
5.6,.5367111,-1.629382,-1.567386 
5.61,-1.730875,-2.698555,-3.258264 
5.62,-1.953358,-2.014104,-3.294511 
5.63,-.1527389,-.496964,-4.092453 
5.64,1.713376,-.02249837,-3.918216 
5.65,.4229693,-.248232,-3.752978 
5.66,.8514383,.5942069,-3.084026 
5.67,1.137668,1.354152,-2.427574 
5.68,-.3614738,.4037207,-0.6299543 
5.69,-1.23966,.6417035, 0.6024563 
5.7,-3.115524,1.51639, 1.37615 
5.71,-3.290761,.6577023, 1.675879 
5.72,-3.296011,-.08224404, 1.316405 
5.73,-3.350257,.1387399, 0.9129338 
5.74,-1.427147,1.230661, 0.8261901 
5.75,-2.427074,.8229403, 1.630882 
5.76,-2.026353,.868687, 1.338153 
5.77,-1.419897,2.215839, 0.7406963 
5.78,.4259691,2.296083, 0.1987356 
5.79,1.127168,1.153166,-0.9864285 
5.8,.08299398,.8491884,-1.058173 
5.81,.7066988,1.044174,-0.3354757 
5.82,.6319542,.3057278, 0.5222121 
5.83,.7336968,-.4527172, 0.3064778 
5.84,-.5954568,.09124339,-0.5552098 
5.85,-.3094776,.4012209,-0.2029853 
5.86,.7874429,-.5207123,-1.227161 
5.87,1.642131,-.3407253,-1.09867 
5.88,2.095848,-.04849648, 0.1812369 
5.89,2.197091,-1.038675, 0.2774799 
5.9,1.52064,-1.611133,-0.2392327 
5.91,.6292044,-1.304155,-0.813441 
5.92,-.6552025,-1.418897,-0.4879646 
5.93,-2.06485,-1.718625,-0.9364321 
5.94,-2.871792,-1.410148,-1.505641 
5.95,-3.082026,-.5354612,-2.169843 
5.96,-3.494497,-.1177415,-2.138095 
5.97,-3.050529,-.2452322,-1.643381 
5.98,-3.204268,-.1964858,-0.4532171 
5.99,-2.244587,-.3672234,-0.1672379 
6,-.1544888,-.2189841,-1.000178 
6.01,-.0289979,-.3397254,-0.9949279 
6.02,1.569886,-.1132418,-0.8364394 
6.03,2.523317,.5454605,-1.409898 
6.04,.7849431,.4669662,-1.502891 
6.05,.09124339,.4797152, 0.1494892 
6.06,.4152199,.9806789, 0.1877364 
6.07,.7886928,1.708126, 0.4249692 
6.08,1.282157,.8116912, 0.2094848 
6.09,1.188914,-.3374755,-0.6504529 
6.1,2.786548,.7646946,-1.111669 
6.11,3.618988,1.418147,-1.161666 
6.12,2.061851,.703449, 0.5089631 
6.13,.8996848,1.351902,-0.01224911 
6.14,.7881929,2.221839,-1.160166 
6.15,.192736,2.0656,-0.01824868 
6.16,.662702,1.93361, 1.029925 
6.17,.4842149,2.330331, 1.499641 
