地点名:高円寺陸橋　橋脚上
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:08
チャンネル数:3
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W",U-D
0,-.7269473,-.8646873,-0.6984494 
.01,-.4542171,-.5539598,-1.52189 
.02,-.5754583,-.6459532,-1.446395 
.03,-1.002927,-.9259329,-1.703876 
.04,-1.10792,-1.38515,-2.055351 
.05,-.5642091,-1.636131,-1.767622 
.06,.0509963,-1.156416,-0.9504311 
.07,.4404681,-.4454677,-0.0002499819 
.08,1.197163,-.03299761, 0.5602094 
.09,1.019176,.1822368, 0.4027208 
.09999999,1.025676,.1059923, 0.5217122 
.11,.5754583,.1004927, 0.6882001 
.12,.4919643,.1849866, 0.9319324 
.13,-.399721,.3762227, 0.9879284 
.14,-.6582023,.6782008, 0.5887073 
.15,-.6037062,.9884284, 0.7046989 
.16,-1.035425,.9571806, 0.6916999 
.17,-1.901362,.8449388, 0.648203 
.18,-2.498569,.6939497,-0.1984856 
.19,-2.984784,.6447033, 0.2002355 
.2,-2.285834,.2674806, 0.2187341 
.21,-1.310155,-.1074922, 0.2059851 
.22,.1037425,.03299761, 0.7811934 
.23,.2997283,.07099485, 0.771944 
.24,-.09349322,-.2112347, 1.202163 
.25,.5957068,-.2472321, 0.8589377 
.26,1.3789,-.8011919,-0.3017281 
.27,-.192986,-1.602134,-0.2024853 
.28,-.1829867,-1.273908,-0.06999493 
.29,.6297044,-.7474458,-0.2414825 
.3,.8866857,-.9526809, 0.3189769 
.31,-.007499456,-1.057173, 0.3194768 
.32,-1.023926,-.9086841, 0.09324324 
.33,-.3019781,-.676451, 0.2462322 
.34,.7144482,-.4624665, 0.07549453 
.35,1.042674,-.234733, 0.09124339 
.36,.9541808,.0004999638, 0.1502391 
.37,1.167415,-.09599304, 0.6227049 
.38,1.452645,-.3012282, 0.7644446 
.39,1.027176,-.5062133, 0.6504529 
.4,.8084414,-.6614521, 0.1539888 
.41,.8749366,-.5054634,-0.5137128 
.42,1.363401,-.1449895,-0.6442033 
.43,.5402108,.2177342, 0.2194841 
.44,.1009927,.6104558, 0.55121 
.45,-.07299471,.7659445,-0.2577313 
.46,-1.396399,.3419752, 0.2044852 
.47,-1.328654,.3497247, 0.3637236 
.48,-.868687,.4097203, 0.06399536 
.49,.261731,.2014854, 0.4769654 
.5,.3112274,-.2382327, 0.4507173 
.51,.008249402,-.3959713, 0.2594812 
.52,.4162198,-.007249475, 0.06174552 
.53,.5449605,.1167415, 0.4994638 
.54,.6254547,.1534889, 0.7781936 
.55,.1624882,.05024636, 0.6539526 
.56,-.3377255,-.04649663, 0.2159843 
.57,-.7231976,.008499384, 0.4219694 
.58,-.8599377,.4529672, 0.4522172 
.59,-1.197663,.9274328, 0.3262264 
.6,-1.315155,.813441, 0.4102203 
.61,-.8926853,.7641946, 0.6954496 
.62,-.2782298,1.149667, 0.9314325 
.63,-.08024418,1.24816, 0.5697087 
.64,.3219767,.8534381, 0.2382327 
.65,.8194406,.2352329,-0.1074922 
.66,1.087671,-.09624302,-0.2239838 
.67,.3472248,.04299688,-0.455717 
.68,.4099703,.2127346,-0.6567024 
.69,.8456887,-.0509963,-0.4477175 
.7,.7296971,-.3237265, 0.07474458 
.71,.3739729,-.5292116, 0.03074777 
.72,-.4192196,-.7554452, 0.05074632 
.73,-.1222411,-.7776936, 0.4502174 
.74,-.4522172,-.6094558, 0.5539598 
.75,-.7499456,-.3194768, 0.8954351 
.76,-.386722,-.03574741, 1.074172 
.77,.0454967,.1502391, 1.314155 
.78,-.03499746,.1179914, 1.51839 
.79,-.9579306,.1167415, 1.3854 
.8,-1.10242,.1442395, 1.10767 
.81,-.9271828,.1759872, 0.7346967 
.82,-1.261409,.4449677, 0.6529527 
.83,-1.357402,.6742011, 0.7426962 
.84,-1.295656,.3992211, 0.9321824 
.85,-.9589305,.331476, 0.7111984 
.86,-.9816788,.4707159, 0.6604521 
.87,-.7806934,.5404608, 0.469466 
.88,-.8364394,.607456,-0.08349395 
.89,-.8179407,.4524672,-0.8791863 
.9,-.5084631,.4937142,-1.647631 
.91,-.2917289,.5589595,-2.131845 
.92,-.3099775,.3614738,-2.093098 
.93,.3152272,.07824433,-1.52364 
.94,.9629302,-.1609883,-1.442645 
.95,1.202663,-.1749873,-1.212662 
.96,.938182,-.2032353,-1.430146 
.97,.882436,-.07699442,-1.623882 
.98,.6179552,-.05224621,-1.919111 
.9899999,-.1739874,-.2727302,-1.729375 
1,-.4579668,-.4682161,-0.9839287 
1.01,-.1989856,-.3047279,-0.04199696 
1.02,.5714586,.08149409, 0.7709441 
1.03,.951431,.2427324, 0.6649518 
1.04,.6864502,.5144627, 0.2814796 
1.05,-.04724658,.771944, 0.0002499819 
1.06,-.3952214,.6037062,-0.07074487 
1.07,-.8539381,.2114847,-0.3457249 
1.08,-1.032925,.1264908,-0.207485 
1.09,-1.019676,.1289907, 0.3087276 
1.1,-.7276973,-.05874574, 0.6597022 
1.11,-.3134773,-.1307405, 0.8759365 
1.12,-.441968,-.01949859, 0.8836859 
1.13,-.2147344,-.2099848, 0.2889791 
1.14,.1114919,-.4509673,-0.4079704 
1.15,-.1889863,-.5229621,-0.5532099 
1.16,-.82719,-.6197051, 0.03299761 
1.17,-.9586805,-.4997138, 0.7574451 
1.18,-.800692,-.330726, 1.210912 
1.19,-.7304471,-.5492102, 1.313405 
1.2,-.001999855,-.9426817, 0.4844649 
1.21,.9896783,-.8749366,-0.3062278 
1.22,2.033853,-.3519745,-0.109992 
1.23,1.65838,-.3359756,-0.4544671 
1.24,1.223661,-.7531954,-0.1052424 
1.25,1.844616,-1.017676, 0.8899355 
1.26,1.487392,-1.320654, 0.6906999 
1.27,1.93536,-1.273408, 0.8494384 
1.28,2.156094,-1.035675, 1.159916 
1.29,2.47957,-.8951851, 1.24766 
1.3,1.981356,-.5949569, 0.7086986 
1.31,1.573136,-.41422,-0.1132418 
1.32,1.274908,.05499601,-0.3632237 
1.33,1.115169,.8104413,-0.6289544 
1.34,1.314905,1.24141,-0.96518 
1.35,1.315155,1.499141,-1.252159 
1.36,.4939642,1.699877,-1.51089 
1.37,.04324687,1.627382,-1.610883 
1.38,-.4374683,1.614133,-1.918361 
1.39,-.7269473,1.563637,-1.178165 
1.4,-.5182124,1.359151,-0.2429824 
1.41,-.9784291,1.419397, 0.5484602 
1.42,-.6092058,1.449645, 1.263908 
1.43,-.3907217,.9424317, 1.029425 
1.44,-1.344403,.2122346,-0.1052424 
1.45,-1.408148,.2139845,-0.8439388 
1.46,-.9876784,-.02674806,-1.166415 
1.47,-.7429461,-.8341895,-1.128168 
1.48,-.5972067,-.799692,-1.269158 
1.49,-.3789725,-.3359756,-0.8434389 
1.5,.1149917,-.2452322, 0.03349757 
1.51,.6572024,-.2584813, 0.7086986 
1.52,.9061843,-.1012427, 1.085421 
1.53,1.549138,.08674371, 1.315155 
1.54,1.457894,.1222411, 0.8634374 
1.55,1.10292,.468466, 0.3879719 
1.56,.5619593,.7416962, 1.306655 
1.57,.5042135,.4457177, 1.823868 
1.58,1.51714,.1642381, 1.983856 
1.59,1.618883,-.2992283, 1.624632 
1.6,2.273835,-.3637236, 1.986856 
1.61,2.352329,-.04499674, 1.444395 
1.62,2.009854,.07624447, 0.3514745 
1.63,.7934425,.002249837,-0.4492174 
1.64,.01774871,-.3992211,-0.661952 
1.65,-.1527389,-.5609593,-0.745196 
1.66,-.2547315,-.1364901,-1.064423 
1.67,-.3102275,.3182269,-1.089921 
1.68,.09924281,.2664807,-1.412398 
1.69,.7264473,.1217412,-1.555637 
1.7,.6097058,.3794725,-0.7699442 
1.71,.05349612,.5859575,-0.09549308 
1.72,-.07649446,.4567169, 0.5027136 
1.73,.3494747,.2779799, 0.9116839 
1.74,.6412035,-.05749583, 0.9851786 
1.75,.6414535,-.2859793, 0.8111912 
1.76,.6357039,-.3417252, 1.424147 
1.77,.5169625,-.3289762, 1.422897 
