地点名:関戸橋　地盤上
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:06
チャンネル数:3
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W",U-D
0,1.880364,.2119846, 0.09924281 
.01,1.948859,.220734, 0.6354539 
.02,1.770622,.2304833, 0.4997138 
.03,1.482893,.3482248,-0.3359756 
.04,1.291656,.6364539,-0.6457032 
.05,1.126918,.9269328,-0.7251974 
.06,.9864285,1.027925,-1.164166 
.07,.7506956,.9686798,-1.328904 
.08,.3049779,.6152054,-0.441968 
.09,-.2804797,.2142345, 0.1114919 
.09999999,-.7261974,-.1129918,-0.4094703 
.11,-.8731867,.03099775,-0.9634302 
.12,-.7064488,.1057423,-0.6144555 
.13,-.7004492,-.08099413,-0.06949496 
.14,-.9344323,-.05349612, 0.3699732 
.15,-1.118419,.05699587, 0.9049344 
.16,-1.181414,-.2412325, 1.846116 
.17,-1.032425,-.4752156, 2.451072 
.18,-.4742156,-.4199696, 2.129096 
.19,.09899282,-.179737, 1.254159 
.2,.41347,-.1939859, 1.198913 
.21,.6652018,-.386222, 1.357652 
.22,1.11017,-.6094558, 0.5279617 
.23,1.482393,-.5914571,-0.9279327 
.24,1.65638,-.496714,-1.209412 
.25,1.710126,-.3067278,-0.5092131 
.26,2.035852,-.01624882,-0.1167415 
.27,2.34808,.3952214,-0.1047424 
.28,2.076849,.523962, 0.4497174 
.29,1.355652,.261731, 0.6514528 
.3,.5569596,-.1619883,-0.1304905 
.31,-.1644881,-.3752228,-1.087171 
.32,-.8039417,-.5264618,-0.82794 
.33,-.9011847,-.1584885,-0.05324614 
.34,-.3807224,.4949641, 0.2589812 
.35,-.09974277,.8311898, 0.01349902 
.36,-.3024781,.510213, 0.009749293 
.37,-.7644446,-.05399609, 0.2002355 
.38,-.7004492,-.4709659, 0.4497174 
.39,.1172415,-.3184769, 0.4627165 
.4,1.020676,.3197268, 0.2974784 
.41,1.580135,.8726867,-0.2377328 
.42,1.487892,.7161981,-1.053674 
.43,.9229331,-.09374321,-1.708876 
.44,.4854648,-.7614448,-1.070922 
.45,.4512173,-.7079487, 0.1534889 
.46,.7514455,-.5489602, 0.4907144 
.47,.8241903,-.5087131,-0.02574813 
