地点名:小名木川排水機場　地下1階,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:38,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,-0.0164988,0.02024853,0.08124411
0.01,-0.01449895,0.03699732,0.07099485
0.02,-0.02849793,0.04374683,0.01874864
0.03,-0.02574813,0.04474676,-0.04999638
0.04,-0.04324687,0.05399609,-0.09324324
0.05,-0.04399681,0.06174552,-0.07474458
0.06,-0.04424679,0.07374465,-0.04174697
0.07,-0.04674661,0.06699514,0.001249909
0.08,-0.04649663,0.05774581,0.05849576
0.09,-0.05249619,0.04099703,0.1142417
0.09999999,-0.05849576,0.02324831,0.1572386
0.11,-0.05774581,0.0109992,0.1584885
0.12,-0.04199696,0.005749583,0.1497391
0.13,-0.03749728,0.008499384,0.1372401
0.14,-0.05274618,-0.003249764,0.08024418
0.15,-0.04574668,-0.002749801,0.02824795
0.16,-0.06324542,-0.000999928,-0.007249475
0.17,-0.06374538,0.007499456,-0.01274908
0.18,-0.07549453,0.01549888,0.01049924
0.19,-0.07899427,0.009499311,0.04574668
0.2,-0.08124411,0.008249402,0.07399464
0.21,-0.04774654,0.005999565,0.1084921
0.22,-0.04299688,-0.008749366,0.1439896
0.23,-0.03099775,-0.02224839,0.1919861
0.24,-0.02099848,-0.03424752,0.2107347
0.25,-0.01074922,-0.05699587,0.1832367
0.26,-0.004999638,-0.07849431,0.1367401
0.27,0.004249692,-0.08624375,0.09624302
0.28,0.000749946,-0.08224404,0.07824433
0.29,-0.007249475,-0.06499529,0.09499311
0.3,-0.02849793,-0.05624592,0.1192414
0.31,-0.001999855,-0.05674589,0.1139917
0.32,0.008749366,-0.05149627,0.06449533
0.33,0.0317477,-0.05549598,0.005749583
0.34,0.05699587,-0.04224694,-0.0192486
0.35,0.07949424,-0.01624882,0.02774799
0.36,0.04724658,0.002749801,0.1087421
0.37,0.0427469,0.02549815,0.1862365
0.38,0.05574596,0.04074705,0.1952358
0.39,0.08299398,0.04424679,0.1722375
0.4,0.0952431,0.0454967,0.1582385
0.41,0.09999275,0.06449533,0.164988
0.42,0.09599304,0.06224549,0.1674879
0.43,0.08799362,0.03824723,0.1564887
0.44,0.09774292,0.02749801,0.1264908
0.45,0.1269908,0.01849866,0.0882436
0.46,0.1192414,0.01674879,0.04699659
0.47,0.109992,0.02199841,-0.007749438
0.48,0.110242,0.01074922,-0.07749438
0.49,0.1154916,0.02774799,-0.1499891
0.5,0.08699369,0.04749656,-0.1744874
0.51,0.06699514,0.04049706,-0.1454895
0.52,0.02099848,0.04499674,-0.0854938
0.53,0.01049924,0.05274618,-0.01524889
0.54,0,0.04324687,0.01899862
0.55,0.01449895,0.01674879,0.01624882
0.56,0.01499891,-0.005999565,0.03374755
0.57,0.0179987,-0.01699877,0.09749293
0.58,0.006749511,-0.02474821,0.1264908
0.59,-0.005249619,-0.01499891,0.08649373
0.6,0.002249837,-0.0262481,-0.03199768
0.61,0.02974784,-0.02799797,-0.1552387
0.62,0.0317477,0.01449895,-0.2129846
0.63,0.02599812,0.04324687,-0.1767372
0.64,-0.000499964,0.08424389,-0.1042424
0.65,-0.005499601,0.07899427,-0.0289979
0.66,0.004999638,0.05574596,0.005749583
0.67,0.03824723,0.0399971,-0.005249619
0.68,0.0607456,0.03399754,-0.02674806
0.69,0.07474458,0.04224694,-0.08974349
0.7,0.08499384,0.03324759,-0.1807369
0.71,0.07849431,0.03074777,-0.2417325
0.72,0.06924498,0.03949714,-0.2679806
0.73,0.05599594,0.05874574,-0.2262336
0.74,0.0344975,0.06149554,-0.1502391
0.75,0.01399899,0.08399391,-0.05674589
0.76,0.01624882,0.08099413,0.02174842
0.77,0.04124701,0.07399464,0.05674589
0.78,0.04874647,0.06724513,0.05424607
0.79,0.03899717,0.0634954,0.013749
0.8,0.03424752,0.05949569,-0.02824795
0.81,0.03224766,0.05024636,-0.04199696
0.82,0.02324831,0.02149844,-0.06699514
0.83,0.0164988,0.006499529,-0.08949351
0.84,-0.003499746,-0.004749656,-0.1147417
0.85,-0.005249619,-0.01624882,-0.1417397
0.86,-0.03149772,-0.02549815,-0.1437396
0.87,-0.05849576,-0.02599812,-0.09674299
0.88,-0.07974422,-0.009999275,0.01299906
0.89,-0.1017426,-0.008499384,0.1472393
0.9,-0.1089921,-0.007749438,0.2679806
0.91,-0.09724295,-0.000999928,0.386472
0.92,-0.06574523,-0.01124918,0.4739656
0.93,-0.04524672,-0.03424752,0.4842149
0.94,-0.02374828,-0.03924716,0.4169698
0.95,0.000999928,-0.0579958,0.289729
0.96,0.009499311,-0.08949351,0.1032425
0.97,0.013749,-0.09399319,-0.08949351
0.98,0.05049634,-0.08849359,-0.2752301
0.9899999,0.03024781,-0.08949351,-0.4474676
1,0.00799942,-0.07699442,-0.5424607
1.01,0.01949859,-0.05774581,-0.5684588
1.02,0.01949859,-0.03949714,-0.5364611
1.03,0.02799797,-0.03349757,-0.4382182
1.04,0.03474748,-0.0234983,-0.3604739
1.05,0.04574668,-0.008249402,-0.2694805
1.06,0.05949569,-0.01449895,-0.1757373
1.07,0.06599522,-0.02499819,-0.06274545
1.08,0.06874502,-0.04324687,0.04799652
1.09,0.06374538,-0.04124701,0.165238
1.1,0.05874574,-0.02174842,0.2257336
1.11,0.05249619,-0.01324904,0.2279835
1.12,0.06299543,-0.02724802,0.1422397
1.13,0.07974422,-0.04199696,0.05074632
1.14,0.08024418,-0.0564959,0.01024926
1.15,0.06299543,-0.06199551,0.04599667
1.16,0.04049706,-0.05299616,0.1057423
1.17,0.01824868,-0.04349685,0.1449895
1.18,0.01874864,-0.06824505,0.1087421
1.19,0.06024563,-0.1034925,0.03599739
1.2,0.06474531,-0.110742,0.000499964
1.21,0.04649663,-0.1014926,0.05749583
1.22,0.04149699,-0.09149337,0.1624882
1.23,0.01449895,-0.08674371,0.2539816
1.24,0.01874864,-0.06774509,0.3052279
1.25,0.03424752,-0.07849431,0.317477
1.26,0.05699587,-0.09124339,0.2912289
1.27,0.07074487,-0.07874429,0.2307333
1.28,0.06399536,-0.08924353,0.1502391
1.29,0.07074487,-0.07574451,0.07499456
1.3,0.08499384,-0.04999638,0.01349902
1.31,0.06824505,0.001249909,-0.05999565
1.32,0.05174625,0.04624665,-0.1339903
1.33,0.05399609,0.07374465,-0.193236
1.34,0.03974712,0.08849359,-0.2262336
1.35,0.04024708,0.09599304,-0.2254837
1.36,0.04949641,0.0772444,-0.2372328
1.37,0.03774726,0.05499601,-0.2442323
1.38,0.02924788,0.05499601,-0.2284834
1.39,0.0262481,0.04724658,-0.1824868
1.4,0.04924643,0.0564959,-0.1002427
1.41,0.07149482,0.06699514,-0.02424824
1.42,0.09024346,0.08874357,-0.006749511
1.43,0.08699369,0.1002427,-0.03474748
1.44,0.08849359,0.1062423,-0.0799942
1.45,0.08124411,0.1404898,-0.1037425
1.46,0.0454967,0.1612383,-0.09749293
1.47,0.02549815,0.1709876,-0.08699369
1.48,0.01974857,0.1547388,-0.09574306
1.49,0.01124918,0.1349902,-0.0882436
1.5,-0.007749438,0.1207412,-0.08124411
1.51,-0.0454967,0.09374321,-0.05124629
1.52,-0.06824505,0.08149409,-0.01449895
1.53,-0.07699442,0.07499456,0.02549815
1.54,-0.08249402,0.04949641,0.05474603
1.55,-0.09849286,0.03549743,0.06124556
1.56,-0.0882436,0.01849866,0.05774581
1.57,-0.1047424,0.02324831,0.03249764
1.58,-0.09024346,0.01324904,-0.008749366
1.59,-0.06924498,-0.004999638,-0.03699732
1.6,-0.04199696,-0.01674879,-0.0634954
1.61,-0.01699877,-0.01049924,-0.08249402
1.62,-0.01674879,-0.006249547,-0.1312405
1.63,-0.007249475,-0.001499891,-0.1917361
1.64,0.01049924,-0.006499529,-0.2382327
1.65,0.008749366,-0.005249619,-0.2549815
1.66,0.006999493,0.0262481,-0.2077349
1.67,0.01124918,0.0192486,-0.1409898
1.68,-0.007749438,0.01774871,-0.1002427
1.69,-0.02124846,0.009999275,-0.1307405
1.7,0.000999928,-0.01224911,-0.2082349
1.71,0.006999493,-0.01349902,-0.2719803
1.72,0.02599812,-0.02499819,-0.2854793
1.73,0.05199623,-0.005749583,-0.2447323
1.74,0.03299761,-0.000999928,-0.2042352
1.75,0.03824723,-0.02449822,-0.1689878
1.76,0.07024491,-0.0372473,-0.110242
1.77,0.07299471,-0.03649735,-0.02474821
1.78,0.07149482,-0.02699804,0.06724513
1.79,0.06224549,-0.01049924,0.123741
1.8,0.06449533,-0.01624882,0.1092421
1.81,0.07249475,-0.01449895,0.06124556
1.82,0.08574378,-0.01299906,-0.02249837
1.83,0.05474603,0.002749801,-0.08124411
1.84,0.03199768,0.02174842,-0.1199913
1.85,0.01524889,0.02749801,-0.1162416
1.86,0.01849866,0.02124846,-0.08074415
1.87,-0.004499674,0.01199913,-0.02749801
1.88,-0.01474893,0.008999348,0.01774871
1.89,-0.03024781,-0.000999928,0.03949714
1.9,-0.02749801,-0.02649808,0.01724875
1.91,-0.02499819,-0.04349685,-0.01174915
1.92,-0.02574813,-0.06949496,-0.01599884
1.93,-0.0344975,-0.09149337,0.01874864
1.94,-0.03824723,-0.1067423,0.06724513
1.95,-0.05899572,-0.1217412,0.1124918
1.96,-0.068995,-0.1167415,0.123491
1.97,-0.0662452,-0.1402398,0.1067423
1.98,-0.07399464,-0.1147417,0.07849431
1.99,-0.08799362,-0.08499384,0.04174697
2,-0.08874357,-0.06474531,0.0109992
2.01,-0.1032425,-0.04799652,0.01874864
2.02,-0.09824288,-0.06174552,0.06449533
2.03,-0.1122419,-0.07074487,0.1142417
2.04,-0.1024926,-0.07924426,0.1479893
2.05,-0.09374321,-0.09324324,0.1504891
2.06,-0.08674371,-0.08524382,0.1459894
2.07,-0.08199406,-0.06649518,0.1767372
2.08,-0.1022426,-0.05124629,0.2379827
2.09,-0.109742,-0.03949714,0.2959785
2.1,-0.1034925,-0.03149772,0.3102275
2.11,-0.09299326,-0.01949859,0.2794797
2.12,-0.08299398,-0.005749583,0.2307333
2.13,-0.07349467,0.004249692,0.1889863
2.14,-0.06399536,0.003249764,0.1462394
2.15,-0.06324542,-0.009499311,0.110492
2.16,-0.06024563,0.001249909,0.06474531
2.17,-0.05549598,0.01174915,0.003249764
2.18,-0.04624665,0.02874792,-0.06099558
2.19,-0.04174697,0.05999565,-0.123991
2.2,-0.04074705,0.08374393,-0.1449895
2.21,-0.04074705,0.1229911,-0.1459894
2.22,-0.02399826,0.1429896,-0.1807369
2.23,-0.009499311,0.1422397,-0.2269835
2.24,0,0.1112419,-0.2717303
2.25,0.005999565,0.07974422,-0.2514818
2.26,-0.01049924,0.07474458,-0.1534889
2.27,-0.013749,0.05774581,-0.013749
2.28,-0.0262481,0.05049634,0.1009927
2.29,-0.009499311,0.0537461,0.1352402
2.3,0.03674734,0.04674661,0.09199333
2.31,0.07399464,0.03874719,-0.001249909
2.32,0.08524382,0.03824723,-0.09974277
2.33,0.09999275,0.03924716,-0.1499891
2.34,0.08649373,0.055246,-0.1722375
2.35,0.06799507,0.06424534,-0.1844866
2.36,0.0909934,0.05699587,-0.1804869
2.37,0.1089921,0.04449677,-0.1709876
2.38,0.1224911,0.05299616,-0.1909862
2.39,0.1414897,0.05149627,-0.2552315
2.4,0.1497391,0.03599739,-0.3809724
2.41,0.1699877,0.05599594,-0.5399609
2.42,0.165488,0.07124484,-0.6852003
2.43,0.1459894,0.07524455,-0.7546953
2.44,0.1367401,0.06149554,-0.6824505
2.45,0.1334903,0.07374465,-0.5409608
2.46,0.1349902,0.09399319,-0.4297189
2.47,0.13824,0.09124339,-0.316977
2.48,0.1732374,0.06374538,-0.2129846
2.49,0.1919861,0.05024636,-0.09174335
2.5,0.1747373,0.04024708,0.04049706
2.51,0.193236,0.03524745,0.1527389
2.52,0.2054851,0.01349902,0.2197341
2.53,0.220484,-0.01399899,0.2884791
2.54,0.2227339,-0.02674806,0.3412253
2.55,0.2192341,-0.02224839,0.4042207
2.56,0.1992356,-0.02874792,0.4647163
2.57,0.1634881,-0.04649663,0.4782153
2.58,0.1359901,-0.07499456,0.4322187
2.59,0.110492,-0.09749293,0.3499746
2.6,0.0564959,-0.1042424,0.248232
2.61,0.000749946,-0.1012427,0.1524889
2.62,-0.05349612,-0.06999493,0.04224694
2.63,-0.08074415,-0.05449605,-0.05574596
2.64,-0.09999275,-0.03899717,-0.09199333
2.65,-0.09674299,-0.03349757,-0.05824578
2.66,-0.09274328,-0.004999638,0.0317477
2.67,-0.09924281,0.01049924,0.1539888
