No.,名称,施工年度,路線名１,路線名２,路線名３
S43,新砂２,25,主,306,王子千住南砂町線
S44,錦糸３,25,特,465,深川吾嬬町線
S45,石原４,25,主,315,御徒町小岩線
S46,台東２,25,主,315,御徒町小岩線
S47,浅草６,25,主,319,環状三号線
S48,台場２,26,特,482,台場青海
S49,市谷本村町,26,特,405,外濠環状線
S50,市谷仲之町,26,特,319,環状三号線
S51,亀沢１,26,特,463,上野月島線
S52,湯島４,26,特,453,本郷亀戸線
