地点名:栄町陸橋　地盤上/橋台上
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:05
チャンネル数:6
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W",U-D
.46,.151989,1.645881,-.6282045,-1.332653,2.029603,-0.4654663 
.47,-.2879791,1.669629,-1.275408,-1.466144,1.706876,-1.138917 
.48,.07749438,1.694377,-1.341903,-1.337403,1.313155,-1.276907 
.49,.565209,1.260159,-1.094421,-1.187414,.8669372,-1.174415 
.5,.6097058,.6712013,-.8884356,-.8896855,.524462,-1.019176 
.51,.0924933,.9171835,-1.131668,-.3874719,.3074777,-1.214662 
.52,-.4067205,1.020426,-1.767122,-.1992356,.001749873,-1.734374 
.53,-.5854576,.5989566,-1.875364,-.1722375,-.2299833,-1.854116 
.54,-.6549525,.4404681,-1.563637,-.2712303,-.3712231,-1.698627 
.55,-.8359394,.4564669,-1.503391,-.5947069,-.5817078,-1.705626 
.56,-.9024346,.399471,-1.160666,-.7764437,-.9414318,-1.738374 
.57,-.6679516,.4289689,-.6079559,-.7064488,-1.231411,-1.388899 
.58,-1.015426,-.04749656,-.3557242,-.5319614,-1.485892,-1.074422 
.59,-1.620883,-.8511883,-.5397109,-.3947214,-1.836117,-1.187414 
.6,-1.688628,-1.118919,-.9779291,-.082744,-2.130846,-1.361901 
.61,-1.685878,-1.112419,-1.3829,.2152344,-2.314582,-1.563387 
.62,-1.744624,-1.010927,-1.630132,.3417252,-2.433574,-1.698627 
.63,-1.65538,-.8526882,-1.296406,.5197123,-2.328081,-1.448145 
.64,-1.492142,-.9744294,-1.043174,.4592167,-2.036602,-1.23891 
.65,-1.465394,-1.482643,-1.575886,.3417252,-1.677628,-1.358402 
.66,-1.125418,-1.765872,-2.007354,.4247192,-1.416397,-1.569886 
.67,-.3672234,-1.924361,-1.501891,.7406963,-1.160666,-1.324154 
.68,.1352402,-1.993356,-.897185,.9589305,-.9291826,-1.014176 
.69,.04174697,-1.814368,-1.079922,1.024426,-.7526954,-1.005927 
.7,-.004249692,-1.743374,-1.423897,1.113419,-.6309543,-0.9999275 
.71,.2259836,-1.348152,-1.152416,1.067173,-.4989638,-0.773194 
.72,.03799725,-.8671871,-.6959496,.8346895,-.5119629,-0.6812006 
.73,-.372973,-1.036925,-.6294544,.8309398,-.6137055,-0.6057061 
.74,-.5762082,-1.3804,-.9646801,.9486812,-.6919498,-0.5899572 
.75,-.3352257,-1.311405,-1.189414,.9966778,-.6734512,-0.4507173 
.76,-.1664879,-1.020176,-.6632019,.7929425,-.6027063,-0.1334903 
.77,-.234733,-.758195,.09774292,.4669662,-.5274618, 0.1727375 
.78,-.4152199,-.5352112,.5989566,.3219767,-.3892218, 0.6019564 
.79,-.1614883,-.1147417,.9306825,.3142272,-.2564814, 1.063423 
.8,.3832222,.6859503,1.033675,.1564887,-.1302406, 1.3734 
.81,.3389754,1.225911,1.209662,-.3164771,-.06449533, 1.287407 
.82,-.3054779,1.113669,1.176165,-.8601876,-.05324614, 1.023176 
.83,-.992928,.372223,.7369466,-.9869285,-.0662452, 1.009177 
.84,-1.232161,-.4309688,.6397036,-.6936997,-.110742, 1.128918 
.85,-.8249402,-.4747156,1.306655,-.371973,-.1842366, 1.265408 
.86,-.4814651,.02699804,2.008104,-.1554887,-.164988, 1.316655 
.87,-.3622237,.0882436,1.736124,-.1554887,-.05474603, 1.084921 
.88,.06099558,-.3949714,.8504384,-.2919788,.003749728, 0.7014492 
.89,.8339396,-.6647018,.5804579,-.1877364,-.006749511, 0.6827005 
.9,1.192664,-.3982211,.8364394,.03599739,-.02099848, 0.7001992 
.91,.7954423,-.1727375,.744446,.3204768,-.07374465, 0.4664662 
.92,.1997355,-.5302116,.3572241,.5974567,-.05349612, 0.06524527 
.93,.05224621,-.8239403,.04924643,.8541881,.1002427,-0.2194841 
.94,.2217339,-.2819796,-.4624665,.6549525,.2199841,-0.6262046 
.95,.2469821,.6272045,-1.223911,.1582385,.3114774,-1.257409 
.96,.1864865,.7156981,-1.66188,.3697232,.6247047,-1.064673 
.97,-.1477393,.1564887,-1.335653,1.447895,1.008427, 0.3469748 
.98,-.6194551,.02274835,-.400721,.3629737,-.05599594,-0.1584885 
.9899999,-.9411818,.4009709,.1012427,-1.353652,-.772944,-1.215162 
1,-1.090421,.8311898,-.5482103,-1.252409,-.1842366,-0.3192269 
1.01,-.7534454,.82719,-1.314155,-1.466894,-.1362401,-1.118669 
1.02,.3754728,.4054706,-1.027426,.2049851,-.3209767,-1.453895 
1.03,1.234411,.2299833,.09424317,.8161908,-.2822295,-0.6577023 
1.04,.9509311,.4214694,.9564307,-1.205413,.4654663, 0.4644663 
1.05,.4009709,.5967067,.9079342,-.5067133,.4839649, 1.203163 
1.06,-.01774871,.4169698,1.045424,.1429896,.05324614, 1.277657 
1.07,-.4809651,.2419825,1.913111,-1.008927,.2464821, 1.37965 
1.08,-.4632164,-.07374465,2.197091,-.3204768,.5359612, 1.830367 
1.09,-.6002065,-.1432396,1.626382,-.1019926,.1584885, 1.361401 
1.1,-.6449533,-.01899862,.7764437,-.1609883,.0192486, 0.6359539 
1.11,.1344903,.110242,.5322114,-.1884863,.5367111, 0.8094413 
1.12,.9301826,.4449677,.7381965,-.510463,.6652018, 0.9834287 
1.13,1.080922,.2672306,.579708,.3007282,.3507246, 0.5909572 
1.14,1.119669,-.3919716,.4427179,.8044417,.2687305, 0.1992356 
1.15,1.249159,-.1802369,.08024418,.7394464,.4054706, 0.1077422 
1.16,.7156981,.5812079,-.8371893,.8684371,.2657307,-0.2562314 
1.17,-.3952214,.634454,-1.701627,.6934497,.04449677,-0.7789435 
1.18,-1.10217,.27573,-2.041102,-.02499819,-.01599884,-1.011677 
1.19,-1.210912,.01149917,-1.713376,-.1897362,-.06424534,-1.030175 
1.2,-.6667017,-.2192341,-1.177915,-.4854648,-.5204623,-1.686628 
1.21,-.05174625,-.5309615,-.8334396,-1.055423,-1.037925,-2.239088 
1.22,-.2189841,-.6557025,-.4237193,.3754728,-.8359394,-0.6462032 
1.23,-.7366966,-.358224,.0427469,1.715876,-.9591805, 1.09742 
1.24,-1.085171,-.005249619,.192986,-1.563637,-2.542566,-1.628632 
1.25,-1.293656,.009499311,-.09024346,-2.370328,-1.558387,-0.9539309 
1.26,-1.294406,-.2192341,-.2447323,-1.500641,-.1757373, 1.061673 
1.27,-1.123419,-.2094848,.1049924,-2.235838,-.3162271,-0.3842221 
1.28,-.6337041,-.3109775,.386222,1.153416,-.4107202, 0.2744801 
1.29,-.4087204,-.192986,.2197341,1.288657,-.2054851, 1.154666 
1.3,-.5629592,.813441,.1207412,-.8609376,.3107275, 1.38315 
1.31,.1429896,.7749438,.4072205,.05674589,-.5074632, 0.09324324 
1.32,.4634664,.1014926,1.301406,.5007137,-.9441816,-0.3219767 
1.33,.2352329,-.05324614,1.635381,.4379683,.8234403, 1.905612 
1.34,.9261829,-.1547388,.9421817,.8051916,.7181979, 2.179092 
1.35,.7899427,.2109847,.8169408,-2.216839,-1.499391,-1.458144 
1.36,-.1194913,.9224331,.8351895,-.7874429,-.05249619, 0.7479458 
1.37,-.9746794,1.882864,.7139482,-1.950109,.8529382, 1.167915 
1.38,-.8091913,2.269085,.1844866,-2.394577,.7294471,-0.01999855 
1.39,-.1559887,1.647881,-.509963,1.162916,.5902072, 0.3752228 
1.4,.2534816,1.222411,-.006999493,-.1004927,1.3779, 1.184664 
1.41,.5022136,2.125846,1.069672,-2.262586,1.828117, 1.402648 
1.42,.2157344,2.243087,1.734374,-1.421647,1.554137, 1.064423 
1.43,-.1989856,1.636881,1.818368,-1.636131,1.747373, 0.9539309 
1.44,.4319687,1.266908,1.396899,-2.437573,2.496819, 1.427647 
1.45,1.565137,.9836787,.8491884,.4754655,2.307083, 1.215912 
1.46,1.783621,.2414825,-.13749,1.714126,.9974277,-0.2414825 
1.47,.7631947,.05199623,-1.271408,.7756938,.8476886,-0.7151982 
1.48,.2604811,.2329831,-1.452395,-.2942287,1.038925,-0.4249692 
1.49,.8944352,-.3122274,-.4109702,-.5367111,.8186907,-0.0564959 
1.5,.7614448,-.4747156,.5762082,-.3412253,.5922071, 0.4782153 
1.51,-.3062278,-.01224911,.7486957,.4647163,.5127128, 1.196663 
1.52,-.868937,.4249692,1.327404,.1977357,.2144845, 1.51439 
1.53,-.6979494,.1872364,2.34608,-.07049489,-.372473, 1.605884 
1.54,-.09724295,-.4787153,2.174342,-.06724513,-.6889501, 1.773121 
1.55,-.2649808,.00799942,1.65163,-.3854721,-.5684588, 1.750873 
1.56,-.1184914,.5772082,1.188914,.2337331,-.4867147, 1.09792 
1.57,.6417035,-.3922216,1.054424,.8799362,-.82719, 0.4649663 
1.58,.7061988,-.9729295,1.150917,.3982211,-.7124484, 0.5017136 
1.59,.2662307,-.0262481,.855938,-.3772227,-.2464821, 0.4454677 
1.6,.2172343,.8319397,.3979712,-.123991,.27648, 0.2647308 
1.61,.6284544,1.10267,.01324904,.4522172,.6269546, 0.002749801 
1.62,1.076672,.8161908,-.2749801,.2057351,.8906854,-0.6379538 
1.63,1.738874,.5597094,-.262231,-.6597022,1.09967,-0.9984276 
1.64,2.144845,.9506811,-.1199913,-1.186914,1.508891,-0.5367111 
1.65,2.194341,1.038675,.1432396,-.6687015,2.087349, 0.01874864 
1.66,2.050851,.8596877,.523712,.6324542,2.576313, 0.5492102 
1.67,2.015354,.3537244,.1367401,1.126168,2.7578, 0.6159554 
1.68,1.92461,-.2147344,-.5349612,.744946,2.795047, 0.5497102 
1.69,1.505891,.3244765,-.1554887,.1427397,2.90029, 0.6744511 
1.7,1.188414,1.671129,.4469676,-.2584813,2.837294, 0.8436888 
1.71,.7766937,1.743874,.5357112,-.1172415,2.586062, 0.9861785 
1.72,.3957213,.9684298,.2199841,-.5909572,1.900612, 0.9151837 
1.73,.1632382,1.23666,.4994638,-1.685378,.993678, 0.8659372 
1.74,.2467321,1.621882,1.648131,-2.552315,.5784581, 0.896185 
1.75,.4039707,1.584135,1.673629,-2.497069,.5132128, 0.7754438 
1.76,.06949496,1.771122,.3067278,-1.022926,.2314832, 0.8129411 
1.77,.5019636,1.702627,-.344225,-.2777299,-.2862293, 0.1892363 
1.78,1.472893,1.155666,.2527317,-.7196978,-.3762227,-0.3904717 
1.79,.6407036,1.046924,-.2809796,-.8796862,-.01724875,-0.4959641 
1.8,-.9609303,.7081987,-1.198663,-.247732,.3279762,-0.5677088 
1.81,-.4847149,.303978,-.496714,.3129773,.3942214,-1.045174 
1.82,.7929425,.4072205,.08874357,.192986,.4974639,-1.543638 
1.83,.7599449,.9089341,-.758945,-.6399536,.8569379,-1.524639 
1.84,.2167343,1.463144,-1.588635,-1.211662,1.146167,-1.083421 
1.85,.2352329,1.3839,-1.164166,-1.408648,1.206413,-0.6417035 
1.86,.5494602,1.065173,-.5534599,-1.694627,1.033425,-0.8189406 
1.87,.08624375,.9399319,-.9614303,-1.460394,.8394392,-1.297156 
1.88,-.6874502,.869437,-1.78812,-1.005677,.7294471,-1.035675 
1.89,-.9629302,.7001992,-1.833867,-.6842004,.4749656,-0.2944787 
1.9,-1.469893,1.205913,-1.415897,-.758695,-.110992, 0.003749728 
1.91,-2.337331,1.78837,-.6592022,-.9904282,-.5009637,-0.1879864 
1.92,-2.34133,1.754623,-.04399681,-1.130168,-.6439533,-0.4579668 
1.93,-1.580885,1.061173,-.2167343,-1.458394,-.8784363,-0.8179407 
1.94,-1.176665,.5372111,-.9341823,-1.625632,-1.120919,-1.049924 
1.95,-1.23641,.5892073,-1.368401,-1.257409,-1.170665,-1.037675 
1.96,-.9504311,.2522317,-.8594377,-1.053424,-1.023676,-1.020676 
1.97,-.3479748,-.3894718,-.3142272,-.9279327,-.7394464,-1.329654 
1.98,-.02974784,-.5689588,-.3672234,-.2394826,-.399971,-1.495642 
1.99,.8596877,-.6934497,-.4362184,.5199623,-.001999855,-1.154166 
2,1.804119,-.6717013,-.1914861,.7851931,.2502319,-0.9811789 
2.01,1.467894,-.1414897,-.3839722,.6667017,.3954713,-1.053174 
2.02,1.205413,-.5042135,-.8176907,.4082204,.5832077,-1.353402 
2.03,1.461394,-.7479458,-1.089421,.2824795,.7886928,-1.540638 
2.04,1.212162,.2329831,-1.613883,.386472,.9721795,-1.172415 
2.05,.6222049,.7524455,-1.664629,.4364684,1.140417,-0.6697015 
2.06,.5642091,.5904572,-.9741794,.1722375,1.000427,-0.6299543 
2.07,.5147127,.6544526,-.3609738,.3004782,.9586805,-0.05624592 
2.08,.1612383,.8629375,-.4299688,.3772227,.8886856, 0.4242193 
2.09,-.1677378,.4097203,-.841439,.4864647,.7991921, 0.4704659 
2.1,-.3394754,-.08474386,-1.283157,.7781936,.6087059,-0.01149917 
2.11,-.2517318,-.3117274,-1.463644,.6457032,.3909717,-0.7006992 
2.12,.1859865,-.2152344,-1.3789,.1399899,-.004249692,-1.338903 
2.13,.5849576,.5429606,-.9541808,-.1767372,-.3144772,-1.3839 
2.14,.7081987,1.211912,-.482465,-.620455,-.4634664,-1.172165 
2.15,.303978,1.276657,-.3207268,-.9086841,-.3929715,-0.7501956 
2.16,-.2909789,.7704442,-.4102203,-.9304326,-.2524817,-0.5619593 
2.17,-.3577241,.09049344,-.4034708,-.9694297,-.1154916,-0.8561879 
2.18,-.1962358,-.02849793,-.08899355,-1.117919,.1417397,-0.9414318 
2.19,-.01024926,.7751938,.1707376,-.8491884,.7281972,-0.01199913 
2.2,.1749873,1.329404,.2382327,-.3392254,1.049924, 0.7151982 
2.21,.523962,1.183414,.3882219,-.3084776,.9591805, 0.5689588 
2.22,.4819651,1.111669,.7209477,-.5672089,1.121169, 0.6906999 
2.23,.2439823,1.24416,1.291156,-.6357039,1.489642, 1.419647 
2.24,.4077204,1.838367,1.841617,-.8484385,1.762372, 1.749373 
2.25,.9614303,2.598312,1.677878,-1.51714,1.956858, 1.067923 
2.26,1.546638,3.047279,.6654518,-1.775621,2.439823, 0.455467 
2.27,2.393327,2.599312,-.358224,-1.51239,2.968285, 0.3464749 
2.28,2.720303,1.92586,-.2992283,-1.469393,3.219767, 0.2629809 
2.29,2.298584,1.612383,.951681,-1.51839,3.336508, 0.5609593 
2.3,1.831617,1.3844,1.911361,-.7579451,3.411003, 1.404398 
2.31,1.779371,.9841787,1.943609,.006249547,3.056778, 1.810369 
2.32,1.783371,.7559452,1.728125,.3327259,2.402326, 1.832367 
2.33,1.52114,.3422252,1.469893,.4049706,1.723125, 1.79062 
2.34,.7846931,.005499601,1.056923,.4984639,.9761792, 1.114169 
2.35,-.02474821,.01274908,.3759727,.455217,.09474313, 0.05824578 
2.36,-.3539743,-.04149699,-.220734,.3744729,-.6092058,-0.3542243 
2.37,-.2734802,-.248732,-.1884863,.2889791,-1.021176,-0.1604884 
2.38,-.0007499456,-.454967,-.08349395,.05274618,-1.336153, 0.002499819 
2.39,-.07549453,-.3534744,-.05199623,-.02324831,-1.459144, 0.234483 
2.4,-.09299326,-.1769872,.4177197,-.2144845,-1.349152, 0.1434896 
2.41,.1407398,-.400471,.8941852,-.2054851,-1.156416, 0.09974277 
2.42,-.3494747,-.4607166,.758195,.4639664,-1.000427, 0.6447033 
2.43,-1.200413,-.1272408,.06424534,1.068173,-1.066423, 0.8569379 
2.44,-1.3739,-.4837149,-.3712231,1.152666,-1.173415, 0.6012064 
2.45,-1.270908,-1.560387,-.2974784,.8706869,-1.229911, 0.1597384 
2.46,-1.271658,-2.026353,-.2147344,.1622382,-1.302656,-0.2279835 
2.47,-1.226911,-1.032175,-.2492319,-.5577096,-1.274908,-0.1129918 
2.48,-1.766372,.1472393,-.1682378,-.8891855,-1.201413, 0.3952214 
2.49,-2.112097,.1644881,.3839722,-.8994348,-1.202163, 0.5754583 
2.5,-1.688128,-.3139772,.9739294,-.6867002,-1.207412, 0.3914716 
2.51,-1.10342,-.579458,.7761937,-.5772082,-1.013427, 0.179487 
2.52,-.786943,-.6956996,.03674734,-.5487102,-.786693, 0.04199696 
2.53,-.9276828,-.5629592,-.03924716,-.3134773,-.7934425,-0.08224404 
2.54,-1.225161,.08374393,.1674879,-.01474893,-.8376893,-0.05749583 
2.55,-1.042674,.2664807,.04999638,.03024781,-.8066915,-0.1279907 
2.56,-.8426889,.09274328,-.4329686,-.1112419,-.8476886,-0.593707 
2.57,-.9739294,.2309833,-1.031425,-.4232193,-.9401819,-1.269908 
2.58,-.8736867,.5747083,-1.605634,-.979929,-1.076922,-1.759872 
2.59,-.6964495,.4382182,-1.773871,-1.042924,-1.229161,-1.754123 
2.6,-.9056844,-.2197341,-1.397149,-.6662017,-1.433646,-1.636631 
2.61,-1.410398,-.6062061,-1.094671,-.7516955,-1.623132,-1.759622 
2.62,-1.882364,-.4202195,-1.190914,-1.066173,-1.770122,-1.692377 
2.63,-1.891363,.4017209,-1.282157,-.8216904,-1.734624,-1.051174 
2.64,-1.748373,.5469604,-1.123669,-.4789653,-1.682128,-0.5299616 
2.65,-1.608383,-.2337331,-.8371893,-.3667234,-1.695377,-0.6092058 
2.66,-1.681878,-.6799507,-.8821861,-.1259909,-1.689128,-0.9701797 
2.67,-1.502141,-.717948,-1.310905,.0207485,-1.496642,-1.275158 
2.68,-1.287907,-.8459387,-1.475643,-.2667307,-1.267158,-1.297906 
2.69,-1.396399,-.9921781,-1.180164,-.4507173,-1.149417,-0.7784436 
2.7,-1.499641,-1.090171,-.2959785,-.5814579,-1.130918,-0.1589885 
2.71,-1.270158,-.7694442,.7429461,-.7099485,-1.134168, 0.13749 
2.72,-1.009177,-.565709,.9599304,-.5562097,-.9726795, 0.3959713 
2.73,-.8114412,-.9444315,.7819433,-.2452322,-.7961923, 0.6447033 
2.74,-.5637091,-.9219332,1.037175,.1749873,-.6337041, 1.201663 
2.75,-.2397326,-.745196,1.571386,.8359394,-.4382182, 2.085349 
2.76,-.08449388,-1.122169,2.07235,1.256659,-.4022208, 2.48657 
2.77,-.1359901,-1.282657,1.880114,1.205913,-.6574523, 1.885363 
2.78,-.6429534,-.868937,1.059423,1.078672,-.979429, 1.228911 
2.79,-1.234161,-.3847221,.6304543,.7989421,-1.324404, 1.277407 
2.8,-1.496891,-.3967212,.7846931,.2139845,-1.672629, 1.297156 
2.81,-1.541388,-.7511955,1.267908,-.2779799,-1.834117, 1.079672 
2.82,-1.317155,-.8434389,1.669129,-.6872002,-1.65238, 0.9809289 
2.83,-.8319397,-.6844504,1.739624,-.8254402,-1.300406, 1.063673 
2.84,-.3559742,-.4054706,1.681378,-.4449677,-1.051674, 1.080172 
2.85,-.09999275,.09174335,1.24516,.02449822,-.8586878, 1.062423 
2.86,.1477393,.1319904,.7459459,.5044634,-.5952069, 1.044174 
2.87,.4402181,-.3334758,1.086171,.8649373,-.3212267, 1.052924 
2.88,.4247192,-.592957,1.586385,.9901782,-.0317477, 1.276407 
2.89,-.07274473,-.6564524,1.550388,1.013177,.3044779, 1.732374 
2.9,-.5772082,-.5902072,1.681628,1.029175,.5219622, 2.264836 
2.91,-.772194,-.6219549,1.920111,.9596804,.4502174, 2.21259 
2.92,-.6249547,-.8636874,1.663879,.8039417,.2299833, 1.621132 
2.93,-.1614883,-1.072672,1.195913,.5924571,.08349395, 0.9459314 
2.94,.7319469,-.8769364,.8166908,.5042135,-.02049851, 0.5007137 
2.95,1.498141,-.6112057,.07399464,.6944497,-.05299616, 0.1202413 
2.96,1.665379,-.5429606,-.8209405,.9804289,-.1344903,-0.4294689 
2.97,1.3844,-.7351967,-.8366894,1.352152,-.1082422,-0.6839504 
2.98,1.056173,-.9391819,-.4817151,1.555637,.001999855,-1.068173 
2.99,.6981994,-1.11042,-1.131668,1.719375,.01849866,-1.668379 
3,.3192269,-1.311155,-2.126846,1.864115,-.02099848,-1.999855 
3.01,.5074632,-1.147917,-2.122346,1.587385,-.07624447,-2.0706 
3.02,1.146667,-.5702087,-1.687378,1.23991,-.004999638,-2.081599 
3.03,1.352402,-.002499819,-2.008104,.9426817,.3239765,-2.181092 
3.04,1.372401,.1029925,-2.196091,.6234548,.9129338,-2.124096 
3.05,2.085599,.2639809,-1.349652,.4484675,1.595134,-1.492642 
3.06,2.727302,1.067673,-.7006992,-.08024418,2.169343,-0.8854358 
3.07,2.424574,1.593634,-.9689298,-.4929643,2.690305,-0.5532099 
3.08,1.880364,1.328904,-1.198413,-.4624665,2.973284,-0.3112274 
3.09,1.719375,.8481885,-.8061916,-.2117347,2.918788,-0.08949351 
3.1,1.645631,.2457322,-.06249547,.0002499819,2.717553, 0.2159843 
3.11,1.361901,-.1432396,.358974,.1904862,2.416325, 0.6639519 
3.12,.9874284,-.3119774,.3894718,.3397254,2.078099, 1.185914 
3.13,.6966995,-.302978,.758695,.4032208,1.631132, 1.451395 
3.14,.633954,.06849504,1.541138,.593457,1.268908, 1.671629 
3.15,.7134483,.3429751,2.084349,.5317115,.9921781, 1.705876 
3.16,.9066843,.1144917,2.305083,.3269763,.7286972, 1.544388 
3.17,1.364651,-.1679878,2.518317,.5712086,.4584668, 1.705876 
3.18,1.779121,-.3347257,2.712303,1.209162,.2107347, 1.970857 
3.19,1.581385,-.592707,2.498569,1.365151,-.01624882, 1.670379 
3.2,.8124411,-.675451,1.602134,1.486642,-.05474603, 1.156166 
3.21,.08849359,-.5347112,.8264401,1.645631,-.08624375, 0.8999348 
3.22,.1027426,-.7624447,.8359394,1.51914,-.1052424, 0.7431961 
3.23,.3009782,-.8611876,.8259401,1.442145,-.1004927, 0.5344613 
3.24,-.261731,-.6637019,.2287334,1.225661,-.248732, 0.04424679 
3.25,-.6524527,-.9454315,-.3129773,.9319324,-.5334613,-0.3787225 
3.26,-.3922216,-1.387649,-.04174697,.7234476,-.7976922,-0.2989783 
3.27,-.2857293,-1.436646,.5304615,.330726,-.9599304,-0.2129846 
3.28,-.6672016,-1.206413,.1829867,.03349757,-1.125168,-0.4467176 
3.29,-.6587023,-.9916781,-.6384537,.3747228,-1.016176,-0.4394681 
3.3,.4229693,-.9806789,-.6779509,.7321969,-.7361966,-0.1857365 
3.31,1.647631,-.8301898,-.1314905,.9561807,-.5472103,-0.2592312 
3.32,2.023353,-.6919498,0,1.227411,-.2289834,-0.2367328 
3.33,1.805369,-.9359322,-.524462,1.678378,.2717303,-0.04974639 
3.34,1.189164,-1.284407,-.9461814,1.763122,.593707,-0.1359901 
3.35,.5179625,-1.23491,-1.043674,2.173342,.6144555,-0.2562314 
3.36,-.04949641,-.9281827,-1.287907,1.780371,.5472103,-0.1804869 
3.37,-.3782226,-.8336896,-1.212662,.9154336,.5012137, 0.06324542 
3.38,-.02699804,-.5892073,.0372473,.2062351,.4762155, 0.6239548 
3.39,.7781936,-.1174915,1.473393,-.1329904,.4729657, 0.9186834 
3.4,1.116419,.04049706,1.24591,-.5139627,.5562097, 0.8609376 
3.41,.592707,-.1599884,-.02774799,.003499746,.4024708, 0.6034563 
3.42,.248982,-.262481,-.5027136,.2809796,.02024853, 0.1022426 
3.43,.2112347,-.2802297,-.2664807,.2232338,-.3262264,-0.4432179 
3.44,-.4749656,-.1509891,-.3287262,-.1087421,-.5949569,-0.7654445 
3.45,-1.211912,.03024781,-.5152127,-.3092276,-.841689,-0.8681871 
3.46,-1.016426,.1209912,-.1347402,-.455717,-1.011177,-0.7164481 
3.47,-.5969567,.1389899,.1627382,-.4612166,-1.128168,-0.5637091 
3.48,-.3739729,-.1974857,-.3829722,-.4377183,-1.253409,-0.9541808 
3.49,-.2102348,-.4659662,-.8986849,-.302978,-1.188914,-1.272658 
3.5,.1389899,-.02774799,-1.022926,-.5407108,-1.005927,-1.398899 
3.51,-.08874357,.7274473,-1.447895,-1.059673,-.8216904,-1.866115 
3.52,-.7679443,.6097058,-2.411825,-.9331824,-.5889573,-2.053851 
3.53,-1.147667,-.09024346,-3.101775,-.5049634,-.4987139,-1.93136 
3.54,-1.204663,-.3054779,-2.505818,-.2592312,-.4622165,-1.574136 
3.55,-.9411818,-.07499456,-.952431,.01824868,-.4024708,-0.9744294 
3.56,-.7759438,.3814723,.05549598,.05349612,-.1989856,-0.4234693 
3.57,-.9599304,.8314397,-.455467,-.1699877,-.1277407,-0.4954641 
