地点名:木下川排水機場　地下1階,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:48:05,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,-0.1954858,0.5464604,0.6572024
0.01,0.07374465,0.4869647,0.9714296
0.02,0.2522317,0.4082204,1.270908
0.03,0.3787225,0.1987356,1.211162
0.04,0.3882219,-0.006249547,0.8731867
0.05,0.4267191,-0.1999855,0.5372111
0.06,0.4467176,-0.3629737,0.4214694
0.07,0.5294616,-0.4714658,0.4677161
0.08,0.5359612,-0.483215,0.3237265
0.09,0.6504529,-0.5349612,-0.1072422
0.09999999,0.6906999,-0.5752083,-0.8129411
0.11,0.6702014,-0.6432034,-1.336903
0.12,0.6599522,-0.6719513,-1.507141
0.13,0.5372111,-0.7326969,-1.277157
0.14,0.4844649,-0.7904427,-0.6127056
0.15,0.4437178,-0.8776864,0.1024926
0.16,0.5737084,-0.9844286,0.8664372
0.17,0.6672016,-1.030175,1.150917
0.18,0.8569379,-1.032675,1.207412
0.19,1.117169,-0.9156836,1.24041
0.2,1.295656,-0.7379465,1.343153
0.21,1.443145,-0.4732157,1.635631
0.22,1.362401,-0.1747373,1.705126
0.23,1.145417,0.07549453,1.754873
0.24,0.8669372,0.2672306,1.78812
0.25,0.5232121,0.3507246,1.679878
0.26,0.3439751,0.4039707,1.525889
0.27,0.13799,0.4197196,1.133918
0.28,0.09924281,0.3557242,1.075422
0.29,0.08074415,0.3524745,1.335903
0.3,0.04349685,0.4084704,1.834617
0.31,-0.1069922,0.4919643,2.177342
0.32,-0.3522245,0.5322114,2.113097
0.33,-0.6462032,0.55121,1.648381
0.34,-0.8581878,0.5674589,1.214662
0.35,-1.003677,0.5717086,1.132418
0.36,-1.089171,0.579708,1.209662
0.37,-1.159666,0.5407108,1.215162
0.38,-1.182914,0.5602094,1.143667
0.39,-1.256909,0.496964,1.039175
0.4,-1.347902,0.302978,0.82719
0.41,-1.508141,-0.005749583,0.6409535
0.42,-1.630632,-0.3147272,0.4677161
0.43,-1.730625,-0.6724513,0.1897362
0.44,-1.747873,-0.9834287,-0.4657162
0.45,-1.668629,-1.220662,-1.468144
0.46,-1.579885,-1.265158,-2.593062
0.47,-1.463394,-1.233911,-3.31026
0.48,-1.390649,-1.119919,-3.475998
0.49,-1.413648,-1.035175,-3.045279
0.5,-1.424897,-1.004677,-2.33983
0.51,-1.572136,-1.039925,-1.820368
0.52,-1.65688,-1.10467,-1.711876
0.53,-1.813869,-1.119419,-1.762122
0.54,-1.943859,-1.060923,-1.591635
0.55,-2.080599,-0.9914281,-0.7966923
0.56,-2.0746,-0.9254329,0.2977284
0.57,-2.031603,-0.8814361,0.8569379
0.58,-1.956608,-0.9049344,0.6524527
0.59,-1.850366,-0.9331824,0.01349902
0.6,-1.722125,-1.011927,-0.3834722
0.61,-1.563637,-1.139667,-0.4032208
0.62,-1.24591,-1.301906,-0.07874429
0.63,-0.8811861,-1.434896,0.2452322
0.64,-0.566209,-1.532889,0.2972285
0.65,-0.2409825,-1.52039,0.3202268
0.66,0.06324542,-1.304405,0.2492319
0.67,0.3437251,-0.9609303,-0.1192414
0.68,0.5814579,-0.5612093,-0.6966995
0.69,0.7354467,-0.152239,-1.329904
0.7,0.841689,0.2062351,-1.583885
0.71,0.8941852,0.5267118,-1.679878
0.72,0.8984349,0.7574451,-1.78837
0.73,0.8936852,0.8499384,-1.965108
0.74,0.8181907,0.786443,-2.013354
0.75,0.7379465,0.648703,-1.640131
0.76,0.6034563,0.5317115,-1.3764
0.77,0.5697087,0.358224,-1.249659
0.78,0.5127128,0.3062278,-1.424897
0.79,0.5479603,0.27548,-1.309655
0.8,0.5729585,0.3732229,-1.061923
0.81,0.6434534,0.468966,-0.7651945
0.82,0.6464531,0.634204,-0.6057061
0.83,0.6259546,0.731447,-0.6467031
0.84,0.6744511,0.7384465,-0.6519527
0.85,0.6699514,0.6857003,-0.7424462
0.86,0.6809506,0.5639591,-0.7286972
0.87,0.7059488,0.3979712,-0.7884429
