区市町村,基標番号,所在地町名,所在地目標,所在地申請,東京湾平均海面（Ｔ．Ｐ．）ｍ,霊岸島量水標（Ａ．Ｐ．）ｍ,変動量ｍｍ,記事
大田区,大（１１）,山王三丁目３０,カドヤ建設（株）脇,,4.9367,6.0711,-0.7,
大田区,大（１２）,大森本町一丁目１０,シェル石油大森給油所脇,,1.4334,2.5678,+1.0,
大田区,大（１５）,大森東三丁目１６,貴船堀公園野球場脇,,1.2880,2.4224,-,(H27.1.1)
大田区,大（１８）,大森東四丁目３８,ほまれ商店脇,,4.0467,5.1811,-0.2,
大田区,大（１９）,大森南五丁目２,都・森ケ崎水再生センター内,◎,0.4314,1.5658,-,(H27.1.1)
大田区,大（２９）,東矢口二丁目１,安方中学校内,◎,4.1263,5.2607,-1.5,
大田区,大（３０）,西馬込二丁目３５,馬込中学校正門前,◎,12.1513,13.2857,-1.5,
大田区,大（３１）,雪谷大塚町８,芝信用金庫前,,23.6794,24.8138,+0.7,
大田区,大（３２）,田園調布五丁目３０,八幡神社前,,9.3108,10.4452,+1.9,
大田区,蒲（１）,西糀谷一丁目１,災害用清水橋備蓄倉庫前,,1.6806,2.8150,-,(H25.1.1)
大田区,蒲（２）,東糀谷五丁目１８,東糀谷小学校内,◎,0.1999,1.3343,-,(H27.1.1)
大田区,蒲（５）,本羽田三丁目１５,都南小学校内,◎,1.5873,2.7217,-1.2,
大田区,蒲（６）,南六郷一丁目３２,都・六郷ポンプ所前,,1.2764,2.4108,-0.9,
大田区,蒲（１１）,羽田六丁目１０,Ｓ宅前,,0.6111,1.7455,-,(H27.1.1)
大田区,蒲（１２）,羽田一丁目２１,ミニピアゴ脇,,0.8098,1.9442,-,(H27.1.1)
大田区,蒲（１３）,西六郷四丁目１９,パークサイド多摩川前,,2.6916,3.8260,+0.3,
大田区,蒲（１４）,矢口三丁目１７,東八幡神社境内,◎,4.4573,5.5917,-0.7,
大田区,蒲（１６）,南蒲田二丁目２７,ハピネス南蒲田前,,2.3225,3.4569,-0.8,
大田区,蒲（１７）,西糀谷二丁目２６,西糀谷二丁目南公園内,,1.4637,2.5981,+0.3,
大田区,蒲（１８）,仲六郷二丁目４４,熊野神社境内,◎,2.2975,3.4319,-0.8,
大田区,蒲（１９）,蒲田三丁目２５,聖蹟蒲田梅屋敷公園内,,2.4648,3.5992,+0.1,
大田区,蒲（２１）,西蒲田四丁目４,西蒲田太平橋児童公園前,,2.4832,3.6176,-,(H25.1.1)
大田区,蒲（２２）,下丸子三丁目３０,キャノン（株）前,,4.0924,5.2268,-,(H25.1.1)
世田谷区,（１２）,上馬二丁目１５,菱和パレス上馬前,国,39.3635,40.4979,+2.0,
世田谷区,（１３）,代田三丁目５７,代田八幡神社境内,国,33.1757,34.3101,+2.0,
世田谷区,（１２２－１）,南烏山六丁目１０,コーシャハイム千歳烏山前,国,45.8315,46.9659,+0.7,H26.2移転
世田谷区,（１１０２７）,上野毛三丁目２２,北野稲荷神社境内,国,25.2575,26.3919,+2.0,
世田谷区,（０２０－０１８）,南烏山六丁目３２,南烏山アパ－ト前,国,47.5277,48.6621,+1.1,
世田谷区,（０２０－０１９）,給田三丁目２６,ア－ベイン世田谷前,国,46.3103,47.4447,+0.3,
世田谷区,（２４６－００７）,太子堂一丁目４,世田谷台ピロティ前,国,32.5362,33.6706,+1.0,
世田谷区,（２４６－００８）,三軒茶屋一丁目２９,まいばすけっと三軒茶屋一丁目店前,国,33.2591,34.3935,+2.2,
世田谷区,（２４６－００９）,上馬三丁目１４,ＹＳＤビル脇,国,40.8290,41.9634,+1.2,
世田谷区,（２４６－０１０）,新町一丁目７,桜ビル脇,国,44.0230,45.1574,+1.9,
世田谷区,（２４６－０１２）,瀬田三丁目６,精進料理「泉竹」前,国,35.4353,36.5697,+2.7,
世田谷区,世（１）,野沢三丁目３０,アデニウム学芸大学前,,38.9300,40.0644,-,(H25.1.1)
世田谷区,世（２）,若林三丁目３４,北野稲荷神社前,,31.7950,32.9294,+1.5,
世田谷区,世（３）,若林二丁目３８,若林陸橋脇,,37.0518,38.1862,+2.0,
世田谷区,世（４）,代田六丁目３０,都営バス代田操車場脇,,41.9655,43.0999,+3.1,
世田谷区,世（５）,世田谷二丁目１３,桜小学校バス停脇,,38.6680,39.8024,-,(H27.1.1)
世田谷区,世（６）,中町四丁目２１,玉川中学校内,◎,32.7385,33.8729,+2.0,
世田谷区,世（７）,玉川二丁目２３,ＦＵＴＡＫＯＴＡＭＡＧＡＷＡｒｉｓｅ前植込内,,13.3312,14.4656,+0.8,
世田谷区,世（８）,千歳台三丁目１,昭和砿油（株）千歳台スタンド前,,44.3387,45.4731,+0.4,
世田谷区,世（９）,大蔵三丁目６,ＧＯＬＦＰａｒｔｎｅｒ向側,,40.2878,41.4222,+1.0,
世田谷区,世（１０）,玉川三丁目３９,ウィステリア二子玉川脇,,13.9660,15.1004,+0.7,
世田谷区,世（１１）,粕谷一丁目２５,芦花公園内,◎,40.7776,41.9120,-5.4,施錠
渋谷区,（１５）,初台一丁目３２,幡代小学校内,国,39.9256,41.0600,-,(H25.1.1)
渋谷区,（２４６－００５）,南平台町１５,ヤマト運輸宅急便センター前,国,35.3664,36.5008,+3.0,
渋谷区,赤（９）,神宮前六丁目２２,神宮通公園内,,17.6990,18.8334,+2.0,
渋谷区,四（５）,千駄ヶ谷一丁目１７,東京体育館植込内,,30.8974,32.0318,-,(H25.1.1)
渋谷区,四（６）,千駄ヶ谷四丁目５,千駄ヶ谷出張所脇,,28.9465,30.0809,-,(H25.1.1)
渋谷区,四（１０）,代々木三丁目２７,西参道公衆便所脇,,39.5494,40.6838,-,(H25.1.1)
渋谷区,渋（１）,笹塚二丁目４９,都営笹塚二丁目アパート内,◎,37.0671,38.2015,-,(H25.1.1)
中野区,交（１７）,中央四丁目１,おかしのまちおか前,国,37.5572,38.6916,+3.1,
中野区,交（１８）,新井五丁目３,新井薬師門脇,国,37.1319,38.2663,-,(H25.1.1)
中野区,中（１）,野方一丁目４０,セブンイレブン「中野野方１丁目店」前,,40.7388,41.8732,-,(H27.1.1)
中野区,中（２）,野方三丁目２５,コンビニ「サンクス」前,,38.2772,39.4116,-,(H27.1.1)
中野区,中（３）,上鷺宮一丁目１,スーパーオーケー向側,,42.2438,43.3782,-,(H25.1.1)
杉並区,交（１４）,和泉一丁目１,みずほ銀行代田橋出張所跡前,国,42.4141,43.5485,+3.6,
杉並区,（１２３）,上高井戸一丁目７,インテックスビル脇,国,45.3921,46.5265,+0.7,
杉並区,（１２３－１）,下高井戸一丁目１０,ハイツ下高井戸前植込内,国,47.5983,48.7327,+1.0,
杉並区,杉（１）,方南二丁目２９,（有）珊瑚模型店前,,36.3659,37.5003,+3.7,
杉並区,杉（２）,高円寺南二丁目１,エッソガソリンスタンド前,,41.5806,42.7150,+3.4,
杉並区,杉（３）,梅里二丁目１８,西京信用金庫駐車場前植込内,,44.1692,45.3036,+2.2,
杉並区,杉（４）,荻窪三丁目４７,すき家前,,44.4021,45.5365,+2.7,
杉並区,杉（５）,上荻一丁目２４,パスタアマーレ前,,45.9766,47.1110,+3.0,
杉並区,杉（６）,清水三丁目１６,（株）アイテック脇,,46.0055,47.1399,-,(H27.1.1)
杉並区,杉（７）,井草三丁目３０,なんでも酒やカクヤス脇,,46.5812,47.7156,-,(H27.1.1)
杉並区,杉（８）,桃井四丁目９,Ｓ宅前,,49.6760,50.8104,+3.3,
杉並区,杉（９）,本天沼一丁目２８,やきとり大吉前,,43.6618,44.7962,-,(H25.1.1)
杉並区,杉（１０）,上井草四丁目４,越川病院前,,50.4856,51.6200,+3.1,
杉並区,杉（１１）,西荻北四丁目３８,井荻公園内,,49.4419,50.5763,+2.0,
杉並区,杉（１２）,南荻窪一丁目１,薄井ビル前,,44.9954,46.1298,-,(H25.1.1)
杉並区,杉（１３）,大宮二丁目２７,都・杉並地盤沈下観測所脇,,36.7284,37.8628,+1.6,
豊島区,郷（７）,駒込四丁目２,カーサ駒込脇,,23.6261,24.7605,-,(H27.1.1)
豊島区,郷（８）,駒込七丁目１,天理教東京教務支庁前,,25.4591,26.5935,-,(H27.1.1)
豊島区,小（８）,雑司が谷一丁目４０,志のぶ家墓地案内所前,,29.6130,30.7474,+3.6,
豊島区,豊（１）,南長崎六丁目３３,グランドマンション向側,,35.6114,36.7458,+1.6,
豊島区,豊（２）,南長崎一丁目２０,椎名町公園内,,30.7638,31.8982,+2.5,
豊島区,豊（４）,東池袋一丁目１６,中池袋公園内,,31.6772,32.8116,-,(H26.1.1)
豊島区,豊（５）,上池袋四丁目２９,児童遊園自転車置場内,,28.7632,29.8976,-,(H26.1.1)
北区,（２３）,王子本町一丁目１,王子神社駐車場入口脇,国,15.4567,16.5911,-,(H26.1.1)
北区,北（１）,田端新町三丁目２３,田端眼科医院前,,3.5330,4.6674,-,(H25.1.1)
北区,北（２）,昭和町二丁目７,昭和町地域振興室前,,2.8889,4.0233,-,(H25.1.1)
北区,北（３）,堀船二丁目１,東京福祉大学王子キャンパス前,,2.5936,3.7280,-,(H25.1.1)
北区,北（４）,堀船四丁目２,平井産業（株）向側,,2.3112,3.4456,-,(H25.1.1)
北区,北（５）,豊島二丁目１,山新王子ビル前,,2.2125,3.3469,-,(H25.1.1)
北区,北（６）,豊島五丁目３,豊島北コミュニティーアリーナ内,◎,3.2163,4.3507,-1.9,
北区,北（７）,王子二丁目２２,王子警察署向側,,3.1279,4.2623,-,(H26.1.1)
北区,北（８）,豊島七丁目３２,カドビル脇,,1.7829,2.9173,-1.5,
北区,北（９）,東十条三丁目１４,東十条小学校内,,-,-,-,使用不可
北区,北（１０）,神谷三丁目４５,自性院境内,◎,0.8228,1.9572,-2.3,
北区,北（１１）,東十条六丁目８,東條商店向側,,3.9262,5.0606,-,(H27.1.1)
北区,北（１４）,志茂四丁目１９,熊野児童遊園前,,1.5196,2.6540,-2.3,
北区,北（１５）,岩淵町３８,松原建築設計事務所前植込内,,3.3548,4.4892,-2.8,
北区,北（１６）,赤羽北二丁目２４,朝烏靴店前,,2.4052,3.5396,-2.3,
北区,北（１７）,浮間四丁目９,観音寺脇,,2.5004,3.6348,-3.8,
北区,北（１８）,浮間一丁目１１,浮間北公園内,,1.8104,2.9448,-4.5,
北区,北（１９）,浮間四丁目３０,アルパイン洋菓子店前,,1.3603,2.4947,-3.4,
北区,北（２０）,神谷三丁目１６,神谷三丁目児童遊園内,,1.5247,2.6591,-2.1,
北区,北（２１）,赤羽北一丁目２１,新河岸川右岸・中の橋際,,2.9632,4.0976,-2.7,
北区,北（２２）,上十条五丁目２,王子第三小学校前（歩道橋下）,◎,23.4852,24.6196,-,施錠(H25.1.1)
北区,北（２３）,西が丘一丁目３５,大松寺境内,◎,22.0450,23.1794,-,(H25.1.1)
北区,北（２４）,桐ヶ丘一丁目１６,都営桐ヶ丘住宅Ｅ－４７脇,,18.8122,19.9466,-,(H25.1.1)
荒川区,（２４）,西日暮里三丁目７,第一日暮里小学校内,国,20.9136,22.0480,+2.5,
荒川区,（２５）,南千住六丁目６６,天王公園内,国,1.3372,2.4716,+1.0,
荒川区,荒（１）,荒川二丁目４,内田輪業向側,,1.5445,2.6789,+0.9,
荒川区,荒（２）,東尾久一丁目２１,東京電力（株）変電技能訓練センター前,,3.4239,4.5583,+1.6,
荒川区,荒（３）,西尾久三丁目１９,割烹「熱海」前,,1.1400,2.2744,+0.9,
荒川区,荒（４）,東尾久三丁目５,東尾久ひろば館前,,1.2060,2.3404,+1.8,
荒川区,荒（５）,町屋一丁目９,ほっともっと向側,,0.6942,1.8286,+1.9,
荒川区,荒（６）,南千住八丁目４,都営南千住八丁目アパ－ト脇,,0.9429,2.0773,+1.3,
荒川区,荒（７）,東日暮里五丁目２,第二日暮里小学校内,◎,3.0000,4.1344,-,(H25.1.1)
荒川区,荒（８）,荒川七丁目７,山孝運送向側,,1.3549,2.4893,+1.6,
荒川区,荒（９）,町屋七丁目４,尾竹橋交番脇,,1.9413,3.0757,+1.5,
荒川区,荒（１０）,東尾久八丁目１,熊野前公園内,,1.5291,2.6635,+2.4,
板橋区,（２１）,仲町２０,仲町ふれあいセンタ－植込内,国,26.4520,27.5864,-,(H25.1.1)
板橋区,（４７３）,清水町７３,ガーデングラス板橋本町裏,国,24.4264,25.5608,+4.3,
板橋区,（４７４）,志村二丁目２６,朝日プラザ志村坂上向側,国,5.7487,6.8831,+4.3,施錠
板橋区,（４７５）,舟渡三丁目２３,(株)アイエスエムＤＴＰ出力センター先,国,3.5057,4.6401,-1.6,
板橋区,（０１７－００９）,板橋一丁目４３,宝ビル前,国,27.2089,28.3433,+7.2,
板橋区,板（１）,小豆沢一丁目２,日産プリンス東京板橋店向側,,20.9359,22.0703,-,(H25.1.1)
板橋区,板（２）,小豆沢四丁目２０,小豆沢公園内,,4.1319,5.2663,-,(H25.1.1)
板橋区,板（３）,蓮根一丁目２,蓮根みなみ公園内,,4.0476,5.1820,-,(H25.1.1)
板橋区,板（４）,坂下三丁目２２,志村坂下交番脇,,2.4314,3.5658,+0.1,
板橋区,板（５）,蓮根三丁目２６,Ｎ宅前,,2.6247,3.7591,-,(H25.1.1)
板橋区,板（６）,新河岸一丁目１３,三菱ふそうトラック・バス（株）脇,,2.2870,3.4214,-2.6,
板橋区,板（７）,新河岸二丁目１８,新河岸集会所前,,1.8519,2.9863,-3.2,
板橋区,板（８）,蓮根二丁目３０,新蓮根団地１９号棟脇,,2.4495,3.5839,-,(H25.1.1)
板橋区,板（９）,前野町一丁目３１,前野町交番前,,26.8087,27.9431,+2.4,
板橋区,板（１０）,徳丸八丁目１０,紅梅小学校内,◎,29.3310,30.4654,+0.2,
板橋区,板（１１）,若木二丁目１３,公社中台住宅遊園地脇,◎,30.3175,31.4519,-0.5,
板橋区,板（１２）,舟渡四丁目１４,都・戸田橋実験場内,◎,2.5155,3.6499,-3.9,施錠
板橋区,板（１３）,双葉町４２,板橋第八小学校内,◎,27.7082,28.8426,+3.2,
板橋区,板（１４）,常盤台二丁目２０,常盤台北口公園内,,28.6023,29.7367,+2.5,
板橋区,板（１５）,中台一丁目５６,中台中学校内,◎,28.2613,29.3957,-,H29.2再設
板橋区,板（１６）,前野町五丁目５６,志村第二公園内,,6.6189,7.7533,-,(H25.1.1)
板橋区,板（１７）,西台三丁目３８,志村第五小学校前,◎,27.1373,28.2717,-0.6,
板橋区,板（１８）,赤塚八丁目３,松月院檀信徒会館脇,,30.9441,32.0785,+0.9,
板橋区,板（１９）,板橋二丁目４２,板橋郵便局脇,,27.8829,29.0173,+7.8,
板橋区,板（２０）,高島平四丁目３３,（株）工藤商店向側高島平緑地公園内,,4.1599,5.2943,-0.5,
板橋区,板（２１）,三園一丁目４１,溝下公園内,,4.5850,5.7194,-0.2,
板橋区,板（２２）,赤塚四丁目１６,宮前公園内,,30.5204,31.6548,+0.8,
板橋区,板（２３）,成増三丁目１８,赤塚第二中学校前,,30.0450,31.1794,+1.4,
板橋区,板（２５）,赤塚三丁目４０,上赤塚公園内,,27.0155,28.1499,+1.7,使用不可
練馬区,練（１）,豊玉南三丁目１１,富士稲荷公園内,,37.1568,38.2912,-,(H27.1.1)
練馬区,練（２）,豊玉北六丁目８,豊玉公園内,,40.4173,41.5517,-,(H27.1.1)
練馬区,練（３）,桜台二丁目２,開進第三小学校向側,,34.1700,35.3044,+0.1,
練馬区,練（４）,練馬四丁目１２,練馬四丁目公園内,,40.5688,41.7032,+1.5,
練馬区,練（５）,羽沢三丁目２４,開進第四中学校内,◎,26.0079,27.1423,-,使用不可(H25.1.1)
練馬区,練（６）,春日町六丁目１１,練馬小学校内,◎,39.7951,40.9295,-,(H25.1.1)
練馬区,練（７）,平和台一丁目２３,みどり幼稚園脇,,33.4375,34.5719,-,(H25.1.1)
練馬区,練（８）,平和台二丁目５２,昌栄動物病院前,,33.2697,34.4041,-,(H25.1.1)
練馬区,練（９）,光が丘二丁目５,光が丘第四中学校内,◎,35.5549,36.6893,-,(H25.1.1)
練馬区,練（１０）,北町三丁目１,関東マツダ練馬北店前,,29.6776,30.8120,-,(H25.1.1)
練馬区,練（１１）,田柄二丁目３０,長澤ハイム前,,34.9642,36.0986,-,(H25.1.1)
練馬区,練（１２）,平和台四丁目２６,スーパーＬＩＦＥ向側,,35.3739,36.5083,-,(H25.1.1)
練馬区,練（１３）,石神井町一丁目１,長光寺橋公園内,,39.3604,40.4948,-,(H27.1.1)
練馬区,練（１４）,高野台四丁目１７,ジャストサ－ビス（株）前,,39.5420,40.6764,+3.6,
練馬区,練（１５）,高松五丁目１６,フリーダム光が丘前,,39.3506,40.4850,+1.5,
練馬区,練（１６）,旭町二丁目３９,Ｔ宅向側,,33.1305,34.2649,+1.9,
練馬区,練（１７）,上石神井南町１,Ｍ宅前,,49.8523,50.9867,+2.7,
練馬区,練（１８）,石神井町三丁目３０,練馬区石神井庁舎内,◎,46.7491,47.8835,-,(H25.1.1)
練馬区,練（１９）,貫井二丁目２１,フレッシュクリ－ニング「ライフ」前,,41.6538,42.7882,+3.6,
練馬区,練（２０）,谷原四丁目２０,都・練馬地盤沈下観測所脇,,41.6085,42.7429,+2.5,立入不可
練馬区,練（２１）,大泉町一丁目３,やぶ重専用駐車場脇,,41.2211,42.3555,+1.4,
練馬区,練（２２）,土支田一丁目３２,らいらっく児童遊園内,,37.6662,38.8006,+0.7,
練馬区,練（２３）,大泉町三丁目２５,練馬区生産緑地地区脇,,42.7682,43.9026,+1.0,
練馬区,練（２４）,石神井町八丁目５３,メゾンド下屋敷,,46.0773,47.2117,-,(H25.1.1)
練馬区,練（２５）,石神井台一丁目１６,石神井図書館内,◎,44.4167,45.5511,+3.2,
練馬区,練（２６）,大泉学園町七丁目１９,モ－ビルＧ．Ｓ向側,,41.4935,42.6279,+1.0,
練馬区,練（２８）,石神井台五丁目１,上石神井北小学校内,◎,50.0306,51.1650,+2.8,
練馬区,練（２９）,上石神井一丁目３２,水道端バス停向側植込内,,51.8390,52.9734,+3.6,
練馬区,練（３０）,大泉学園町六丁目４,Ｏ宅前,,42.7869,43.9213,+2.0,
練馬区,練（３１）,西大泉三丁目１１,本照寺境内,◎,42.6112,43.7456,+4.6,
練馬区,練（３２）,西大泉五丁目３６,むさしの児童遊園内,,51.2203,52.3547,+4.0,
練馬区,練（３３）,南大泉五丁目２０,クリーニング美鈴向側,,49.5189,50.6533,+4.2,
練馬区,練（３４）,東大泉七丁目６,大泉つつじ公園内,,51.5606,52.6950,+3.6,
練馬区,練（３５）,関町北四丁目３２,石神井高校内,◎,54.0155,55.1499,-,(H25.1.1)
練馬区,練（３６）,関町北一丁目４,都営関町北一丁目アパート脇,,53.1699,54.3043,+3.5,
足立区,（Ⅳ）,梅田一丁目１,真福寺境内,国,0.9104,2.0448,-0.5,
足立区,（２００４）,西保木間三丁目１９,法華寺駐車場内,国,2.8135,3.9479,-3.4,
足立区,（３３６５）,千住仲町１８,コロモハウス千住前,国,1.3445,2.4789,+0.1,
足立区,（１１１１１）,南花畑四丁目１９,長建寺境内,国,1.4094,2.5438,-1.9,
足立区,（１１１１２）,花畑七丁目１５,大鷲神社境内,国,2.1780,3.3124,-2.8,
足立区,量（２）,六町四丁目１１,プレミール前歩道,,1.6906,2.8250,-,(H25.1.1)
足立区,量（４）,中川四丁目４１,大谷田小学校内,◎,-0.5357,0.5987,-,(H27.1.1)
足立区,量（５）,六木三丁目１０,大光寺境内,◎,1.0531,2.1875,-2.8,
足立区,葛（１）,柳原二丁目４２,柳原二丁目児童遊園内,,-0.4974,0.6370,+0.9,
足立区,足（１）,千住元町２３,Ｉ宅前,,0.4168,1.5512,+0.8,
足立区,足（３）,宮城一丁目２７,南宮城公園内,,0.8540,1.9884,-1.0,
足立区,足（４）,江北三丁目５０,江北小学校内,◎,1.0111,2.1455,-,(H25.1.1)
足立区,足（６）,鹿浜二丁目２４,鹿浜西小学校内,◎,2.0202,3.1546,-2.2,
足立区,足（７）,谷在家二丁目２４,鹿浜第一小学校内,◎,2.9389,4.0733,-4.4,
足立区,足（８）,入谷七丁目４,都・中央卸売市場北足立市場向側,,2.9514,4.0858,-8.2,
足立区,足（９）,舎人一丁目１０,スナック「アイリス」前,,3.7960,4.9304,-6.7,
足立区,足（１０）,伊興四丁目４,食彩酒家アスカ向側,,2.1710,3.3054,-5.4,
足立区,足（１１）,西新井一丁目３５,キタムラストア－ママの店前,,1.6177,2.7521,-,(H25.1.1)
足立区,足（１３）,花畑六丁目２０,Ｉ宅前歩道,,1.8226,2.9570,-3.1,
足立区,足（１４）,南花畑三丁目２２,花畑小学校内,◎,2.3691,3.5035,-1.0,
足立区,足（１５）,東和四丁目２５,都営東和四丁目第３アパ－ト前,,-0.3581,0.7763,-1.6,
足立区,足（１６）,綾瀬五丁目８,都立東綾瀬公園内,,-0.5388,0.5956,-,(H25.1.1)
足立区,足（１７）,千住緑町二丁目１,北千住スポーツ公園内,,1.4621,2.5965,+0.9,
足立区,足（１８）,千住大川町１１,Ｈ宅前,,-0.9776,0.1568,+1.3,
足立区,足（１９）,関原三丁目３８,関原小学校内,◎,0.6226,1.7570,-,(H25.1.1)
足立区,足（２０）,扇二丁目９,三嶋神社境内,◎,1.1641,2.2985,-,(H25.1.1)
足立区,足（２１）,西新井本町二丁目３,第五中学校内,◎,1.8753,3.0097,-,(H25.1.1)
足立区,足（２２）,江北三丁目１８,北野神社境内,◎,0.9286,2.0630,-,(H25.1.1)
足立区,足（２３）,中央本町三丁目１１,Ｙ宅前,,-0.3570,0.7774,-,(H25.1.1)
足立区,足（２４）,東和三丁目１７,蒲原中学校内,◎,-0.3853,0.7491,-,(H25.1.1)
足立区,足（２５）,佐野一丁目１４地先,柳野稲荷神社前,,0.3349,1.4693,-2.1,
足立区,足（２６）,保木間四丁目３８,西光寺境内,◎,2.8842,4.0186,-,(H27.1.1)
足立区,足（２７）,古千谷本町二丁目１２,浄光寺境内,◎,2.9094,4.0438,-6.6,
足立区,足（２８）,梅島三丁目３７,梅島第一小学校内,◎,0.4368,1.5712,-2.1,
足立区,足（２９）,辰沼一丁目２,都営辰沼町アパ－ト８号棟前,,0.6338,1.7682,-,(H27.1.1)
足立区,足（３０）,竹の塚二丁目９,ジョナサン竹の塚店向側,,2.3985,3.5329,-2.8,
足立区,足（３１）,神明南二丁目１４,足立区神明南材料置場内,,0.7685,1.9029,-2.4,立入不可
足立区,足（３３）,伊興二丁目６,都・伊興地盤沈下観測所内,◎,3.0169,4.1513,-4.9,施錠
足立区,足（３４）,舎人六丁目３,都・舎人地盤沈下観測所内,◎,3.1627,4.2971,-7.3,施錠
足立区,足（３５）,舎人一丁目２５,舎人小学校内,◎,4.3716,5.5060,-6.3,
足立区,足（３６）,小台一丁目１９,都・小台地盤沈下観測所内,◎,1.1322,2.2666,+0.3,施錠
足立区,足（３７）,中央本町一丁目３,都立足立高校内,◎,-0.3727,0.7617,-1.3,
足立区,足（Ｂ）,梅田三丁目２７,梅島第二小学校内,◎,-0.0202,1.1142,-,(H25.1.1)
足立区,足（Ｃ）,青井四丁目１９,青井中学校内,◎,-0.6335,0.5009,-,(H25.1.1)
足立区,足（Ｄ）,西綾瀬三丁目１９,長性寺境内,◎,-0.4995,0.6349,-,(H25.1.1)
葛飾区,無号,新宿二丁目８,新宿コ－ポ脇,国,1.3394,2.4738,-,(H26.1.1)
葛飾区,（３３６６）,小菅一丁目１５,（株）倉沢工務店倉庫前,国,-0.5401,0.5943,-,(H26.1.1)
葛飾区,（３３６８）,亀有二丁目６１,鞠子駐車場内,国,0.3971,1.5315,-,(H26.1.1)
葛飾区,（３３６９）,金町五丁目２６,マンション「シャンノール金町」脇,国,1.8546,2.9890,-4.0,
葛飾区,交（３３７０）,東金町八丁目２２,江戸川ライン総合運動施設向側,国,4.4494,5.5838,-3.2,
葛飾区,量（１）,小菅三丁目８,こすげ小学校内,◎,-1.0217,0.1127,-,(H26.1.1)
葛飾区,葛（２）,堀切三丁目１,美容室ビギン向側,,-1.6383,-0.5039,-,(H25.1.1)
葛飾区,葛（４）,高砂二丁目１３,高砂宮前児童遊園内,,1.0936,2.2280,-3.7,
葛飾区,葛（５）,南水元三丁目３,都営水元小合住宅２号棟前,,1.2618,2.3962,-2.4,使用不可
葛飾区,葛（６）,西水元三丁目２４,幸田小学校北側植込内,,1.0036,2.1380,-1.8,
葛飾区,葛（７）,水元公園３,都・水元公園内（駐車場南側園路脇）,,2.4123,3.5467,-3.2,
葛飾区,葛（８）,柴又五丁目３１,東柴又小学校前,,1.6700,2.8044,-3.3,
葛飾区,葛（９）,奥戸六丁目２４,Ｏ宅前,,-0.1127,1.0217,-3.8,
葛飾区,葛（１０）,東新小岩三丁目８,ア－バンライフ東新小岩２号棟脇,,-0.7531,0.3813,+1.3,
葛飾区,葛（１１）,西新小岩五丁目３,（株）セキグチ前植込内,,1.2910,2.4254,-3.4,
葛飾区,葛（１２）,四つ木一丁目６,葛飾区医師会附属看護専門学校内,◎,-0.6553,0.4791,+0.9,
葛飾区,葛（１３）,東立石四丁目４５,東立石児童遊園内,,0.1311,1.2655,-2.8,
葛飾区,葛（１４）,奥戸二丁目４３,都営奥戸二丁目アパ－ト集会所脇,◎,-1.0377,0.0967,-2.8,
葛飾区,葛（１５）,東四つ木四丁目５０,リサイクルきもの「せきね」前,,-1.4041,-0.2697,+1.3,
葛飾区,葛（１６）,堀切三丁目３６,堀切総合斎場脇,,-0.9280,0.2064,-,(H25.1.1)
葛飾区,葛（１７）,堀切六丁目１１,ファミリーマート脇,,-0.9513,0.1831,-,(H25.1.1)
葛飾区,葛（１８）,堀切八丁目２５,Ｙ宅前,,-0.6176,0.5168,-,(H26.1.1)
葛飾区,葛（１９）,白鳥三丁目３２,白鳥北公園内,,0.1221,1.2565,-,(H25.1.1)
葛飾区,葛（２０）,新小岩二丁目２５,小松南小学校内,◎,-1.6559,-0.5215,+0.6,
葛飾区,葛（２１）,立石五丁目１３,区役所総合庁舎植込内,◎,-0.1533,0.9811,-3.3,
葛飾区,葛（２２）,柴又三丁目１０,北野小学校内,◎,1.7942,2.9286,-2.6,
葛飾区,葛（２３）,東金町五丁目１６,半田小学校内,◎,0.8314,1.9658,-2.4,
葛飾区,葛（２４）,西水元六丁目１７,水元神社境内,◎,1.1797,2.3141,-2.7,
葛飾区,葛（２５）,高砂四丁目３,都・高砂地盤沈下観測所脇,,0.9017,2.0361,-3.2,
江戸川区,無号,北小岩三丁目２０,小岩の森公園内,国,1.9125,3.0469,-3.0,
江戸川区,（３３７４）,南小岩三丁目１７,マンションルアンベル上庭前,国,1.2571,2.3915,-4.1,
江戸川区,（９８３５）,船堀三丁目１,船堀三丁目児童遊園内,国,-0.9881,0.1463,+4.9,
江戸川区,（９８３６）,中葛西三丁目２７,葛西親水四季の道（きけがわハイツ向側）,国,-0.7579,0.3765,+2.5,H27.10移転
江戸川区,（９８３７）,東葛西九丁目５,Ｈ宅脇植込内,国,0.3805,1.5149,+1.9,
江戸川区,量（６）,平井二丁目１,江戸川区土木部防災資材置場前,,-0.2715,0.8629,+3.1,
江戸川区,江（１）,小松川二丁目３,都営小松川二丁目アパート３号棟脇,,-1.7170,-0.5826,+2.5,
江戸川区,江（２）,平井五丁目３９,出光興産平井大橋給油所向側,,-2.3095,-1.1751,+0.8,
江戸川区,江（３）,西小岩四丁目８,Ｋ宅前,,1.6568,2.7912,-4.2,
江戸川区,江（４）,北篠崎二丁目２８,Ｎ宅前,,1.1206,2.2550,-1.3,
江戸川区,江（５）,鹿骨六丁目３,鹿骨小学校内,◎,1.0139,2.1483,-,(H25.1.1)
江戸川区,江（６）,大杉二丁目１,Ｓ宅脇,,-0.1753,0.9591,-,(H26.1.1)
