地点名:羽村大橋　地盤上/橋脚P7/橋脚P9
ファイル名:11031101.SMC
起動時刻:2011/03/11 14:48:10
チャンネル数:9
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W","U-D","N-S","E-W","U-D","N-S","E-W",U-D
70.42,5.577096,2.926538,-3.698982,25.57615,-4.582918,-6.815506,48.44199,-1.592135,-4.873397 
70.43,3.549243,1.736624,-4.203695,20.37252,-1.693877,-7.240975,47.5503,-1.232411,-7.257474 
70.43999,2.012854,.09174335,-4.209945,15.68186,-.9974277,-5.766082,44.42778,.005249619,-10.52774 
70.45,1.452895,-.6924498,-1.09892,14.84042,-2.743051,-4.476676,40.97453,.1912361,-10.56623 
70.46,-.8784363,.1817368,2.694805,17.41449,-9.280327,-4.68716,40.09209,-3.092776,-8.362394 
70.47,-5.967318,2.182342,5.009637,19.90631,-16.71054,-3.388505,41.89296,-8.044167,-6.777759 
70.48,-13.0358,3.540243,4.241942,20.83449,-20.19879,-2.566314,43.59934,-12.10737,-5.5116 
70.49,-18.28967,4.061206,.3419752,20.03905,-20.58301,-2.20109,42.66866,-15.2194,-4.981139 
70.5,-18.80989,5.867325,.04749656,15.71136,-18.31217,.152239,39.16541,-17.84921,-4.620665 
70.51,-15.70886,9.912281,5.23862,6.784508,-11.32543,2.667557,33.37958,-18.55215,-4.345935 
70.52,-10.97645,12.94806,8.448387,-4.432929,-.620455,5.392859,25.65464,-16.82603,-3.972462 
70.53,-6.930498,11.12944,5.691338,-15.76836,9.345822,7.672194,18.27768,-14.87467,-2.608811 
70.54,-5.439606,6.793508,.3052279,-25.75988,17.16026,5.879574,13.0398,-12.3656, 0.07349467 
70.55,-4.642163,5.162876,-1.92461,-31.11625,22.29938,3.263263,7.812934,-8.189656, 1.80012 
70.56,-3.093776,6.721263,-.8201905,-34.16578,23.71703,5.190124,2.196591,-4.442928, 0.8981849 
70.57,-1.337653,8.016169,2.984534,-37.56328,21.59968,9.727295,-2.055601,-1.905112, 0.4422179 
70.58,-.8634374,6.996743,8.944101,-38.70995,17.78746,12.78807,-4.500424,-.5679588, 1.767872 
70.59,-1.998605,5.668589,7.842681,-33.68631,9.575806,11.91814,-6.054311,-.3374755, 3.812973 
70.6,-4.010209,4.8309,-.1592385,-22.11415,-2.709054,8.358644,-10.64998,.5539598, 7.783436 
70.61,-6.47803,3.834722,-6.804257,-5.572096,-15.37664,4.464176,-18.5889,2.610811, 12.4711 
70.62,-6.285544,3.606489,-7.981671,13.06755,-20.6725,1.675129,-27.25027,3.921216, 14.05948 
70.63,-3.31451,2.831795,-3.275763,27.79649,-6.34729,-.344475,-33.78155,1.444395, 11.60516 
70.64,-.9316825,1.529889,5.311865,33.0386,20.07355,.2994783,-36.01689,-2.966785, 9.397319 
70.65,-.1967357,2.89404,12.41385,29.44962,39.11166,3.03553,-33.51582,-4.937142, 11.32993 
70.66,-1.317155,4.193446,8.244653,19.41459,43.60534,2.135595,-30.12407,-4.1322, 15.71711 
70.67,-3.775726,.8624375,-4.770154,1.031175,39.88486,.1494892,-31.01325,-1.139167, 16.64404 
70.68,-6.598022,-4.173448,-12.75733,-18.87088,34.56549,-.1394899,-34.76348,4.611916, 13.11555 
70.68999,-7.715691,-5.37536,-8.556379,-26.14235,25.57515,.01024926,-37.8765,12.21986, 10.341 
70.7,-2.582313,-1.93686,3.216767,-23.88477,14.27672,1.823868,-38.18073,18.94113, 9.696548 
70.71,4.032958,.6117057,12.70958,-14.31371,5.539099,2.932287,-34.00528,22.7276, 8.609626 
70.72,4.366933,-3.380755,16.72354,-2.018104,-.2314832,3.03978,-27.90823,24.25649, 6.731762 
70.73,-1.288657,-11.38742,13.33478,8.583628,-5.904822,2.748051,-21.85542,25.00294, 5.158126 
70.74,-7.065488,-17.36474,2.562564,15.19065,-10.19751,.2452322,-12.87632,24.97544, 3.206768 
70.75,-8.686621,-19.05137,-6.48928,15.33214,-9.792541,-2.421074,-5.414358,23.91052, 2.429824 
70.76,-7.644946,-17.2755,-5.429856,10.332,-8.701869,-.9959278,-1.694127,22.38663, 2.113347 
70.77,-5.147627,-14.38321,4.025958,1.882614,-9.015596,1.453395,-1.942609,19.54483, 0.3667234 
70.78,-1.408898,-13.64776,9.301826,-7.141982,-8.153659,2.918539,-5.168375,14.40521,-2.286334 
70.79,.5462104,-14.56419,5.113379,-14.32096,-6.154304,2.863042,-7.240475,9.576556,-4.072705 
70.8,-.7576951,-13.39503,-5.696337,-19.9633,-3.688982,-.7876929,-5.590095,6.48928,-4.474676 
70.81,-3.595989,-10.66173,-12.4001,-22.98133,-2.468321,-3.131523,.3319759,5.64984,-5.698337 
70.82,-4.500174,-9.708547,-10.3025,-22.94409,-3.240015,-1.79812,6.709014,7.620448,-7.244225 
70.83,-2.20409,-11.0352,-6.592022,-21.19971,-6.848753,-.4167198,11.83139,10.07277,-8.82761 
70.84,2.62081,-11.31143,-3.335508,-17.26275,-11.49492,-2.273835,15.40588,12.31836,-8.930102 
70.85,6.62477,-9.037345,-4.782403,-13.05905,-14.05798,-4.637414,17.84496,13.99749,-10.00552 
70.86,6.48203,-7.87043,-14.62544,-8.924853,-14.29196,-4.884646,18.41866,15.46163,-12.13837 
70.87,3.776226,-10.287,-22.30238,-5.216122,-12.23161,-8.385392,17.62397,17.04226,-11.95063 
70.88,3.245765,-12.13837,-16.75729,-3.798225,-10.19926,-11.58891,17.50798,17.70272,-11.35343 
70.89,8.049666,-9.694298,-1.248659,-4.776904,-10.15776,-8.384892,18.15468,15.42113,-11.50992 
70.9,12.07862,-5.827328,9.572806,-7.360217,-10.10577,-4.627665,18.88738,8.383142,-11.48267 
70.91,9.09584,-5.805579,6.996993,-8.160659,-9.726795,-4.487675,15.20315,-.5834577,-10.05527 
70.92,4.1387,-9.788541,-3.552243,-7.59045,-12.58734,-6.136805,7.45046,-8.142159,-9.077592 
70.93,3.282512,-12.46835,-8.011919,-8.498634,-17.75196,-4.835649,-.2407326,-13.99099,-8.640123 
70.93999,6.528027,-9.6513,-1.641131,-7.385465,-21.4342,.1604884,-3.625737,-17.9002,-6.021064 
70.95,11.0652,-3.711981,8.994848,-4.41043,-22.38188,2.248337,-.371973,-21.30696,-1.370401 
70.96,14.26522,2.163343,13.98899,-1.190914,-20.0423,-.6782008,5.264118,-26.02036, 2.551565 
70.97,12.21786,6.014064,9.704296,3.30726,-14.61469,-2.774299,7.917426,-31.06175, 2.633059 
70.98,6.689265,6.135805,2.171843,7.237725,-7.04124,-3.383005,5.702337,-34.457,-1.233161 
70.99,3.259764,6.275545,-4.55492,9.527309,.3889718,-4.168198,-.6747011,-36.5941,-4.724907 
71,4.256941,10.76172,-7.123484,9.039345,3.604989,-4.045957,-7.562452,-39.53513,-4.988138 
71.01,7.289971,16.12658,-5.120379,5.313615,2.404076,-2.62056,-11.80764,-42.53967,-3.017031 
71.02,6.837005,15.48238,-1.487142,2.028103,-.1482393,-1.985106,-15.09241,-42.51192,-0.2997283 
71.03,3.709481,9.050594,-.3854721,.2457322,-1.527639,-2.0666,-18.10719,-39.92586, 0.4379683 
71.04,2.695305,4.429929,-1.922111,-.8894355,-.207235,-2.330831,-18.78314,-37.62827,-0.8471886 
71.05,2.657057,4.094453,-4.855398,-1.269908,2.052351,-1.873864,-17.34374,-35.43818,-1.465144 
71.06,.4842149,3.707731,-5.625093,-1.214912,1.528139,1.256659,-15.71661,-31.34423,-0.03849721 
71.07,-1.892363,2.156844,-2.973784,-.6324542,-1.771122,3.857471,-15.08191,-25.76013, 4.27819 
71.08,-.4089704,1.991606,.2214839,1.946109,-5.940069,4.649913,-15.72061,-21.27146, 9.342323 
71.09,3.610738,4.187696,-.8374393,5.718085,-10.96671,2.953286,-16.5993,-18.70864, 10.54399 
71.1,6.358789,6.633019,-1.294656,6.971245,-16.20908,-1.144667,-17.32624,-17.43624, 7.937924 
71.11,7.137733,9.861785,.3689733,5.761832,-17.47598,-3.046779,-17.13551,-17.37524, 3.59174 
71.12,6.537776,13.15055,2.196341,6.091808,-8.083164,.3917216,-15.13915,-16.62479, 0.4539671 
71.13,4.13795,11.7104,6.557025,9.402819,11.62166,3.952963,-12.3841,-13.24054, 2.811546 
71.14,2.077349,7.511955,6.830005,14.04673,28.47544,3.232766,-9.086342,-8.195656, 6.927748 
71.15,2.886291,5.327864,-4.420179,17.06576,31.25373,.2949786,-4.916143,-2.972285, 8.652122 
71.16,2.152344,3.188769,-15.09841,17.01902,22.34788,-2.053601,-.3427252,1.808369, 7.081487 
71.17,.5084631,1.624632,-16.14558,16.76328,10.66023,-3.615238,3.567241,6.004565, 2.973535 
71.18,1.712626,3.58974,-14.91717,15.87435,.2567314,-7.370216,7.479958,8.943352,-2.07235 
71.18999,4.122951,6.48928,-10.28875,12.36635,-7.648196,-11.41542,12.05613,9.763542,-7.125983 
71.2,6.004065,6.888,-1.139667,9.463814,-10.62548,-12.89981,14.98316,10.17401,-11.24418 
71.21,6.047562,5.799829,4.268441,8.714118,-8.507883,-10.18826,16.66704,11.89914,-13.94749 
71.22,6.441533,3.361006,3.04153,10.67023,-5.042385,-5.759333,18.05869,15.17165,-12.54734 
71.23,10.37775,-.1679878,-1.79012,14.05823,-3.981711,-6.045312,20.39502,19.54883,-9.919531 
71.24,14.27596,.3274763,-2.009104,14.39796,-6.552025,-4.598417,24.67671,22.92509,-8.527632 
71.25,12.13237,4.745406,-.7431961,12.53084,-11.84239,-.7281972,28.02922,22.30713,-6.958496 
71.26,9.006348,4.722658,.6319542,12.56034,-16.34982,1.3749,28.18521,19.02137,-6.029813 
71.27,10.13601,.2664807,4.54867,15.39138,-18.22868,1.501641,25.56715,17.05376,-4.940892 
71.28,10.89221,-2.996533,6.309043,15.1354,-16.77328,.4947141,21.81492,17.296,-4.166198 
71.29,8.450388,-3.006532,4.812401,11.91389,-10.90246,-.6492029,18.54691,18.46566,-2.333081 
71.3,2.717553,-2.176842,.3882219,10.46674,-2.954036,-3.45375,17.93395,19.75007,-2.020604 
71.31,-1.802369,-2.975534,-4.537921,10.93021,2.977284,-4.895145,19.51534,19.47459,-5.214872 
71.32,-1.594884,-6.247047,-4.761405,11.93839,5.93332,-2.536566,21.40245,16.64929,-9.062593 
71.33,.02924788,-9.022346,-.4572169,9.585555,6.924998,1.258409,22.37713,13.16805,-10.69547 
71.34,.7661945,-7.354717,2.860043,4.296689,6.095058,2.685305,19.93756,10.9732,-8.226904 
71.35,-.6729512,-4.154199,-.2932287,-2.152844,3.663734,2.093348,14.59594,10.01177,-4.96914 
71.36,-5.144877,-5.982566,-6.444033,-9.465564,.4332186,2.950286,9.886784,9.233081,-3.277262 
71.37,-10.23551,-13.8325,-5.903822,-17.3215,-3.195518,4.204945,7.214477,7.966923,-0.7499456 
71.38,-13.16805,-21.23396,3.334758,-25.90687,-7.670194,5.989066,7.621947,5.679838, 2.673056 
71.39,-14.32971,-22.19414,12.62858,-34.39851,-11.37068,9.11134,9.560557,2.813296, 3.555742 
71.4,-16.51205,-19.10087,13.57427,-42.52892,-10.94546,9.111839,8.347895,1.117919, 3.405753 
71.41,-20.82799,-17.2615,1.730875,-47.54881,-4.842399,4.863897,1.295406,1.249159, 5.488852 
71.42,-23.38531,-16.85178,-8.077415,-47.20708,4.485425,1.711876,-10.18251,2.035102, 7.396714 
71.43,-19.83981,-13.85975,-6.730012,-42.32893,13.1393,1.24591,-20.55251,1.117919, 6.140555 
71.43999,-10.69423,-7.205977,-.538711,-32.63039,18.6639,.8944352,-25.91962,-.8321897, 4.97514 
71.45,-.9594305,-.7939425,6.570274,-20.59051,18.05544,.1752373,-26.54933,-2.458572, 6.945746 
71.46,3.71698,3.610988,9.983027,-9.330824,11.96963,.082744,-23.99526,-3.59449, 8.594378 
71.47,3.242265,6.231298,4.740156,1.611383,4.448177,2.419325,-21.13497,-3.31776, 9.058093 
71.48,-.3482248,4.464427,-6.003815,10.61748,-2.090098,3.101275,-20.37302,-2.126346, 10.96121 
71.49,-2.519567,.2242337,-9.226081,12.99081,-3.891468,.676201,-22.89984,-1.79437, 13.38453 
71.5,-.1972357,1.771372,-5.877074,8.323147,1.270408,.2404826,-27.37302,-3.839472, 12.15462 
71.51,4.13545,7.832932,-2.874542,-1.768622,8.886356,1.854366,-31.092,-8.615875, 7.496207 
71.52,5.957068,9.265578,-.9029346,-12.71308,13.00931,1.891113,-32.54564,-14.47895, 4.194196 
71.53,4.089204,6.34279,-1.413148,-16.06559,11.0517,-1.130668,-31.44822,-19.9318, 3.759727 
71.54,1.818618,5.471853,-3.17802,-11.76215,5.773831,-3.281262,-28.81291,-23.41505, 3.322759 
71.55,2.994283,7.524955,-1.65963,-4.494674,1.805619,-4.579918,-25.36391,-23.5083, 0.6262046 
71.56,8.300148,10.92971,2.643058,5.373361,.179737,-6.141805,-22.50937,-20.77774,-1.618133 
71.57,13.34978,13.97399,5.537848,15.78836,-.1504891,-5.339113,-20.27628,-17.83871,-2.118346 
71.58,14.5047,14.16947,5.608344,25.71514,-1.640381,-2.677806,-16.68779,-17.2215,-2.364579 
71.59,12.68783,11.77415,3.519995,32.28091,-6.48603,-1.814119,-11.95088,-18.45791,-1.671379 
71.6,9.394569,9.623053,-.3482248,32.90712,-13.40353,-3.86222,-8.034918,-18.86763, 0.4724658 
71.61,6.250297,9.503311,-3.521995,28.75442,-17.94445,-5.489352,-4.255692,-18.11544, 0.5137128 
71.62,3.873719,10.11302,-6.140805,20.96948,-17.56548,-5.78858,1.270158,-17.02377,-3.576741 
71.63,1.293656,9.180084,-8.519882,11.01445,-13.63576,-5.92482,9.745793,-15.26864,-8.594127 
71.64,-2.507568,7.425712,-6.953746,1.734874,-9.027596,-5.827078,19.43609,-12.56784,-10.74922 
71.65,-7.16748,7.063988,-2.270085,-5.038385,-3.372005,-4.930393,26.49533,-9.52131,-11.28893 
71.66,-11.7829,8.788113,.05849576,-3.503996,5.156626,-4.672411,31.28148,-5.823078,-13.33403 
71.67,-14.98891,10.69248,-2.087599,9.860536,14.30821,-6.218049,33.20334,-1.046424,-14.99291 
71.68,-15.08216,11.12444,-8.450888,25.19042,18.77564,-6.045062,32.34266,3.318009,-14.84867 
71.68999,-13.33303,9.646801,-14.31171,35.56517,18.00044,-5.348362,33.22459,4.858148,-14.90117 
71.7,-10.69797,7.631697,-12.07813,39.30915,14.07323,-5.191374,37.2963,4.094203,-14.93392 
71.71,-6.829005,7.525704,-6.255547,34.48425,7.956923,-4.354684,40.19159,4.197946,-13.1368 
71.72,-4.017959,9.124088,1.013427,24.193,1.810619,-2.591562,40.27933,6.362539,-9.469563 
71.73,-4.263441,8.861608,7.788435,16.65804,-1.311655,-.4087204,39.53563,11.0832,-4.800152 
71.74,-5.908572,4.566419,5.681088,15.45463,-.1624882,.4667162,37.84301,18.87388,-2.423574 
71.75,-5.677838,-.4022208,3.146022,16.84028,3.374255,3.16952,35.59667,28.29545,-0.9186834 
71.76,-3.763727,-1.085421,4.808151,15.53587,6.354039,6.739012,34.20452,35.23669, 2.982034 
71.77,.2914789,1.279907,6.092309,9.161836,9.064093,9.497312,33.88155,37.74826, 5.684838 
71.78,4.879396,3.064028,6.707514,-1.445895,11.62816,12.14287,32.87512,36.98807, 5.564847 
71.79,5.79083,3.965713,8.82836,-14.35271,12.06163,12.96731,29.42112,34.61549, 5.271118 
71.8,5.485103,4.923893,9.171335,-24.86245,10.25276,11.01895,22.88609,31.25548, 7.892928 
71.81,5.718585,5.037385,5.142627,-29.65535,6.079559,9.37732,14.19172,27.86898, 10.3465 
71.82,5.470354,3.136523,1.834617,-28.06647,1.727625,9.120089,5.833327,25.95812, 10.84496 
71.83,5.786331,.6517028,-.3059778,-19.82731,1.199163,6.640018,-1.185664,25.38316, 12.14662 
71.84,8.203905,.6587023,1.627382,-8.429889,5.349862,3.767227,-3.800974,25.83013, 11.98788 
71.85,11.27868,.9679298,3.503496,1.646881,10.74922,2.34608,-2.47507,28.17571, 8.925853 
71.86,10.63098,-2.250087,-.2149844,7.978922,14.50595,1.09817,-3.492747,30.41005, 5.216872 
71.87,5.610093,-5.716586,-2.311082,9.155586,14.33421,.9819288,-8.152409,30.24081, 3.656235 
71.88,-.6739511,-6.698265,-1.841117,4.215445,9.116339,1.069672,-16.66029,26.18585, 5.369361 
71.89,-3.750478,-7.275972,-.4389682,-4.768904,.8009419,-.730947,-27.35852,17.64347, 6.378538 
71.9,-4.506923,-5.947069,-1.540888,-14.15097,-8.319147,-1.439146,-35.2492,7.363216, 4.906894 
71.91,-7.596449,-2.510068,-4.751656,-22.97284,-14.92592,.5229621,-38.26823,-1.486142, 5.319864 
71.92,-11.67865,-.5284617,-5.025636,-30.66153,-15.59637,1.287907,-37.22355,-8.13541, 8.2784 
71.93,-15.51363,-1.323654,-4.289189,-37.13656,-11.33243,-2.75805,-35.70116,-12.74833, 6.626019 
71.93999,-16.81353,-3.537244,-1.972857,-35.40993,-6.398036,-6.146804,-36.6311,-15.23515, 1.10467 
71.95,-12.53734,-2.527317,3.355007,-24.74096,-2.356079,-4.441178,-40.7578,-16.37056,-1.342653 
71.96,-5.636841,1.872364,4.533921,-10.94671,1.875864,-3.506996,-44.56027,-18.21343, 0.1147417 
71.97,-1.724125,2.054351,-1.606134,3.981711,5.916071,-6.48078,-43.18037,-22.16764,-1.050174 
71.98,-2.398826,-1.24341,-3.72348,13.88874,7.514705,-9.136087,-36.13963,-25.76188,-7.126234 
71.99,-3.558742,-.4227194,-2.398076,18.28842,7.410463,-8.514383,-26.44933,-27.12353,-11.03845 
72,-1.716376,3.402253,-.4222194,19.66682,6.058561,-5.965318,-16.62255,-26.85855,-9.450815 
72.01,-.1524889,4.730657,5.919821,17.87346,3.061528,-3.613988,-9.38657,-24.50947,-5.372611 
72.02,-2.992783,3.417752,4.799152,12.69158,1.158666,-3.551243,-8.521132,-20.98573,-4.243692 
72.03,-8.13866,2.35258,-7.298471,4.040457,2.444573,-5.119379,-11.99463,-18.34017,-6.471281 
72.04,-12.69708,.8259401,-15.89135,-3.548993,5.79608,-6.178802,-14.02848,-16.49655,-8.516633 
72.05,-14.62244,-1.086671,-13.15655,-8.087414,8.96685,-6.298543,-10.56823,-14.51495,-9.687548 
72.06,-12.36885,-1.300156,-6.89725,-11.09545,10.90171,-6.113307,-.6004565,-11.7514,-10.62048 
72.07,-8.841109,.2119846,2.230088,-11.79389,11.47342,-3.771477,11.0862,-8.213155,-9.456064 
72.08,-4.806402,2.370828,11.38542,-7.44846,10.39875,-.7716941,17.82521,-6.275795,-5.139877 
72.09,1.477643,3.03703,10.35425,5.111629,8.731867,.9469314,18.87313,-7.247225,-1.490642 
72.1,7.235226,.6512028,1.648381,22.35888,7.411713,.4637164,17.36499,-8.730368,-1.729125 
72.11,9.493812,-3.650985,-8.444138,34.25252,6.381537,-.9399319,16.19158,-8.304648,-1.867365 
72.12,12.4061,-5.836827,-10.15301,35.74516,5.363611,-.9004347,18.34642,-5.978066, 0.02124846 
72.13,16.15858,-2.597312,-4.129701,29.75084,3.988211,-.2104847,23.04233,-2.843044, 0.2854793 
72.14,18.14793,1.214912,3.58374,21.93816,.620455,.2087349,26.2561,.3052279,-1.705376 
72.15,19.48409,-.8051916,5.227871,13.7395,-5.390359,.4709659,25.89612,3.751978,-3.125524 
72.16,17.60872,-4.035208,-2.694555,3.554242,-11.52791,-.2947286,23.73578,7.509206,-2.949286 
72.17,11.61591,-3.58699,-12.05688,-6.379288,-17.213,-2.191341,22.89984,11.97188,-3.661735 
72.18,6.817006,-.993428,-14.91942,-14.83267,-23.05358,-3.349757,22.98358,17.56323,-3.86322 
72.18999,6.267546,3.013031,-14.36271,-21.47769,-25.68539,-4.352435,23.02558,22.30338,-4.239193 
72.2,7.062988,3.807974,-11.0397,-23.38005,-22.58236,-5.639591,22.40038,22.93159,-7.266973 
72.21,7.03924,-1.643381,-1.064173,-19.31085,-16.5443,-4.309688,20.48326,18.6534,-10.53299 
72.22,5.324114,-7.847431,5.037635,-11.23669,-10.79772,-1.732374,18.30692,12.65433,-9.043344 
72.23,1.401648,-10.41224,.3619738,-2.959536,-7.215227,-3.147522,15.75286,8.633374,-3.117024 
72.24,-3.669734,-7.967672,-5.007137,2.198091,-6.153054,-7.056489,12.63083,7.642696,-0.6397036 
72.25,-8.129161,-2.164593,-9.043095,1.778871,-6.778008,-7.940925,9.059593,9.378321,-3.732979 
72.26,-9.80104,2.62781,-10.91396,-2.34383,-6.277045,-6.431034,4.993638,12.83332,-6.152054 
72.27,-9.440816,4.42068,-6.709014,-5.260619,-4.392181,-8.222904,.1034925,15.22965,-5.809579 
72.28,-8.286149,3.557992,-1.807369,-6.258046,-3.577741,-10.9842,-5.136628,15.51213,-8.478636 
72.29,-5.65534,1.951359,-1.761872,-7.632947,-3.72848,-10.9972,-9.51381,14.50695,-14.16397 
72.3,-2.888791,.758445,-4.492174,-9.268078,-3.832722,-8.501634,-11.83639,12.12237,-13.92524 
72.31,-1.218162,.2297333,-4.624915,-7.043739,-3.477248,-6.523527,-10.43724,6.841254,-6.838254 
72.32,.2679806,1.009927,-3.500246,-.4952141,-1.907362,-6.89825,-7.083736,-.6502029,-2.837294 
72.33,2.233838,1.146417,-.9766792,5.747833,.3627237,-4.515923,-5.561347,-7.081237,-5.79583 
72.34,4.374683,2.332581,3.264763,9.440566,2.239338,.4657162,-7.536954,-10.60173,-7.213977 
72.35,5.028135,6.719263,5.397109,8.83011,4.714408,4.386182,-12.57934,-11.7414,-2.604561 
72.36,2.48682,9.716295,4.298688,4.567169,7.690943,6.977244,-17.80621,-11.58166, 3.146022 
72.37,-2.879791,8.176407,4.903894,-3.257014,8.130661,8.892606,-21.19771,-10.93971, 6.283545 
72.38,-9.10534,4.818151,5.503601,-11.80689,3.490247,11.6799,-23.4858,-9.809539, 10.77872 
72.39,-14.12723,4.984889,7.470459,-17.66722,-7.672444,13.08455,-22.53962,-9.837787, 16.58855 
72.4,-16.40081,7.889428,13.34703,-16.68254,-17.40524,12.4531,-16.43556,-12.19837, 18.90863 
72.41,-14.11123,8.349645,15.76536,-5.320614,-8.581378,11.68315,-9.577806,-14.16197, 17.18375 
72.42,-9.476063,7.565951,10.96795,9.640301,17.83071,10.96871,-7.022741,-13.74, 14.15572 
72.43,-5.145627,9.321074,5.23987,21.94491,40.52231,9.92603,-8.493634,-12.93481, 14.62044 
72.43999,1.142667,11.25368,2.508068,31.16924,47.48756,8.363144,-9.840787,-13.66776, 17.24575 
72.45,7.45096,9.775541,3.595239,35.33744,42.62616,7.415462,-8.95635,-14.4322, 17.80946 
72.46,7.058989,4.54892,6.61802,34.25177,35.62792,7.72869,-5.859076,-13.23529, 15.8626 
72.47,3.045529,-2.574813,7.342718,27.55,28.54393,7.484707,-.9124339,-11.22669, 12.58059 
72.48,3.258014,-6.099308,-.5664589,16.74629,21.50519,4.375433,3.848721,-10.94746, 10.91796 
72.49,3.621238,-6.525777,-11.16219,6.386287,15.25864,-.8374393,5.965318,-13.94449, 9.025846 
72.5,.4954641,-7.185979,-14.27996,-2.097848,6.48153,-5.496602,4.775404,-17.73697, 3.561742 
72.51,-2.62156,-4.626915,-12.12187,-7.685443,-6.358039,-6.738262,3.204018,-18.77614,-3.837472 
72.52,-.9591805,.6614521,-12.57034,-9.308075,-19.59583,-7.140732,4.053706,-18.10169,-9.585555 
72.53,4.020709,4.429429,-12.31261,-11.1012,-28.80216,-10.11902,8.085414,-16.90528,-12.05913 
72.54,6.589772,6.377538,-7.58395,-14.32171,-33.22459,-12.74058,14.50845,-16.06559,-14.16597 
72.55,5.843077,5.93707,-5.314115,-15.45688,-30.94601,-12.15062,18.62365,-16.35631,-15.39063 
72.56,4.704909,3.192019,-5.018636,-13.00681,-19.67232,-10.19451,18.72189,-14.75618,-15.05491 
72.57,5.721335,.331726,1.124169,-6.612521,-3.351757,-6.704264,16.5343,-8.738116,-12.83782 
72.58,7.388215,1.312155,9.691797,.2409825,8.376893,-3.482997,12.88282,.8219404,-7.649196 
72.59,7.03349,4.391182,12.26161,5.091131,11.52191,-.6417035,10.37,11.30543,-4.286689 
72.6,3.403753,4.14545,5.088631,9.110089,6.613521,1.472393,10.95471,19.28735,-2.782798 
72.61,-1.057923,1.172915,-3.675234,10.22201,-3.417752,-.4367183,15.31839,22.91409,-1.366651 
72.62,-2.0766,.8866857,-4.105952,8.662122,-12.52984,-3.139523,20.80774,24.28549,-0.8499384 
72.63,1.161916,7.521455,3.112774,4.893395,-17.59647,-2.35008,23.74528,27.87173,-3.663485 
72.64,5.076132,16.76579,11.36318,.4634664,-18.38817,.7281972,23.4073,34.18977,-6.494779 
72.65,4.388182,21.72868,12.89832,1.056173,-16.25307,1.647131,19.45209,40.97153,-6.723263 
72.66,.1777371,21.91216,7.755688,6.455782,-11.31693,2.353829,14.39721,47.22408,-5.782081 
72.67,-2.119596,17.8772,.6439533,13.06205,-2.912539,5.80233,11.65116,51.22329,-2.989533 
72.68,-2.966285,12.4031,-3.101775,18.04819,6.90625,6.932747,11.32768,50.99105, 0.1029925 
72.68999,-4.119202,11.35293,-3.529244,22.06565,14.72368,4.762405,12.11737,46.58437, 1.916361 
72.7,-4.1402,14.40096,.4892145,24.13875,19.59733,3.895468,11.93239,41.17826, 0.233983 
72.71,-2.306833,17.29925,4.723158,20.99523,20.724,4.153449,9.920531,37.917,-2.130095 
72.72,-1.3744,16.36556,6.299044,15.63737,19.43659,2.943037,6.556025,34.47575,-1.976607 
72.73,-2.823295,12.4721,4.464176,10.24876,17.09951,2.016354,1.193663,29.38912,-1.267908 
72.74,-4.82215,10.04827,-2.752301,6.170303,14.38771,3.201018,-3.258514,23.18507,-2.436073 
72.75,-3.489497,8.388642,-6.608021,5.074132,12.31011,5.668839,-2.942287,15.64462,-1.330154 
72.76,-.0772444,5.864325,-6.572773,6.086559,7.629197,6.771509,1.93061,8.813611, 4.462427 
72.77,1.144167,4.364684,-11.0737,5.988816,-1.552387,2.144345,8.877107,4.167948, 7.30547 
72.78,-1.24066,1.398149,-15.38738,5.118629,-11.77865,-4.941392,14.21997,-1.016676, 3.624737 
72.79,-3.03028,-4.931393,-10.96446,6.773259,-16.42556,-6.743011,15.33564,-8.169408,-2.557815 
72.8,-1.142917,-11.33618,.8489385,9.871534,-6.827255,-3.497497,11.30668,-15.73486,-4.443678 
72.81,.6357039,-15.1609,8.328146,12.33561,12.57334,-.5414608,6.353539,-22.0524,-0.8856858 
72.82,-1.78712,-14.90617,6.647268,13.28929,24.73571,.08249402,4.123451,-25.4744, 5.203623 
72.83,-8.41139,-12.47735,.4492174,12.17862,26.36809,-.4039707,2.789048,-24.88545, 11.10544 
72.84,-13.94499,-11.31868,-4.381932,8.664622,23.31906,.344225,.001499891,-22.0224, 12.73783 
72.85,-13.24054,-12.34011,-6.741761,1.756123,20.03105,.785693,-.6122056,-21.72342, 8.784113 
72.86,-9.701297,-13.03131,-6.741261,-7.269223,16.29407,-2.62181,2.461322,-25.81863, 2.729552 
72.87,-6.667017,-7.542953,2.444823,-14.08398,11.06045,-5.65134,3.735479,-30.16856,-0.3734729 
72.88,-2.800297,1.557637,12.94156,-17.78596,5.070383,-4.158699,.5947069,-32.01143,-0.6567024 
72.89,1.089171,6.235048,8.355644,-19.71007,-1.042924,-4.211945,-5.585095,-33.1211, 1.823368 
72.9,2.050601,5.738334,-2.652308,-18.17768,-6.632019,-5.595594,-12.15662,-33.8338, 4.628415 
72.91,2.135095,3.204518,-7.684193,-15.28489,-10.03377,-5.414608,-17.08126,-33.18834, 3.685733 
72.92,6.950246,3.001282,-5.086381,-13.86174,-9.338823,-4.481925,-17.8757,-32.13242,-1.005677 
72.93,12.88857,3.571241,1.593634,-11.12894,-7.609199,-.441218,-15.76386,-30.65628,-4.853398 
