地点名:高円寺陸橋　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:37,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,-0.4344685,-0.1357402,0.1162416
0.01,-0.2739801,0.1149917,-0.03224766
0.02,0.04899645,0.1069922,0.1954858
0.03,0.06274545,0.07149482,0.1154916
0.04,-0.3019781,-0.1284907,0.3392254
0.05,-0.04874647,-0.261481,0.06699514
0.06,0.4757155,0.1284907,-0.5754583
0.07,0.4629664,0.4589667,-0.1439896
0.08,0.1957358,0.01699877,0.3907217
0.09,-0.2927288,-0.2459822,0.05624592
0.09999999,-0.6567024,-0.1082422,-0.2457322
0.11,0.08624375,-0.1752373,0.03374755
0.12,0.4367183,0.00924933,0.08899355
0.13,0.04049706,0.1152416,-0.08999348
0.14,-0.4737157,0.2589812,-0.2752301
0.15,-0.05399609,0.3614738,-0.4474676
0.16,0.7069488,-0.2582313,0.3194768
0.17,0.4304688,-0.1832367,1.160666
0.18,-0.8066915,0.483465,0.3494747
0.19,-0.578958,-0.166238,-0.7756938
0.2,0.2522317,-0.1387399,-0.4982139
0.21,0.220234,-0.006999493,0.2377328
0.22,-0.3439751,-0.5189624,-0.1184914
0.23,-0.2234838,-0.2989783,-0.9491812
0.24,0.7181979,0.4544671,-0.3207268
0.25,0.9779291,0.2649808,1.143917
0.26,-0.124241,-0.03749728,1.561137
0.27,-0.6332041,0.0924933,-0.2574813
0.28,-0.05949569,0.1617383,-1.023926
0.29,0.07499456,0.008749366,0.110242
0.3,-0.2589812,-0.06974494,0.6019564
0.31,-0.6667017,-0.03574741,-0.3439751
0.32,-0.03149772,-0.1562387,-1.134668
0.33,0.6976994,-0.2229838,-0.579708
0.34,0.3519745,-0.03524745,0.4364684
0.35,-0.4314687,-0.193236,0.731447
0.36,-0.4649663,-0.2159843,0.2172343
0.37,0.5189624,0.3362256,0.04949641
0.38,0.5394609,0.1842366,0.4232193
0.39,-0.3992211,-0.03549743,0.2374828
0.4,-0.7136983,0.2987283,-0.537461
0.41,0.2327331,0.06799507,-0.6039562
0.42,0.5412108,-0.1962358,0.1324904
0.43,0.2677306,-0.0537461,0.3917216
0.44,-0.3432251,0.0537461,-0.02524817
0.45,-0.4432179,0.05249619,-0.510463
0.46,0.4797152,-0.2154844,-0.3807224
0.47,0.6374538,-0.02849793,0.3367256
0.48,-0.5149627,-0.01574886,0.8466886
0.49,-0.6472031,0.06224549,0.1352402
0.5,0.2197341,0.2492319,-0.3117274
0.51,0.3119774,0.317227,-0.3397254
0.52,-0.3472248,-0.0482465,-0.1082422
0.53,-0.1217412,-0.2199841,-0.2199841
0.54,0.4564669,-0.082744,-0.09224331
0.55,0.06774509,-0.1622382,0.3259764
0.56,-0.02574813,0.02674806,0.386472
0.57,-0.2549815,-0.220484,0.13774
0.58,-0.1484892,-0.1042424,-0.1472393
0.59,0.06524527,0.4307188,0.05599594
0.6,0.3134773,-0.05549598,0.06149554
0.61,0.1454895,-0.2497319,-0.2159843
0.62,-0.290229,0.5714586,-0.4937142
0.63,0.07924426,0.1814868,-0.1479893
