地点名:木下川排水機場　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:34,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
1.57,-0.03099775,-0.03349757,0.03149772
1.58,-0.03124774,0.005749583,-0.05474603
1.59,-0.02824795,0.07299471,-0.1202413
1.6,-0.01124918,0.02874792,-0.1172415
1.61,-0.03399754,0.01249909,-0.1147417
1.62,-0.01524889,0.01149917,-0.1487392
1.63,0.04349685,-0.004749656,-0.1574886
1.64,0.0634954,0.04224694,-0.1364901
1.65,0.04299688,0.07274473,-0.1482393
1.66,-0.006499529,0.04249692,-0.1202413
1.67,-0.04024708,0.03574741,-0.02924788
1.68,-0.04649663,-0.05549598,0.03074777
1.69,0.002249837,-0.1089921,0.01624882
1.7,0.03774726,0.03149772,-0.01224911
1.71,0.0564959,0.1037425,-0.04899645
1.72,0.0607456,0.04024708,-0.1039925
1.73,0.04724658,0.02174842,-0.1302406
1.74,0.01574886,0.06274545,-0.179487
1.75,0.03699732,0.07749438,-0.1914861
1.76,0.04999638,0.0662452,-0.1347402
1.77,0.03774726,0.05949569,-0.09549308
1.78,0.02824795,0.0509963,-0.1112419
1.79,0.02599812,0.07499456,-0.1087421
1.8,0.01299906,0.08599377,-0.1284907
1.81,0.01324904,0.05224621,-0.1362401
1.82,-0.04424679,0.04099703,-0.09649301
1.83,-0.09549308,0.005249619,-0.013749
1.84,-0.1032425,-0.06549525,0.03974712
1.85,-0.008999348,-0.08699369,0.08374393
1.86,0.0427469,-0.005999565,0.07399464
1.87,0.09299326,0.07599449,0.06574523
1.88,0.1587385,0.05074632,0.109992
1.89,0.09449315,-0.0317477,0.1372401
1.9,0.01274908,-0.08574378,0.1527389
1.91,0.09324324,-0.1189914,0.1802369
1.92,0.1199913,-0.05949569,0.1802369
1.93,0.08024418,-0.005999565,0.1844866
1.94,0.02999783,-0.01674879,0.2262336
1.95,-0.001749873,0.000499964,0.2534816
1.96,-0.000999928,-0.01174915,0.1619883
1.97,0.01549888,-0.01874864,0.03274763
1.98,-0.01974857,0.07974422,-0.1167415
1.99,-0.04124701,0.1402398,-0.2249837
2,-0.02524817,0.08874357,-0.1849866
2.01,-0.04599667,0.06574523,-0.05074632
2.02,-0.1014926,0.05924571,-0.02824795
2.03,-0.02424824,-0.03024781,-0.07774436
2.04,0.02224839,0.007499456,-0.0579958
2.05,-0.05824578,0.06999493,-0.07049489
2.06,-0.0924933,-0.02649808,-0.06599522
2.07,-0.09149337,-0.03674734,0.04049706
2.08,-0.1352402,-0.02774799,0.1817368
2.09,-0.09074342,-0.04974639,0.3149772
2.1,0.004999638,0.02249837,0.386222
2.11,0.05874574,0.0882436,0.2359829
2.12,0.1264908,0.05949569,0.04949641
2.13,0.1202413,0.0772444,-0.07699442
2.14,0.0509963,0.0772444,-0.1217412
2.15,0.02724802,0.0317477,-0.08599377
2.16,-0.001499891,-0.03149772,0.07299471
2.17,-0.05574596,-0.1204913,0.2327331
2.18,-0.0537461,-0.1554887,0.2747301
2.19,-0.01499891,-0.04324687,0.2109847
2.2,-0.01624882,-0.008499384,0.1579885
2.21,-0.06149554,-0.09849286,0.1324904
2.22,-0.1214912,-0.1802369,0.1674879
2.23,-0.1464894,-0.2079849,0.1827368
2.24,-0.1092421,-0.1894863,0.1199913
2.25,-0.01749873,-0.1054924,0.06499529
2.26,-0.000749946,0.01574886,-0.02524817
2.27,-0.003499746,0.08149409,-0.1469893
2.28,0.06224549,0.07399464,-0.2227339
2.29,0.05349612,0.07599449,-0.2177342
2.3,0.04299688,0.09874284,-0.1822368
2.31,0.06974494,0.08299398,-0.1584885
2.32,0.1039925,0.0662452,-0.1582385
2.33,0.0952431,-0.01324904,-0.1684878
2.34,-0.0289979,-0.1022426,-0.1859865
2.35,-0.1192414,-0.09674299,-0.1869864
2.36,-0.09949279,-0.0482465,-0.1947359
2.37,-0.06249547,-0.05774581,-0.1957358
2.38,-0.0509963,-0.05149627,-0.1734874
2.39,-0.06374538,0.02399826,-0.1617383
2.4,-0.02599812,0.07374465,-0.1554887
2.41,0.04674661,0.1032425,-0.1144917
2.42,0.04374683,0.0234983,-0.07974422
2.43,0.0537461,-0.06274545,-0.06299543
2.44,0.05224621,-0.02424824,-0.0537461
2.45,0.04924643,0.02849793,-0.06699514
2.46,-0.01149917,0.04974639,-0.03799725
2.47,-0.05324614,0.04174697,-0.013749
2.48,-0.01949859,0.0207485,-0.04924643
2.49,0.05299616,0.03674734,-0.1317405
2.5,0.06324542,0.08374393,-0.2189841
2.51,0.04749656,0.07674444,-0.179237
2.52,0.01874864,0.06324542,-0.07299471
2.53,0.02299833,-0.001499891,0.04949641
2.54,0.03474748,-0.1159916,0.1394899
2.55,0.068995,-0.1304905,0.06174552
2.56,0.08074415,-0.03874719,-0.04924643
2.57,0.000249982,0.01424897,-0.05199623
2.58,-0.1232411,-0.05724585,0.04599667
2.59,-0.1447395,-0.1442395,0.1719875
2.6,-0.09399319,-0.1122419,0.2574813
2.61,0.02674806,-0.02299833,0.2429824
2.62,0.1302406,0.05874574,0.1712376
2.63,0.1132418,0.1124918,0.1307405
2.64,0.08249402,0.09949279,0.1407398
2.65,0.09449315,0.01199913,0.1454895
2.66,0.1302406,-0.05949569,0.08449388
2.67,0.1129918,-0.03249764,-0.06324542
2.68,0.04349685,0.01899862,-0.2522317
2.69,-0.01299906,0.06449533,-0.3262264
2.7,-0.07599449,0.03649735,-0.3577241
2.71,-0.1199913,-0.02099848,-0.385722
2.72,-0.03274763,-0.01424897,-0.4219694
2.73,0.07199478,-0.004749656,-0.4392182
2.74,0.1369901,0.01749873,-0.3702232
2.75,0.08774364,0.04674661,-0.2302333
2.76,-0.04999638,-0.04474676,-0.09224331
2.77,-0.1294906,-0.1714876,0.000499964
2.78,-0.09174335,-0.2359829,0.01749873
2.79,-0.1169915,-0.1754873,-0.01324904
2.8,-0.1552387,-0.07924426,-0.0344975
2.81,-0.1614883,0.006999493,0.07424462
2.82,-0.1629882,0.03774726,0.2127346
2.83,-0.1684878,-0.005249619,0.3024781
2.84,-0.07349467,0.04799652,0.3329759
2.85,-0.000749946,0.193236,0.2522317
2.86,0.04849648,0.1782371,0.1324904
2.87,0.04099703,0.06474531,0.1184914
2.88,-0.01174915,-0.02124846,0.1164916
2.89,-0.02799797,-0.1192414,0.09174335
2.9,0.0662452,-0.1492392,0.06949496
2.91,0.07899427,-0.05249619,0.1124918
2.92,-0.001999855,0.03749728,0.1679878
2.93,0.02799797,0.05974567,0.1907362
2.94,0.09924281,0.07599449,0.1814868
2.95,0.09749293,0.08424389,0.1149917
2.96,0.06099558,0.1159916,0.07974422
2.97,0.04874647,0.1904862,0.06049562
2.98,0.02699804,0.1292406,0.06199551
2.99,-0.0454967,-0.03574741,0.1857365
3,-0.05849576,-0.07199478,0.3252264
3.01,-0.005249619,-0.01324904,0.2969785
3.02,0.1229911,0.05149627,0.08874357
3.03,0.2169843,0.1457394,-0.1609883
3.04,0.09899282,0.2079849,-0.3704731
3.05,-0.05424607,0.1357402,-0.4777154
3.06,-0.0979929,-0.01074922,-0.3944714
3.07,-0.07374465,-0.08874357,-0.2739801
3.08,0.01949859,-0.01049924,-0.248482
3.09,0.1184914,0.1157416,-0.3189769
3.1,0.1544888,0.1862365,-0.4087204
3.11,0.1062423,0.1154916,-0.4312187
3.12,-0.03799725,0.05949569,-0.3319759
3.13,-0.1404898,0.07499456,-0.1879864
3.14,-0.08724368,-0.05949569,-0.006999493
3.15,0.01024926,-0.1684878,0.1502391
3.16,-0.03099775,-0.03324759,0.234983
3.17,-0.06024563,0.09949279,0.1504891
3.18,-0.01024926,0.1549888,0.02649808
3.19,0.03949714,0.1487392,-0.03124774
3.2,0.05324614,0.0882436,-0.03399754
3.21,0.0482465,-0.003499746,0.009749293
3.22,0.0772444,-0.0262481,0.08749366
3.23,0.1317405,-0.02299833,0.1944859
3.24,0.1167415,-0.01874864,0.2677306
3.25,0.08874357,-0.004499674,0.2087349
3.26,0.124741,0.03824723,0.1169915
3.27,0.151739,0.08524382,0.08199406
3.28,0.07524455,0.07749438,-0.01299906
3.29,0.04774654,-0.05074632,-0.06549525
3.3,-0.02299833,-0.02374828,0.04574668
3.31,-0.03074777,-0.000999928,0.06549525
3.32,0.05899572,-0.04149699,-0.03774726
3.33,0.05499601,0.06674516,-0.08974349
3.34,0.08849359,0.207235,-0.1059923
3.35,0.1617383,0.2279835,-0.03499746
3.36,0.166238,0.1524889,0.03524745
3.37,0.1112419,0.03574741,0.03899717
3.38,0.0634954,0.02674806,0.1337403
3.39,-0.06524527,0.05624592,0.2277335
3.4,-0.07899427,-0.05174625,0.2527317
3.41,-0.109992,-0.1284907,0.1722375
3.42,-0.2557315,-0.03374755,0.1052424
3.43,-0.2394826,0.0234983,0.09549308
3.44,-0.1067423,0.04024708,0.08099413
3.45,-0.02674806,0.07799435,-0.04774654
3.46,0.02149844,0.1074922,-0.2312332
3.47,0.000749946,0.1074922,-0.3247265
3.48,-0.01699877,-0.0109992,-0.3549743
3.49,-0.004249692,-0.1119919,-0.3992211
3.5,0.01749873,-0.08474386,-0.3824723
3.51,0.09324324,0.03374755,-0.3012282
3.52,0.1744874,0.04524672,-0.2119846
3.53,0.09974277,-0.03024781,-0.02874792
3.54,-0.09324324,-0.06474531,0.1624882
3.55,-0.207235,-0.08199406,0.3127273
3.56,-0.09049344,-0.1089921,0.3684733
3.57,-0.007749438,-0.02774799,0.2822295
3.58,-0.05324614,0.1049924,0.1842366
3.59,-0.07599449,0.151989,0.1064923
3.6,-0.07824433,0.09649301,0.055246
3.61,-0.1434896,0.005999565,0.03874719
3.62,-0.1177415,-0.07499456,0.06874502
3.63,0.07224476,-0.08649373,0.1479893
3.64,0.2022353,-0.03149772,0.2112347
3.65,0.1172415,0.05074632,0.1727375
3.66,0.02174842,0.04949641,0.001999855
3.67,-0.04799652,-0.1052424,-0.1564887
3.68,-0.04899645,-0.2587312,-0.1589885
3.69,-0.04099703,-0.2699804,-0.110992
3.7,-0.0399971,-0.1694877,-0.09599304
3.71,0.004499674,-0.06149554,-0.07474458
3.72,0.03349757,0.03099775,-0.008249402
3.73,-0.005249619,0.08999348,0.1022426
3.74,-0.06949496,0.1254909,0.1612383
3.75,-0.01274908,0.09774292,0.1049924
3.76,0.09324324,0.03399754,0.02374828
3.77,0.06749511,-0.03199768,0.05249619
3.78,-0.01299906,-0.0772444,0.0854938
3.79,-0.05074632,-0.1134918,0.02124846
3.8,-0.08949351,-0.1624882,-0.06474531
3.81,-0.1257409,-0.1604884,-0.1134918
3.82,-0.1159916,-0.03099775,-0.2174842
3.83,-0.0234983,0.06724513,-0.3247265
3.84,0.05149627,0.08574378,-0.3182269
3.85,0.0262481,0.05724585,-0.3164771
3.86,-0.01774871,0.07824433,-0.3329759
3.87,0.08024418,0.05899572,-0.3222266
3.88,0.1124918,0.005249619,-0.289479
3.89,0.07699442,-0.03324759,-0.261731
3.9,0.05199623,-0.07824433,-0.2377328
3.91,-0.02474821,-0.04199696,-0.1392399
3.92,-0.05324614,0.02549815,-0.008749366
3.93,0.007749438,-0.05924571,0.2419825
3.94,-0.02499819,-0.05874574,0.5094631
3.95,-0.0262481,0.09674299,0.6572024
3.96,-0.02774799,0.1592385,0.7156981
3.97,-0.02449822,0.06249547,0.7406963
3.98,0.08174407,0.07549453,0.6417035
3.99,0.1819868,0.09324324,0.468966
4,0.09174335,0.003749728,0.3709731
4.01,0.04174697,0.01124918,0.2777299
4.02,0.08099413,0.1084921,0.1254909
4.03,0.04424679,0.1887363,0.08649373
4.04,-0.06174552,0.2049851,0.2044852
4.05,-0.03974712,0.2102348,0.2852293
4.06,0.02649808,0.1627382,0.2872292
4.07,0.07274473,0.1207412,0.1962358
4.08,0.09124339,0.08799362,0.1162416
4.09,0,0.006999493,0.1129918
4.1,-0.110492,-0.109992,0.09224331
4.11,-0.0952431,-0.1909862,0.02649808
4.12,-0.04599667,-0.1807369,-0.01774871
4.13,-0.05974567,-0.06674516,-0.1057423
4.14,-0.0372473,0.013749,-0.2262336
4.15,-0.0372473,0.1122419,-0.2889791
4.16,-0.0717448,0.1489892,-0.3339758
4.17,-0.08124411,0.09149337,-0.372723
4.18,-0.06974494,0.02124846,-0.3492247
4.19,-0.03674734,-0.04174697,-0.3074777
4.2,-0.04199696,-0.07524455,-0.2299833
4.21,-0.0909934,-0.06399536,-0.1427397
4.22,-0.1052424,-0.07299471,-0.08449388
4.23,-0.1452395,-0.07099485,-0.0509963
4.24,-0.1529889,-0.0799942,-0.02524817
4.25,-0.1219912,-0.08199406,-0.03324759
4.26,-0.06749511,-0.01224911,-0.06724513
4.27,-0.01324904,0.09024346,-0.06849504
4.28,-0.04624665,0.1424897,-0.004999638
4.29,-0.05224621,0.0952431,0.09674299
4.3,0.03399754,0.02824795,0.1737374
4.31,0.1009927,0.06124556,0.2094848
4.32,0.1587385,0.1094921,0.2014854
4.33,0.2352329,0.1214912,0.2884791
4.34,0.2327331,0.08399391,0.3757228
4.35,0.1599884,0.01999855,0.3742229
4.36,0.09924281,0.04524672,0.3112274
4.37,0.04649663,0.08949351,0.1614883
4.38,-0.009999275,0.1427397,-0.02699804
4.39,-0.006999493,0.2117347,-0.09124339
4.4,-0.06274545,0.1867365,-0.06574523
4.41,-0.08224404,0.1172415,-0.04949641
4.42,-0.01699877,0.1024926,-0.08099413
4.43,0.03824723,0.09824288,-0.1039925
4.44,-0.01024926,0.02674806,-0.1607383
4.45,0.02599812,-0.07974422,-0.1892363
4.46,0.06849504,-0.1404898,-0.1032425
4.47,0.02499819,-0.1167415,-0.02999783
4.48,0.02149844,-0.08624375,-0.05774581
4.49,0.1324904,-0.09999275,-0.05824578
4.5,0.1137418,-0.06224549,-0.06149554
4.51,0.02999783,0.02699804,-0.06724513
4.52,0.01549888,0.02049851,-0.02924788
4.53,0.000249982,-0.08049417,0.03224766
4.54,0.01599884,-0.1132418,0.109992
4.55,0.1124918,-0.03299761,0.1317405
4.56,0.09974277,0.03149772,-0.004499674
4.57,0.09324324,0.04124701,-0.2007354
4.58,0.1264908,0.0482465,-0.2749801
4.59,0.09324324,0.04349685,-0.248732
4.6,0.008499384,-0.013749,-0.1444895
4.61,0.006999493,-0.03274763,-0.02824795
4.62,0.05899572,0.04024708,-0.06449533
4.63,0.1044924,0.1327404,-0.2302333
4.64,0.1092421,0.1767372,-0.4269691
4.65,0.04749656,0.152239,-0.5187124
4.66,-0.01499891,0.02549815,-0.3619738
4.67,-0.006249547,-0.06724513,-0.01849866
4.68,0.01974857,-0.04599667,0.2852293
4.69,0.1489892,0.01399899,0.3532244
4.7,0.289979,0.109992,0.3574741
4.71,0.2719803,0.2654808,0.3224766
4.72,0.2077349,0.2912289,0.2332331
4.73,0.1387399,0.1332403,0.1954858
4.74,0.05749583,-0.04124701,0.2462322
4.75,-0.01574886,-0.1277407,0.2612311
4.76,-0.03649735,-0.1414897,0.2529817
4.77,-0.02224839,-0.08799362,0.1737374
4.78,-0.03349757,-0.06549525,-0.003749728
4.79,-0.03399754,-0.06774509,-0.1879864
4.8,-0.01524889,-0.02274835,-0.2512318
4.81,-0.04474676,-0.001499891,-0.2379827
4.82,-0.04499674,-0.07324469,-0.1064923
4.83,-0.02699804,-0.08474386,0.01124918
4.84,-0.08174407,0.013749,-0.07299471
4.85,-0.1557387,0.09224331,-0.2044852
4.86,-0.1634881,0.1064923,-0.221234
4.87,-0.2009854,0.08899355,-0.1849866
4.88,-0.2302333,0.02999783,-0.1502391
4.89,-0.1722375,-0.0192486,-0.08199406
4.9,-0.08474386,-0.04774654,0.03624737
4.91,-0.0427469,-0.05699587,0.1629882
4.92,-0.05549598,-0.05699587,0.1977357
4.93,-0.06699514,-0.06799507,0.04124701
4.94,-0.0579958,-0.08524382,-0.1887363
4.95,-0.01949859,-0.01824868,-0.2952286
4.96,-0.02374828,0.06599522,-0.2507318
4.97,-0.06674516,0.05924571,-0.1319904
4.98,-0.04674661,0.0537461,0.01974857
4.99,-0.002249837,0.1327404,0.1074922
5,0.005249619,0.1952358,-0.01724875
5.01,0.0372473,0.1424897,-0.192986
5.02,-0.000749946,0.06199551,-0.2497319
5.03,-0.09899282,0.0482465,-0.2289834
5.04,-0.165738,0.05499601,-0.2234838
5.05,-0.1722375,0.02174842,-0.1897362
5.06,-0.1297406,-0.02549815,-0.2144845
5.07,-0.08049417,-0.05399609,-0.2059851
5.08,-0.04374683,0.01699877,-0.1542388
5.09,-0.008249402,0.07924426,-0.1002427
5.1,0.06774509,0.02599812,-0.05024636
5.11,0.1852366,-0.04799652,0.1022426
5.12,0.2124846,-0.06124556,0.2059851
5.13,0.1504891,-0.07774436,0.206485
5.14,0.0854938,-0.1117419,0.1079922
5.15,-0.008999348,-0.1482393,-0.03099775
5.16,-0.1267408,-0.1619883,-0.2317332
5.17,-0.2017354,-0.09874284,-0.3657235
5.18,-0.2149844,0.01974857,-0.3767227
5.19,-0.110492,0.08374393,-0.2992283
5.2,0.02249837,0.1764872,-0.2774799
5.21,0.07899427,0.2679806,-0.3672234
5.22,0.1114919,0.1914861,-0.4562169
5.23,0.1507391,0.03224766,-0.4112202
5.24,0.1074922,-0.05624592,-0.2512318
5.25,0.04324687,-0.1264908,-0.04899645
5.26,-0.01849866,-0.1849866,0.193486
5.27,-0.02299833,-0.1609883,0.4429679
5.28,0.0192486,-0.08149409,0.55171
5.29,0.04874647,0.02724802,0.5577096
5.3,0.01124918,0.1179914,0.5549598
5.31,0.03774726,0.151239,0.4622165
5.32,0.1319904,0.1669879,0.3217267
5.33,0.1722375,0.2357329,0.1944859
5.34,0.1727375,0.2172343,0.01674879
5.35,0.2322332,0.09874284,-0.1039925
5.36,0.2937287,0.1139917,-0.1644881
5.37,0.2987283,0.1364901,-0.3632237
5.38,0.3242265,0.1129918,-0.5067133
5.39,0.27573,0.1502391,-0.4509673
5.4,0.1059923,0.1874864,-0.261481
5.41,-0.04624665,0.1214912,-0.03049779
5.42,-0.1634881,-0.004499674,0.2504818
5.43,-0.1952358,-0.1417397,0.5279617
5.44,-0.1307405,-0.2187341,0.6996993
5.45,-0.1194913,-0.2027353,0.6732012
5.46,-0.1599884,-0.1622382,0.5537099
5.47,-0.2039852,-0.09749293,0.5262119
5.48,-0.2262336,-0.07149482,0.6057061
5.49,-0.2464821,-0.082744,0.5584595
5.5,-0.1857365,-0.109742,0.331226
5.51,-0.05224621,-0.05124629,0.04874647
5.52,0.03049779,0.09374321,-0.1849866
5.53,0.03074777,0.1714876,-0.4807152
5.54,0.1372401,0.05474603,-0.7456959
5.55,0.1954858,-0.1054924,-0.9316825
5.56,0.1677378,-0.1502391,-1.018176
5.57,0.124491,-0.1032425,-0.9491812
5.58,0.0579958,-0.1272408,-0.7686943
5.59,-0.09399319,-0.1764872,-0.6509528
5.6,-0.179237,-0.2197341,-0.5987066
5.61,-0.2139845,-0.1899862,-0.5152127
5.62,-0.3124774,-0.1444895,-0.2987283
5.63,-0.4359684,-0.1602384,0.08849359
5.64,-0.4327186,-0.2182342,0.4532171
5.65,-0.3324759,-0.2604811,0.6239548
5.66,-0.1739874,-0.1887363,0.5674589
5.67,-0.06424534,-0.0662452,0.4874647
5.68,-0.03924716,-0.03849721,0.4612166
5.69,0.002999783,-0.07549453,0.4424679
5.7,0.03374755,-0.04049706,0.3782226
5.71,0.02824795,0.03324759,0.2457322
5.72,0.1037425,0.05549598,0.1077422
5.73,0.1612383,0.1057423,0.1582385
5.74,0.06374538,0.1679878,0.206485
5.75,-0.01274908,0.07074487,0.1892363
5.76,0.03549743,0.002999783,0.05724585
5.77,0.03374755,0.05349612,-0.1179914
5.78,-0.04899645,0.004999638,-0.2259836
5.79,-0.1197413,-0.1414897,-0.1054924
5.8,-0.1844866,-0.2499819,0.1409898
5.81,-0.1547388,-0.3239765,0.261731
5.82,-0.02274835,-0.2557315,0.1484892
5.83,0.1059923,-0.07924426,-0.04099703
5.84,0.1664879,0.08574378,-0.2457322
5.85,0.1422397,0.1539888,-0.4252192
5.86,0.01749873,0.0924933,-0.5702087
5.87,-0.02674806,-0.07749438,-0.5849576
