地点名:扇橋閘門　地盤上/水門,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:34,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
0.62,-0.005749583,-0.02174842,-0.007249475,0.01874864,0.01899862,0.0564959
0.63,-0.01399899,-0.01674879,0.006499529,-0.004749656,0.01524889,0.02249837
0.64,0.005249619,-0.0207485,0.009999275,0.01174915,0.01024926,0.0509963
0.65,0.000749946,-0.006499529,0.03699732,0.01274908,-0.005249619,0.005249619
0.66,0.00924933,-0.004499674,0.05674589,0.02149844,-0.000499964,0.01274908
0.67,0.03924716,0.002249837,0.02449822,0.02274835,0.0109992,-0.055246
0.68,0.03424752,0.02549815,-0.03124774,0.0607456,0.008999348,-0.03824723
0.69,0.01849866,0.02924788,-0.07124484,0.06324542,0.006499529,-0.068995
0.7,0.02124846,0.0372473,-0.08974349,0.06749511,0.02499819,-0.00799942
0.71,0.04674661,0.02724802,-0.05674589,0.04599667,0.03074777,-0.009499311
0.72,0.04924643,0.01474893,-0.01174915,0.03024781,0.0164988,0.04624665
0.73,0.03074777,0.02274835,0.05024636,0.003249764,-0.005249619,0.006499529
0.74,-0.005249619,0.03599739,0.09724295,-0.013749,-0.01149917,0.03124774
0.75,0.03624737,0.002249837,0.08074415,-0.01249909,-0.01324904,-0.04049706
0.76,0.06749511,0.001749873,0.02174842,0.01024926,-0.01074922,-0.02449822
0.77,0.04124701,0.0179987,-0.03974712,0.01474893,0.001499891,-0.0744946
0.78,0.001499891,-0.002749801,-0.1077422,0.03149772,0.004249692,-0.02824795
0.79,-0.008749366,0.003749728,-0.1439896,0.03149772,0.01599884,-0.04774654
0.8,0.02674806,0.02124846,-0.1149917,0.02174842,0.01724875,0.007499456
0.81,0.008499384,0.02299833,-0.02124846,0.008249402,0.01574886,-0.03599739
0.82,0.01549888,-0.02099848,0.04974639,0.01874864,-0.004249692,-0.000999928
0.83,0.006749511,-0.01574886,0.03199768,0.0344975,-0.02249837,-0.05274618
0.84,-0.005249619,0.01074922,-0.02724802,0.03324759,-0.004749656,-0.03399754
0.85,-0.02149844,0.02374828,-0.06774509,0.0372473,0.00924933,-0.06999493
0.86,-0.008749366,-0.02399826,-0.08774364,0.01574886,0.008499384,-0.01674879
0.87,-0.03624737,-0.05474603,-0.09274328,-0.02974784,0.01324904,-0.05499601
0.88,-0.03499746,-0.0164988,-0.06599522,-0.05699587,0.006249547,-0.01824868
0.89,-0.05824578,-0.004499674,-0.02124846,-0.055246,-0.001749873,-0.05199623
0.9,-0.08749366,-0.02724802,-0.01324904,-0.05149627,0.003749728,-0.01424897
0.91,-0.05074632,-0.01724875,-0.01474893,-0.01874864,-0.01174915,-0.04174697
0.92,-0.04049706,-0.009749293,-0.01049924,-0.02524817,-0.02149844,0.01824868
0.93,-0.04899645,-0.01074922,0.01674879,-0.02824795,-0.0164988,0.009749293
0.94,-0.03699732,-0.00399971,0.06499529,-0.02824795,-0.03249764,0.06374538
0.95,0.01399899,-0.03399754,0.082744,-0.02699804,-0.02549815,0.01199913
0.96,-0.009749293,-0.04099703,0.07074487,-0.02274835,-0.003249764,0.04324687
0.97,-0.03874719,-0.009749293,0.01349902,0.01524889,-0.000499964,0.01299906
0.98,-0.004249692,-0.001249909,0.00399971,0.001749873,-0.00799942,0.05449605
0.9899999,0.04374683,-0.01749873,0.001249909,-0.01424897,0.01149917,0.01024926
1,0.0317477,-0.004999638,-0.001999855,-0.02449822,0.004999638,0.03249764
1.01,-0.004249692,0.009999275,0.02524817,-0.005749583,-0.00799942,-0.005249619
1.02,0.03074777,0.01049924,0.04499674,0.01824868,-0.01899862,0.03674734
1.03,0.05074632,0.01874864,0.0262481,0.05249619,0.001499891,0.009999275
1.04,0.01599884,0.01524889,0.01174915,0.05199623,0.007749438,0.05399609
1.05,-0.0234983,0.000499964,0.009999275,0.03074777,0.01599884,0.02949786
1.06,-0.006999493,0.004499674,0.0509963,0.01324904,0.005249619,0.05824578
1.07,0.000749946,0.0179987,0.1059923,0.0179987,0.01574886,0.02949786
1.08,-0.0109992,0.0164988,0.09499311,-0.009749293,0.009499311,0.06049562
1.09,-0.0344975,-0.000499964,0.055246,0.004499674,0.01999855,0.0179987
1.1,-0.04049706,0.02399826,0.01674879,0.01299906,0.01699877,0.04599667
1.11,-0.05199623,0.04749656,-0.004249692,0.06149554,0.01824868,0.0344975
1.12,-0.068995,0.06399536,0.000999928,0.06824505,0.004999638,0.09849286
1.13,-0.04124701,0.02474821,0.0537461,0.05224621,0.01549888,0.09874284
1.14,0.04324687,-0.00399971,0.1207412,-0.00924933,0.001499891,0.1249909
1.15,0.08124411,-0.02274835,0.1642381,-0.00399971,-0.0109992,0.08449388
1.16,0.05424607,-0.01724875,0.1354902,0.01449895,-0.01624882,0.09599304
1.17,0.008499384,0.01174915,0.08524382,0.05949569,0.007249475,0.05249619
1.18,0.04049706,0.03299761,0.04524672,0.05349612,0.000999928,0.05449605
1.19,0.09449315,0.03199768,-0.002249837,0.0399971,0.005999565,0.01449895
1.2,0.06324542,0.04299688,-0.03149772,-0.006749511,-0.005249619,0.01574886
1.21,0.04249692,0.03199768,-0.01949859,0.01349902,-0.007249475,-0.01949859
1.22,0.05249619,0.004249692,0.01024926,0.05674589,-0.01199913,0.009999275
1.23,0.06524527,-0.007499456,-0.008499384,0.1004927,0.007749438,0.006999493
1.24,0.06124556,-0.006749511,-0.007499456,0.07499456,-0.01149917,0.02024853
1.25,0.0744946,0.02549815,0.05474603,0.05924571,-0.01124918,-0.005249619
1.26,0.0979929,0.05924571,0.1224911,0.01574886,-0.006749511,0.003749728
1.27,0.09749293,0.01299906,0.1164916,0.03149772,0.01499891,-0.009499311
1.28,0.0717448,-0.05249619,0.03549743,0.01974857,0.02874792,0.02274835
1.29,0.01699877,-0.04599667,-0.05949569,0.04124701,0.02174842,0.02449822
1.3,0.009999275,-0.01549888,-0.05299616,0.02099848,0.005999565,0.04749656
1.31,-0.02599812,-0.001749873,0.04649663,0.01749873,0.001749873,0.05074632
1.32,-0.03849721,-0.00799942,0.1277407,-0.03424752,-0.005749583,0.07224476
1.33,-0.06099558,-0.01824868,0.1647381,-0.02474821,0.01224911,0.06049562
1.34,-0.02199841,-0.008999348,0.09749293,-0.01699877,0.002999783,0.04799652
1.35,0.01624882,-0.006249547,0.0192486,0.01224911,0.009749293,0.01224911
1.36,-0.01474893,0.003749728,-0.02999783,0.02574813,0.01399899,-0.003499746
1.37,-0.03674734,0.01849866,-0.06249547,0.03049779,0.02324831,-0.0427469
1.38,-0.04849648,0.04049706,-0.08899355,-0.02649808,0.01574886,-0.0579958
1.39,-0.03324759,0.04099703,-0.08349395,-0.04624665,0.02524817,-0.07649446
1.4,-0.02474821,0.02424824,-0.07249475,-0.06849504,0.003749728,-0.06374538
1.41,-0.04649663,0.01324904,-0.08374393,-0.03199768,0.01199913,-0.03599739
1.42,-0.04224694,0.04149699,-0.09699297,-0.01724875,0.00399971,0.009749293
1.43,-0.0399971,0.06399536,-0.0717448,0.009499311,-0.007749438,0.04774654
1.44,-0.0717448,0.04149699,0.01624882,-0.03224766,-0.03799725,0.08074415
1.45,-0.09724295,0.01149917,0.1012427,-0.04924643,-0.04799652,0.09399319
1.46,-0.03524745,0.004749656,0.1702377,-0.07574451,-0.0607456,0.06149554
1.47,-0.01349902,-0.03949714,0.1582385,-0.05349612,-0.04949641,0.01174915
1.48,-0.04524672,-0.1094921,0.06674516,-0.0289979,-0.03324759,-0.04849648
1.49,-0.06299543,-0.1042424,-0.04249692,0.02924788,0.001249909,-0.08624375
1.5,-0.01424897,-0.03599739,-0.1784871,0.02574813,0.0262481,-0.1177415
1.51,-0.01324904,0.004999638,-0.2092348,-0.002249837,0.0482465,-0.1074922
1.52,-0.07499456,0.0192486,-0.1422397,-0.05299616,0.0207485,-0.09824288
1.53,-0.07949424,-0.004499674,-0.09849286,-0.05749583,-0.004999638,-0.06949496
1.54,-0.04874647,0.003249764,-0.09724295,-0.06999493,-0.03599739,-0.08224404
1.55,-0.0372473,0.000749946,-0.0717448,-0.03074777,-0.04024708,-0.08799362
1.56,-0.04799652,-0.055246,-0.03899717,-0.01574886,-0.05624592,-0.1067423
1.57,-0.068995,-0.04774654,-0.06399536,0.001249909,-0.03499746,-0.07974422
1.58,-0.02824795,-0.03574741,-0.09949279,-0.05124629,-0.02949786,-0.07674444
1.59,0.0234983,-0.04499674,-0.1252409,-0.08224404,-0.01474893,-0.05749583
1.6,0.02399826,-0.01174915,-0.08699369,-0.08099413,-0.009999275,-0.07299471
1.61,-0.01674879,0.01749873,-0.07324469,-0.04149699,-0.000749946,-0.05149627
1.62,-0.0317477,0.005249619,-0.09424317,-0.02699804,-0.006999493,-0.05624592
1.63,-0.1087421,0.002499819,-0.07124484,0.02449822,-0.01474893,0.006499529
1.64,-0.123741,0.01174915,-0.04449677,0.013749,-0.04349685,0.03424752
1.65,-0.09749293,-0.01774871,0.04774654,-0.03424752,-0.04149699,0.07824433
1.66,-0.09024346,-0.001999855,0.1672379,-0.07949424,-0.0289979,0.06474531
1.67,-0.08149409,-0.004999638,0.2132345,-0.03949714,-0.006249547,0.09324324
1.68,-0.05549598,-0.02774799,0.1477393,-0.01499891,0.00399971,0.05999565
1.69,0.004499674,-0.05174625,0.04349685,0.01299906,0.03474748,0.06199551
1.7,0.0262481,-0.02674806,-0.05849576,0.003249764,0.04774654,0.01824868
1.71,-0.01124918,0.01349902,-0.110742,0.01049924,0.05324614,0.06374538
1.72,-0.04224694,0.02674806,-0.04774654,-0.02024853,0.02649808,0.08674371
1.73,0.000249982,0.02374828,0.02599812,-0.04124701,0.001499891,0.13774
1.74,0.03499746,0.000749946,0.1454895,-0.06149554,-0.006749511,0.1122419
1.75,0.02824795,-0.01124918,0.2387327,0.002749801,-0.003749728,0.1454895
1.76,0.0399971,-0.005499601,0.2677306,0.05474603,-0.01299906,0.1172415
1.77,0.0262481,0.03099775,0.2509818,0.07649446,0.006249547,0.1347402
1.78,0.04424679,0.02799797,0.2014854,0.04024708,0.02174842,0.09449315
1.79,0.03249764,-0.006249547,0.1682378,-0.009999275,0.03224766,0.1072422
1.8,0.006749511,0.01124918,0.1209912,-0.0537461,0.02024853,0.04324687
1.81,-0.03124774,0.03474748,0.07949424,-0.02799797,0.01874864,0.04349685
1.82,-0.03674734,0.04499674,0.02924788,0.002499819,0.01974857,-0.01399899
1.83,-0.04224694,0.06449533,0.02274835,0.04749656,0.02649808,-0.01699877
1.84,-0.0317477,0.08474386,-0.04149699,0.05399609,0.01074922,-0.08799362
1.85,-0.001249909,0.1012427,-0.09374321,0.04599667,0.006249547,-0.07349467
1.86,0.004999638,0.08724368,-0.1087421,0.02974784,0.005249619,-0.09674299
1.87,0.0289979,0.05349612,-0.1397399,0.03574741,0.01849866,-0.05274618
1.88,0.06499529,-0.002249837,-0.1597384,0.0372473,0.0164988,-0.08574378
1.89,0.09399319,0.013749,-0.1677378,0.05074632,0.01774871,-0.04124701
1.9,0.05999565,0.06099558,-0.1069922,0.02949786,0.000249982,-0.08124411
1.91,0.000249982,0.06499529,-0.03849721,0.008749366,-0.01324904,-0.06649518
1.92,-0.009499311,0.05749583,0.02299833,-0.01174915,-0.02124846,-0.1414897
1.93,0.01774871,0.02549815,-0.02224839,0.004999638,-0.01624882,-0.1507391
1.94,0.04374683,-0.04349685,-0.1434896,0.05174625,-0.02174842,-0.1897362
1.95,0.06199551,-0.08074415,-0.2579813,0.110492,-0.02574813,-0.1167415
1.96,0.09399319,-0.06224549,-0.3022281,0.1032425,-0.03099775,-0.1199913
1.97,0.0772444,-0.04674661,-0.2197341,0.05474603,-0.02199841,-0.04224694
1.98,0.05324614,-0.0717448,-0.07574451,-0.01199913,-0.02574813,-0.05949569
1.99,0.03549743,-0.07824433,0.01599884,-0.02449822,-0.03049779,-0.007499456
2,-0.01724875,-0.06574523,0.006249547,-0.002999783,-0.03474748,-0.03749728
2.01,-0.04499674,-0.04324687,-0.03274763,0.04224694,-0.02674806,0.009749293
2.02,-0.04874647,-0.03524745,-0.06949496,0.06174552,-0.02674806,-0.02824795
2.03,-0.008249402,-0.0317477,-0.07699442,0.03649735,-0.03349757,0.000999928
2.04,0.02524817,0.013749,-0.03099775,-0.002249837,-0.05899572,-0.04624665
2.05,0.02824795,0.03049779,0.01524889,-0.00799942,-0.0564959,0.00924933
2.06,0.01774871,-0.01499891,0.01124918,0.01824868,-0.05624592,0.000999928
2.07,0.02599812,-0.06299543,-0.02499819,0.01599884,-0.05424607,0.04899645
2.08,0.01674879,-0.06324542,-0.01724875,0.009749293,-0.06049562,-0.02574813
2.09,0.003249764,-0.02649808,0.03674734,0.01049924,-0.07099485,-0.03199768
2.1,-0.02399826,-0.001999855,0.07499456,0.001999855,-0.06299543,-0.082744
2.11,-0.02874792,-0.02924788,0.04674661,0.01399899,-0.02874792,-0.03824723
2.12,0.02249837,-0.07749438,-0.02249837,0.03674734,-0.01574886,-0.04849648
2.13,0.01949859,-0.04099703,-0.02749801,0.01774871,-0.01424897,0.04049706
2.14,0.001749873,-0.007249475,0.001249909,-0.01549888,-0.01999855,0.04299688
2.15,0,-0.002749801,0.1119919,-0.055246,-0.03624737,0.08349395
2.16,-0.05124629,-0.02374828,0.220984,-0.08149409,-0.05474603,-0.001749873
2.17,-0.04924643,-0.02549815,0.1904862,-0.05699587,-0.0454967,-0.00399971
2.18,-0.04049706,-0.06699514,0.03124774,-0.002749801,-0.02424824,-0.06049562
2.19,0.001749873,-0.1007427,-0.1214912,0.03349757,0.01049924,-0.03774726
2.2,0.01949859,-0.03274763,-0.1839867,0.03299761,0.03799725,-0.08024418
2.21,0.01074922,0.008499384,-0.1784871,-0.01249909,0.0509963,-0.03424752
2.22,-0.02199841,-0.002999783,-0.09074342,-0.0482465,0.03924716,-0.05724585
2.23,-0.03274763,-0.02499819,-0.02299833,-0.06199551,0.03524745,-0.01399899
2.24,-0.06574523,-0.03599739,0.02199841,-0.0344975,0.01874864,-0.04624665
2.25,-0.03649735,-0.03649735,0.01324904,0.006249547,0.01349902,0.003499746
2.26,0.005999565,0.008249402,-0.01899862,0.04674661,0.02099848,0.002999783
2.27,0.02874792,0.07924426,-0.02049851,0.02424824,0.02524817,0.05599594
2.28,0.05724585,0.1014926,-0.003749728,-0.01149917,0.01824868,0.02699804
2.29,0.03024781,0.07499456,0.01399899,-0.03524745,0.03249764,0.06549525
2.3,-0.02774799,-0.003749728,0.002999783,-0.01449895,0.04399681,0.01749873
2.31,-0.03774726,-0.02999783,-0.02224839,-0.008499384,0.05549598,0.01399899
2.32,-0.08074415,0.02424824,-0.0799942,-0.00399971,0.06599522,-0.0772444
2.33,-0.1167415,0.09349322,-0.1184914,-0.007499456,0.06774509,-0.0909934
2.34,-0.1337403,0.1204913,-0.110492,0.0179987,0.05474603,-0.1199913
2.35,-0.0607456,0.09649301,-0.1534889,0.03224766,0.07599449,-0.04599667
2.36,0.01249909,0.08724368,-0.1672379,0.04474676,0.07574451,-0.01349902
2.37,0.05699587,0.07124484,-0.1179914,0.02524817,0.0662452,0.07249475
2.38,0.04349685,0.05674589,0.01699877,0.02449822,0.0564959,0.06824505
2.39,0.005499601,0.02849793,0.1572386,0.02274835,0.04899645,0.08849359
2.4,-0.02324831,0.04899645,0.2539816,0.03199768,0.03299761,0.02224839
2.41,-0.05899572,0.07599449,0.2452322,0.02849793,0.03099775,0.01224911
2.42,-0.02674806,0.08374393,0.1089921,0.06924498,0.03474748,-0.03624737
2.43,0.03199768,0.07949424,-0.03099775,0.07749438,0.04749656,-0.002499819
2.44,0.0799942,0.07274473,-0.124241,0.06799507,0.0537461,0.001249909
2.45,0.05399609,0.124241,-0.05874574,0.03374755,0.05124629,0.05424607
2.46,-0.004499674,0.123741,0.02849793,0.004749656,0.03849721,0.05874574
2.47,-0.004999638,0.05249619,0.123991,-0.006999493,0.02949786,0.07749438
2.48,0.01574886,0.01399899,0.2102348,0.02499819,0.01174915,0.02949786
2.49,0.1404898,0.0207485,0.1822368,0.04974639,0.000499964,0.02499819
2.5,0.1774871,0.04574668,0.109992,0.08749366,0.01199913,0.004249692
2.51,0.1532389,0.05474603,0.004249692,0.06849504,0.02649808,0.03424752
2.52,0.1047424,0.06574523,-0.02099848,0.03099775,0.008499384,0.03049779
2.53,0.08649373,0.06424534,-0.006499529,0.009499311,-0.007499456,0.04799652
2.54,0.0564959,0.0317477,0.0344975,0.01824868,-0.01499891,-0.001999855
2.55,0.0482465,-0.002749801,0.02924788,0.01699877,-0.02574813,-0.05299616
2.56,0.05049634,-0.00924933,-0.01849866,0.0634954,-0.01449895,-0.1504891
2.57,0.008499384,-0.03249764,-0.13799,0.1407398,0.00399971,-0.1837367
2.58,0.04349685,-0.04599667,-0.3237265,0.2044852,0.008249402,-0.1694877
2.59,0.08449388,-0.01299906,-0.4012209,0.1487392,0.02199841,-0.1177415
2.6,0.09324324,-0.01399899,-0.2864792,0.07874429,0.02699804,-0.07624447
2.61,0.07574451,0.002749801,-0.05774581,0.002499819,0.01224911,-0.02024853
2.62,0.04199696,0.03774726,0.1122419,-0.005749583,0.000249982,0.005499601
2.63,0.002249837,-0.01849866,0.1837367,-0.002499819,-0.006749511,0.03424752
2.64,-0.03224766,-0.08874357,0.1292406,0.03474748,-0.03799725,0.02924788
2.65,-0.0234983,-0.07274473,0.06524527,0.0399971,-0.05999565,0.04224694
2.66,0.008749366,-0.0564959,0.04474676,0.04624665,-0.06974494,0.05774581
2.67,0.09824288,-0.03974712,0.04499674,0.01124918,-0.05399609,0.08799362
2.68,0.0882436,-0.02699804,0.04749656,0.02424824,-0.02249837,0.1279907
2.69,0.04224694,-0.04574668,0.02224839,0.02974784,0.000999928,0.1539888
2.7,0.01399899,-0.03874719,0.04524672,0.05249619,-0.003249764,0.1632382
2.71,0.002749801,-0.03574741,0.1274908,0.04624665,-0.004499674,0.1842366
2.72,0.008499384,-0.04649663,0.2329831,0.04524672,-0.01299906,0.2162343
2.73,0.01349902,-0.002749801,0.3457249,-0.013749,-0.01449895,0.2404826
2.74,0.02124846,0.05349612,0.4087204,-0.06324542,-0.01999855,0.2572314
2.75,0.02474821,0.05574596,0.3992211,-0.1089921,-0.0207485,0.2049851
2.76,0.008249402,0.006249547,0.3382255,-0.07149482,-0.02224839,0.1617383
2.77,-0.000999928,-0.02699804,0.2309833,-0.005749583,0.004499674,0.1347402
2.78,-0.05024636,-0.04624665,0.08099413,0.03699732,0.01774871,0.1222411
2.79,-0.1144917,-0.05299616,-0.02399826,-0.04474676,0.01324904,0.08699369
2.8,-0.1417397,-0.05599594,-0.02249837,-0.1287407,-0.003249764,0.07874429
2.81,-0.1294906,-0.04774654,0.02999783,-0.1607383,-0.02499819,0.05224621
2.82,-0.1489892,-0.04774654,0.09874284,-0.1307405,-0.05024636,0.02599812
2.83,-0.1422397,-0.02649808,0.1259909,-0.1034925,-0.04299688,-0.02549815
2.84,-0.09924281,-0.03599739,0.1042424,-0.04924643,-0.02374828,-0.04774654
2.85,-0.0482465,-0.08574378,0.03324759,-0.01699877,-0.01849866,-0.07274473
2.86,-0.03599739,-0.08174407,-0.04974639,-0.03524745,-0.02274835,-0.06849504
2.87,-0.04374683,-0.03524745,-0.1044924,-0.09924281,-0.01949859,-0.09174335
2.88,-0.08349395,-0.04224694,-0.1339903,-0.1267408,-0.02249837,-0.07324469
2.89,-0.1224911,-0.03649735,-0.178987,-0.1197413,-0.01624882,-0.09499311
2.9,-0.1372401,0.01624882,-0.2404826,-0.06449533,-0.03249764,-0.09024346
2.91,-0.1124918,0.0399971,-0.2532316,-0.04149699,-0.02024853,-0.1272408
2.92,-0.1312405,0.04074705,-0.2387327,-0.05124629,-0.001749873,-0.1304905
2.93,-0.1402398,0.04024708,-0.2077349,-0.08074415,0.01249909,-0.178737
2.94,-0.1149917,0.01499891,-0.2127346,-0.06174552,0,-0.1802369
2.95,-0.08324397,-0.04849648,-0.2772299,-0.03299761,0.01424897,-0.2004855
2.96,-0.07399464,-0.07274473,-0.3409753,0.003749728,0.01849866,-0.1532389
2.97,-0.04124701,-0.05499601,-0.358974,0.02099848,0.01824868,-0.1437396
2.98,-0.009749293,0.02049851,-0.289979,0.01349902,0.007749438,-0.1014926
2.99,0.000749946,0.06399536,-0.1622382,-0.01324904,0.009999275,-0.1117419
3,-0.01699877,0.04574668,-0.04849648,-0.01224911,0.004249692,-0.05299616
3.01,-0.0234983,0.02099848,-0.01824868,0.009749293,-0.00399971,-0.04199696
3.02,-0.02549815,0.008749366,-0.01524889,0.03374755,-0.01199913,-0.004249692
3.03,-0.04949641,-0.006749511,0.003749728,0.04574668,-0.004249692,-0.005749583
3.04,-0.05874574,-0.04199696,0.03949714,0.0607456,-0.007499456,0.05924571
3.05,-0.03799725,-0.06099558,0.1224911,0.02299833,0,0.06099558
3.06,-0.01074922,-0.04999638,0.1844866,-0.002499819,-0.009499311,0.1004927
3.07,-0.002499819,-0.03749728,0.2272335,-0.0109992,-0.003749728,0.068995
3.08,0.03324759,-0.01974857,0.2004855,0.01749873,0.007499456,0.08749366
3.09,0.0799942,0.02024853,0.1342403,0.02649808,0.008249402,0.03949714
3.1,0.08424389,0.04899645,0.08224404,0.03049779,0.01174915,0.02099848
3.11,0.05249619,0.01974857,0.05699587,0.03149772,0.03424752,-0.05949569
3.12,0.01624882,0.05149627,0.02549815,0.04249692,0.02674806,-0.0634954
3.13,0.08649373,0.07874429,-0.05199623,0.03649735,0.02199841,-0.1147417
3.14,0.1549888,0.03549743,-0.1172415,0.04499674,0.03349757,-0.08574378
3.15,0.1259909,0.04749656,-0.1524889,0.05699587,0.05349612,-0.1189914
3.16,0.06024563,0.0454967,-0.1622382,0.07824433,0.05424607,-0.07399464
3.17,0.06124556,0.05049634,-0.1752373,0.08924353,0.05024636,-0.09949279
3.18,0.1082422,0.07374465,-0.123741,0.08874357,0.02749801,-0.0454967
3.19,0.1139917,0.08949351,-0.02024853,0.06474531,0.02549815,-0.06399536
