地点名:新大橋　地盤上,,,
ファイル名:11031101.SMC,,,
起動時刻:2011/03/11 14:47:44,,,
チャンネル数:3,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,
Time,N-S,E-W,U-D
0,0.04324687,-0.4944642,0.9171835
0.01,0.1637381,-0.5632092,0.7426962
0.02,0.1742374,-0.5689588,0.5094631
0.03,0.09274328,-0.4022208,0.2384827
0.04,0.1149917,-0.2669806,0.06124556
0.05,-0.04574668,-0.1807369,0.04199696
0.06,-0.1174915,-0.165988,0.13774
0.07,-0.07474458,-0.2822295,0.2359829
0.08,-0.179487,-0.317977,0.2309833
0.09,-0.09649301,-0.2024853,0.2024853
0.09999999,0.0207485,-0.02049851,0.2392327
0.11,0.03199768,0.2497319,0.1187414
0.12,0.3257264,0.3882219,-0.1034925
0.13,0.5169625,0.3554742,-0.302978
0.14,0.5369611,0.4257191,-0.4839649
0.15,0.5262119,0.4634664,-0.5007137
0.16,0.2444823,0.5392109,-0.4479675
0.17,-0.03324759,0.7249475,-0.2664807
0.18,-0.1507391,0.7804434,0.1002427
0.19,-0.2324831,0.7374465,0.4682161
0.2,-0.06424534,0.6519527,0.7341968
0.21,-0.000999928,0.468716,0.8769364
0.22,-0.0509963,0.3342258,0.7769437
0.23,0.0399971,0.1039925,0.6369538
0.24,-0.03624737,-0.02499819,0.6009564
0.25,-0.004999638,-0.06099558,0.6037062
0.26,0.08599377,-0.1954858,0.702949
0.27,0.01399899,-0.08774364,0.8321897
0.28,0.09874284,0.1414897,0.9119339
0.29,0.1122419,0.3609738,0.8889356
0.3,0.09824288,0.5819578,0.7651945
0.31,0.2879791,0.5829577,0.6059561
0.32,0.3332258,0.5722085,0.4432179
0.33,0.4617165,0.4877146,0.2372328
0.34,0.5682088,0.1364901,-0.1027426
0.35,0.4462177,-0.09049344,-0.5094631
0.36,0.5762082,-0.1634881,-0.8786863
0.37,0.7544453,-0.1497391,-1.080172
0.38,0.841189,0.07124484,-1.150167
0.39,1.018676,0.220234,-1.062173
0.4,0.9741794,0.3392254,-1.012427
0.41,0.7814434,0.4927143,-0.9469314
0.42,0.5834577,0.4754655,-0.7834432
0.43,0.1997355,0.4304688,-0.5299616
0.44,-0.1282407,0.2149844,-0.2147344
0.45,-0.3894718,-0.207235,0.1617383
0.46,-0.6697015,-0.4609666,0.5262119
0.47,-0.7184479,-0.5314615,0.8786863
0.48,-0.7391964,-0.4069705,1.036675
0.49,-0.606456,-0.1544888,0.8131911
0.5,-0.2247337,-0.1014926,0.2802297
0.51,-0.05749583,-0.1329904,-0.345475
0.52,0.07974422,-0.2174842,-0.7574451
0.53,0.124491,-0.3349757,-0.9089341
0.54,-0.05874574,-0.2937287,-0.9251829
0.55,-0.2802297,-0.3279762,-0.7519455
0.56,-0.496964,-0.5182124,-0.371973
0.57,-0.6444533,-0.6107057,0.001499891
0.58,-0.5787081,-0.55221,0.3562242
0.59,-0.3397254,-0.2917289,0.5014637
0.6,-0.05299616,0.01849866,0.4804652
0.61,0.1709876,0.2552315,0.4529672
0.62,0.1749873,0.482965,0.3552243
0.63,-0.02324831,0.5344613,0.1124918
0.64,-0.1909862,0.3417252,-0.2359829
0.65,-0.4352185,0.1677378,-0.6329541
0.66,-0.4607166,-0.003749728,-0.9136838
0.67,-0.4074705,-0.03299761,-1.068673
0.68,-0.3529744,-0.01449895,-1.027176
0.69,-0.1034925,-0.1189914,-0.7424462
0.7,0.1302406,-0.1872364,-0.2652308
0.71,0.2367328,-0.2184842,0.2087349
0.72,0.2239838,-0.2842294,0.7626947
0.73,-0.01524889,-0.2932287,1.366651
0.74,-0.07874429,-0.1727375,1.777371
0.75,-0.1319904,-0.01574886,1.780621
0.76,-0.2954786,0.1452395,1.416397
0.77,-0.3362256,0.2792298,0.9071842
0.78,-0.4024708,0.4852148,0.3769727
0.79,-0.4099703,0.6777009,-0.124741
0.8,-0.3257264,0.5629592,-0.3784726
0.81,-0.3769727,0.2732302,-0.3657235
0.82,-0.2889791,-0.1167415,-0.2772299
0.83,-0.1302406,-0.4874647,-0.1939859
0.84,-0.0744946,-0.6192051,-0.1967357
0.85,0.1332403,-0.4674661,-0.2804797
0.86,0.2844794,-0.03149772,-0.3619738
0.87,0.4469676,0.4287189,-0.4202195
0.88,0.6492029,0.7044489,-0.3247265
0.89,0.6054561,0.9181834,-0.192486
0.9,0.5077132,1.048174,-0.206735
0.91,0.524462,0.8726867,-0.3142272
0.92,0.455467,0.6157054,-0.5167125
0.93,0.55146,0.3819723,-0.7431961
0.94,0.5982066,0.1537389,-0.938432
0.95,0.6174552,0.08924353,-1.088921
0.96,0.7691942,0.08899355,-1.005427
0.97,0.6507028,0.1672379,-0.6262046
0.98,0.4422179,0.4867147,-0.2604811
0.9899999,0.3622237,0.7919426,0.02024853
1,0.2389827,1.025426,0.2304833
1.01,0.5077132,1.122419,0.3914716
1.02,0.7806934,0.8801862,0.5864575
1.03,0.8016919,0.5064633,0.6419535
1.04,0.9266828,0.09324324,0.6452032
1.05,0.7564452,-0.3464749,0.7096986
1.06,0.5559597,-0.661952,0.7534454
1.07,0.4522172,-1.022926,0.7559452
1.08,0.07474458,-1.216162,0.5982066
1.09,-0.1269908,-1.093921,0.371973
1.1,-0.1867365,-0.909934,0.3257264
1.11,-0.3209767,-0.6177052,0.3264763
1.12,-0.1817368,-0.3219767,0.3434751
1.13,-0.2447323,-0.1554887,0.4652163
1.14,-0.2027353,0.08949351,0.4867147
1.15,0.08249402,0.2182342,0.4352185
1.16,0.09774292,0.05074632,0.3492247
1.17,0.0909934,-0.165988,0.2177342
1.18,0.1137418,-0.441718,0.09549308
1.19,-0.07574451,-0.5149627,-0.1149917
1.2,-0.08699369,-0.6002065,-0.3162271
1.21,-0.2802297,-0.8606876,-0.4669662
1.22,-0.4799652,-0.9131838,-0.6354539
1.23,-0.4252192,-0.9316825,-0.6774509
1.24,-0.510463,-0.8861858,-0.4359684
1.25,-0.5454605,-0.5859575,-0.04399681
1.26,-0.4647163,-0.4327186,0.3294761
1.27,-0.5612093,-0.2002355,0.5259619
1.28,-0.3652235,-0.08249402,0.6294544
1.29,-0.2567314,-0.221234,0.6911999
1.3,-0.2299833,-0.2824795,0.5407108
1.31,-0.03749728,-0.3349757,0.2737302
