地点名:大島川水門　地盤上/門柱,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:34,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
0,-0.01774871,0.02324831,-0.04749656,-0.006499529,0.02099848,-0.01774871
0.01,-0.06824505,0.04749656,0.00799942,-0.01974857,0.02474821,0.01474893
0.02,-0.06674516,0.05224621,0.0564959,-0.0262481,0.03124774,0.03624737
0.03,-0.01399899,0.06824505,0.06474531,-0.03024781,0.02499819,0.06299543
0.04,0.03524745,0.07249475,0.09324324,-0.02499819,0.01949859,0.08049417
0.05,0.0427469,0.03049779,0.08174407,-0.02399826,0.006999493,0.0924933
0.06,0.04524672,-0.01499891,0.1064923,-0.02999783,0.01049924,0.07574451
0.07,0.05974567,-0.03099775,0.1059923,-0.02724802,-0.005749583,0.08499384
0.08,0.04474676,-0.01349902,0.1072422,-0.01999855,-0.01524889,0.07224476
0.09,0.03074777,-0.005999565,0.07099485,-0.02499819,-0.01149917,0.07049489
0.09999999,-0.01999855,0.007249475,0.0372473,-0.03299761,0.003249764,0.05599594
0.11,-0.004249692,-0.000499964,0.01199913,-0.02874792,-0.000499964,0.07274473
0.12,-0.009749293,0.01424897,0.03149772,-0.02149844,0.004499674,0.06649518
0.13,-0.01999855,-0.004749656,0.05999565,-0.03799725,-0.01299906,0.07374465
0.14,-0.05774581,-0.01249909,0.0924933,-0.04474676,-0.0234983,0.04724658
0.15,-0.02399826,0.001749873,0.13749,-0.04299688,-0.03199768,0.03599739
0.16,-0.01674879,0.02749801,0.1012427,-0.02749801,-0.02724802,0.01399899
0.17,-0.006999493,0.05124629,0.04749656,-0.0207485,-0.03349757,0.02274835
0.18,-0.03324759,0.02824795,-0.04624665,-0.02524817,-0.01949859,-0.001499891
0.19,-0.07049489,-0.02024853,-0.05124629,-0.02574813,-0.01474893,0.01149917
0.2,-0.0909934,-0.04649663,-0.01024926,-0.02024853,-0.009999275,-0.00799942
0.21,-0.05499601,-0.03074777,0.03399754,-0.01999855,-0.005749583,0.006749511
0.22,0.00399971,-0.04974639,0.02524817,-0.02199841,0.003249764,-0.004249692
0.23,0.04124701,-0.03499746,0.04049706,-0.01249909,-0.007749438,0.006749511
0.24,0.06874502,-0.006499529,0.03024781,-0.004749656,-0.01074922,-0.01399899
0.25,0.02024853,0.01199913,0.005249619,-0.0234983,-0.01024926,-0.002999783
0.26,-0.03349757,-0.03349757,0.002249837,-0.02299833,0.006999493,-0.01974857
0.27,-0.0427469,-0.05424607,-0.01349902,-0.01749873,0.00399971,0.005999565
0.28,-0.00924933,-0.03674734,0.01249909,-0.01849866,0.01324904,0.004249692
0.29,0.02374828,0.03249764,-0.01449895,-0.0262481,0.002749801,0.013749
0.3,0.05724585,0.05274618,-0.009499311,-0.02974784,0.02499819,-0.01049924
0.31,0.03799725,0.03049779,0.002999783,-0.02199841,0.02549815,-0.004249692
0.32,0,-0.01324904,0.01974857,-0.001999855,0.02299833,-0.02974784
0.33,-0.04849648,-0.05149627,-0.001499891,-0.01274908,0.002249837,-0.001749873
0.34,-0.08324397,-0.0662452,0.008249402,-0.02849793,-0.000249982,-0.02224839
0.35,-0.05974567,-0.08149409,-0.03574741,-0.03099775,-0.02874792,-0.01699877
0.36,-0.08074415,-0.06199551,-0.02949786,-0.01249909,-0.02099848,-0.04574668
0.37,-0.07399464,-0.00399971,-0.009749293,-0.01824868,-0.03149772,-0.0454967
0.38,-0.06324542,0.05049634,-0.0427469,-0.03399754,-0.03224766,-0.06849504
0.39,-0.00399971,0.08624375,-0.05949569,-0.02949786,-0.0427469,-0.06749511
0.4,0.03024781,0.09174335,-0.07849431,-0.01474893,-0.02099848,-0.08449388
0.41,0.02999783,0.05024636,-0.09399319,-0.02474821,-0.03374755,-0.06024563
0.42,-0.06324542,0.004499674,-0.09724295,-0.03274763,-0.0192486,-0.07499456
0.43,-0.1007427,-0.0427469,-0.06149554,-0.0234983,-0.03974712,-0.04574668
0.44,-0.08624375,-0.06649518,-0.04124701,-0.008999348,-0.03574741,-0.04599667
0.45,-0.01874864,-0.01949859,0.01674879,-0.02124846,-0.0372473,-0.01749873
0.46,0.0179987,0.005749583,0.0179987,-0.02574813,-0.01999855,-0.01574886
0.47,0.0164988,0.007249475,0.009499311,-0.01999855,-0.02549815,0.02724802
0.48,-0.000999928,-0.02799797,-0.01024926,-0.007499456,-0.000749946,0.03899717
0.49,-0.03499746,-0.07124484,-0.005499601,-0.02124846,0.006999493,0.06774509
0.5,-0.05874574,-0.06874502,0.05224621,-0.03074777,0.02924788,0.07674444
0.51,-0.0399971,-0.013749,0.08974349,-0.02249837,0.0179987,0.09824288
0.52,0.0454967,0.001749873,0.08749366,-0.00799942,0.01299906,0.06574523
0.53,0.06149554,-0.001499891,0.07799435,-0.02049851,-0.006749511,0.04074705
0.54,0.02699804,-0.04474676,0.05774581,-0.02649808,0.01074922,-0.02149844
0.55,-0.03299761,-0.06799507,-0.02124846,-0.0262481,0.002749801,-0.02974784
0.56,-0.03874719,-0.07049489,-0.07574451,-0.02324831,0.02124846,-0.0717448
0.57,-0.02699804,-0.07149482,-0.1407398,-0.02324831,0.02549815,-0.06599522
0.58,-0.0399971,-0.04174697,-0.1454895,-0.02699804,0.03474748,-0.08174407
0.59,-0.05824578,0.03374755,-0.1327404,-0.01899862,0.01324904,-0.03824723
0.6,-0.0607456,0.07424462,-0.1032425,-0.01224911,0.01399899,-0.04074705
0.61,-0.02599812,0.03699732,-0.04299688,-0.01999855,-0.000249982,-0.005749583
0.62,-0.02949786,-0.003749728,0.02474821,-0.01749873,0.004499674,-0.01874864
0.63,-0.01524889,-0.03474748,0.05424607,-0.0192486,-0.005249619,0.03149772
0.64,-0.04374683,-0.007749438,0.06749511,-0.02099848,0.01149917,0.03674734
0.65,-0.007499456,0.02849793,0.09349322,-0.02149844,0.007249475,0.08474386
0.66,-0.00799942,0.07224476,0.1127418,-0.0164988,0.02249837,0.08749366
0.67,-0.00799942,0.08099413,0.1609883,-0.0164988,0.02274835,0.1014926
0.68,0.002249837,0.0564959,0.179737,-0.009999275,0.03324759,0.07799435
0.69,0.05699587,0.005249619,0.2134845,-0.005999565,0.01499891,0.08049417
0.7,0.1154916,0.01524889,0.1719875,-0.02249837,0.0262481,0.03499746
0.71,0.1294906,0.03074777,0.07699442,-0.01999855,0.01949859,0.04299688
0.72,0.0564959,0.02224839,-0.003499746,-0.009999275,0.02449822,0.01774871
0.73,-0.04249692,0.01899862,-0.008999348,-0.01549888,0.02124846,0.0537461
0.74,-0.08799362,0.03424752,0.000499964,-0.02024853,0.01299906,0.05424607
0.75,-0.07074487,0.07374465,0.02099848,-0.01699877,-0.006499529,0.08474386
0.76,0.002249837,0.07074487,0.07399464,-0.006749511,-0.01824868,0.07499456
0.77,0.03599739,0.08674371,0.1274908,-0.01449895,-0.02549815,0.09299326
0.78,0.08799362,0.08174407,0.109992,-0.01549888,-0.01274908,0.07524455
0.79,0.07374465,0.06674516,-0.000999928,-0.005499601,-0.02324831,0.07524455
0.8,0.03124774,0.01274908,-0.02649808,0.001999855,-0.01174915,0.04324687
0.81,-0.06524527,-0.04799652,-0.005499601,-0.01449895,-0.005499601,0.03699732
0.82,-0.06224549,-0.06599522,0.04674661,-0.02099848,0.02324831,-0.006499529
0.83,-0.01399899,0.005249619,0.07649446,-0.01599884,0.02274835,-0.02324831
0.84,0.05224621,0.04674661,0.04574668,-0.003499746,0.02499819,-0.055246
0.85,0.0579958,0.04599667,-0.05224621,-0.01574886,-0.006249547,-0.04699659
0.86,-0.00924933,0.02449822,-0.1029925,-0.02774799,-0.013749,-0.05724585
0.87,-0.04149699,-0.02699804,-0.123991,-0.02199841,-0.01749873,-0.01299906
0.88,-0.0509963,-0.06699514,-0.07199478,-0.006249547,-0.01624882,0.01149917
0.89,0.004999638,-0.07374465,0.01574886,-0.01824868,-0.02099848,0.04174697
0.9,0.04374683,-0.02449822,0.07649446,-0.02549815,-0.01124918,0.01999855
0.91,0.06724513,0.008749366,0.1072422,-0.01849866,-0.01274908,0.005749583
0.92,0.07574451,0.03849721,0.09324324,-0.01274908,-0.01674879,-0.03949714
0.93,0.1002427,-0.0179987,0.01549888,-0.02249837,-0.01349902,-0.06124556
0.94,0.04799652,-0.07974422,-0.05949569,-0.02474821,0.000749946,-0.07924426
0.95,-0.02949786,-0.1014926,-0.08774364,-0.0164988,0.007499456,-0.05549598
0.96,-0.1162416,-0.07424462,-0.1184914,-0.000499964,0.004999638,-0.03874719
0.97,-0.1547388,0.001749873,-0.06774509,-0.01074922,-0.000249982,0.00799942
