地点名:大島川水門　地盤上/門柱,,,,,,
ファイル名:11031101.SMC,,,,,,
起動時刻:2011/03/11 14:47:34,,,,,,
チャンネル数:6,,,,,,
"該当地震：地震：2011年03月11日 14:46:18.1, 14:51:27.4",,,,,,
Time,N-S,E-W,U-D,N-S,E-W,U-D
0.98,-0.1184914,0.06949496,-0.03899717,-0.02274835,0.002249837,0.04024708
0.9899999,-0.0662452,0.09899282,-0.00799942,-0.02199841,-0.01274908,0.07099485
1,-0.005749583,0.06374538,0.02999783,-0.0109992,-0.02124846,0.04799652
1.01,0.04624665,-0.00799942,0.06399536,-0.0179987,-0.0289979,0.02824795
1.02,0.082744,-0.04874647,0.09024346,-0.02474821,-0.02924788,-0.01274908
1.03,0.05449605,-0.0164988,0.06424534,-0.02249837,-0.03074777,-0.03974712
1.04,0.03199768,-0.01399899,-0.02524817,-0.008999348,-0.03799725,-0.0399971
1.05,0.006749511,0.00399971,-0.1067423,-0.01549888,-0.05599594,-0.03124774
1.06,0.01249909,0.01624882,-0.1339903,-0.0207485,-0.05499601,-0.02299833
1.07,0.007499456,0.0454967,-0.09374321,-0.01549888,-0.03874719,0.01349902
1.08,-0.00924933,0.05124629,0.006749511,-0.01749873,-0.01299906,0.0289979
1.09,-0.02224839,0.05124629,0.06524527,-0.01774871,-0.00799942,0.03824723
1.1,-0.02049851,0.007499456,0.1139917,-0.01224911,0,0.03299761
1.11,-0.01774871,-0.01499891,0.1432396,-0.007749438,0.004249692,0.02874792
1.12,0.01174915,0.008749366,0.1317405,-0.003749728,0.01549888,0.01749873
1.13,0.04799652,0.002499819,0.06849504,-0.01899862,0.01399899,-0.005249619
1.14,0.08174407,-0.00799942,0.02424824,-0.01849866,0.01049924,-0.0317477
1.15,0.1049924,-0.03749728,-0.02424824,-0.01274908,0.01074922,-0.05924571
1.16,0.07374465,-0.01074922,-0.05299616,-0.008249402,0.013749,-0.08374393
1.17,0.07649446,0.01674879,-0.09024346,-0.01724875,0.02099848,-0.08674371
1.18,0.08799362,0.03299761,-0.1527389,-0.01999855,0.01899862,-0.06849504
1.19,0.02999783,-0.013749,-0.1784871,-0.01474893,0.008999348,-0.07599449
1.2,-0.08899355,-0.02449822,-0.1394899,0.002999783,0.001749873,-0.07524455
1.21,-0.1667379,-0.03149772,-0.0427469,0.001499891,0.004249692,-0.08149409
1.22,-0.1412398,0.01849866,0.02099848,-0.01049924,0,-0.07074487
1.23,-0.000499964,0.06499529,0.01024926,-0.01299906,-0.003749728,-0.0607456
1.24,0.09924281,0.07024491,-0.07699442,0.000499964,-0.01149917,-0.02299833
1.25,0.06299543,0.04524672,-0.07699442,-0.008499384,-0.005999565,0.01024926
1.26,0.001749873,0.0109992,-0.05124629,-0.01574886,-0.009999275,0.06099558
1.27,-0.09449315,-0.002999783,0.01224911,-0.008499384,0.0192486,0.09299326
1.28,-0.1202413,-0.009749293,0.09324324,0.002499819,0.03374755,0.1227411
1.29,-0.06949496,0.04949641,0.1857365,-0.02199841,0.04099703,0.1192414
1.3,0.04974639,0.07399464,0.2214839,-0.02174842,0.0262481,0.08474386
1.31,0.1287407,0.06974494,0.1509891,-0.01299906,0.03699732,0.05574596
1.32,0.1547388,-0.02274835,0.01899862,-0.01124918,0.02299833,0.03674734
1.33,0.04299688,-0.08174407,-0.06174552,-0.01424897,0.01674879,0.004249692
1.34,-0.04924643,-0.1132418,-0.08049417,-0.02124846,-0.006999493,-0.01024926
1.35,-0.08899355,-0.08474386,-0.08374393,-0.02599812,0.007249475,-0.02299833
1.36,-0.04199696,-0.01674879,-0.05449605,-0.01224911,0.006499529,-0.01499891
1.37,0.01024926,0.04999638,-0.0924933,-0.01574886,0.0109992,-0.02199841
1.38,0.02924788,0.06424534,-0.0924933,-0.02274835,-0.006499529,-0.02149844
1.39,0.004249692,0.04574668,-0.08449388,-0.01724875,0.002499819,-0.04049706
1.4,0.005749583,0.01324904,-0.03574741,-0.003249764,-0.002749801,-0.03624737
1.41,-0.01174915,-0.04199696,0.005749583,-0.01399899,0.01249909,-0.02999783
1.42,-0.0317477,-0.02674806,0.05174625,-0.01599884,-0.000749946,0.01549888
1.43,-0.03249764,-0.04449677,0.05774581,-0.01724875,-0.005999565,0.03074777
1.44,-0.04449677,0.008499384,0.1012427,-0.001999855,-0.01874864,0.06249547
1.45,-0.02374828,0.05724585,0.1394899,-0.0109992,-0.005249619,0.06299543
1.46,0.009499311,0.09049344,0.1692377,-0.02224839,-0.01399899,0.08574378
1.47,0.0744946,0.07674444,0.2032353,-0.01449895,0.007499456,0.1044924
1.48,0.09599304,0.04599667,0.1679878,0.002999783,-0.005749583,0.1479893
1.49,0.068995,0.004999638,0.1502391,-0.01424897,-0.008499384,0.165488
1.5,-0.002999783,-0.01324904,0.1742374,-0.01749873,-0.01549888,0.193486
1.51,-0.05574596,-0.000499964,0.2232338,-0.01049924,-0.005999565,0.1524889
1.52,-0.04949641,0.01549888,0.2227339,-0.003499746,-0.02299833,0.1067423
1.53,0.01474893,0.04974639,0.2194841,-0.01724875,-0.0289979,0.02574813
1.54,0.08899355,0.04799652,0.09974277,-0.009499311,-0.04624665,-0.01699877
1.55,0.1134918,0.02574813,-0.04424679,0.002999783,-0.03224766,-0.05699587
1.56,0.07074487,-0.06124556,-0.1989856,0.01399899,-0.0372473,-0.04374683
1.57,-0.05474603,-0.124241,-0.2452322,0.004749656,-0.02224839,-0.05074632
1.58,-0.1317405,-0.1252409,-0.1642381,-0.000749946,-0.01724875,-0.01824868
1.59,-0.1412398,-0.02849793,-0.05174625,-0.003749728,-0.006249547,-0.02249837
1.6,-0.02424824,0.05399609,0.03399754,0.007249475,-0.005749583,-0.02099848
1.61,0.0799942,0.1249909,0.04999638,-0.004749656,-0.007249475,-0.05549598
1.62,0.1549888,0.07424462,-0.000999928,-0.004749656,-0.02549815,-0.01499891
1.63,0.1022426,-0.05074632,-0.08499384,-0.001749873,-0.013749,-0.02749801
1.64,0.04624665,-0.1262408,-0.06449533,0.006749511,-0.01174915,-0.005999565
1.65,0.000249982,-0.1349902,-0.004749656,0.004499674,-0.00399971,-0.005749583
1.66,0.02724802,-0.0772444,0.08049417,0.001999855,-0.0179987,0.02249837
1.67,0.09899282,-0.0164988,0.08199406,0,-0.01049924,-0.01124918
1.68,0.151239,0.04399681,0.05624592,0.005249619,-0.01399899,-0.02799797
1.69,0.1322404,0.03199768,0.009999275,-0.007749438,0.003749728,-0.07749438
1.7,0.05599594,0.00924933,-0.03374755,-0.00399971,0.002249837,-0.08299398
1.71,-0.02024853,-0.06424534,-0.09224331,-0.01149917,-0.01074922,-0.1094921
1.72,-0.08749366,-0.1049924,-0.09699297,0.002999783,-0.0192486,-0.07274473
1.73,-0.1117419,-0.08424389,-0.08799362,-0.000499964,-0.02449822,-0.06999493
1.74,-0.1009927,0.02799797,-0.1119919,-0.004749656,-0.02399826,-0.04499674
1.75,-0.0662452,0.1149917,-0.110492,0.00399971,-0.01524889,-0.0399971
1.76,-0.07199478,0.1007427,-0.1212412,0.02274835,-0.02024853,0.01524889
1.77,-0.03624737,0.0579958,-0.04974639,0.005999565,-0.001999855,0.01449895
1.78,0.0482465,0.05774581,-0.02399826,0.006749511,0.01699877,0.04899645
1.79,0.0509963,-0.005749583,-0.0564959,0.01174915,0.05174625,0.05049634
1.8,-0.0454967,-0.1152416,-0.03924716,0.02274835,0.0399971,0.08249402
1.81,-0.110492,-0.09974277,0.08699369,0.01299906,0.0262481,0.04724658
1.82,-0.1094921,-0.03599739,0.1602384,-0.00399971,0.007499456,0.04249692
1.83,-0.06324542,0.04649663,0.1609883,0.001249909,0.004249692,-0.006749511
1.84,0.009499311,0.05499601,0.04349685,0.01849866,-0.01149917,-0.0192486
1.85,0.008749366,-0.006249547,-0.06749511,0.004499674,-0.004999638,-0.06699514
1.86,-0.002499819,-0.06174552,-0.1034925,-0.00924933,-0.002999783,-0.04924643
1.87,-0.110492,-0.06699514,-0.1564887,-0.005249619,-0.002249837,-0.06524527
1.88,-0.207235,-0.08899355,-0.1327404,0.01324904,0.006499529,-0.0399971
1.89,-0.2192341,-0.03649735,-0.05899572,-0.006249547,0.009999275,-0.04799652
1.9,-0.1354902,0.04399681,0.007749438,-0.01424897,-0.01399899,-0.002499819
1.91,-0.06599522,0.09074342,0.05774581,-0.008249402,-0.008999348,-0.008999348
1.92,-0.03674734,0.06549525,0.09049344,0.00799942,0.001749873,0.004249692
1.93,-0.06124556,-0.01299906,0.0662452,-0.005499601,0.03074777,-0.04399681
1.94,-0.1182414,-0.06049562,0.08924353,-0.01574886,0.04699659,-0.07224476
1.95,-0.1572386,-0.07249475,0.08224404,-0.01424897,0.055246,-0.1424897
1.96,-0.1207412,-0.00799942,0.02949786,-0.00399971,0.06124556,-0.1592385
1.97,-0.04349685,0.0579958,-0.09649301,-0.02149844,0.05749583,-0.1914861
1.98,-0.0399971,0.08849359,-0.2442323,-0.02799797,0.05549598,-0.1312405
1.99,-0.0579958,0.04874647,-0.3022281,-0.02999783,0.0509963,-0.06474531
2,-0.08699369,0.02749801,-0.2582313,-0.005749583,0.02599812,0.03649735
2.01,-0.02199841,-0.0192486,-0.09724295,-0.008749366,0.02099848,0.1004927
2.02,0.04974639,-0.003749728,0.09949279,-0.01999855,0.008749366,0.1804869
2.03,0.08149409,0.03124774,0.2634809,-0.01824868,0.007499456,0.1829867
2.04,0.05949569,0.08074415,0.3287262,-0.000749946,0.008249402,0.1872364
2.05,0.04849648,0.124491,0.3362256,-0.01599884,0.01599884,0.1669879
2.06,0.05299616,0.1012427,0.1987356,-0.01524889,0.006999493,0.1689878
2.07,0.05149627,0.002499819,0.07549453,-0.02549815,0.01824868,0.1329904
2.08,0.0454967,-0.08799362,0.02699804,-0.02174842,0.02149844,0.1224911
2.09,0.05699587,-0.1004927,0.03224766,-0.02049851,0.03774726,0.0979929
2.1,0.05499601,-0.08524382,0.05224621,-0.02799797,0.02424824,0.08949351
2.11,-0.02149844,0.000749946,0.0607456,-0.02124846,0.02474821,0.05224621
2.12,-0.07674444,0.1142417,0.05399609,-0.000249982,0.005499601,0.03424752
2.13,-0.1037425,0.1854866,0.05074632,-0.009749293,0.01324904,0.02199841
2.14,-0.07299471,0.1484892,0.02149844,-0.006249547,-0.0164988,0.01974857
2.15,-0.04599667,0.06599522,-0.02474821,0.004499674,-0.02549815,-0.01624882
2.16,0.02649808,-0.00399971,0.01224911,0.004249692,-0.03649735,-0.07849431
2.17,0.07749438,-0.003499746,-0.000999928,-0.007499456,-0.03799725,-0.1594884
2.18,0.1394899,-0.0262481,-0.04449677,0.000499964,-0.03499746,-0.2094848
2.19,0.1627382,-0.01349902,-0.1644881,-0.003749728,-0.01449895,-0.2544816
2.2,0.1227411,-0.0344975,-0.2884791,0.01074922,-0.01324904,-0.248732
2.21,0.01724875,-0.07024491,-0.3267263,0.004749656,-0.002249837,-0.2047352
2.22,-0.04924643,-0.06649518,-0.2319832,-0.001999855,-0.002499819,-0.1644881
2.23,-0.04649663,-0.03599739,-0.06299543,0.00399971,0.01049924,-0.1307405
2.24,0.00399971,0.05399609,0.1354902,0.01049924,0.004749656,-0.09424317
2.25,0.1202413,0.1284907,0.1994855,-0.001249909,-0.004749656,-0.1022426
2.26,0.1677378,0.1417397,0.1009927,0.000499964,-0.005999565,-0.1127418
2.27,0.1179914,0.04799652,-0.03224766,0.008499384,-0.01224911,-0.1202413
2.28,0.03124774,-0.02749801,-0.1722375,0.01999855,-0.004999638,-0.09174335
2.29,-0.013749,-0.1032425,-0.2852293,0.003499746,0.003249764,-0.0564959
2.3,-0.08024418,-0.1682378,-0.3254764,0.002499819,0.001749873,-0.01024926
2.31,-0.05874574,-0.1957358,-0.2224839,0.006999493,0.001499891,0.01149917
2.32,0.01124918,-0.1029925,-0.06974494,0.0109992,-0.002999783,0.01574886
2.33,0.08724368,0.001999855,-0.00799942,-0.002499819,-0.006749511,0.003499746
2.34,0.04099703,0.01024926,-0.0317477,0.002749801,-0.01449895,0.02474821
2.35,-0.05599594,-0.003499746,-0.03399754,0.002499819,-0.02399826,0.02649808
2.36,-0.1754873,-0.02174842,-0.03474748,0.01749873,-0.013749,0.02324831
2.37,-0.2244837,-0.06124556,-0.006249547,0.00799942,-0.02024853,0.03649735
2.38,-0.1484892,-0.07824433,0.009499311,0.00399971,-0.02174842,0.07599449
2.39,-0.008499384,-0.0344975,-0.003749728,0.001999855,-0.04624665,0.1217412
2.4,0.0909934,-0.01399899,-0.01499891,0.008749366,-0.05149627,0.1554887
2.41,0.0717448,0.03074777,0.02874792,-0.007749438,-0.04949641,0.1587385
2.42,0.01074922,0.008499384,0.09174335,-0.01824868,-0.03199768,0.1917361
2.43,-0.05474603,-0.002749801,0.1759872,-0.02549815,-0.03124774,0.206985
2.44,-0.07824433,-0.01724875,0.2842294,-0.004249692,-0.005749583,0.1722375
2.45,-0.07049489,-0.02499819,0.3372256,-0.01399899,-0.02099848,0.1229911
2.46,-0.06424534,-0.0427469,0.3639736,-0.02124846,-0.02249837,0.07474458
2.47,-0.06324542,-0.004999638,0.3119774,-0.01599884,-0.04374683,0.02599812
2.48,-0.03349757,0.04574668,0.1977357,-0.007499456,-0.04149699,-0.005999565
2.49,-0.01274908,0.04399681,0.04099703,-0.02599812,-0.05074632,-0.01674879
2.5,-0.04449677,-0.01049924,-0.05874574,-0.02549815,-0.0344975,-0.02574813
2.51,-0.08699369,-0.07699442,-0.08774364,-0.01874864,-0.01574886,-0.04449677
2.52,-0.0882436,-0.04724658,0.00399971,0,0.01574886,-0.0579958
2.53,-0.02224839,0.003499746,0.06849504,-0.01724875,0.01974857,-0.06874502
2.54,0.006749511,0.04849648,0.06324542,-0.02124846,0.0109992,-0.1219912
2.55,0.01149917,0.02249837,-0.0234983,-0.0164988,0.003249764,-0.1492392
2.56,-0.02749801,0.001249909,-0.1212412,-0.005749583,0.01749873,-0.1812369
2.57,-0.06699514,-0.05399609,-0.2027353,-0.009499311,0.008499384,-0.1909862
2.58,-0.07374465,-0.09574306,-0.2787298,-0.01474893,0.01674879,-0.2139845
2.59,-0.03599739,-0.1337403,-0.3079777,-0.02974784,0.004249692,-0.2052351
2.6,-0.01749873,-0.08049417,-0.2862293,-0.02299833,0.01474893,-0.2029853
2.61,0.01199913,0.01824868,-0.2427324,-0.009999275,0.0109992,-0.1417397
2.62,0.0399971,0.09824288,-0.1959858,-0.0179987,0.01574886,-0.06424534
2.63,0.07549453,0.1342403,-0.1219912,-0.02874792,0.01474893,0.03424752
2.64,0.03649735,0.08949351,-0.0607456,-0.01249909,0.01149917,0.06499529
2.65,-0.03374755,0.04049706,0.0662452,-0.01774871,0.01274908,0.09224331
2.66,-0.05974567,0.007249475,0.1472393,-0.02924788,0.03324759,0.08749366
2.67,-0.02999783,0.03924716,0.1387399,-0.02149844,0.02249837,0.07774436
2.68,-0.003499746,0.06099558,0.05874574,-0.004749656,0.04099703,0.004749656
2.69,-0.002249837,0.07024491,-0.06049562,-0.02024853,0.06049562,-0.03749728
2.7,-0.05199623,-0.005499601,-0.1909862,-0.02224839,0.08624375,-0.1092421
2.71,-0.1004927,-0.05149627,-0.2744801,-0.007249475,0.08799362,-0.1197413
2.72,-0.1049924,-0.08899355,-0.2832295,-0.005749583,0.08099413,-0.1179914
2.73,-0.03099775,-0.03674734,-0.2679806,-0.0164988,0.04049706,-0.05399609
2.74,0.05624592,0.05574596,-0.2057351,-0.01724875,0.01974857,-0.02024853
2.75,0.04149699,0.09324324,-0.1289907,-0.0109992,0.002749801,0.04449677
2.76,-0.01774871,0.09774292,0.06649518,-0.007749438,0.00924933,0.06574523
2.77,-0.01049924,0.1282407,0.1844866,-0.013749,-0.01449895,0.08874357
2.78,-0.04349685,0.1094921,0.2292334,-0.01299906,-0.009999275,0.07474458
2.79,0.000499964,0.05699587,0.2369828,-0.01699877,-0.01999855,0.07124484
2.8,0.1372401,0.06374538,0.1977357,-0.000499964,0,0.02849793
2.81,0.2162343,0.01349902,0.07624447,-0.008749366,-0.001499891,0.005749583
2.82,0.1587385,-0.03099775,0.04324687,-0.0207485,0.02999783,-0.02199841
2.83,0.1562387,-0.0109992,0.03224766,-0.01224911,0.01774871,-0.0372473
2.84,0.109742,0.04949641,0.03199768,-0.004999638,0.02249837,-0.07024491
2.85,0.1252409,0.07349467,0.09024346,-0.01274908,-0.006999493,-0.05899572
2.86,0.1812369,0.1014926,0.06274545,-0.02199841,-0.02799797,-0.04849648
2.87,0.1914861,0.06424534,-0.001499891,-0.01574886,-0.07524455,0.00799942
2.88,0.06824505,-0.01524889,-0.05399609,0.01249909,-0.0799942,0.03549743
2.89,0.004249692,-0.05499601,-0.003499746,0.004249692,-0.09149337,0.0882436
2.9,-0.01874864,-0.0399971,0.06949496,-0.005999565,-0.06874502,0.09299326
2.91,-0.003749728,-0.01199913,0.1527389,-0.01124918,-0.04874647,0.1047424
2.92,0.06474531,-0.005249619,0.1534889,0.004999638,-0.008999348,0.09924281
2.93,0.151989,0.02774799,0.09324324,0.00399971,0,0.1252409
2.94,0.1634881,-0.02849793,-0.000999928,-0.003499746,0.03499746,0.1257409
2.95,0.06724513,-0.07974422,0.006999493,0.001249909,0.04474676,0.151489
2.96,-0.00399971,-0.123491,0.09849286,0.003249764,0.04849648,0.1292406
2.97,-0.02024853,-0.08924353,0.2107347,-0.004249692,0.003249764,0.1267408
2.98,-0.01299906,-0.02849793,0.2682306,-0.00799942,-0.01599884,0.08499384
2.99,-0.01874864,0.06149554,0.1949859,0.000999928,-0.05899572,0.06649518
3,0.009499311,0.09199333,0.0537461,0.01249909,-0.09324324,0.009499311
3.01,0.001749873,0.07199478,-0.0909934,0.003499746,-0.1114919,0.0164988
3.02,-0.005749583,-0.01049924,-0.1712376,0.003249764,-0.08999348,0.01474893
3.03,-0.01724875,-0.07974422,-0.1877364,0.005749583,-0.09574306,0.06449533
3.04,-0.02524817,-0.07374465,-0.06649518,0.01149917,-0.05749583,0.09074342
3.05,-0.01774871,-0.04699659,0.05674589,0.01474893,-0.05199623,0.1407398
3.06,-0.01449895,0.006999493,0.1914861,0.004499674,-0.03474748,0.1332403
3.07,-0.00924933,0.03524745,0.2697304,0.001749873,-0.02249837,0.13774
3.08,-0.008999348,0.03899717,0.3152272,0.01024926,0.01024926,0.1047424
3.09,0.000749946,-0.01824868,0.3022281,-0.002999783,0.006999493,0.110492
3.1,-0.006249547,-0.0579958,0.2252337,-0.002999783,0.02249837,0.07924426
3.11,0.009499311,-0.1007427,0.151489,-0.001249909,0.01599884,0.08699369
3.12,-0.03374755,-0.07524455,0.0952431,-0.000749946,0.0164988,0.06324542
3.13,-0.03049779,-0.05449605,0.04749656,-0.002749801,0.009999275,0.09474313
3.14,-0.05024636,-0.02224839,0.01349902,-0.006249547,0.001999855,0.07549453
3.15,-0.02124846,0.000999928,0.03799725,0.003749728,-0.01849866,0.0482465
3.16,0.02849793,-0.01074922,0.02474821,0.004999638,-0.006249547,-0.0344975
3.17,0.04899645,-0.04624665,0.02299833,0,-0.01074922,-0.05949569
