地点名:朝凪橋　橋脚上
ファイル名:11031105.SMC
起動時刻:2011/03/11 14:47:58
チャンネル数:3
該当地震:地震：2011年03月11日14:46:18.1
"Time","N-S","E-W",U-D
0,.04974639,-1.488892,-0.2734802 
.01,.2274835,-1.24766,-0.2569814 
.02,.4537171,-1.10767,-0.01449895 
.03,.5642091,-1.062673, 0.331226 
.04,.5312115,-1.011677, 0.7099485 
.05,.2909789,-.9511811, 0.8544381 
.06,-.234483,-.8391892, 0.593707 
.07,-.8536881,-.6102058, 0.2282335 
.08,-1.299656,-.3537244, 0.1722375 
.09,-1.356902,-.0662452, 0.2729802 
.09999999,-1.144167,.2687305, 0.1752373 
.11,-.8641874,.5807079,-0.05174625 
.12,-.8381892,.82719,-0.3394754 
.13,-1.211162,1.012177,-0.6197051 
.14,-1.828867,1.069422,-0.8619375 
.15,-2.456572,1.199413,-1.053674 
.16,-3.011282,1.557637,-1.10767 
.17,-3.375255,1.914361,-0.938182 
.18,-3.341508,2.336831,-0.6837004 
.19,-2.986284,2.968535,-0.3922216 
.2,-2.629809,3.402753,-0.1062423 
.21,-2.371078,3.603739,-0.06924498 
.22,-2.082849,3.73048,-0.2449822 
.23,-1.771122,3.671484,-0.3129773 
.24,-1.279657,3.4505,-0.1612383 
.25,-.524712,3.250515, 0.06724513 
.26,.2504818,2.822295, 0.123491 
.27,.8351895,2.254086, 0.0207485 
.28,1.253159,1.850866,-0.1284907 
.29,1.546388,1.52039,-0.3839722 
.3,1.716626,1.23766,-0.6672016 
.31,1.874614,1.082172,-0.7329469 
.32,2.06385,.7774436,-0.3554742 
.33,2.415825,.3624737, 0.08849359 
.34,2.837794,.0882436, 0.2512318 
.35,2.978034,-.04799652, 0.4024708 
.36,2.735802,-.02299833, 0.6444533 
.37,2.287334,.04749656, 0.7456959 
.38,1.805869,.05349612, 0.7344468 
.39,1.458144,.009499311, 0.7379465 
.4,1.348152,-.2359829, 0.9066843 
.41,1.51564,-.6584523, 1.132668 
.42,1.721375,-1.094671, 1.129168 
.43,1.816118,-1.430896, 1.003177 
.44,1.719875,-1.683878, 1.062923 
.45,1.449645,-1.79637, 0.9771792 
.46,1.024926,-1.863615, 0.454717 
.47,.5074632,-1.905112,-0.07299471 
.48,-.0007499456,-1.774371,-0.234233 
.49,-.1642381,-1.65113,-0.27648 
.5,-.04874647,-1.668379,-0.3239765 
.51,.082744,-1.590385,-0.2684805 
.52,-.01224911,-1.508141,-0.1492392 
.53,-.3302261,-1.573636,-0.1192414 
.54,-.9879284,-1.569636,-0.03424752 
.55,-1.711876,-1.416147, 0.2884791 
.56,-2.196841,-1.174415, 0.6434534 
.57,-2.280585,-.952181, 0.6909499 
.58,-2.161843,-.8679371, 0.3842221 
.59,-2.06635,-.6916999, 0.005249619 
.6,-2.115347,-.4749656,-0.01349902 
.61,-2.091348,-.3977212, 0.27548 
.62,-1.969607,-.3544743, 0.4797152 
.63,-1.802869,-.4294689, 0.441718 
.64,-1.599884,-.7276973, 0.1809869 
.65,-1.199913,-.923933,-0.1562387 
.66,-.6979494,-.9669299,-0.3779726 
.67,.002499819,-.9196833,-0.4932142 
.68,.9199333,-.7761937,-0.5249619 
.69,1.916111,-.759195,-0.3927215 
.7,2.671056,-.8926853,-0.1847366 
.71,3.028531,-.9084342,-0.0164988 
.72,3.100275,-.7379465, 0.166238 
.73,3.050029,-.4507173, 0.3259764 
.74,2.772299,-.1262408, 0.3127273 
.75,2.414825,.1602384, 0.1999855 
.76,2.242588,.3784726, 0.1087421 
.77,2.103598,.524712, 0.004249692 
.78,1.908112,.5014637,-0.1634881 
.79,1.920361,.4092203,-0.2814796 
.8,2.145094,.2727302,-0.3259764 
.81,2.384577,.02449822,-0.3992211 
.82,2.47957,-.2157344,-0.3654735 
.83,2.443573,-.4264691,-0.2249837 
.84,2.389327,-.6127056, 0.04424679 
.85,2.437073,-.730947, 0.4747156 
.86,2.396326,-.704199, 0.8404391 
.87,2.276335,-.5894573, 0.8581878 
.88,2.156594,-.4569669, 0.6572024 
.89,2.142095,-.3942214, 0.6004565 
.9,2.217339,-.4112202, 0.6732012 
.91,2.276335,-.5367111, 0.758695 
.92,2.198341,-.8046917, 0.8286899 
.93,1.994605,-1.003927, 0.8726867 
.94,1.609383,-1.073672, 0.7049489 
.95,1.126168,-1.120669, 0.400721 
.96,.6227049,-1.016426, 0.2314832 
.97,.2542316,-.8329396, 0.207235 
.98,.06974494,-.6329541, 0.4067205 
.9899999,.05324614,-.4197196, 0.8594377 
1,-.06474531,-.2582313, 1.129668 
1.01,-.345475,-.2129846, 1.24716 
1.02,-.620955,-.2032353, 1.491892 
1.03,-.8506883,-.2969785, 1.65613 
1.04,-1.085671,-.4129701, 1.455145 
1.05,-1.158166,-.5047134, 1.000427 
