産業分類階層,産業コード,産業中分類,経営組織階層,経営組織コード,経営組織,資本金階層,資本金規模コード,資本金額,事業所数,従業者数（送出者を除く）(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),生産額(30人以上)(万円),在庫額（30人以上）／製造品／年初(万円),在庫額（30人以上）／製造品／年末(万円),在庫額（30人以上）／半製品及び仕掛品／年初(万円),在庫額（30人以上）／半製品及び仕掛品／年末(万円),在庫額（30人以上）／原材料及び燃料／年初(万円),在庫額（30人以上）／原材料及び燃料／年末(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,05,1000万円～4999万円,130,2014,719804,2588312,4233207,3986579,126246,4975,1694,113713,1541692,1527431,1574001,134023,154568,51851,65255,75868,84456,374502,66666,2039,19688
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,06,5000万円～9999万円,6,671,198845,631631,791715,682457,-,-,-,109258,116365,148715,645723,124900,110311,71210,64960,96033,69087,110192,31375,-,11511
1,20,なめし革・同製品・毛皮製造業,1,1,会社,1,07,1億円～10億円未満,2,46,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,20,なめし革・同製品・毛皮製造業,1,3,個人,1,10,－,18,89,12385,18847,42189,18452,23737,-,-,-,21614,21614,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,0,0,総数,0,00,総数,187,3702,1905618,10618750,17989334,16565712,281125,2972,86,1139439,6719369,6938529,5501637,352297,343778,125830,128872,100231,97839,3503115,293956,49199,213683
1,21,窯業・土石製品製造業,1,1,会社,0,00,総数,181,3671,1901401,10616061,17975533,16555106,278541,2972,86,1138828,6709080,6928240,5501637,352297,343778,125830,128872,100231,97839,3503115,293956,49199,213683
1,21,窯業・土石製品製造業,1,1,会社,1,03,300万円～499万円,28,251,99305,91638,275521,190941,66128,150,-,18302,170925,170925,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,04,500万円～999万円,6,62,26792,147188,200416,196585,1331,-,-,2500,49442,49442,-,-,-,-,-,-,-,-,-,-,-
1,21,窯業・土石製品製造業,1,1,会社,1,05,1000万円～4999万円,106,1821,823694,4270582,6968431,6475342,172140,1807,86,319056,2482697,2518421,896853,15242,13592,2939,3100,8142,5786,525264,40272,1455,34235
1,21,窯業・土石製品製造業,1,1,会社,1,06,5000万円～9999万円,18,453,248704,1938632,3288527,3095371,38942,1015,-,153199,1226592,1260765,990363,67654,72716,12972,15184,8564,5435,645056,176217,1,41447
1,21,窯業・土石製品製造業,1,1,会社,1,07,1億円～10億円未満,17,659,360772,2754834,4370623,4169082,-,-,-,201541,1418820,1499462,1498580,243127,233042,931,1123,18511,19125,918485,45854,3280,70749
1,21,窯業・土石製品製造業,1,1,会社,1,08,10億円～100億円未満,6,425,342134,1413187,2872015,2427785,-,-,-,444230,1360604,1429225,2115841,26274,24428,108988,109465,65014,67493,1414310,31613,44463,67252
1,21,窯業・土石製品製造業,1,3,個人,1,10,－,6,31,4217,2689,13801,10606,2584,-,-,611,10289,10289,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,0,0,総数,0,00,総数,102,2747,1544495,13474470,18015275,16736670,829560,-,7209,441836,4018375,4356706,13375101,422414,464961,710016,670573,281348,313570,3887127,629455,17647,341435
1,22,鉄鋼業,1,1,会社,0,00,総数,101,2740,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,1,会社,1,03,300万円～499万円,15,90,39089,72566,148118,111056,35190,-,-,1872,69957,69957,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,04,500万円～999万円,9,60,16864,27847,61270,38385,22883,-,-,2,30957,30957,-,-,-,-,-,-,-,-,-,-,-
1,22,鉄鋼業,1,1,会社,1,05,1000万円～4999万円,55,831,417762,2297466,3217310,2687114,376068,-,-,154128,842175,854465,667195,34853,32815,19468,17765,15150,20908,219495,6473,79,8549
1,22,鉄鋼業,1,1,会社,1,06,5000万円～9999万円,6,242,122506,2086349,2595470,2590011,5459,-,-,-,377417,478136,2251229,36521,54980,32741,24576,26184,25096,703910,84315,-,111013
1,22,鉄鋼業,1,1,会社,1,07,1億円～10億円未満,13,919,577521,5055343,6771762,6128293,350426,-,7209,285834,1589807,1623233,5271738,118357,138859,148788,155628,118122,177092,732035,284475,12824,60768
1,22,鉄鋼業,1,1,会社,1,08,10億円～100億円未満,2,533,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,1,会社,1,09,100億円以上,1,65,x,x,x,x,x,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,22,鉄鋼業,1,3,個人,1,10,－,1,7,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,0,0,総数,0,00,総数,122,2522,1151281,8458660,11336190,10269564,486372,-,1632,578622,2633534,2700126,7035463,274710,405651,379096,263874,199588,149473,1638447,300541,2877,82311
1,23,非鉄金属製造業,1,1,会社,0,00,総数,119,2508,1148891,8455104,11326811,10264455,482102,-,1632,578622,2628142,2694734,7035463,274710,405651,379096,263874,199588,149473,1638447,300541,2877,82311
1,23,非鉄金属製造業,1,1,会社,1,03,300万円～499万円,31,241,86448,186995,351606,277947,72924,-,-,735,149416,152787,97896,447,468,1414,1387,215,333,11780,4879,252,3365
1,23,非鉄金属製造業,1,1,会社,1,04,500万円～999万円,10,83,23329,28802,92776,35187,57216,-,-,373,59234,59234,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,1,会社,1,05,1000万円～4999万円,62,1128,510117,2616813,3988065,3520862,271484,-,1632,194087,1275397,1277831,2268977,27968,26196,99063,136770,69864,64945,647432,205950,1735,38369
1,23,非鉄金属製造業,1,1,会社,1,06,5000万円～9999万円,12,849,437686,3590570,4567889,4360672,69794,-,-,137423,886946,927600,4278177,215964,348352,223145,69383,92100,51273,664483,27745,149,19280
1,23,非鉄金属製造業,1,1,会社,1,07,1億円～10億円未満,3,193,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,23,非鉄金属製造業,1,1,会社,1,08,10億円～100億円未満,1,14,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,23,非鉄金属製造業,1,3,個人,1,10,－,3,14,2390,3556,9379,5109,4270,-,-,-,5392,5392,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,0,0,総数,0,00,総数,1371,17523,7278075,12100666,27245308,18113077,8263892,9804,7780,850755,13738741,14059019,9526683,370989,363656,318407,321825,383221,345853,4159691,527038,66095,316363
1,24,金属製品製造業,1,1,会社,0,00,総数,1333,17339,7239690,12063828,27135215,18045775,8223352,9694,7714,848680,13670911,13991189,9526683,370989,363656,318407,321825,383221,345853,4159691,527038,66095,316363
1,24,金属製品製造業,1,1,会社,1,01,1万円～199万円,9,71,26463,26767,82536,40017,42519,-,-,-,51637,51637,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,02,200万円～299万円,3,23,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,03,300万円～499万円,348,2652,932308,1018334,2837128,1779481,1021609,1590,1988,32460,1683643,1684523,61607,97,83,188,111,112,137,3605,5265,-,789
1,24,金属製品製造業,1,1,会社,1,04,500万円～999万円,166,1328,508770,627159,1567451,912934,594101,733,47,59636,870783,870783,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,1,会社,1,05,1000万円～4999万円,757,11182,4671837,8206230,18089765,11933857,5544066,5625,5576,600641,8991142,9173619,5881893,226369,208135,145450,160810,138670,143643,2239937,253443,7213,179603
1,24,金属製品製造業,1,1,会社,1,06,5000万円～9999万円,36,1201,594198,1187904,2633640,1657339,839148,1746,-,135407,1301396,1343106,1986938,51049,59586,59520,66696,122785,121539,922821,67453,4414,57423
1,24,金属製品製造業,1,1,会社,1,07,1億円～10億円未満,12,558,266681,591838,1091291,900075,170577,-,103,20536,462125,472063,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,08,10億円～100億円未満,1,302,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,24,金属製品製造業,1,1,会社,1,09,100億円以上,1,22,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,24,金属製品製造業,1,3,個人,1,10,－,38,184,38385,36838,110093,67302,40540,110,66,2075,67830,67830,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,0,0,総数,0,00,総数,323,7440,3753408,9373825,18033931,15624231,928221,x,x,693526,8031886,8092062,12562398,229888,301191,1360133,1521823,1251940,1342413,3653023,454913,54888,293169
1,25,はん用機械器具製造業,1,1,会社,0,00,総数,316,7403,3746300,9363606,18011090,15610095,919631,785616,2222,693526,8020198,8080374,12562398,229888,301191,1360133,1521823,1251940,1342413,3653023,454913,54888,293169
1,25,はん用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,11,x,x,x,x,x,-,x,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,1,1,会社,1,03,300万円～499万円,47,310,116808,161179,384648,279544,96382,8244,-,478,206919,206919,-,-,-,-,-,-,-,-,-,-,-
1,25,はん用機械器具製造業,1,1,会社,1,04,500万円～999万円,24,235,85905,108519,316917,216431,95741,-,23,4722,186458,193408,72823,-,-,1414,1530,56,32,33797,28096,-,7066
1,25,はん用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,210,3734,1654446,3456384,7147027,6040969,541449,244353,2175,318081,3386697,3434884,3260411,77944,91553,90098,89642,701532,726975,700513,175146,44228,61340
1,25,はん用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,22,1043,642241,1723385,3249734,2637626,179315,82710,-,350083,1387039,1427455,2613941,68557,83339,137908,122101,210283,223509,608030,88679,8313,39391
1,25,はん用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,3,388,258519,284768,532623,519127,-,-,-,13496,229976,233442,x,x,x,x,x,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,6,780,385138,1509925,2979004,2522029,-,450309,-,6666,1422167,1371512,2582143,21656,57053,513227,575949,303934,354560,420626,36356,899,47464
1,25,はん用機械器具製造業,1,1,会社,1,09,100億円以上,2,902,x,x,x,x,x,-,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,25,はん用機械器具製造業,1,3,個人,1,10,－,7,37,7108,10219,22841,14136,8590,x,x,-,11688,11688,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,0,0,総数,0,00,総数,949,17071,8286237,22366906,42463036,36593620,2414120,821952,883,2632461,19178787,19330380,23825803,767660,730942,2785945,3368951,1231158,1572357,9485402,1199587,103722,697881
1,26,生産用機械器具製造業,1,1,会社,0,00,総数,934,17004,8269185,22356300,42423979,36571120,2397568,821952,878,2632461,19152444,19304037,23825803,767660,730942,2785945,3368951,1231158,1572357,9485402,1199587,103722,697881
1,26,生産用機械器具製造業,1,1,会社,1,01,1万円～199万円,5,35,13358,12706,27878,27350,494,-,-,34,14230,14230,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,02,200万円～299万円,3,31,10706,23279,38581,17966,20615,-,-,-,14168,14168,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,03,300万円～499万円,187,1398,560091,693080,1705693,1375838,313310,7944,88,8513,938173,937741,48064,2711,3254,1189,1078,89,107,18236,1730,-,-
1,26,生産用機械器具製造業,1,1,会社,1,04,500万円～999万円,74,594,237435,318437,808007,651104,142887,4354,87,9575,453456,453456,-,-,-,-,-,-,-,-,-,-,-
1,26,生産用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,587,9590,4601538,9563417,20003979,17279507,1715468,319466,703,688835,9594666,9763550,7322511,258456,246375,493611,475192,328099,420448,2937394,368448,46956,138384
1,26,生産用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,55,1799,883982,3388959,5270044,4835002,135777,72926,-,226339,1825133,1825397,3668070,127937,132346,502013,556865,81416,83253,1064071,160079,6496,59525
1,26,生産用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,15,1334,802626,2453235,4456969,3050926,69017,97309,-,1239717,1759526,1908724,2961613,168891,148421,243786,226047,213462,262415,1646365,289476,15335,110989
1,26,生産用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,5,966,562046,2019491,3179264,2844026,-,319953,-,15285,1141745,1190773,3031189,79697,124783,624647,766724,180958,214659,2009275,278072,23569,236191
1,26,生産用機械器具製造業,1,1,会社,1,09,100億円以上,3,1257,597403,3883696,6933564,6489401,-,-,-,444163,3411347,3195998,6794356,129968,75763,920699,1343045,427134,591475,1810061,101782,11366,152792
1,26,生産用機械器具製造業,1,3,個人,1,10,－,15,67,17052,10606,39057,22500,16552,-,5,-,26343,26343,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,0,0,総数,0,00,総数,495,12885,6802765,16095318,30475027,27220135,590940,516336,19,2147597,13556591,13710133,21325249,1541853,1572328,1605191,1792777,1588577,1619612,5794538,445087,107260,371603
1,27,業務用機械器具製造業,1,1,会社,0,00,総数,481,12812,6787201,16079860,30424326,27188020,572354,516336,19,2147597,13523320,13676862,21325249,1541853,1572328,1605191,1792777,1588577,1619612,5794538,445087,107260,371603
1,27,業務用機械器具製造業,1,1,会社,1,01,1万円～199万円,4,38,x,x,x,x,-,x,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,27,業務用機械器具製造業,1,1,会社,1,03,300万円～499万円,86,781,297223,303373,844559,714786,113980,1275,-,14518,497444,503206,122624,1430,2461,526,565,1238,956,54452,26538,-,6832
1,27,業務用機械器具製造業,1,1,会社,1,04,500万円～999万円,43,448,169266,158382,499831,440437,56461,1507,-,1426,319243,316570,75907,2212,6055,1588,1342,2222,2180,616,5545,-,924
1,27,業務用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,284,6275,2873714,6386749,12587393,10440464,353870,249213,19,1543827,5721273,5783077,6246623,525688,518712,350094,418520,617635,573402,2304456,146318,21351,123254
1,27,業務用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,46,1918,1063683,2325522,4733561,4037801,43166,157885,-,494709,2159960,2248789,3259009,207164,183628,385248,354471,338939,341736,523067,92970,10950,34516
1,27,業務用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,11,1179,663720,1306126,2872301,2722235,4877,87701,-,57488,1469694,1481991,2639627,190585,201866,347353,366351,172206,286802,954281,41554,18964,42576
1,27,業務用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,5,1143,912121,2327895,3529939,3475934,-,18496,-,35509,1270459,1166792,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,1,会社,1,09,100億円以上,2,1030,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,27,業務用機械器具製造業,1,3,個人,1,10,－,14,73,15564,15458,50701,32115,18586,-,-,-,33271,33271,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,0,0,総数,0,00,総数,256,9743,5287171,22587687,37106269,35387303,1027302,4570,736,686358,12331618,14651287,33032709,761944,964897,1194586,1102903,894359,873953,9398756,2395635,127599,2430939
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,0,00,総数,247,9691,5277445,22576990,37078396,35378495,1008301,4570,672,686358,12315715,14635384,33032709,761944,964897,1194586,1102903,894359,873953,9398756,2395635,127599,2430939
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,01,1万円～199万円,2,11,x,x,x,x,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,03,300万円～499万円,38,420,113517,101613,301197,188666,112404,-,-,127,183691,185069,64209,-,-,-,-,594,852,20805,2523,269,1378
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,04,500万円～999万円,12,99,32093,19691,80509,42769,37403,-,-,337,56311,56311,-,-,-,-,-,-,-,-,-,-,-
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,05,1000万円～4999万円,163,3403,1325389,2708480,5443144,4279032,722580,4570,672,436290,2501472,2561598,2569704,80755,94825,68765,78765,177217,200505,1300597,176466,6937,84196
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,06,5000万円～9999万円,21,1110,543895,1786524,3256402,2990099,135914,-,-,130389,1366080,1379170,2584075,134313,156269,87133,101687,174120,190422,697727,81370,2675,49600
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,07,1億円～10億円未満,7,1312,803436,2726015,4134460,4015245,-,-,-,119215,762335,1385652,3999604,187039,254720,386398,403144,343242,273091,2193141,698776,19325,707744
1,28,電子部品・デバイス・電子回路製造業,1,1,会社,1,09,100億円以上,4,3336,x,x,x,x,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,28,電子部品・デバイス・電子回路製造業,1,3,個人,1,10,－,9,52,9726,10697,27873,8808,19001,-,64,-,15903,15903,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,0,0,総数,0,00,総数,571,23863,13835330,45854126,78407509,65630275,1744534,519926,1500,10511274,31910542,31368711,60869038,3009416,3065904,11085594,12699961,3627274,3915138,12086856,1208912,466508,1129024
1,29,電気機械器具製造業,1,1,会社,0,00,総数,566,23831,13828743,45847748,78392342,65630275,1729367,519926,1500,10511274,31902404,31360573,60869038,3009416,3065904,11085594,12699961,3627274,3915138,12086856,1208912,466508,1129024
1,29,電気機械器具製造業,1,1,会社,1,01,1万円～199万円,3,27,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,02,200万円～299万円,1,4,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,03,300万円～499万円,67,544,208417,264816,783132,597861,116817,2304,159,65991,494144,494144,30000,-,-,400,400,2000,2200,-,-,-,-
1,29,電気機械器具製造業,1,1,会社,1,04,500万円～999万円,27,295,139368,275613,513397,399743,40035,5297,1200,67122,220038,220349,243300,2251,2077,12347,14438,5344,5902,43735,1844,-,2228
1,29,電気機械器具製造業,1,1,会社,1,05,1000万円～4999万円,394,7713,3355027,6449339,13160183,11318588,1136271,186677,141,518506,6199012,6237986,6340712,143665,160091,272116,293418,404797,393234,1707943,143261,56396,76702
1,29,電気機械器具製造業,1,1,会社,1,06,5000万円～9999万円,38,2300,1192607,2668524,5173574,4526482,396217,75688,-,175187,2341650,2371422,4097359,85263,94074,332789,367982,155037,178607,1179904,51996,9015,73776
1,29,電気機械器具製造業,1,1,会社,1,07,1億円～10億円未満,22,2501,1676621,5499353,8633226,8399657,23462,137163,-,72944,3347226,3133633,8547184,133393,143757,1854830,2172044,423421,512013,1435872,188019,42845,113985
1,29,電気機械器具製造業,1,1,会社,1,08,10億円～100億円未満,8,3239,2354003,6525863,19343519,9619198,-,112797,-,9611524,12152747,12153704,9765956,232735,390657,319794,333349,441415,473407,2907711,133778,221062,172434
1,29,電気機械器具製造業,1,1,会社,1,09,100億円以上,6,7208,4891205,24152926,30756376,30756376,-,-,-,-,7131271,6733019,31844527,2412109,2275248,8293318,9518330,2195260,2349775,4811691,690014,137190,689899
1,29,電気機械器具製造業,1,3,個人,1,10,－,5,32,6587,6378,15167,-,15167,-,-,-,8138,8138,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,0,0,総数,0,00,総数,105,7649,5174809,30596464,55048649,44780631,317450,27395,-,9923173,25002035,22892949,46513704,588350,768089,3745863,6474671,890042,940683,5032164,880040,12588,799461
1,30,情報通信機械器具製造業,1,1,会社,0,00,総数,104,7644,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,1,会社,1,01,1万円～199万円,1,10,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,03,300万円～499万円,10,97,23308,14269,70483,47466,9113,-,-,13904,52051,52051,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,04,500万円～999万円,8,68,25069,22238,66057,33479,31440,107,-,1031,40822,40822,-,-,-,-,-,-,-,-,-,-,-
1,30,情報通信機械器具製造業,1,1,会社,1,05,1000万円～4999万円,60,1395,577584,1086445,2214202,1996983,157888,25651,-,33680,1038954,1059110,1107284,64103,74120,39814,24363,100468,109723,525305,20411,146,14722
1,30,情報通信機械器具製造業,1,1,会社,1,06,5000万円～9999万円,13,596,274020,606867,1267421,1124964,116984,1002,-,24471,599189,618794,1005633,21200,26750,59407,56896,66815,61811,357956,22397,193,22644
1,30,情報通信機械器具製造業,1,1,会社,1,07,1億円～10億円未満,7,1500,767617,1521638,3059648,3043099,-,635,-,15914,1489920,1452629,3045899,14455,14134,346719,435089,180239,162661,338987,56602,1430,50758
1,30,情報通信機械器具製造業,1,1,会社,1,08,10億円～100億円未満,2,1327,x,x,x,x,-,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,1,会社,1,09,100億円以上,3,2651,2204609,21889941,41180249,31346076,-,-,-,9834173,20182694,18025807,x,x,x,x,x,x,x,x,x,x,x
1,30,情報通信機械器具製造業,1,3,個人,1,10,－,1,5,x,x,x,-,x,x,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,0,0,総数,0,00,総数,265,21340,12820588,82160855,148195267,144770499,1914911,56370,3813,1449674,58210615,61349240,141853429,4108784,4864755,18295853,16463852,4381713,3920475,14442510,3309430,131916,2062595
1,31,輸送用機械器具製造業,1,1,会社,0,00,総数,262,21325,12816705,82159726,148187429,144767389,1910183,56370,3813,1449674,58204402,61343027,141853429,4108784,4864755,18295853,16463852,4381713,3920475,14442510,3309430,131916,2062595
1,31,輸送用機械器具製造業,1,1,会社,1,01,1万円～199万円,2,19,x,x,x,x,x,-,-,-,x,x,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,03,300万円～499万円,48,410,154091,130974,391188,273826,116597,300,28,437,240868,241376,68774,350,624,268,346,41,177,23350,5754,-,860
1,31,輸送用機械器具製造業,1,1,会社,1,04,500万円～999万円,19,148,48219,67698,158810,87467,66794,3662,-,887,84365,84365,-,-,-,-,-,-,-,-,-,-,-
1,31,輸送用機械器具製造業,1,1,会社,1,05,1000万円～4999万円,160,4375,1975451,4151006,8000406,6455022,1246425,50391,1914,246654,3377481,3578529,5324545,113429,125758,189363,227619,104744,104997,1995365,263262,42217,251633
1,31,輸送用機械器具製造業,1,1,会社,1,06,5000万円～9999万円,12,605,308242,1209507,1803747,1492019,311728,-,-,-,494895,561467,1629400,23756,26545,78004,67587,42199,50266,474159,62875,6969,58944
1,31,輸送用機械器具製造業,1,1,会社,1,07,1億円～10億円未満,12,1141,556641,1704518,3099225,2897822,147914,2017,1871,49601,1168980,1298945,2967408,18181,18097,184876,130032,111851,87025,694286,65643,365,75037
1,31,輸送用機械器具製造業,1,1,会社,1,08,10億円～100億円未満,4,1046,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,31,輸送用機械器具製造業,1,1,会社,1,09,100億円以上,5,13581,9166617,71491156,129014521,129014521,-,-,-,-,50891874,53400065,127267394,3947235,4686553,17531047,15652202,3934238,3490626,7152856,2237016,65332,1368664
1,31,輸送用機械器具製造業,1,3,個人,1,10,－,3,15,3883,1129,7838,3110,4728,-,-,-,6213,6213,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,0,0,総数,0,00,総数,536,9386,4258871,11912096,21469018,17485714,943827,69008,702,2969767,8709161,8980504,10942670,640255,625953,509173,510426,508074,525789,3322461,407334,25670,258294
1,32,その他の製造業,1,1,会社,0,00,総数,518,9288,4239843,11880199,21394175,17426172,929721,67813,702,2969767,8669396,8940739,10942670,640255,625953,509173,510426,508074,525789,3322461,407334,25670,258294
1,32,その他の製造業,1,1,会社,1,01,1万円～199万円,2,11,x,x,x,x,x,-,-,x,x,x,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,02,200万円～299万円,4,29,9122,28751,47686,16211,2855,-,-,28620,17533,17533,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,03,300万円～499万円,122,875,292855,468960,1032078,791555,160604,7750,344,71825,521501,521501,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,04,500万円～999万円,51,397,137018,317547,575693,509058,49895,5759,-,10981,239442,239442,-,-,-,-,-,-,-,-,-,-,-
1,32,その他の製造業,1,1,会社,1,05,1000万円～4999万円,302,4949,2183237,4762156,9217918,7744282,640225,18697,152,814562,4118726,4153212,3341262,151276,137465,88088,128412,142156,140234,1244239,181394,7986,60999
1,32,その他の製造業,1,1,会社,1,06,5000万円～9999万円,27,1113,519995,1895362,3316635,2981863,70289,-,206,264277,1289051,1324812,2305791,33784,29600,38903,32324,28891,31511,652109,37910,3179,24998
1,32,その他の製造業,1,1,会社,1,07,1億円～10億円未満,9,928,500252,1584548,2502974,2344265,3283,35607,-,119819,797138,867394,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,1,会社,1,08,10億円～100億円未満,1,986,x,x,x,x,x,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1,32,その他の製造業,1,3,個人,1,10,－,18,98,19028,31897,74843,59542,14106,1195,-,-,39765,39765,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019東京の工業　2019年工業統計調査報告（平成30年実績）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第9表　産業中分類，経営組織及び資本金階層別統計表（従業者４人以上の事業所）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
産業分類階層（0：総数　1：産業中分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（0：総数　1：経営組織）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資本金階層（0：総数　1：資本金階層）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
