地域階層,地域コード,地域,産業分類階層,産業コード,産業中分類,事業所数,従業者数(送出者を除く）／総数(人),従業者数(送出者を除く）／うち男(人),送出者（人）,常用労働者／総数(人),常用労働者／うち男(人),個人業主及び無給家族従業者(人),現金給与総額(万円),原材料使用額等(万円),製造品出荷額等／総額(万円),製造品出荷額等／製造品出荷額(万円),製造品出荷額等／加工賃収入額(万円),製造品出荷額等／修理料収入額(万円),製造品出荷額等／くず・廃物出荷額(万円),製造品出荷額等／その他の収入額(万円),付加価値額(29人以下は粗付加価値額)(万円),粗付加価値額(万円),有形固定資産額（30人以上）／年初現在高(万円),有形固定資産額（30人以上）／取得額(万円),有形固定資産額（30人以上）／除却額(万円),有形固定資産額（30人以上）／減価償却額(万円)
2,13214,国分寺市,1,24,金属製品製造業,1,4,4,-,4,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,26,生産用機械器具製造業,3,29,23,1,30,24,-,12534,9239,31842,17969,1597,3500,-,8776,21070,21070,…,…,…,…
2,13214,国分寺市,1,27,業務用機械器具製造業,3,37,23,-,37,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,28,電子部品・デバイス・電子回路製造業,1,5,4,-,5,4,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13214,国分寺市,1,30,情報通信機械器具製造業,1,4,1,-,4,1,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13214,国分寺市,1,32,その他の製造業,2,12,8,-,12,8,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13215,国立市,0,00,総数,15,193,125,1,193,125,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13215,国立市,1,09,食料品製造業,5,62,30,-,62,30,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13215,国立市,1,26,生産用機械器具製造業,1,10,9,-,10,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13215,国立市,1,27,業務用機械器具製造業,2,38,29,-,38,29,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13215,国立市,1,29,電気機械器具製造業,1,15,10,1,16,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13215,国立市,1,30,情報通信機械器具製造業,1,21,10,-,21,10,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13215,国立市,1,31,輸送用機械器具製造業,3,34,26,-,33,25,1,9262,20182,44060,13333,14235,330,-,16162,22110,22110,…,…,…,…
2,13215,国立市,1,32,その他の製造業,2,13,11,-,13,11,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,0,00,総数,28,323,210,-,322,209,1,114678,205118,407072,316565,57981,613,-,31913,177506,177506,…,…,…,…
2,13218,福生市,1,09,食料品製造業,2,32,23,-,32,23,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,10,飲料・たばこ・飼料製造業,2,46,29,-,45,28,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,11,繊維工業,1,7,4,-,7,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,15,印刷・同関連業,3,30,18,-,30,18,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,18,プラスチック製品製造業（別掲を除く）,1,7,2,-,7,2,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,21,窯業・土石製品製造業,1,26,21,-,26,21,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13218,福生市,1,23,非鉄金属製造業,2,13,4,-,13,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,24,金属製品製造業,3,21,13,-,21,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,25,はん用機械器具製造業,1,8,7,-,8,7,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,26,生産用機械器具製造業,2,48,28,-,48,28,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13218,福生市,1,27,業務用機械器具製造業,2,27,19,-,27,19,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,29,電気機械器具製造業,4,26,17,-,26,17,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13218,福生市,1,30,情報通信機械器具製造業,1,7,4,-,7,4,-,x,x,x,x,-,x,-,-,x,x,…,…,…,…
2,13218,福生市,1,31,輸送用機械器具製造業,2,20,16,-,20,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13218,福生市,1,32,その他の製造業,1,5,5,-,5,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13219,狛江市,0,00,総数,16,184,122,-,183,121,1,68182,357534,499506,284734,100804,861,-,113107,131454,131454,…,…,…,…
2,13219,狛江市,1,09,食料品製造業,2,31,12,-,31,12,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13219,狛江市,1,11,繊維工業,1,5,2,-,5,2,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13219,狛江市,1,15,印刷・同関連業,1,6,4,-,6,4,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13219,狛江市,1,16,化学工業,1,24,19,-,24,19,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13219,狛江市,1,24,金属製品製造業,3,45,34,-,45,34,-,24122,10415,62152,-,62152,-,-,-,47904,47904,…,…,…,…
2,13219,狛江市,1,25,はん用機械器具製造業,3,31,25,-,30,24,1,12248,13740,43798,36515,7283,-,-,-,27832,27832,…,…,…,…
2,13219,狛江市,1,26,生産用機械器具製造業,1,15,2,-,15,2,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13219,狛江市,1,29,電気機械器具製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13219,狛江市,1,30,情報通信機械器具製造業,2,15,14,-,15,14,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13219,狛江市,1,32,その他の製造業,1,7,6,-,7,6,-,x,x,x,x,-,x,-,x,x,x,…,…,…,…
2,13220,東大和市,0,00,総数,33,324,196,-,324,196,-,96159,233873,430774,360202,65010,-,-,5562,182418,182418,…,…,…,…
2,13220,東大和市,1,09,食料品製造業,2,17,9,-,17,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13220,東大和市,1,10,飲料・たばこ・飼料製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13220,東大和市,1,13,家具・装備品製造業,2,20,15,-,20,15,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13220,東大和市,1,14,パルプ・紙・紙加工品製造業,1,10,7,-,10,7,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13220,東大和市,1,15,印刷・同関連業,3,40,30,-,40,30,-,14399,15519,37112,36846,-,-,-,266,20013,20013,…,…,…,…
2,13220,東大和市,1,18,プラスチック製品製造業（別掲を除く）,1,9,4,-,9,4,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13220,東大和市,1,23,非鉄金属製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13220,東大和市,1,24,金属製品製造業,5,67,44,-,67,44,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13220,東大和市,1,26,生産用機械器具製造業,3,22,18,-,22,18,-,8644,127615,144514,139026,5488,-,-,-,15647,15647,…,…,…,…
2,13220,東大和市,1,27,業務用機械器具製造業,5,29,17,-,29,17,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13220,東大和市,1,28,電子部品・デバイス・電子回路製造業,4,34,11,-,34,11,-,5046,10826,19176,9501,9675,-,-,-,7794,7794,…,…,…,…
2,13220,東大和市,1,29,電気機械器具製造業,4,49,32,-,49,32,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13220,東大和市,1,30,情報通信機械器具製造業,1,16,3,-,16,3,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,0,00,総数,13,144,64,-,143,63,1,47383,92007,178278,171883,6312,68,-,15,79894,79894,…,…,…,…
2,13221,清瀬市,1,09,食料品製造業,2,39,8,-,39,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,10,飲料・たばこ・飼料製造業,1,10,7,-,10,7,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13221,清瀬市,1,13,家具・装備品製造業,1,5,4,-,5,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,15,印刷・同関連業,1,5,3,-,5,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,16,化学工業,2,35,16,-,35,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,18,プラスチック製品製造業（別掲を除く）,2,15,4,-,14,3,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13221,清瀬市,1,24,金属製品製造業,1,9,8,-,9,8,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,25,はん用機械器具製造業,1,9,5,-,9,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,26,生産用機械器具製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13221,清瀬市,1,27,業務用機械器具製造業,1,11,5,-,11,5,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,0,00,総数,41,454,270,-,454,270,-,154807,347354,657230,571121,69102,4901,122,11984,287296,287296,…,…,…,…
2,13222,東久留米市,1,09,食料品製造業,7,117,55,-,117,55,-,23708,46907,92853,89196,-,-,-,3657,42543,42543,…,…,…,…
2,13222,東久留米市,1,13,家具・装備品製造業,3,19,12,-,19,12,-,5471,14663,26404,x,x,-,-,-,10871,10871,…,…,…,…
2,13222,東久留米市,1,15,印刷・同関連業,3,48,32,-,48,32,-,18319,79759,102059,94507,5270,-,122,2160,20648,20648,…,…,…,…
2,13222,東久留米市,1,18,プラスチック製品製造業（別掲を除く）,1,12,4,-,12,4,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13222,東久留米市,1,21,窯業・土石製品製造業,2,19,16,-,19,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,1,24,金属製品製造業,6,71,59,-,71,59,-,28023,43678,97601,79946,17435,-,-,220,50013,50013,…,…,…,…
2,13222,東久留米市,1,25,はん用機械器具製造業,2,22,16,-,22,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,1,26,生産用機械器具製造業,2,17,8,-,17,8,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,1,27,業務用機械器具製造業,3,27,19,-,27,19,-,13225,10824,30269,17802,9859,2105,-,503,18004,18004,…,…,…,…
2,13222,東久留米市,1,28,電子部品・デバイス・電子回路製造業,3,28,8,-,28,8,-,11772,9139,24368,18424,4015,1929,-,-,14106,14106,…,…,…,…
2,13222,東久留米市,1,29,電気機械器具製造業,4,30,16,-,30,16,-,7165,10835,32559,31633,59,867,-,-,20115,20115,…,…,…,…
2,13222,東久留米市,1,30,情報通信機械器具製造業,1,6,5,-,6,5,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,1,31,輸送用機械器具製造業,1,7,3,-,7,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13222,東久留米市,1,32,その他の製造業,3,31,17,-,31,17,-,x,x,x,-,x,-,-,x,x,x,…,…,…,…
2,13223,武蔵村山市,0,00,総数,88,993,692,4,996,695,1,382738,739162,1607608,1260571,331871,11725,28,3413,804349,804349,…,…,…,…
2,13223,武蔵村山市,1,09,食料品製造業,5,66,37,-,66,37,-,15445,36180,69821,63389,4437,-,-,1995,31149,31149,…,…,…,…
2,13223,武蔵村山市,1,13,家具・装備品製造業,4,38,34,-,38,34,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,14,パルプ・紙・紙加工品製造業,2,27,19,-,27,19,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13223,武蔵村山市,1,15,印刷・同関連業,7,94,58,-,94,58,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,18,プラスチック製品製造業（別掲を除く）,5,37,20,-,37,20,-,10349,20863,42191,38736,2791,-,-,664,19749,19749,…,…,…,…
2,13223,武蔵村山市,1,21,窯業・土石製品製造業,2,29,23,-,29,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13223,武蔵村山市,1,24,金属製品製造業,16,126,99,-,126,99,-,49383,57850,157755,100483,56772,-,-,500,92505,92505,…,…,…,…
2,13223,武蔵村山市,1,25,はん用機械器具製造業,2,38,23,-,38,23,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,26,生産用機械器具製造業,19,257,210,-,257,210,-,115177,275644,557593,494289,63218,-,-,86,261069,261069,…,…,…,…
2,13223,武蔵村山市,1,27,業務用機械器具製造業,5,49,35,-,49,35,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,28,電子部品・デバイス・電子回路製造業,5,42,19,1,42,19,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,29,電気機械器具製造業,9,110,52,-,110,52,-,44873,78980,175089,122435,52654,-,-,-,88989,88989,…,…,…,…
2,13223,武蔵村山市,1,31,輸送用機械器具製造業,4,62,54,3,65,57,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13223,武蔵村山市,1,32,その他の製造業,3,18,9,-,18,9,-,5330,2006,9768,7737,2031,-,-,-,7187,7187,…,…,…,…
2,13224,多摩市,0,00,総数,12,166,89,-,166,89,-,67167,129257,322965,254588,63419,336,-,4622,182371,182371,…,…,…,…
2,13224,多摩市,1,09,食料品製造業,2,26,11,-,26,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,15,印刷・同関連業,1,26,13,-,26,13,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,24,金属製品製造業,1,5,3,-,5,3,-,x,x,x,-,x,x,-,-,x,x,…,…,…,…
2,13224,多摩市,1,26,生産用機械器具製造業,2,22,17,-,22,17,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,27,業務用機械器具製造業,2,26,10,-,26,10,-,x,x,x,x,x,x,-,-,x,x,…,…,…,…
2,13224,多摩市,1,29,電気機械器具製造業,1,25,18,-,25,18,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13224,多摩市,1,32,その他の製造業,3,36,17,-,36,17,-,12273,31183,80014,30697,44695,-,-,4622,45214,45214,…,…,…,…
2,13225,稲城市,0,00,総数,51,607,398,4,608,399,3,216308,392983,801711,645963,85135,13370,-,57243,379548,379548,…,…,…,…
2,13225,稲城市,1,13,家具・装備品製造業,1,12,11,-,12,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13225,稲城市,1,16,化学工業,1,7,6,-,7,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13225,稲城市,1,18,プラスチック製品製造業（別掲を除く）,1,6,3,-,6,3,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13225,稲城市,1,21,窯業・土石製品製造業,3,68,58,-,68,58,-,35760,98329,187617,159737,-,-,-,27880,82674,82674,…,…,…,…
2,13225,稲城市,1,24,金属製品製造業,6,67,38,-,66,37,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13225,稲城市,1,26,生産用機械器具製造業,8,83,63,-,82,62,1,28318,52240,79412,71987,6815,110,-,500,25196,25196,…,…,…,…
2,13225,稲城市,1,27,業務用機械器具製造業,11,131,87,4,135,91,-,47751,69644,168505,147912,8872,9927,-,1794,92597,92597,…,…,…,…
2,13225,稲城市,1,28,電子部品・デバイス・電子回路製造業,9,114,45,-,113,44,1,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13225,稲城市,1,29,電気機械器具製造業,6,59,43,-,59,43,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13225,稲城市,1,30,情報通信機械器具製造業,4,48,35,-,48,35,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13225,稲城市,1,32,その他の製造業,1,12,9,-,12,9,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13227,羽村市,0,00,総数,40,532,391,-,529,389,3,213478,708132,1314434,1102345,143435,110,16,68528,565207,565207,…,…,…,…
2,13227,羽村市,1,13,家具・装備品製造業,1,7,5,-,7,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,15,印刷・同関連業,3,23,16,-,23,16,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13227,羽村市,1,16,化学工業,1,21,15,-,21,15,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13227,羽村市,1,18,プラスチック製品製造業（別掲を除く）,1,18,8,-,18,8,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,21,窯業・土石製品製造業,1,13,11,-,13,11,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,22,鉄鋼業,1,12,11,-,12,11,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13227,羽村市,1,23,非鉄金属製造業,1,6,4,-,6,4,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,24,金属製品製造業,11,149,109,-,148,108,1,57080,195206,392987,338622,54255,110,-,-,183130,183130,…,…,…,…
2,13227,羽村市,1,25,はん用機械器具製造業,2,41,35,-,41,35,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,26,生産用機械器具製造業,6,39,22,-,39,22,-,10102,14702,34623,27998,3778,-,13,2834,18447,18447,…,…,…,…
2,13227,羽村市,1,27,業務用機械器具製造業,2,34,30,-,32,29,2,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,28,電子部品・デバイス・電子回路製造業,4,93,57,-,93,57,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13227,羽村市,1,29,電気機械器具製造業,1,15,14,-,15,14,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13227,羽村市,1,30,情報通信機械器具製造業,1,10,10,-,10,10,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13227,羽村市,1,31,輸送用機械器具製造業,4,51,44,-,51,44,-,24961,32394,83809,69995,13811,-,3,-,47606,47606,…,…,…,…
2,13228,あきる野市,0,00,総数,64,844,616,1,842,615,3,354082,754559,1689784,1323262,x,-,x,37392,866158,866158,…,…,…,…
2,13228,あきる野市,1,09,食料品製造業,4,62,18,-,62,18,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13228,あきる野市,1,10,飲料・たばこ・飼料製造業,1,17,12,-,17,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,12,木材・木製品製造業（家具を除く）,3,35,30,-,35,30,-,13294,16341,37869,37456,413,-,-,-,19934,19934,…,…,…,…
2,13228,あきる野市,1,13,家具・装備品製造業,3,28,20,-,28,20,-,12334,7999,28163,27758,-,-,405,-,18670,18670,…,…,…,…
2,13228,あきる野市,1,14,パルプ・紙・紙加工品製造業,2,28,12,-,28,12,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,15,印刷・同関連業,1,4,3,-,4,3,-,x,x,x,-,x,-,x,-,x,x,…,…,…,…
2,13228,あきる野市,1,18,プラスチック製品製造業（別掲を除く）,5,64,44,-,63,43,1,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,21,窯業・土石製品製造業,5,45,38,-,45,38,-,23140,54917,128802,128802,-,-,-,-,68412,68412,…,…,…,…
2,13228,あきる野市,1,24,金属製品製造業,8,120,93,-,120,93,-,44662,69022,141753,94590,43285,-,-,3878,67390,67390,…,…,…,…
2,13228,あきる野市,1,26,生産用機械器具製造業,11,159,130,-,159,130,-,x,x,x,x,x,-,x,-,x,x,…,…,…,…
2,13228,あきる野市,1,27,業務用機械器具製造業,3,26,18,-,26,18,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,28,電子部品・デバイス・電子回路製造業,2,21,8,-,19,7,2,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,29,電気機械器具製造業,4,89,70,-,89,70,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,30,情報通信機械器具製造業,1,6,4,-,6,4,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13228,あきる野市,1,31,輸送用機械器具製造業,7,88,76,1,89,77,-,x,x,x,x,x,-,x,x,x,x,…,…,…,…
2,13228,あきる野市,1,32,その他の製造業,4,52,40,-,52,40,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13229,西東京市,0,00,総数,25,267,151,-,267,151,-,90770,155125,434040,374627,54029,-,-,5384,258258,258258,…,…,…,…
2,13229,西東京市,1,09,食料品製造業,6,84,30,-,84,30,-,20376,14652,69491,50381,19110,-,-,-,50777,50777,…,…,…,…
2,13229,西東京市,1,14,パルプ・紙・紙加工品製造業,1,8,6,-,8,6,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,15,印刷・同関連業,3,28,18,-,28,18,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13229,西東京市,1,16,化学工業,1,10,6,-,10,6,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,18,プラスチック製品製造業（別掲を除く）,1,7,6,-,7,6,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,24,金属製品製造業,4,50,33,-,50,33,-,14725,13120,42503,25377,17126,-,-,-,27207,27207,…,…,…,…
2,13229,西東京市,1,25,はん用機械器具製造業,1,4,3,-,4,3,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13229,西東京市,1,26,生産用機械器具製造業,3,22,17,-,22,17,-,7299,12009,29186,28336,842,-,-,8,15907,15907,…,…,…,…
2,13229,西東京市,1,27,業務用機械器具製造業,1,5,2,-,5,2,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,28,電子部品・デバイス・電子回路製造業,2,17,12,-,17,12,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,29,電気機械器具製造業,1,11,2,-,11,2,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
2,13229,西東京市,1,30,情報通信機械器具製造業,1,21,16,-,21,16,-,x,x,x,x,-,-,-,-,x,x,…,…,…,…
1,13300,郡部,0,00,総数,215,2499,1815,7,2492,1809,14,993302,2367896,4705572,3482473,887407,49631,645,285416,2171602,2171602,…,…,…,…
1,13300,郡部,1,09,食料品製造業,10,124,66,-,123,65,1,28229,181804,321557,142595,178940,-,-,22,129401,129401,…,…,…,…
1,13300,郡部,1,10,飲料・たばこ・飼料製造業,1,9,5,-,9,5,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
1,13300,郡部,1,11,繊維工業,1,8,5,-,8,5,-,x,x,x,-,x,-,-,-,x,x,…,…,…,…
1,13300,郡部,1,12,木材・木製品製造業（家具を除く）,6,41,30,-,40,29,1,11047,19356,34370,30471,335,-,-,3564,13903,13903,…,…,…,…
1,13300,郡部,1,13,家具・装備品製造業,4,67,51,-,67,51,-,42758,78826,214746,157130,26391,-,-,31225,125852,125852,…,…,…,…
1,13300,郡部,1,14,パルプ・紙・紙加工品製造業,4,39,23,-,39,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
1,13300,郡部,1,15,印刷・同関連業,4,30,23,3,33,26,-,12904,41711,77977,60885,16807,-,285,-,33579,33579,…,…,…,…
1,13300,郡部,1,16,化学工業,1,21,13,-,21,13,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
1,13300,郡部,1,17,石油製品・石炭製品製造業,3,30,24,-,30,24,-,21327,340433,460473,285953,-,-,-,174520,111297,111297,…,…,…,…
1,13300,郡部,1,18,プラスチック製品製造業（別掲を除く）,16,200,133,-,200,133,-,74123,83351,247946,202814,44542,-,-,590,152817,152817,…,…,…,…
1,13300,郡部,1,21,窯業・土石製品製造業,9,148,127,-,148,127,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13300,郡部,1,22,鉄鋼業,8,93,67,-,93,67,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13300,郡部,1,23,非鉄金属製造業,2,25,15,-,25,15,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
1,13300,郡部,1,24,金属製品製造業,38,365,275,-,363,273,2,x,x,x,x,x,x,x,x,x,x,…,…,…,…
1,13300,郡部,1,25,はん用機械器具製造業,8,89,77,-,89,77,-,x,x,x,x,x,x,x,-,x,x,…,…,…,…
1,13300,郡部,1,26,生産用機械器具製造業,32,400,315,-,400,315,-,185683,391924,738462,576555,136847,22505,75,2480,323251,323251,…,…,…,…
1,13300,郡部,1,27,業務用機械器具製造業,16,245,172,-,243,171,2,97375,162897,361585,345699,14027,1183,-,676,185585,185585,…,…,…,…
1,13300,郡部,1,28,電子部品・デバイス・電子回路製造業,9,110,75,-,110,75,-,44187,56374,171818,66155,68749,-,-,36914,106892,106892,…,…,…,…
1,13300,郡部,1,29,電気機械器具製造業,9,100,74,3,103,75,-,39244,80231,137714,74656,63050,-,8,-,53223,53223,…,…,…,…
1,13300,郡部,1,30,情報通信機械器具製造業,1,16,13,1,17,14,-,x,x,x,x,x,-,-,-,x,x,…,…,…,…
1,13300,郡部,1,31,輸送用機械器具製造業,16,174,127,-,173,126,1,79505,120552,312172,260295,47423,3662,232,560,177428,177428,…,…,…,…
1,13300,郡部,1,32,その他の製造業,17,165,105,-,158,100,7,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13303,瑞穂町,0,00,総数,167,1945,1423,4,1943,1422,6,788055,1692543,3591774,2460920,x,x,645,217240,1765633,1765633,…,…,…,…
2,13303,瑞穂町,1,09,食料品製造業,7,81,47,-,80,46,1,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,10,飲料・たばこ・飼料製造業,1,9,5,-,9,5,-,x,x,x,x,x,x,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,12,木材・木製品製造業（家具を除く）,2,17,12,-,17,12,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,13,家具・装備品製造業,3,60,44,-,60,44,-,x,x,x,x,x,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,14,パルプ・紙・紙加工品製造業,4,39,23,-,39,23,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,15,印刷・同関連業,4,30,23,3,33,26,-,12904,41711,77977,60885,16807,-,285,-,33579,33579,…,…,…,…
2,13303,瑞穂町,1,16,化学工業,1,21,13,-,21,13,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,17,石油製品・石炭製品製造業,2,14,10,-,14,10,-,x,x,x,x,-,-,-,x,x,x,…,…,…,…
2,13303,瑞穂町,1,18,プラスチック製品製造業（別掲を除く）,13,159,105,-,159,105,-,61210,72332,197083,x,x,-,-,590,115924,115924,…,…,…,…
2,13303,瑞穂町,1,21,窯業・土石製品製造業,1,14,10,-,14,10,-,x,x,x,-,x,-,-,x,x,x,…,…,…,…
