規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5186891,54729,68137,5174511,1337284,36627,42644,1330239
５人以上,鉱業,2037,27,20,2044,39,0,0,39
５人以上,建設業,332370,2516,3820,331069,15431,473,411,15490
５人以上,製造業,658769,4701,6439,657029,65190,1333,2368,64157
５人以上,電気・ガス・熱供給・水道業,35816,122,214,35723,3404,116,70,3451
５人以上,情報通信業,571657,6842,9049,569451,29200,1058,763,29494
５人以上,運輸業,285256,3544,3408,285392,39654,546,971,39229
５人以上,卸売・小売業,1039020,10700,12828,1037581,390372,7410,9970,387123
５人以上,金融・保険業,378786,4526,5739,377573,22274,623,324,22573
５人以上,不動産業,99998,1469,1559,99906,14055,329,641,13745
５人以上,"飲食店,宿泊業",155623,2696,3135,155524,329701,11996,12286,329071
５人以上,"医療,福祉",279453,5118,5068,279503,127488,4512,4170,127830
５人以上,"教育,学習支援業",261091,568,1475,260186,88561,1702,2145,88116
５人以上,複合サービス事業,45615,14,133,45497,9878,145,57,9965
５人以上,サービス業（他に分類されないもの）,1041400,11886,15250,1038033,202037,6384,8468,199956
30人以上,調査産業計,3761497,39399,45280,3755640,621765,15773,17463,620051
30人以上,鉱業,2037,27,20,2044,39,0,0,39
30人以上,建設業,203660,905,1292,203275,5349,285,125,5507
30人以上,製造業,482186,3420,3798,481807,32520,915,1422,32014
30人以上,電気・ガス・熱供給・水道業,33502,90,214,33377,3042,116,70,3089
30人以上,情報通信業,477726,4890,4402,478215,25035,1058,763,25329
30人以上,運輸業,226371,3048,3001,226418,31196,511,264,31443
30人以上,卸売・小売業,663164,6539,8809,660894,165987,1699,2897,164789
30人以上,金融・保険業,316811,3303,4207,315907,14516,108,122,14502
30人以上,不動産業,58778,704,852,58628,8131,136,233,8036
30人以上,"飲食店,宿泊業",87794,2019,1609,88229,86093,3544,1355,88257
30人以上,"医療,福祉",199484,3086,4266,198304,59524,1854,2029,59349
30人以上,"教育,学習支援業",209399,505,632,209273,48426,1234,434,49225
30人以上,複合サービス事業,32900,14,42,32873,7064,115,57,7121
30人以上,サービス業（他に分類されないもの）,767685,10849,12136,766396,134843,4198,7692,131351
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年１月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
