規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5177814,65063,71822,5171411,1326936,46410,53924,1319066
５人以上,鉱業,2044,25,25,2044,39,0,0,39
５人以上,建設業,331160,3315,2791,332083,15399,609,792,14817
５人以上,製造業,661233,4881,4694,661417,59953,1460,1092,60324
５人以上,電気・ガス・熱供給・水道業,35815,78,103,35792,3359,33,30,3360
５人以上,情報通信業,569553,9241,4988,573805,29392,1482,1258,29617
５人以上,運輸業,284795,3675,3017,285551,39826,914,976,39666
５人以上,卸売・小売業,1041647,13603,15248,1039982,383057,9493,17844,374726
５人以上,金融・保険業,371404,4964,7079,369289,28742,2718,680,30780
５人以上,不動産業,99743,1091,2258,98575,13908,431,424,13916
５人以上,"飲食店,宿泊業",164564,4740,8694,160610,320031,10562,13046,317547
５人以上,"医療,福祉",280535,3491,5031,278874,126798,4254,2560,128613
５人以上,"教育,学習支援業",262586,1107,4105,259589,85716,2424,5575,82564
５人以上,複合サービス事業,46528,1587,449,47667,8934,20,1109,7844
５人以上,サービス業（他に分類されないもの）,1026207,13265,13340,1026133,211782,12010,8538,215253
30人以上,調査産業計,3759522,41528,47639,3753403,616169,23743,28065,611855
30人以上,鉱業,2044,25,25,2044,39,0,0,39
30人以上,建設業,203070,1283,1122,203231,5712,324,238,5798
30人以上,製造業,485563,3112,2975,485696,28258,670,804,28128
30人以上,電気・ガス・熱供給・水道業,33376,30,103,33305,3090,8,30,3066
30人以上,情報通信業,479355,4094,4258,479189,24189,1321,1258,24254
30人以上,運輸業,226319,2933,2447,226803,31542,767,721,31590
30人以上,卸売・小売業,662560,8212,9874,660893,163123,3374,7954,158548
30人以上,金融・保険業,309610,4457,5973,308094,20799,2605,359,23045
30人以上,不動産業,58822,583,800,58604,7842,238,274,7807
30人以上,"飲食店,宿泊業",88477,2064,2398,88144,88009,2599,4522,86085
30人以上,"医療,福祉",198401,2863,2630,198634,59252,1813,1143,59922
30人以上,"教育,学習支援業",210156,287,3852,206593,48342,785,3341,45784
30人以上,複合サービス事業,33949,1241,449,34741,6045,0,1029,5016
30人以上,サービス業（他に分類されないもの）,767820,10344,10733,767432,129927,9239,6392,132773
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２０年２月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
