種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）河川等船着場（その他）,63,3,宝田橋,千代田区九段南１－２－１,千代田
（１）河川等船着場（その他）,※,3,月島ふ頭,中央区豊海町,中央
（１）河川等船着場（その他）,※,3,浜町,中央区日本橋浜町１丁目地先,中央
（１）河川等船着場（その他）,※,3,常盤橋,中央区日本橋本石町２丁目１番先,中央
（１）河川等船着場（その他）,※,3,日の出桟橋,港区海岸２丁目地先,港
（１）河川等船着場（その他）,※,3,お台場海浜公園,港区台場２丁目地先,港
（１）河川等船着場（その他）,※,3,両国,墨田区横網１丁目地先,墨田
（１）河川等船着場（その他）,※,3,平井橋,墨田区立花３丁目地先,墨田
（１）河川等船着場（その他）,※,3,白鬚橋南船着場,墨田区堤通１丁目地先,墨田
（１）河川等船着場（その他）,※,3,浅草東参道二天門防災船着場,台東区花川戸２丁目地先,台東
（１）河川等船着場（その他）,※,3,新砂緊急用船着場,江東区新砂３丁目,江東
（１）河川等船着場（その他）,※,3,有明客船ターミナル,江東区有明３丁目,江東
（１）河川等船着場（その他）,※,3,青海客船ターミナル,江東区青海２丁目,江東
（１）河川等船着場（その他）,※,3,夢の島マリーナ,江東区夢の島３丁目,江東
（１）河川等船着場（その他）,※,3,夢の島乗船場,江東区夢の島地先,江東
（１）河川等船着場（その他）,※,3,黒船橋乗船場,江東区門前仲町１丁目１番地先,江東
（１）河川等船着場（その他）,※,3,木場六丁目乗船場,江東区木場６丁目,江東
（１）河川等船着場（その他）,※,3,亀戸中央公園乗船場,江東区亀戸８丁目,江東
（１）河川等船着場（その他）,※,3,豊洲三丁目乗船場,江東区豊洲３丁目,江東
（１）河川等船着場（その他）,※,3,旧中川川の駅スロープ,江東区大島９丁目,江東
（１）河川等船着場（その他）,※,3,大井ふ頭中央海浜公園,品川区八潮４丁目地先,品川
（１）河川等船着場（その他）,※,3,大井,品川区勝島２丁目地先,品川
（１）河川等船着場（その他）,※,3,東海橋,品川区北品川３丁目,品川
（１）河川等船着場（その他）,※,3,勝島１丁目,品川区勝島,品川
（１）河川等船着場（その他）,※,3,多摩川二丁目緊急用船着場,大田区多摩川２丁目,大田
（１）河川等船着場（その他）,※,3,東京都漁連水産物流通センター,大田区京浜島３丁目,大田
（１）河川等船着場（その他）,※,3,大森ふるさとの浜辺公園,大田区平和の森公園２番２号,大田
（１）河川等船着場（その他）,※,3,羽田２、３丁目,大田区羽田２、３丁目,大田
（１）河川等船着場（その他）,※,3,東糀谷六丁目,大田区東糀谷６丁目,大田
（１）河川等船着場（その他）,※,3,羽田空港天空橋,大田区羽田空港１丁目,大田
（１）河川等船着場（その他）,※,3,岩淵緊急用船着場,北区志茂５丁目,北
（１）河川等船着場（その他）,※,3,岩淵,北区志茂５丁目,北
（１）河川等船着場（その他）,※,3,豊島,北区豊島５丁目地先,北
（１）河川等船着場（その他）,※,3,北赤羽,北区浮間１,北
（１）河川等船着場（その他）,※,3,白鬚西,荒川区南千住８丁目地先,荒川
（１）河川等船着場（その他）,※,3,小豆沢,板橋区小豆沢４丁目地先,板橋
（１）河川等船着場（その他）,※,3,板橋緊急用船着場,板橋区舟渡地先,板橋
（１）河川等船着場（その他）,※,3,新田緊急用船着場,足立区新田３丁目,足立
（１）河川等船着場（その他）,※,3,足立緊急用船着場,足立区足立２丁目,足立
（１）河川等船着場（その他）,※,3,千住,足立区千住曙町地先,足立
（１）河川等船着場（その他）,※,3,堀切緊急用船着場,葛飾区堀切１－１２,葛飾
（１）河川等船着場（その他）,※,3,柴又緊急用船着場,葛飾区柴又７－１９,葛飾
（１）河川等船着場（その他）,※,3,東立石緑地公園船着場,葛飾区東立石４－６番先,葛飾
（１）河川等船着場（その他）,※,3,新小岩防災船着場,葛飾区西新小岩１－１番先,葛飾
（１）河川等船着場（その他）,※,3,青戸六丁目広場付近護岸,葛飾区青戸６－４０番先,葛飾
（１）河川等船着場（その他）,※,3,東京東部漁協荒天時避難繋船場,葛飾区奥戸７－２０番先,葛飾
（１）河川等船着場（その他）,※,3,第五建築事務所上平井橋係留所,葛飾区東四つ木１－１番先,葛飾
（１）河川等船着場（その他）,※,3,ミヨシ油脂（株）専用荷揚げ場,葛飾区堀切４－６６番先,葛飾
（１）河川等船着場（その他）,※,3,上篠崎,江戸川区上篠崎２丁目２７番地先,江戸川
（１）河川等船着場（その他）,※,3,葛西臨海公園,江戸川区臨海町６丁目地先,江戸川
（１）河川等船着場（その他）,※,3,一之江橋,江戸川区新堀１丁目１番地先,江戸川
（１）河川等船着場（その他）,※,3,東篠崎,江戸川区東篠崎２丁目地先,江戸川
（１）河川等船着場（その他）,※,3,小松川,江戸川区小松川１丁目,江戸川
（１）河川等船着場（その他）,※,3,新今井橋,江戸川区江戸川４丁目,江戸川
（１）河川等船着場（その他）,※,3,平井,江戸川区平井６丁目７１番地先,江戸川
（１）河川等船着場（その他）,※,3,なぎさ公園,江戸川区南葛西７丁目３番地先,江戸川
（１）河川等船着場（その他）,※,3,今井交通公園,江戸川区江戸川４丁目９番先,江戸川
（１）河川等船着場（その他）,※,3,スポーツランド,江戸川区東篠崎１丁目８番地先,江戸川
（１）河川等船着場（その他）,※,3,ポニーランド,江戸川区篠崎町３丁目２３番地先,江戸川
（１）河川等船着場（その他）,※,3,船堀,江戸川区船堀１丁目地先,江戸川
（１）河川等船着場（その他）,※,3,西葛西,江戸川区西葛西２丁目地先,江戸川
（１）河川等船着場（その他）,※,3,篠崎公園,江戸川区上篠崎１丁目２５番地先,江戸川
（１）河川等船着場（その他）,※,3,小岩菖蒲園,江戸川区北小岩４丁目３７番先,江戸川
