事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
区市町村による地域特性を踏まえた震災がれき処理マニュアルの作成を支援するとともに、近隣県等と共に広域的ながれき処理体制の構築を図っていきます,,,,,,21,,21
23,１０－１７,首都直下地震に備えた震災がれきの迅速な処理体制の構築,環境局,災害時に発生する災害廃棄物を円滑かつ迅速に処理するため東京都災害廃棄物処理計画を策定し、関連規定を整備する。／また区市町村の災害廃棄物処理計画策定を支援する。,・東京都災害廃棄物処理計画策定に向けて、調査、検討を開始／・東京都廃棄物審議会の下に災害廃棄物処理について審議する災害廃棄物部会及びＷＧを設置,21,・東京都災害廃棄物処理計画に基づくマニュアルの整備等を検討,21
