ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）利島港,１．８８～３．７３,１．８６～３．７１,2.67,2.65,１２．６～１５．９,12.8,１５．９～２１．１,19.7
元禄型,（２）利島港拡大１,２．１７～３．５０,２．１５～３．４８,2.70,2.68,１２．６～１５．４,12.7,１５．９～２０．１,19.8
関東地震,（３）利島港拡大２,３．５３～３．６０,３．５１～３．５８,3.57,3.55,１２．７～１２．７,12.7,１９．８～１９．９,19.9
関東地震,島全体,１．８８～４．９４,１．８６～４．９２,3.20,3.18,１２．６～１７．６,16.4,１５．９～２１．９,19.6
