番号,渓流番号,水系名,河川名,渓流名,所在地郡・市,所在地町・村,所在地字
316,梅－Ⅱ－１３３,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
317,梅－準－１０１,多摩川,大荷田川,無名沢,青梅市,友田町,１丁目
318,梅－準－１０２,多摩川,町谷川,無名沢,青梅市,和田町,２丁目
319,梅－準－１０３,多摩川,多摩川,無名沢,青梅市,柚木町,３丁目
320,梅－準－１０４,多摩川,成木川,無名沢,青梅市,根ヶ布,１丁目
321,梅－準－１０５,多摩川,成木川,無名沢,青梅市,根ヶ布,１丁目
322,梅－準－１０６,多摩川,平溝川,無名沢,青梅市,二俣尾,５丁目
323,梅－準－１０７,荒川,北小曾木川,無名沢,青梅市,成木,８丁目
324,梅－準－１０８,荒川,成木川,無名沢,青梅市,成木,７丁目
325,町－Ⅰ－００１,境川,境川,大地沢,町田市,相原町,-
326,町－Ⅱ－００１,境川,境川,権現谷,町田市,相原町,-
327,町－Ⅰ－Ⅱ００２,境川,境川,無名沢,町田市,相原町,-
328,あ－Ⅰ－００２,多摩川,秋川,無名沢,あきる野市,,高尾
329,あ－Ⅰ－００３,多摩川,秋川,南沢,あきる野市,,深沢
330,あ－Ⅰ－００４,多摩川,秋川,深沢川,あきる野市,,留原
331,あ－Ⅰ－００５,多摩川,秋川,樽沢,あきる野市,,入野
332,あ－Ⅰ－００６,多摩川,秋川,無名沢,あきる野市,,入野
333,あ－Ⅰ－００７,多摩川,秋川,無名沢,あきる野市,,留原
334,あ－Ⅰ－００８,多摩川,秋川,無名沢,あきる野市,,小和田
335,あ－Ⅰ－００９,多摩川,秋川,無名沢,あきる野市,,小和田
336,あ－Ⅰ－０１０,多摩川,秋川,無名沢,あきる野市,,五日市
337,あ－Ⅰ－０１１,多摩川,秋川,雪沢,あきる野市,,小中野
338,あ－Ⅱ－Ⅰ０１２,多摩川,秋川,無名沢,あきる野市,,戸倉
339,あ－Ⅰ－０１３,多摩川,秋川,無名沢,あきる野市,,戸倉
340,あ－Ⅰ－０１４,多摩川,秋川,無名沢,あきる野市,,乙津
341,あ－Ⅰ－０１５,多摩川,秋川,無名沢,あきる野市,,乙津
342,あ－Ⅱ－Ⅰ０１６,多摩川,秋川,無名沢,あきる野市,,乙津
343,あ－Ⅰ－０１７,多摩川,秋川,万沢,あきる野市,,乙津
344,あ－Ⅰ－０１８,多摩川,秋川,唐沢,あきる野市,,乙津
345,あ－Ⅰ－０１９,多摩川,秋川,無名沢,あきる野市,,乙津
346,あ－Ⅱ－Ⅰ０２０,多摩川,秋川,無名沢,あきる野市,,養沢
347,あ－Ⅰ－０２１,多摩川,秋川,無名沢,あきる野市,,養沢
348,あ－Ⅰ－０２２,多摩川,秋川,無名沢,あきる野市,,養沢
349,あ－Ⅰ－０２３,多摩川,秋川,無名沢,あきる野市,,養沢
350,あ－Ⅰ－０２４,多摩川,秋川,養沢川,あきる野市,,養沢
351,あ－Ⅱ－Ⅰ０２５,多摩川,秋川,無名沢,あきる野市,,養沢
352,あ－Ⅱ－Ⅰ０２６,多摩川,秋川,宝沢,あきる野市,,養沢
353,あ－Ⅰ－０２７,多摩川,平井川,無名沢,あきる野市,,菅生
354,あ－Ⅰ－０２８,多摩川,平井川,無名沢,あきる野市,,菅生
355,あ－Ⅰ－０２９,多摩川,平井川,無名沢,あきる野市,,菅生
356,あ－Ⅰ－０３０,多摩川,平井川,無名沢,あきる野市,,菅生
357,あ－Ⅰ－０３１,多摩川,平井川,鯉川,あきる野市,,菅生
358,あ－Ⅰ－１０１,多摩川,秋川,無名沢,あきる野市,,荷田子
359,あ－Ⅰ－１０２,多摩川,三内川,無名沢,あきる野市,,深沢
360,あ－Ⅰ－１０３,多摩川,秋川,無名沢,あきる野市,,三内
361,あ－Ⅱ－００１,多摩川,秋川,無名沢,あきる野市,,深沢
362,あ－Ⅱ－００２,多摩川,秋川,無名沢,あきる野市,,深沢
363,あ－Ⅰ－Ⅱ００３,多摩川,秋川,無名沢,あきる野市,,深沢
364,あ－Ⅱ－００４,多摩川,秋川,無名沢,あきる野市,,深沢
365,あ－Ⅱ－００５,多摩川,秋川,無名沢,あきる野市,,深沢
366,あ－Ⅱ－００６,多摩川,秋川,無名沢,あきる野市,,五日市
367,あ－Ⅱ－００７,多摩川,秋川,無名沢,あきる野市,,戸倉
368,あ－Ⅱ－００８,多摩川,秋川,無名沢,あきる野市,,戸倉
369,あ－Ⅱ－００９,多摩川,秋川,無名沢,あきる野市,,戸倉
370,あ－Ⅱ－０１０,多摩川,秋川,無名沢,あきる野市,,乙津
371,あ－Ⅱ－０１１,多摩川,秋川,無名沢,あきる野市,,養沢
372,あ－Ⅱ－０１２,多摩川,平井川,無名沢,あきる野市,,菅生
373,あ－Ⅱ－１０１,多摩川,養沢川,無名沢,あきる野市,,養沢
374,あ－Ⅱ－１０２,多摩川,三内川,無名沢,あきる野市,,深沢
375,あ－Ⅱ－１０３,多摩川,三内川,無名沢,あきる野市,,深沢
376,あ－準－１０１,多摩川,秋川,無名沢,あきる野市,,引田
377,あ－準－１０２,多摩川,秋川,無名沢,あきる野市,,高尾
378,あ－準－１０３,多摩川,秋川,無名沢,あきる野市,,養沢
379,あ－準－１０４,多摩川,刈寄川,無名沢,あきる野市,,戸倉
380,あ－準－１０５,多摩川,盆掘川,無名沢,あきる野市,,戸倉
381,あ－準－１０６,多摩川,秋川,無名沢,あきる野市,,養沢
382,あ－準－１０７,多摩川,秋川,無名沢,あきる野市,,養沢
383,あ－準－１０８,多摩川,三内川,無名沢,あきる野市,,入野
384,あ－準－１０９,多摩川,三内川,無名沢,あきる野市,,入野
385,あ－準－１１０,多摩川,平井川,無名沢,あきる野市,,菅生
386,あ－準－１１１,多摩川,三内川,無名沢,あきる野市,,入野
387,日－Ⅰ－００１,多摩川,平井川,谷の入川,西多摩郡,日の出町,平井
388,日－Ⅰ－００２,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
389,日－Ⅰ－００３,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
390,日－Ⅰ－００４,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
391,日－Ⅰ－００５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
392,日－Ⅰ－００６,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
393,日－Ⅰ－００７,多摩川,平井川,三神沢,西多摩郡,日の出町,平井
394,日－Ⅰ－００８,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
395,日－Ⅰ－００９,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
396,日－Ⅰ－０１０,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
397,日－Ⅰ－０１１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
398,日－Ⅰ－０１２,多摩川,平井川,白倉入沢,西多摩郡,日の出町,大久野
399,日－Ⅰ－０１３,多摩川,平井川,白倉入沢,西多摩郡,日の出町,大久野
400,日－Ⅱ－Ⅰ０１４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
401,日－Ⅰ－０１５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
402,日－Ⅰ－０１６,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
403,日－Ⅰ－０１７,多摩川,平井川,勝峰川,西多摩郡,日の出町,大久野
404,日－Ⅰ－０１８,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
405,日－Ⅰ－０１９,多摩川,平井川,光明沢,西多摩郡,日の出町,大久野
406,日－Ⅰ－０２０,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
407,日－Ⅱ－Ⅰ０２１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
408,日－Ⅰ－０２２,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
409,日－Ⅰ－０２３,多摩川,平井川,肝要沢,西多摩郡,日の出町,大久野
410,日－Ⅰ－０２４,多摩川,平井川,タルタボ沢,西多摩郡,日の出町,大久野
411,日－Ⅰ－０２５,多摩川,平井川,大入沢,西多摩郡,日の出町,大久野
412,日－Ⅰ－１０１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
413,日－Ⅰ－１０２,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
414,日－Ⅰ－１０３,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
415,日－Ⅰ－１０４,多摩川,平井川,白倉入沢,西多摩郡,日の出町,大久野
416,日－Ⅱ－００１,多摩川,平井川,足下田川,西多摩郡,日の出町,平井
417,日－Ⅱ－００２,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
418,日－Ⅱ－００３,多摩川,平井川,無名沢,西多摩郡,日の出町,平井
419,日－Ⅱ－００４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
420,日－Ⅱ－００５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
421,日－Ⅱ－００６,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
422,日－Ⅱ－００７,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
423,日－Ⅰ－Ⅱ００８,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
424,日－Ⅰ－Ⅱ００９,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
425,日－Ⅱ－０１０,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
426,日－Ⅱ－０１１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
427,日－Ⅱ－０１２,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
428,日－Ⅱ－０１３,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
429,日－Ⅱ－０１４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
430,日－Ⅱ－０１５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
431,日－Ⅱ－０１６,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
432,日－準－Ⅱ０１７,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
433,日－Ⅱ－０１８,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
434,日－Ⅱ－０１９,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
435,日－Ⅰ－Ⅱ０２０,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
436,日－Ⅱ－０２１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
437,日－Ⅱ－０２２,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
438,日－Ⅱ－０２３,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
439,日－Ⅱ－０２４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
440,日－Ⅱ－０２５,多摩川,平井川,久留見指沢,西多摩郡,日の出町,大久野
441,日－Ⅱ－０２６,多摩川,平井川,滝本川,西多摩郡,日の出町,大久野
442,日－Ⅱ－１０１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
443,日－Ⅱ－１０２,多摩川,平井川,焼岩沢,西多摩郡,日の出町,大久野
444,日－Ⅱ－１０３,多摩川,平井川,北向入沢,西多摩郡,日の出町,大久野
445,日－Ⅱ－１０４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
446,日－Ⅱ－１０５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
447,日－Ⅱ－１０６,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
448,日－Ⅱ－１０７,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
449,日－Ⅱ－１０８,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
450,日－準－１０１,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
451,日－準－１０２,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
452,日－準－１０３,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
453,日－準－１０４,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
454,日－準－１０５,多摩川,平井川,無名沢,西多摩郡,日の出町,大久野
455,檜－Ⅰ－００１,多摩川,秋川,無名沢,西多摩郡,檜原村,下元郷
456,檜－Ⅰ－００２,多摩川,秋川,泉沢,西多摩郡,檜原村,下元郷
457,檜－Ⅰ－００３,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
458,檜－Ⅰ－００４,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
459,檜－Ⅱ－Ⅰ００５,多摩川,秋川,無名沢,西多摩郡,檜原村,本宿
460,檜－Ⅰ－００６,多摩川,秋川,マンナリ沢,西多摩郡,檜原村,南郷
461,檜－Ⅰ－００７,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
462,檜－Ⅰ－００８,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
463,檜－Ⅰ－００９,多摩川,秋川,笛吹沢,西多摩郡,檜原村,人里
464,檜－Ⅰ－０１０,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
465,檜－Ⅰ－０１１,多摩川,秋川,大沢川,西多摩郡,檜原村,人里
466,檜－Ⅰ－０１２,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
467,檜－Ⅰ－０１３,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
468,檜－Ⅰ－０１４,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
469,檜－Ⅰ－０１５,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
470,檜－Ⅰ－０１６,多摩川,秋川,茅倉沢,西多摩郡,檜原村,三都郷
471,檜－Ⅰ－０１７,多摩川,秋川,千足川,西多摩郡,檜原村,三都郷
472,檜－Ⅰ－０１８,多摩川,秋川,無名沢,西多摩郡,檜原村,三都郷
473,檜－Ⅰ－０１９,多摩川,秋川,八割沢,西多摩郡,檜原村,三都郷
474,檜－Ⅰ－０２０,多摩川,秋川,大沢,西多摩郡,檜原村,神戸
475,檜－Ⅱ－Ⅰ０２１,多摩川,秋川,無名沢,西多摩郡,檜原村,神戸
476,檜－Ⅰ－１０１,多摩川,秋川,無名沢,西多摩郡,檜原村,本宿
477,檜－Ⅰ－１０２,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
478,檜－Ⅰ－１０３,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
479,檜－Ⅰ－１０４,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
480,檜－Ⅰ－１０５,多摩川,秋川,無名沢,西多摩郡,檜原村,南郷
481,檜－Ⅰ－１０６,多摩川,秋川,無名沢,西多摩郡,檜原村,本宿
482,檜－Ⅰ－１０７,多摩川,秋川,無名沢,西多摩郡,檜原村,本宿
483,檜－Ⅰ－１０８,多摩川,秋川,無名沢,西多摩郡,檜原村,倉掛
484,檜－Ⅱ－００１,多摩川,秋川,無名沢,西多摩郡,檜原村,下元郷
485,檜－Ⅱ－００２,多摩川,秋川,無名沢,西多摩郡,檜原村,下元郷
486,檜－Ⅱ－００３,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
487,檜－Ⅰ－Ⅱ００４,多摩川,秋川,出野沢,西多摩郡,檜原村,南郷
488,檜－Ⅱ－００５,多摩川,秋川,無名沢,西多摩郡,檜原村,南郷
489,檜－Ⅰ－Ⅱ００６,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
490,檜－Ⅱ－００７,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
491,檜－Ⅱ－００８,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
492,檜－Ⅰ－Ⅱ００９,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
493,檜－Ⅱ－０１０,多摩川,秋川,無名沢,西多摩郡,檜原村,数馬
494,檜－Ⅱ－０１１,多摩川,秋川,セト沢,西多摩郡,檜原村,本宿
495,檜－Ⅰ－Ⅱ０１２,多摩川,秋川,無名沢,西多摩郡,檜原村,神戸
496,檜－Ⅱ－０１３,多摩川,秋川,無名沢,西多摩郡,檜原村,神戸
497,檜－Ⅰ－Ⅱ０１４,多摩川,秋川,神戸沢,西多摩郡,檜原村,神戸
498,檜－Ⅱ－０１５,多摩川,秋川,無名沢,西多摩郡,檜原村,小沢
499,檜－Ⅱ－０１７,多摩川,秋川,無名沢,西多摩郡,檜原村,樋里
500,檜－Ⅱ－０１８,多摩川,秋川,無名沢,西多摩郡,檜原村,倉掛
501,檜－Ⅱ－０１９,多摩川,秋川,無名沢,西多摩郡,檜原村,倉掛
502,檜－Ⅱ－０２０,多摩川,秋川,無名沢,西多摩郡,檜原村,倉掛
503,檜－Ⅱ－１０１,多摩川,秋川,無名沢,西多摩郡,檜原村,人里
504,檜－Ⅱ－１０２,多摩川,秋川,無名沢,西多摩郡,檜原村,本宿
505,檜－Ⅱ－１０３,多摩川,秋川,無名沢,西多摩郡,檜原村,樋里
506,檜－Ⅱ－１０４,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
507,檜－Ⅱ－１０５,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
508,檜－Ⅱ－１０６,多摩川,秋川,無名沢,西多摩郡,檜原村,上元郷
509,奥－Ⅰ－００２,多摩川,大丹波川,ゴンチ入沢,西多摩郡,奥多摩町,大丹波
510,奥－Ⅰ－００３,多摩川,大丹波川,大丹波川,西多摩郡,奥多摩町,大丹波
511,奥－Ⅰ－００４,多摩川,多摩川,穴沢,西多摩郡,奥多摩町,川井
512,奥－Ⅰ－００５,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,小丹波
513,奥－Ⅰ－００６,多摩川,多摩川,西沢,西多摩郡,奥多摩町,小丹波
514,奥－Ⅰ－００７,多摩川,多摩川,寺沢,西多摩郡,奥多摩町,棚沢
515,奥－Ⅰ－００８,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,小丹波
516,奥－Ⅰ－００９,多摩川,多摩川,大渡谷,西多摩郡,奥多摩町,小丹波
517,奥－Ⅰ－０１０,多摩川,多摩川,大蔵沢,西多摩郡,奥多摩町,小丹波
518,奥－Ⅰ－０１１,多摩川,多摩川,入川谷,西多摩郡,奥多摩町,棚沢
519,奥－Ⅰ－０１２,多摩川,西川,西川,西多摩郡,奥多摩町,棚沢
520,奥－Ⅱ－Ⅰ０１３,多摩川,多摩川,滝沢,西多摩郡,奥多摩町,白丸
521,奥－Ⅰ－０１４,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,海沢
522,奥－Ⅰ－０１５,多摩川,日原川,無名沢,西多摩郡,奥多摩町,氷川
523,奥－Ⅰ－０１６,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
524,奥－Ⅰ－０１７,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
525,奥－Ⅰ－０１８,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
526,奥－Ⅰ－０１９,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
527,奥－Ⅰ－０２０,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
528,奥－Ⅰ－０２１,多摩川,多摩川,大沢,西多摩郡,奥多摩町,氷川
529,奥－Ⅰ－０２２,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,氷川
530,奥－Ⅰ－０２３,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,境
531,奥－Ⅰ－０２４,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,境
532,奥－Ⅰ－０２５,多摩川,多摩川,水根入沢,西多摩郡,奥多摩町,境
533,奥－Ⅰ－０２６,多摩川,奥多摩湖,アメフリ谷,西多摩郡,奥多摩町,原
534,奥－Ⅰ－０２８,多摩川,峰谷川,無名沢,西多摩郡,奥多摩町,留浦
535,奥－Ⅰ－１０１,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,丹三郎
536,奥－Ⅰ－１０２,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,白丸
537,奥－Ⅱ－００１,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,梅沢
538,奥－Ⅱ－００２,多摩川,多摩川,梅沢,西多摩郡,奥多摩町,梅沢
539,奥－Ⅱ－００３,多摩川,多摩川,沼沢,西多摩郡,奥多摩町,川井
540,奥－Ⅱ－００４,多摩川,大丹波川,熊沢,西多摩郡,奥多摩町,大丹波
541,奥－Ⅱ－００５,多摩川,大丹波川,尾ヶ谷沢,西多摩郡,奥多摩町,大丹波
542,奥－Ⅱ－００６,多摩川,大丹波川,名坂沢,西多摩郡,奥多摩町,大丹波
543,奥－Ⅱ－００７,多摩川,大丹波川,雨野沢,西多摩郡,奥多摩町,大丹波
544,奥－Ⅱ－００８,多摩川,大丹波川,オササ沢,西多摩郡,奥多摩町,大丹波
545,奥－Ⅱ－００９,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,丹三郎
546,奥－Ⅰ－Ⅱ０１０,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,海沢
547,奥－Ⅱ－０１１,多摩川,日原川,安寺沢,西多摩郡,奥多摩町,氷川
548,奥－Ⅱ－０１２,多摩川,日原川,無名沢,西多摩郡,奥多摩町,氷川
549,奥－Ⅱ－０１３,多摩川,日原川,大沢,西多摩郡,奥多摩町,氷川
550,奥－Ⅱ－０１４,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,境
551,奥－Ⅱ－０１５,多摩川,多摩川,無名沢,西多摩郡,奥多摩町,境
552,奥－Ⅱ－０１６,多摩川,峰谷川,無名沢,西多摩郡,奥多摩町,境
553,奥－Ⅱ－０１７,多摩川,峰谷川,無名沢,西多摩郡,奥多摩町,留浦
554,奥－Ⅱ－０１８,多摩川,峰谷川,無名沢,西多摩郡,奥多摩町,留浦
555,奥－Ⅱ－０１９,多摩川,峰谷川,奥沢,西多摩郡,奥多摩町,留浦
556,奥－Ⅱ－０２０,多摩川,峰谷川,峰谷川,西多摩郡,奥多摩町,留浦
557,奥－Ⅱ－０２１,多摩川,奥多摩湖,無名沢,西多摩郡,奥多摩町,留浦
558,奥－Ⅱ－１０１,多摩川,多摩川,大加沢,西多摩郡,奥多摩町,海沢
559,奥－Ⅱ－１０２,多摩川,奥多摩湖,無名沢,西多摩郡,奥多摩町,川野
560,奥－Ⅱ－１０３,多摩川,奥多摩湖,無名沢,西多摩郡,奥多摩町,河内
561,奥－Ⅱ－１０４,多摩川,日原川,峰畑沢,西多摩郡,奥多摩町,氷川
562,奥－Ⅱ－１０５,多摩川,大丹波川,中野沢,西多摩郡,奥多摩町,大丹波
563,奥－Ⅱ－１０６,多摩川,奥多摩湖,無名沢,西多摩郡,奥多摩町,留浦
564,大－Ⅰ－００１,,,吹上の沢,,大島町,波浮
565,大－Ⅰ－００２,,,差木地沢,,大島町,差木地
566,大－Ⅰ－００３,,,間伏の沢,,大島町,野増
567,大－準－００４,,,下平沢,,大島町,野増
568,大－Ⅰ－００５,,,野増沢,,大島町,野増
569,大－Ⅰ－００６,,,大宮沢,,大島町,野増
570,大－Ⅰ－００７,,,八重沢,,大島町,元町
571,大－Ⅰ－００８,,,大金沢,,大島町,元町
572,大－Ⅰ－００９,,,長沢,,大島町,元町
573,大－Ⅰ－０１０,,,地の岡沢,,大島町,元町
574,大－Ⅰ－０１１,,,北の山沢,,大島町,元町
575,大－Ⅰ－０１２,,,根古沢,,大島町,元町
576,大－Ⅰ－０１３,,,岡田沢,,大島町,岡田
577,大－Ⅰ－０１４,,,七間沢,,大島町,泉津
578,大－Ⅰ－０１５,,,川之原沢,,大島町,泉津
579,大－Ⅰ－０１６,,,泉津沢,,大島町,泉津
580,大－Ⅰ－０１７,,,道下沢,,大島町,泉津
581,大－Ⅰ－０１８,,,滝川沢,,大島町,野増
582,大－Ⅰ－０１９,,,ミミズ沢,,大島町,泉津
583,大－Ⅰ－１０１,,,無名沢,,大島町,元町
584,大－Ⅰ－１０２,,,無名沢,,大島町,元町
585,大－Ⅰ－１０３,,,無名沢,,大島町,間伏
586,大－Ⅰ－１０４,,,無名沢,,大島町,間伏
587,大－Ⅰ－１０５,,,無名沢,,大島町,龍の口
588,大－Ⅱ－００１,,,無名沢,,大島町,差木地
589,大－Ⅱ－００２,,,無名沢,,大島町,野増
590,大－Ⅱ－００３,,,無名沢,,大島町,野増
591,大－Ⅱ－００４,,,無名沢,,大島町,野増
592,大－Ⅱ－００５,,,無名沢,,大島町,元町
593,大－Ⅱ－００６,,,無名沢,,大島町,泉津
594,大－Ⅱ－００７,,,無名沢,,大島町,差木地
595,大－Ⅱ－１０１,,,吹上の沢,,大島町,波浮
596,大－Ⅱ－１０２,,,無名沢,,大島町,波浮港
597,大－Ⅱ－１０３,,,無名沢,,大島町,差木地
598,大－Ⅱ－１０４,,,無名沢,,大島町,差木地
599,大－Ⅱ－１０５,,,無名沢,,大島町,野増
600,大－準－１０１,,,無名沢,,大島町,泉津
601,大－準－１０２,,,無名沢,,大島町,泉津
602,大－準－１０３,,,無名沢,,大島町,波浮
603,大－準－１０４,,,無名沢,,大島町,泉津
604,新－Ⅰ－００１,,,山津山沢,,新島村,原町
605,新－Ⅰ－００２,,,吉田川,,新島村,原町
606,新－Ⅰ－００３,,,無名沢,,新島村,若郷
607,新－Ⅰ－００４,,,渡浮根沢,,新島村,若郷
608,新－Ⅰ－１０１,,,オオネガサワ,,新島村,休戸
609,神－Ⅰ－００１,,,カジヤノ沢,,神津島村,向山
610,神－Ⅰ－００２,,,洞沢,,神津島村,高処山
611,神－Ⅰ－００３,,,神津沢,,神津島村,天上山
612,神－Ⅰ－００４,,,滝川,,神津島村,神津島港
613,神－Ⅰ－００５,,,砂原,,神津島村,砂原
614,神－Ⅰ－００６,,,無名沢,,神津島村,沢尻湾
615,神－Ⅰ－Ⅱ００７,,,無名沢,,神津島村,沢尻
616,神－Ⅰ－１０１,,,無名沢,,神津島村,長浜
617,神－準－１０１,,,無名沢,,神津島村,長浜
618,三－Ⅰ－００１,,,榎木沢,,三宅村,阿古
619,三－Ⅰ－００２,,,伊ケ谷沢,,三宅村,伊ケ谷
620,三－Ⅰ－００３,,,伊豆沢,,三宅村,伊豆
621,三－Ⅰ－００４,,,坊田沢,,三宅村,伊豆
622,三－Ⅰ－００５,,,姉川沢,,三宅村,伊豆
623,三－Ⅰ－００６,,,無名沢,,三宅村,伊豆
624,三－Ⅰ－００７,,,西川,,三宅村,神着
625,三－Ⅰ－００８,,,ようが沢,,三宅村,神着
626,三－Ⅰ－００９,,,間川,,三宅村,神着
627,三－Ⅰ－０１０,,,川田沢,,三宅村,神着
628,三－Ⅰ－０１１,,,釜の尻沢,,三宅村,神着
629,三－Ⅰ－０１２,,,釜の尻沢,,三宅村,神着
630,三－Ⅰ－０１３,,,無名沢,,三宅村,坪田
631,三－Ⅰ－０１４,,,とんび沢,,三宅村,坪田
632,三－Ⅰ－０１５,,,田ケ沢,,三宅村,坪田
633,三－Ⅰ－０１６,,,道の沢,,三宅村,坪田
634,三－Ⅰ－０１７,,,無名沢,,三宅村,神着
635,三－Ⅰ－０１８,,,無名沢,,三宅村,神着
636,三－Ⅰ－０１９,,,無名沢,,三宅村,神着
637,三－Ⅰ－０２０,,,筑穴沢,,三宅村,坪田
638,三－Ⅰ－０２１,,,無名沢,,三宅村,阿古
639,三－Ⅰ－０２２,,,無名沢,,三宅村,阿古
640,三－Ⅰ－１０１,,,無名沢,,三宅村,伊ヶ谷
641,三－Ⅱ－００１,,,無名沢,,三宅村,神着
642,三－Ⅱ－００２,,,無名沢,,三宅村,神着
643,三－Ⅱ－００３,,,無名沢,,三宅村,神着
644,三－Ⅱ－００４,,,無名沢,,三宅村,坪田
645,三－Ⅱ－００５,,,無名沢,,三宅村,伊ケ谷
646,三－Ⅱ－１０１,,,無名沢,,三宅村,坪田
647,御－Ⅰ－００１,,,卯辰川,,御蔵島村,里
648,御－Ⅰ－００２,,,西川,,御蔵島村,里
649,御－Ⅰ－００３,,,無名沢,,御蔵島村,長坂
650,御－Ⅰ－１０１,,,無名沢,,御蔵島村,里
651,御－Ⅱ－１０１,,,無名沢,,御蔵島村,障子根
652,御－準－１０１,,,無名沢,,御蔵島村,障子根
