事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
大規模地下街の浸水対策計画の充実や、避難誘導の多言語化を促進します,,,,,,0,,0
19,３１－１６,豪雨対策の推進（地下街浸水対策の拡充）,都市整備局,大規模地下街等での浸水対策計画の策定促進に取り組みを促進する。,・緊急連絡体制や避難誘導方法等を定めた浸水対策計画を、８月までに全箇所にて策定,-,各地下街において情報伝達訓練等を実施し、現場の対応力を高めるとともに、浸水対策計画の更新など、浸水対策の充実を図る。,-
