事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
社会全体のダメージを最小限に抑え、早期復旧につなげます,,,,,,85674,,94656
河川・海岸施設・水道・下水道施設の耐震化、耐水化及び非常用電源の確保を進めます,,,,,,56635,,61417
26,１０－１９,東部低地帯における河川施設の耐震・耐水対策,建設局,「東部低地帯の河川施設整備計画」に基づき、各施設が機能を保持し、津波等による浸水を防止することを目的とし、堤防８６ｋｍ、水門・排水機場等全２２施設の耐震・耐水対策を１０ヵ年で完了させることとし、そのうち、特に緊急性の高い水門外側の堤防（防潮堤）４０ｋｍ、水門・排水機場等全２２施設について、１９年度までに完了させる。,・堤防の耐震対策、水門・排水機場等の耐震・耐水対策を実施,31191,・堤防の耐震対策、水門・排水機場等の耐震・耐水対策を実施,38191
27,１０－２０,低地河川の高潮・地震対策,建設局,【高潮防御施設整備】／高潮や津波などの水害に対処するための防潮堤、護岸及び水門等を整備する。／【江東内部河川整備】／地域の特性に応じ、東側地域の河川においては、平常水位を背後地盤高程度に低下させるとともに河道整備を行い、西側地域の河川においては、耐震護岸を整備する。／【スーパー堤防等の整備】／現堤防や護岸について、大地震に対する安全性を向上させるとともに、都民が身近なところで水に親しめるよう河川環境の向上を図ることを目的とする。,・防潮堤の整備、江東内部河川の護岸整備、スーパー堤防の整備等を推進,6058,・防潮堤の整備、江東内部河川の護岸整備、スーパー堤防の整備等を推進,5571
28,１０－２１,河川管理施設における再生可能エネルギーの普及・促進,建設局,再生可能エネルギーの利用割合２０％を目指して小水力発電の導入について検討を進める。,・整備に向けた調整を実施,20,・整備に向けた調整を実施,-
29,１０－２２,東京港沿岸部の地震・津波・高潮対策,港湾局,「東京港海岸保全施設整備計画」に基づき、耐震対策等を実施する。／水門の遠隔操作を行う高潮対策センターは、バックアップ機能を強化するため、二つ目のセンターを新設し、稼動する。,・引き続き、「東京港海岸保全施設整備計画」に基づき、着実に防潮堤等を整備／・発災時における防災船着場の運用のための検討を実施,19182,・引き続き、「東京港海岸保全施設整備計画」に基づき、着実に防潮堤等を整備／・防災船着場の付帯施設整備・新規整備及び運用マニュアルの検証・改善,17366
30,１０－２３,水門・陸こう等の操作体制強化,港湾局,第二高潮対策センターの整備を推進する。／陸こう削減及び遠隔制御化等を推進する。／大学、ふ頭利用者との陸こうの非常時操作に係る協定の締結、及び企業等との災害時における応急対策業務に係る協定の締結を実施する。／年２回の防災訓練（総合高潮防災訓練、地震防災訓練）と月２回の習熟訓練等を実施する。,・陸こう廃止の推進／・陸こうの遠隔制御化の運用開始／・協定先企業等を含む関係機関との実地訓練の実施,184,・陸こう廃止の推進／・陸こうの遠隔制御化の運用開始／・協定先企業等を含む関係機関との実地訓練の実施,289
31,（４－２１）,震災対策,下水道局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
